"zone","state","lga","sector","ea","cluster_id","farmer_id","activity_cd","crop_code","c9q5","c9q6","c9q7","c9q8","c9q9","c9q10"
2,15,1511,2,1498,"1511-1498",2,2,,1,3000,2,,2,
2,15,1511,2,1498,"1511-1498",2,3,,1,300,1,300,1,200
2,15,1511,2,1498,"1511-1498",2,4,,1,1500,1,1000,1,400
2,15,1511,2,1498,"1511-1498",2,5,1070,1,500,1,500,1,200
2,15,1511,2,1498,"1511-1498",2,6,1070,1,1500,2,,2,
2,15,1511,2,1498,"1511-1498",2,7,1070,1,1000,1,1000,2,
2,15,1511,2,1938,"1511-1938",1,1,,1,500,2,,1,300
2,15,1511,2,1938,"1511-1938",1,2,,1,3000,2,,2,
2,15,1511,2,1938,"1511-1938",1,3,,1,300,1,300,1,200
2,15,1511,2,1938,"1511-1938",1,4,,1,1000,2,,1,700
2,15,1511,2,1938,"1511-1938",1,5,1070,1,300,1,300,1,200
2,15,1511,2,1938,"1511-1938",1,6,1070,1,1500,2,,2,
2,15,1511,2,1938,"1511-1938",1,7,1070,1,1200,1,1200,2,
4,16,1601,2,2484,"1601-2484",1,1,,1,1800,1,1800,1,1500
4,16,1601,2,2484,"1601-2484",1,2,,1,3000,1,2500,1,1500
4,16,1601,2,2484,"1601-2484",1,4,,2,,1,2000,2,
4,16,1601,2,2484,"1601-2484",1,5,1121,1,3000,1,2500,2,
4,16,1601,2,2484,"1601-2484",2,1,,1,2000,1,2000,1,1500
4,16,1601,2,2484,"1601-2484",2,2,,1,3000,1,2500,1,1500
4,16,1601,2,2484,"1601-2484",2,4,,2,,1,2000,2,
4,16,1601,2,2484,"1601-2484",2,5,1020,1,3000,1,2500,1,1500
4,16,1602,2,234,"1602-234",1,1,,1,2500,1,2500,1,1500
4,16,1602,2,234,"1602-234",1,2,,1,2500,1,2500,1,1500
4,16,1602,2,234,"1602-234",1,4,,1,2500,1,2500,1,1500
4,16,1602,2,234,"1602-234",1,5,1122,1,2500,1,2500,2,
4,16,1602,2,234,"1602-234",1,6,1122,1,2500,2,,2,
4,16,1602,2,234,"1602-234",2,1,,1,2500,1,2500,1,1500
4,16,1602,2,234,"1602-234",2,2,,1,2500,1,2500,1,1500
4,16,1602,2,234,"1602-234",2,3,,2,,1,2000,2,
4,16,1602,2,234,"1602-234",2,4,,1,2500,1,2500,1,1500
4,16,1602,2,234,"1602-234",2,5,1020,1,2500,1,2500,1,1500
4,16,1605,2,180,"1605-180",1,1,,1,3000,1,3000,2,
4,16,1605,2,180,"1605-180",1,2,,1,3000,2,,2,
4,16,1605,2,180,"1605-180",1,4,,1,2000,1,2000,2,
4,16,1605,2,180,"1605-180",1,5,1121,1,3000,2,,2,
4,16,1605,2,180,"1605-180",1,6,1121,1,3000,2,,2,
4,16,1605,2,180,"1605-180",2,1,,1,3000,1,3000,2,
4,16,1605,2,180,"1605-180",2,2,,1,3000,1,3000,2,
4,16,1605,2,180,"1605-180",2,4,,2,,1,3000,2,
4,16,1605,2,180,"1605-180",2,5,1020,1,3000,1,3000,2,
4,16,1605,2,180,"1605-180",2,6,1020,1,3000,2,,2,
4,16,1607,2,574,"1607-574",1,1,,1,2000,1,2000,2,
4,16,1607,2,574,"1607-574",1,2,,1,2000,1,2000,2,
4,16,1607,2,574,"1607-574",1,5,1121,1,2500,1,2500,2,
4,16,1607,2,574,"1607-574",2,1,,1,2000,1,2000,2,
4,16,1607,2,574,"1607-574",2,2,,1,2500,1,2000,2,
4,16,1607,2,574,"1607-574",2,5,1020,1,2500,1,2500,2,
4,16,1608,2,1480,"1608-1480",1,1,,1,1200,1,1200,2,
4,16,1608,2,1480,"1608-1480",1,2,,1,2000,1,2000,2,
4,16,1608,2,1480,"1608-1480",1,4,,1,1500,1,1500,2,
4,16,1608,2,1480,"1608-1480",1,5,1020,1,2000,1,1200,2,
4,16,1608,2,1480,"1608-1480",2,2,,1,2000,1,2000,2,
4,16,1608,2,1480,"1608-1480",2,4,,2,,1,1500,2,
4,16,1608,2,1480,"1608-1480",2,5,1020,1,1500,1,1500,2,
4,16,1610,2,490,"1610-490",1,1,,1,2000,1,2000,2,
4,16,1610,2,490,"1610-490",1,2,,1,2000,1,2000,2,
4,16,1610,2,490,"1610-490",1,4,,2,,1,1500,2,
4,16,1610,2,490,"1610-490",1,5,1121,1,2000,1,2000,2,
4,16,1610,2,490,"1610-490",1,6,1121,1,1500,2,,2,
4,16,1610,2,490,"1610-490",2,1,,1,2000,1,2000,2,
4,16,1610,2,490,"1610-490",2,2,,1,2000,1,2000,1,1000
4,16,1610,2,490,"1610-490",2,4,,2,,1,1500,2,
4,16,1610,2,490,"1610-490",2,5,1020,1,2000,1,2000,1,1200
4,16,1610,2,66,"1610-66",1,1,,1,1500,1,1500,2,
4,16,1610,2,66,"1610-66",1,2,,1,2000,1,2000,2,
4,16,1610,2,66,"1610-66",1,4,,2,,1,2000,2,
4,16,1610,2,66,"1610-66",1,5,1121,1,2000,1,2000,2,
4,16,1610,2,66,"1610-66",1,6,1121,1,2000,2,,2,
4,16,1610,2,66,"1610-66",2,1,,1,2000,1,1500,2,
4,16,1610,2,66,"1610-66",2,2,,1,2000,1,2000,2,
4,16,1610,2,66,"1610-66",2,4,,2,,1,2000,2,
4,16,1610,2,66,"1610-66",2,5,1020,1,2000,1,2000,2,
4,16,1610,2,776,"1610-776",1,1,,1,2000,1,2000,2,
4,16,1610,2,776,"1610-776",1,2,,1,2000,1,2000,2,
4,16,1610,2,776,"1610-776",1,4,,1,2000,1,2000,2,
4,16,1610,2,776,"1610-776",1,5,1121,1,3000,1,3000,2,
4,16,1610,2,776,"1610-776",1,6,1121,1,3000,2,,2,
4,16,1610,2,776,"1610-776",2,1,,1,2000,1,2000,2,
4,16,1610,2,776,"1610-776",2,2,,1,2000,2,,2,
4,16,1610,2,776,"1610-776",2,4,,1,2000,1,2000,2,
4,16,1610,2,776,"1610-776",2,5,1020,2,,1,2000,2,
4,16,1611,2,1878,"1611-1878",1,1,,1,2500,1,2500,2,
4,16,1611,2,1878,"1611-1878",1,2,,1,2500,1,2500,2,
4,16,1611,2,1878,"1611-1878",1,4,,1,2500,1,2500,2,
4,16,1611,2,1878,"1611-1878",1,5,1122,1,2000,2,,2,
4,16,1611,2,1878,"1611-1878",1,6,1122,1,2000,2,,2,
4,16,1611,2,1878,"1611-1878",2,1,,1,2500,1,2500,2,
4,16,1611,2,1878,"1611-1878",2,2,,1,2500,1,2500,2,
4,16,1611,2,1878,"1611-1878",2,4,,1,2500,1,2500,2,
4,16,1611,2,1878,"1611-1878",2,5,1020,1,2500,1,2500,2,
4,16,1613,2,440,"1613-440",1,1,,1,2000,1,1500,2,
4,16,1613,2,440,"1613-440",1,2,,1,2500,1,2500,1,1200
4,16,1613,2,440,"1613-440",1,4,,2,,1,1500,2,
4,16,1613,2,440,"1613-440",1,5,1121,1,2500,1,2000,2,
4,16,1613,2,440,"1613-440",1,6,1121,1,1500,2,,2,
4,16,1613,2,440,"1613-440",2,1,,1,2000,1,2000,2,
4,16,1613,2,440,"1613-440",2,2,,1,2500,1,2000,1,1000
4,16,1613,2,440,"1613-440",2,4,,2,,1,1500,2,
4,16,1613,2,440,"1613-440",2,5,1020,1,2500,1,2000,2,
4,16,1615,2,220,"1615-220",1,1,,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",1,2,,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",1,4,,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",1,5,1121,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",2,1,,1,3000,2,,2,
4,16,1615,2,220,"1615-220",2,2,,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",2,4,,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",2,5,1020,1,3000,1,3000,2,
4,16,1615,2,220,"1615-220",2,6,1020,1,2500,1,3000,2,
4,16,1616,2,902,"1616-902",1,1,,1,2000,1,2000,2,
4,16,1616,2,902,"1616-902",1,2,,1,3000,1,3000,1,1500
4,16,1616,2,902,"1616-902",1,4,,2,,1,1500,2,
4,16,1616,2,902,"1616-902",1,5,1121,1,3000,1,3000,2,
4,16,1616,2,902,"1616-902",2,1,,1,2500,1,2500,2,
4,16,1616,2,902,"1616-902",2,2,,1,3000,1,3000,1,1200
4,16,1616,2,902,"1616-902",2,4,,2,,1,2000,2,
4,16,1616,2,902,"1616-902",2,5,1020,1,3000,1,2500,1,1500
4,16,1622,1,136,"1622-136",1,1,,1,3000,1,2000,1,1200
4,16,1622,1,136,"1622-136",1,2,,1,2500,1,2500,1,2000
4,16,1622,1,136,"1622-136",1,5,1121,1,3000,1,2000,2,
4,16,1622,1,136,"1622-136",2,1,,1,3000,1,2000,2,
4,16,1622,1,136,"1622-136",2,3,,2,,1,1000,2,
4,16,1622,1,136,"1622-136",2,5,1020,1,2500,1,2000,1,1000
4,16,1622,2,692,"1622-692",1,1,,1,2000,2,,2,
4,16,1622,2,692,"1622-692",1,2,,1,2000,1,1500,2,
4,16,1622,2,692,"1622-692",1,4,,2,,1,1500,2,
4,16,1622,2,692,"1622-692",1,5,1121,1,2000,1,300,2,
4,16,1622,2,692,"1622-692",2,1,,1,2000,2,,2,
4,16,1622,2,692,"1622-692",2,2,,1,2000,1,1500,2,
4,16,1622,2,692,"1622-692",2,4,,2,,1,1500,2,
4,16,1622,2,692,"1622-692",2,5,1020,2,,1,1500,2,
4,16,1622,2,692,"1622-692",2,6,1020,2,,1,1500,2,
4,16,1625,2,210,"1625-210",1,1,,1,3000,1,3000,2,
4,16,1625,2,210,"1625-210",1,2,,1,3500,1,3000,2,
4,16,1625,2,210,"1625-210",1,4,,2,,1,2000,2,
4,16,1625,2,210,"1625-210",1,5,1020,1,3000,1,3000,1,1500
4,16,1625,2,210,"1625-210",2,1,,1,3000,1,3000,2,
4,16,1625,2,210,"1625-210",2,2,,1,3500,1,3000,1,1500
4,16,1625,2,210,"1625-210",2,4,,2,,1,2000,2,
4,16,1625,2,210,"1625-210",2,5,1020,1,3500,1,3000,1,1500
4,16,1625,2,210,"1625-210",2,6,1020,2,,1,1200,2,
4,16,1626,2,1546,"1626-1546",1,1,,1,2500,1,2500,2,
4,16,1626,2,1546,"1626-1546",1,2,,1,2500,1,2500,2,
4,16,1626,2,1546,"1626-1546",1,4,,1,2500,1,2500,2,
4,16,1626,2,1546,"1626-1546",1,5,1121,1,2500,1,2500,2,
4,16,1626,2,1546,"1626-1546",1,6,1121,1,2500,1,2500,2,
4,16,1626,2,1546,"1626-1546",2,1,,1,2500,1,2500,1,2500
4,16,1626,2,1546,"1626-1546",2,2,,1,2500,1,2500,2,
4,16,1626,2,1546,"1626-1546",2,4,,2,,1,2500,2,
4,16,1626,2,1546,"1626-1546",2,5,1020,2,,1,2500,2,
4,16,1627,2,126,"1627-126",1,1,,1,2500,1,2500,2,
4,16,1627,2,126,"1627-126",1,2,,1,2500,2,,2,
4,16,1627,2,126,"1627-126",1,4,,1,2000,1,2000,2,
4,16,1627,2,126,"1627-126",1,5,1110,1,2000,1,1500,2,
4,16,1627,2,126,"1627-126",1,6,1110,1,2000,1,2000,2,
4,16,1627,2,126,"1627-126",1,7,1110,1,2000,1,2000,2,
4,16,1627,2,126,"1627-126",2,1,,1,2500,1,2000,2,
4,16,1627,2,126,"1627-126",2,2,,1,2500,2,,2,
4,16,1627,2,126,"1627-126",2,4,,1,2000,1,2000,2,
4,16,1627,2,126,"1627-126",2,5,1020,1,2500,2,,2,
3,17,1701,2,10,"1701-10",1,1,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",1,2,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",1,3,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",1,4,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",1,5,1100,1,500,1,500,1,250
3,17,1701,2,10,"1701-10",1,6,1100,1,500,2,,1,250
3,17,1701,2,10,"1701-10",1,7,1100,2,,1,1000,2,
3,17,1701,2,10,"1701-10",2,1,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",2,2,,1,500,2,,1,500
3,17,1701,2,10,"1701-10",2,3,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",2,4,,1,500,2,,1,250
3,17,1701,2,10,"1701-10",2,5,1100,1,500,1,500,1,250
3,17,1701,2,10,"1701-10",2,6,1100,1,500,2,,1,250
3,17,1701,2,10,"1701-10",2,7,1100,2,,1,1000,2,
3,17,1707,2,284,"1707-284",1,1,,1,400,1,200,1,100
3,17,1707,2,284,"1707-284",1,2,,1,400,2,,1,200
3,17,1707,2,284,"1707-284",1,3,,1,400,2,,1,100
3,17,1707,2,284,"1707-284",1,4,,1,400,2,,1,200
3,17,1707,2,284,"1707-284",1,5,2040,1,400,1,200,1,100
3,17,1707,2,284,"1707-284",1,6,2040,1,400,1,200,1,100
3,17,1707,2,284,"1707-284",1,7,2040,2,,1,1000,2,
3,17,1707,2,284,"1707-284",2,1,,1,400,2,,2,
3,17,1707,2,284,"1707-284",2,2,,1,500,1,200,1,100
3,17,1707,2,284,"1707-284",2,3,,1,400,2,,2,
3,17,1707,2,284,"1707-284",2,4,,1,400,1,200,1,100
3,17,1707,2,284,"1707-284",2,5,2040,1,400,1,200,1,100
3,17,1707,2,284,"1707-284",2,6,2040,1,500,2,,2,
3,17,1707,2,284,"1707-284",2,7,2040,2,,1,1000,2,
3,17,1712,2,126,"1712-126",1,4,,1,500,2,,1,400
3,17,1712,2,126,"1712-126",1,6,1100,1,500,2,,2,
3,17,1712,2,126,"1712-126",1,7,1100,2,,1,600,2,
3,17,1715,2,3064,"1715-3064",1,1,,1,600,2,,1,600
3,17,1715,2,3064,"1715-3064",1,2,,1,600,2,,1,600
3,17,1715,2,3064,"1715-3064",1,3,,1,600,2,,1,600
3,17,1715,2,3064,"1715-3064",1,4,,1,600,2,,1,600
3,17,1715,2,3064,"1715-3064",1,5,1100,1,600,1,600,1,600
3,17,1715,2,3064,"1715-3064",1,6,1100,1,600,2,,1,600
3,17,1715,2,3064,"1715-3064",1,7,1100,2,,1,800,2,
3,17,1716,2,1344,"1716-1344",1,1,,1,500,2,,1,300
3,17,1716,2,1344,"1716-1344",1,2,,1,500,2,,1,300
3,17,1716,2,1344,"1716-1344",1,3,,1,500,2,,1,300
3,17,1716,2,1344,"1716-1344",1,4,,1,500,2,,1,300
3,17,1716,2,1344,"1716-1344",1,5,1100,1,500,2,,1,300
3,17,1716,2,1344,"1716-1344",1,6,1100,1,500,2,,1,300
3,17,1716,2,1344,"1716-1344",1,7,1100,2,,1,1000,2,
3,17,1716,2,1452,"1716-1452",1,1,,1,500,2,,1,200
3,17,1716,2,1452,"1716-1452",1,2,,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",1,3,,1,500,2,,1,200
3,17,1716,2,1452,"1716-1452",1,4,,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",1,5,1100,1,750,1,750,1,400
3,17,1716,2,1452,"1716-1452",1,6,1100,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",1,7,1100,2,,1,500,2,
3,17,1716,2,1452,"1716-1452",2,1,,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",2,2,,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",2,3,,1,500,2,,1,400
3,17,1716,2,1452,"1716-1452",2,4,,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",2,5,1100,1,500,1,500,1,400
3,17,1716,2,1452,"1716-1452",2,6,1100,1,750,2,,1,400
3,17,1716,2,1452,"1716-1452",2,7,1100,2,,1,500,2,
3,17,1717,2,378,"1717-378",1,2,,1,1500,2,,1,500
3,17,1717,2,378,"1717-378",1,3,,1,600,2,,1,300
3,17,1717,2,378,"1717-378",1,4,,1,2000,2,,1,1000
3,17,1717,2,378,"1717-378",1,6,1100,1,1000,2,,1,700
3,17,1721,1,1272,"1721-1272",1,2,,1,500,2,,1,400
3,17,1721,1,1272,"1721-1272",1,4,,1,500,2,,1,400
3,17,1721,1,1272,"1721-1272",1,5,1100,1,500,1,200,1,100
3,17,1721,1,1272,"1721-1272",1,6,1100,1,500,1,250,1,100
3,17,1722,2,96,"1722-96",1,1,,1,500,2,,1,300
3,17,1722,2,96,"1722-96",1,2,,1,500,2,,1,300
3,17,1722,2,96,"1722-96",1,3,,1,500,2,,1,300
3,17,1722,2,96,"1722-96",1,4,,1,500,2,,1,300
3,17,1722,2,96,"1722-96",1,5,1110,1,500,2,,1,300
3,17,1722,2,96,"1722-96",1,6,1110,1,500,2,,1,300
3,17,1722,2,96,"1722-96",1,7,1110,2,,1,600,2,
3,17,1723,1,668,"1723-668",1,1,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",1,2,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",1,3,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",1,4,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",1,5,1100,1,500,2,,1,200
3,17,1723,1,668,"1723-668",1,6,1100,1,500,2,,1,200
3,17,1723,1,668,"1723-668",1,7,1100,2,,1,1000,2,
3,17,1723,1,668,"1723-668",2,1,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",2,2,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",2,3,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",2,4,,1,500,2,,1,200
3,17,1723,1,668,"1723-668",2,5,1100,1,500,2,,1,200
3,17,1723,1,668,"1723-668",2,6,1100,1,500,2,,1,200
3,17,1723,1,668,"1723-668",2,7,1100,2,,1,1000,2,
3,17,1725,2,200,"1725-200",1,2,,1,1500,2,,1,800
3,17,1725,2,200,"1725-200",1,4,,1,1500,2,,1,800
3,17,1725,2,200,"1725-200",1,6,1100,1,1000,2,,1,500
3,18,1802,2,1040,"1802-1040",1,1,,1,1500,1,1000,1,800
3,18,1802,2,1040,"1802-1040",1,2,,1,1500,2,,2,
3,18,1802,2,1040,"1802-1040",1,3,,1,1000,1,800,1,800
3,18,1802,2,1040,"1802-1040",1,4,,1,2000,1,1000,1,800
3,18,1802,2,1040,"1802-1040",1,5,1080,1,1500,1,1000,1,800
3,18,1802,2,1040,"1802-1040",1,6,1080,1,1500,2,,2,
3,18,1802,2,1040,"1802-1040",1,7,1080,2,,1,800,2,
3,18,1802,2,1040,"1802-1040",2,1,,1,1500,1,1000,1,800
3,18,1802,2,1040,"1802-1040",2,2,,2,,1,1000,2,
3,18,1802,2,1040,"1802-1040",2,3,,1,1500,1,1000,1,800
3,18,1802,2,1040,"1802-1040",2,4,,1,2000,1,1000,1,800
3,18,1802,2,1040,"1802-1040",2,5,1060,1,1500,1,1000,1,800
3,18,1802,2,1040,"1802-1040",2,6,1060,2,,1,1000,2,
3,18,1802,2,1040,"1802-1040",2,7,1060,1,1500,1,800,1,500
3,18,1802,1,3204,"1802-3204",1,1,,1,500,1,500,2,
3,18,1802,1,3204,"1802-3204",1,2,,1,1500,2,,2,
3,18,1802,1,3204,"1802-3204",1,3,,1,1000,1,1000,2,
3,18,1802,1,3204,"1802-3204",1,4,,1,1500,1,1500,1,1000
3,18,1802,1,3204,"1802-3204",1,5,1080,2,,1,1000,2,
3,18,1802,1,3204,"1802-3204",1,6,1080,1,1000,1,1000,2,
3,18,1802,1,3204,"1802-3204",1,7,1080,1,1500,1,1500,2,
3,18,1802,1,3204,"1802-3204",2,1,,1,1000,1,1000,2,
3,18,1802,1,3204,"1802-3204",2,2,,1,1500,2,,2,
3,18,1802,1,3204,"1802-3204",2,3,,1,1000,1,1000,2,
3,18,1802,1,3204,"1802-3204",2,4,,1,1500,1,1500,1,1000
3,18,1802,1,3204,"1802-3204",2,5,1080,2,,1,1000,1,1000
3,18,1802,1,3204,"1802-3204",2,6,1080,1,1000,1,1000,1,700
3,18,1802,1,3204,"1802-3204",2,7,1080,1,1000,1,1000,2,
3,18,1803,2,840,"1803-840",1,1,,1,500,2,,1,200
3,18,1803,2,840,"1803-840",1,2,,1,1000,2,,2,
3,18,1803,2,840,"1803-840",1,3,,1,500,2,,1,200
3,18,1803,2,840,"1803-840",1,4,,1,1000,2,,1,400
3,18,1803,2,840,"1803-840",1,5,1080,1,700,2,,2,
3,18,1803,2,840,"1803-840",1,6,1080,1,1000,2,,2,
3,18,1803,2,840,"1803-840",1,7,1080,2,,1,800,1,400
3,18,1803,2,840,"1803-840",2,1,,1,1000,2,,2,
3,18,1803,2,840,"1803-840",2,2,,1,1000,2,,2,
3,18,1803,2,840,"1803-840",2,3,,1,700,2,,1,400
3,18,1803,2,840,"1803-840",2,4,,1,1000,2,,2,
3,18,1803,2,840,"1803-840",2,5,1080,1,700,2,,2,
3,18,1803,2,840,"1803-840",2,6,1080,1,1000,2,,2,
3,18,1803,2,840,"1803-840",2,7,1080,1,700,1,700,1,300
3,18,1804,1,2690,"1804-2690",1,1,,1,700,1,500,1,300
3,18,1804,1,2690,"1804-2690",1,2,,1,1500,2,,2,
3,18,1804,1,2690,"1804-2690",1,3,,1,700,1,500,1,300
3,18,1804,1,2690,"1804-2690",1,4,,1,1000,1,800,1,500
3,18,1804,1,2690,"1804-2690",1,5,1080,1,1000,1,700,1,400
3,18,1804,1,2690,"1804-2690",1,6,1080,1,1000,1,800,1,500
3,18,1804,1,2690,"1804-2690",1,7,1080,1,800,1,600,1,400
3,18,1804,1,2690,"1804-2690",2,1,,1,1000,1,700,1,500
3,18,1804,1,2690,"1804-2690",2,2,,1,1500,2,,2,
3,18,1804,1,2690,"1804-2690",2,3,,1,800,1,600,1,400
3,18,1804,1,2690,"1804-2690",2,4,,1,1000,1,800,1,500
3,18,1804,1,2690,"1804-2690",2,5,1080,1,1000,1,800,1,500
3,18,1804,1,2690,"1804-2690",2,6,1080,1,1000,1,600,1,400
3,18,1804,1,2690,"1804-2690",2,7,1080,1,800,1,600,1,400
3,18,1805,2,792,"1805-792",1,2,,1,800,2,,2,
3,18,1805,2,792,"1805-792",1,3,,1,500,1,500,2,
3,18,1805,2,792,"1805-792",1,6,1080,1,800,2,,2,
3,18,1805,2,792,"1805-792",1,7,1080,2,,1,800,2,
3,18,1805,2,792,"1805-792",2,1,,1,500,2,,2,
3,18,1805,2,792,"1805-792",2,2,,1,800,2,,2,
3,18,1805,2,792,"1805-792",2,3,,1,500,2,,2,
3,18,1805,2,792,"1805-792",2,4,,1,800,2,,2,
3,18,1805,2,792,"1805-792",2,5,1080,1,500,2,,2,
3,18,1805,2,792,"1805-792",2,6,1080,1,800,1,500,2,
3,18,1805,2,792,"1805-792",2,7,1080,1,800,1,500,1,400
3,18,1809,1,1098,"1809-1098",1,1,,1,1000,1,1000,2,
3,18,1809,1,1098,"1809-1098",1,2,,1,1500,1,1500,2,
3,18,1809,1,1098,"1809-1098",1,3,,1,800,1,800,2,
3,18,1809,1,1098,"1809-1098",1,4,,1,1200,1,1000,2,
3,18,1809,1,1098,"1809-1098",1,5,1080,1,600,1,500,2,
3,18,1809,1,1098,"1809-1098",1,6,1080,1,1000,2,,2,
3,18,1809,1,1098,"1809-1098",1,7,1080,2,,1,800,1,400
3,18,1809,1,1098,"1809-1098",2,1,,1,1000,1,800,2,
3,18,1809,1,1098,"1809-1098",2,2,,1,1500,2,,2,
3,18,1809,1,1098,"1809-1098",2,3,,2,,1,600,1,300
3,18,1809,1,1098,"1809-1098",2,4,,1,1000,1,1000,2,
3,18,1809,1,1098,"1809-1098",2,5,1080,1,600,1,500,2,
3,18,1809,1,1098,"1809-1098",2,6,1080,1,1000,2,,2,
3,18,1809,1,1098,"1809-1098",2,7,1080,2,,1,600,1,400
3,18,1809,1,1756,"1809-1756",1,1,,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",1,2,,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",1,3,,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",1,4,,1,1500,1,1500,2,
3,18,1809,1,1756,"1809-1756",1,5,1080,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",1,6,1080,1,1500,1,1500,2,
3,18,1809,1,1756,"1809-1756",1,7,1080,1,1500,1,1500,2,
3,18,1809,1,1756,"1809-1756",2,1,,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",2,2,,1,1500,1,1500,2,
3,18,1809,1,1756,"1809-1756",2,3,,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",2,4,,1,1500,1,1500,2,
3,18,1809,1,1756,"1809-1756",2,5,1110,1,1500,2,,2,
3,18,1809,1,1756,"1809-1756",2,6,1110,1,1500,1,1500,2,
3,18,1809,1,1756,"1809-1756",2,7,1110,1,1500,1,1500,2,
3,18,1810,1,540,"1810-540",1,1,,1,2000,2,,2,
3,18,1810,1,540,"1810-540",1,2,,1,2000,2,,2,
3,18,1810,1,540,"1810-540",1,3,,1,1500,2,,2,
3,18,1810,1,540,"1810-540",1,4,,1,2000,2,,2,
3,18,1810,1,540,"1810-540",1,5,1080,1,2000,2,,2,
3,18,1810,1,540,"1810-540",1,6,1080,1,2000,2,,2,
3,18,1810,1,540,"1810-540",1,7,1080,2,,1,2000,2,
3,18,1810,1,540,"1810-540",2,1,,1,2000,2,,2,
3,18,1810,1,540,"1810-540",2,2,,1,2000,2,,2,
3,18,1810,1,540,"1810-540",2,3,,1,1500,2,,2,
3,18,1810,1,540,"1810-540",2,4,,1,2000,2,,2,
3,18,1810,1,540,"1810-540",2,5,1080,1,2000,2,,2,
3,18,1810,1,540,"1810-540",2,6,1080,1,2000,2,,2,
3,18,1810,1,540,"1810-540",2,7,1080,1,2000,1,2000,2,
3,18,1816,1,378,"1816-378",1,2,,1,700,2,,2,
3,18,1816,1,378,"1816-378",1,3,,1,500,2,,2,
3,18,1816,1,378,"1816-378",1,4,,1,600,2,,1,300
3,18,1816,1,378,"1816-378",1,5,1080,1,500,2,,1,300
3,18,1816,1,378,"1816-378",1,6,1080,1,600,2,,2,
3,18,1816,1,378,"1816-378",1,7,1080,1,600,1,500,1,300
3,18,1816,1,378,"1816-378",2,1,,1,500,2,,2,
3,18,1816,1,378,"1816-378",2,2,,1,700,2,,2,
3,18,1816,1,378,"1816-378",2,3,,1,500,2,,1,300
3,18,1816,1,378,"1816-378",2,4,,1,700,2,,1,400
3,18,1816,1,378,"1816-378",2,5,1080,1,500,2,,1,400
3,18,1816,1,378,"1816-378",2,6,1080,1,600,2,,2,
3,18,1816,1,378,"1816-378",2,7,1080,1,600,1,500,1,300
3,18,1817,2,572,"1817-572",1,6,1080,1,1000,1,800,1,400
3,18,1817,2,572,"1817-572",1,7,1080,1,800,1,800,2,
3,18,1817,2,572,"1817-572",2,2,,1,1200,2,,2,
3,18,1817,2,572,"1817-572",2,3,,1,600,1,700,2,
3,18,1817,2,572,"1817-572",2,4,,1,1000,1,1000,2,
3,18,1817,2,572,"1817-572",2,6,1080,1,800,1,700,1,300
3,18,1817,2,726,"1817-726",1,6,1080,1,1000,1,800,1,500
3,18,1817,2,726,"1817-726",2,4,,1,1000,1,800,2,
3,18,1817,2,726,"1817-726",2,5,1080,1,1000,1,800,1,500
3,18,1817,2,726,"1817-726",2,6,1080,1,1000,1,800,1,500
3,18,1817,2,880,"1817-880",1,1,,1,2000,1,2000,1,1000
3,18,1817,2,880,"1817-880",1,2,,1,3000,2,,2,
3,18,1817,2,880,"1817-880",1,3,,1,1500,2,,2,
3,18,1817,2,880,"1817-880",1,4,,1,3000,1,3000,1,1000
3,18,1817,2,880,"1817-880",1,5,1080,2,,1,2500,1,1000
3,18,1817,2,880,"1817-880",1,6,1080,1,2000,2,,2,
3,18,1817,2,880,"1817-880",1,7,1080,2,,1,1500,2,
3,18,1817,2,880,"1817-880",2,1,,1,2500,1,2500,1,1000
3,18,1817,2,880,"1817-880",2,2,,1,3000,2,,2,
