"zone","state","lga","sector","ea","hhid","s12q8a","s12q8b","s12q8c","s12q8d","s12q8e","s12q8f","s12q8g","s12q8h","s12q8i","s12q8j","s12q2a","s12q2b1","s12q2b","s12q5","s12q6__1","s12q6__2","s12q6__3","s12q6__4","s12q6__5","s12q6__6","s12q6__7","s12q6__8","s12q6__9","s12q6__10","s12q6__11","s12q6__12","s12q6__13","s12q6__14","s12q6__15","s12q7_1","s12q7_2","s12q7_3","s12q7_os","Sec12_resp"
2,15,1502,2,1386,159012,2,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159013,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159014,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159015,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159016,2,2,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159017,2,2,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159018,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,5
2,15,1503,2,864,159019,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159021,2,2,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159022,2,2,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,864,159023,1,1,1,1,1,1,1,2,1,1,2,3,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,12,,,3
2,15,1503,2,1076,159025,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,3
2,15,1503,2,1076,159026,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,1076,159027,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,2
2,15,1503,2,1076,159028,2,1,1,1,1,2,2,2,1,1,3,3,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,12,,,1
2,15,1503,2,1076,159029,2,2,2,2,2,2,2,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,2
2,15,1503,2,1076,159032,2,1,1,2,2,2,2,2,2,2,3,4,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,12,,,1
2,15,1503,2,1076,159033,1,2,2,2,2,1,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,1076,159034,1,1,1,2,1,2,2,2,2,2,3,4,5,2,,,,,,,,,,,,,,,,,,,,1
2,15,1503,2,1076,159035,1,1,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
2,15,1506,1,244,159036,2,2,2,2,2,2,2,2,2,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,244,159037,2,2,2,2,2,2,1,2,2,2,3,5,3,2,,,,,,,,,,,,,,,,,,,,2
2,15,1506,1,244,159038,2,1,1,2,1,2,2,2,1,2,3,5,7,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,244,159039,1,1,1,2,2,2,2,2,2,2,3,4,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,,,,1
2,15,1506,1,244,159040,1,1,1,1,1,1,1,1,2,2,2,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,,,1
2,15,1506,1,244,159042,2,2,2,2,2,2,2,2,2,2,3,5,5,2,,,,,,,,,,,,,,,,,,,,6
2,15,1506,1,244,159043,2,2,1,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,3
2,15,1506,1,244,159045,2,2,2,2,2,1,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,244,159047,2,1,1,2,1,2,2,2,2,2,3,4,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,,,,1
2,15,1506,1,458,159048,2,2,2,2,1,1,1,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,3
2,15,1506,1,458,159049,2,1,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,458,159050,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,2
2,15,1506,1,458,159051,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,458,159052,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,458,159053,2,1,2,2,2,2,2,2,2,2,3,4,7,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,458,159055,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,6
2,15,1506,1,458,159056,2,1,1,2,1,2,2,2,2,1,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,458,159057,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,3
2,15,1506,1,458,159059,2,2,2,2,2,2,2,2,2,2,3,,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,1328,159060,1,1,1,2,1,2,2,2,1,2,3,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,,,,1
2,15,1506,1,1328,159061,2,2,2,2,2,2,1,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,4
2,15,1506,1,1328,159062,2,2,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,1328,159063,1,1,1,1,1,1,1,1,1,1,1,2,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,12,5,,,1
2,15,1506,1,1328,159064,1,1,1,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,1328,159065,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,1328,159066,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,1328,159067,1,2,2,2,2,2,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,2
2,15,1506,1,1328,159068,2,2,2,2,2,2,2,2,2,2,3,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,,,2
2,15,1506,1,1328,159071,1,1,1,2,2,2,2,2,1,2,3,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,,,,1
2,15,1509,2,388,159072,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,5
2,15,1509,2,388,159073,2,2,2,2,2,2,2,2,2,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,3
2,15,1509,2,388,159074,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,3
2,15,1509,2,388,159076,2,2,2,2,1,2,2,2,2,1,3,3,5,2,,,,,,,,,,,,,,,,,,,,1
2,15,1509,2,388,159078,2,2,2,2,2,2,2,2,2,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,1
2,15,1509,2,388,159079,2,2,2,2,2,2,2,2,1,2,3,,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,4,,,1
2,15,1509,2,388,159081,1,1,1,1,1,2,1,1,1,2,3,3,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,,,,1
2,15,1509,2,388,159082,1,1,1,2,1,2,2,2,1,2,3,4,5,2,,,,,,,,,,,,,,,,,,,,1
2,15,1509,2,388,159083,1,2,1,2,2,2,2,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,1
2,15,1510,2,838,159084,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1510,2,838,159085,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1510,2,838,159086,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,1
2,15,1510,2,838,159087,2,2,2,1,2,2,2,2,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1510,2,838,159088,2,1,2,2,2,2,1,2,2,2,2,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,4,,,4
2,15,1510,2,838,159089,2,2,2,2,2,2,2,2,2,1,3,3,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,,,,1
2,15,1510,2,838,159090,2,2,2,2,1,2,2,2,1,1,2,3,,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,,,,7
2,15,1510,2,838,159093,1,1,1,2,1,2,2,2,2,2,3,3,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,1
2,15,1510,2,838,159094,1,1,1,1,1,1,2,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1510,2,838,159095,1,1,1,1,1,1,1,1,1,1,2,3,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,,,,1
2,15,1511,2,1498,159096,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
2,15,1511,2,1498,159097,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1511,2,1498,159098,1,1,1,2,1,2,1,2,1,1,3,4,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12,,,1
2,15,1511,2,1498,159099,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
2,15,1511,2,1498,159100,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,1
2,15,1511,2,1498,159101,1,1,1,1,1,1,1,2,2,1,3,3,,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,12,7,1,,2
2,15,1511,2,1498,159102,1,1,1,1,1,1,1,1,1,1,3,,,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,12,,,1
2,15,1511,2,1498,159105,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1511,2,1498,159106,2,1,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,2
2,15,1511,2,1498,159107,1,1,1,1,1,1,1,2,2,1,3,3,,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,,,,1
2,15,1503,2,1076,159111,1,1,1,1,2,2,2,2,1,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
2,15,1506,1,244,159112,2,2,2,2,2,2,2,2,2,2,3,4,6,2,,,,,,,,,,,,,,,,,,,,1
2,15,1509,2,388,159119,1,1,1,1,1,1,1,2,1,2,3,3,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,,,,1
4,16,1626,2,1546,160001,2,2,2,2,2,2,2,2,2,2,3,,6,2,,,,,,,,,,,,,,,,,,,,6
4,16,1626,2,1546,160002,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1626,2,1546,160003,1,1,1,2,2,1,2,2,2,2,2,3,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,12,,,2
4,16,1626,2,1546,160004,1,1,1,2,1,1,2,2,2,2,2,2,,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,5,12,,,1
4,16,1626,2,1546,160005,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1626,2,1546,160006,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1626,2,1546,160007,1,1,1,1,1,1,1,2,2,2,2,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,,,5
4,16,1626,2,1546,160008,1,1,2,1,1,2,2,2,2,2,2,3,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,16,1626,2,1546,160009,1,1,1,1,1,2,2,2,2,2,2,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,,,2
4,16,1620,2,0,160010,1,1,1,1,1,1,2,2,2,2,2,3,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,12,,,1
4,16,1622,1,136,160017,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1622,1,136,160018,1,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1622,1,136,160019,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,4
4,16,1622,1,136,160024,2,1,1,1,1,1,1,2,1,1,3,3,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,,,,3
4,16,1622,1,136,160025,2,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1622,1,136,160032,1,1,1,1,1,2,1,2,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,5,12,,2
4,16,1622,1,136,160035,1,1,1,1,1,1,2,2,1,2,3,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,5,4,,2
4,16,1622,1,136,160036,1,1,1,1,1,1,2,2,1,2,3,3,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,12,5,10,,5
4,16,1622,1,136,160041,1,1,1,1,1,1,1,2,1,2,3,3,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,12,5,3,,3
4,16,1613,2,440,160051,1,1,1,1,1,1,2,2,1,1,2,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,12,,,1
4,16,1613,2,440,160053,1,1,1,2,1,1,2,2,2,2,2,3,,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,5,,,1
4,16,1613,2,440,160054,1,1,1,1,1,1,1,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1613,2,440,160055,1,1,1,1,1,1,1,2,1,2,2,,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,12,5,3,,4
4,16,1613,2,440,160056,2,1,1,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1613,2,440,160057,2,2,2,2,1,2,2,2,2,2,3,4,6,2,,,,,,,,,,,,,,,,,,,,10
4,16,1613,2,440,160058,2,2,2,2,2,2,2,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,3
4,16,1613,2,440,160059,1,1,1,1,1,1,1,1,2,2,2,,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,12,5,3,,2
4,16,1613,2,440,160060,1,1,1,1,1,1,1,2,1,2,3,3,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,5,3,,3
4,16,1605,2,180,160144,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1605,2,180,160145,2,2,2,2,2,2,2,2,2,2,3,,3,2,,,,,,,,,,,,,,,,,,,,4
4,16,1605,2,180,160146,2,1,1,2,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,3
4,16,1605,2,180,160147,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1605,2,180,160148,1,1,1,1,1,1,2,2,2,2,2,,,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,5,12,,,1
4,16,1605,2,180,160149,1,1,1,1,1,1,2,2,2,2,2,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,12,,,2
4,16,1605,2,180,160150,1,1,1,1,1,1,2,2,2,2,2,,,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5,12,,,5
4,16,1605,2,180,160151,2,1,1,2,2,2,2,2,2,2,3,3,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,16,1605,2,180,160152,2,2,2,2,2,2,2,2,2,2,3,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,1
4,16,1605,2,180,160153,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1601,2,2484,169001,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,6
4,16,1601,2,2484,169002,1,1,1,1,1,1,2,2,2,1,2,2,,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,12,,,,3
4,16,1601,2,2484,169003,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1601,2,2484,169004,1,1,1,1,1,1,2,2,1,2,3,3,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,5,3,,1
4,16,1601,2,2484,169007,1,1,1,1,1,1,1,2,1,1,2,2,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,3,,1
4,16,1601,2,2484,169008,1,1,1,1,1,1,1,1,1,2,2,2,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,,,1
4,16,1601,2,2484,169009,1,1,1,2,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1601,2,2484,169010,1,1,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1601,2,2484,169011,1,1,1,1,1,1,1,2,1,2,3,,,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,12,,,,1
4,16,1601,2,2484,169012,2,1,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1602,2,234,169013,2,2,2,2,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1602,2,234,169014,2,2,2,2,2,2,2,2,2,2,3,4,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,,,1
4,16,1602,2,234,169016,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1602,2,234,169017,1,1,1,1,1,1,2,2,2,2,2,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,5,,,1
4,16,1602,2,234,169018,1,1,1,1,1,1,1,1,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1602,2,234,169020,1,1,1,2,2,1,2,2,2,2,3,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,5,,,1
4,16,1602,2,234,169021,1,1,1,1,1,1,2,2,1,2,2,3,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,12,8,,2
4,16,1602,2,234,169022,1,1,1,1,1,2,2,2,1,2,2,2,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4,,,1
4,16,1602,2,234,169024,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
4,16,1607,2,574,169026,1,1,1,1,1,1,1,2,1,2,2,2,,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,12,5,3,,1
4,16,1607,2,574,169027,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1607,2,574,169028,1,1,2,1,1,1,2,2,2,2,2,3,3,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,12,5,,,2
4,16,1607,2,574,169029,1,1,1,1,1,1,2,2,2,1,2,,,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,12,,,,1
4,16,1607,2,574,169030,1,1,1,2,1,1,2,2,1,2,3,3,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,,,,1
4,16,1607,2,574,169032,1,1,1,2,1,1,2,2,2,2,3,,,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,12,5,6,,1
4,16,1607,2,574,169033,2,2,1,1,2,2,2,2,2,2,3,,6,2,,,,,,,,,,,,,,,,,,,,2
4,16,1607,2,574,169035,1,1,1,1,1,1,1,1,1,2,2,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,,,,3
4,16,1607,2,574,169036,1,1,1,1,1,1,1,2,1,2,2,2,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,12,5,4,,3
4,16,1608,2,1480,169038,1,1,1,1,1,1,2,2,2,1,2,3,,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,7,12,,,1
4,16,1608,2,1480,169040,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1608,2,1480,169041,1,1,1,1,1,1,2,2,1,2,3,,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,4,,2
4,16,1608,2,1480,169042,1,1,1,2,1,1,1,2,2,2,2,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,5,3,,1
4,16,1608,2,1480,169043,1,1,1,1,1,1,2,2,1,1,3,3,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,5,3,,2
4,16,1608,2,1480,169044,1,1,1,1,1,1,1,1,1,1,2,2,,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,5,12,3,,1
4,16,1608,2,1480,169045,2,2,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1608,2,1480,169046,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1608,2,1480,169047,1,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1608,2,1480,169048,1,1,1,2,1,1,2,2,2,2,3,,,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,5,,,1
4,16,1610,2,66,169049,1,1,1,1,1,1,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1610,2,66,169050,2,2,2,2,2,2,2,2,2,2,4,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1610,2,66,169051,1,1,1,1,1,1,2,2,2,2,2,,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,12,,,3
4,16,1610,2,66,169054,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1610,2,66,169056,1,1,1,1,1,1,2,2,2,2,2,,,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,12,5,3,,1
4,16,1610,2,66,169057,1,1,1,1,2,2,2,2,2,2,3,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,,,1
4,16,1610,2,66,169058,2,2,2,2,2,2,2,2,2,2,3,,3,2,,,,,,,,,,,,,,,,,,,,1
4,16,1610,2,66,169059,1,1,1,1,1,2,2,2,2,2,3,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,4,,,2
4,16,1610,2,66,169060,2,1,1,2,2,2,2,2,2,2,3,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,,,1
4,16,1610,2,490,169061,1,1,1,1,1,1,2,2,1,2,3,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,5,6,,4
4,16,1610,2,490,169063,1,1,1,1,1,1,1,2,1,2,3,3,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,5,3,,2
4,16,1610,2,490,169065,1,1,1,1,1,1,1,2,1,2,3,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,1,5,,1
4,16,1610,2,490,169066,1,1,1,1,1,2,2,2,1,2,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,,,,1
4,16,1610,2,490,169067,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1610,2,490,169068,2,1,2,2,2,2,2,2,1,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1610,2,490,169069,1,1,1,1,1,1,1,2,2,1,2,,,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,5,,,1
4,16,1610,2,490,169070,2,2,2,1,1,1,2,2,1,1,3,3,,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,12,,,,1
4,16,1610,2,490,169071,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1610,2,490,169072,1,1,1,1,1,1,1,1,1,1,2,2,,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,12,5,,,1
4,16,1610,2,776,169073,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1610,2,776,169075,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1610,2,776,169076,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1610,2,776,169077,1,1,1,2,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1610,2,776,169078,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1610,2,776,169079,2,2,2,1,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,4
4,16,1610,2,776,169080,1,1,1,2,1,1,1,2,1,2,2,,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,12,,,4
4,16,1610,2,776,169083,1,1,1,1,1,2,2,2,2,2,2,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,,,1
4,16,1610,2,776,169084,1,2,2,1,1,1,1,2,2,1,2,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,12,,2
4,16,1611,2,1878,169085,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,16,1611,2,1878,169088,1,1,1,2,1,2,2,2,2,2,3,0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,5,,,2
4,16,1611,2,1878,169089,1,1,1,1,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1611,2,1878,169091,1,1,1,1,2,2,2,2,2,2,2,3,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,5,,,2
4,16,1611,2,1878,169092,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1611,2,1878,169094,1,1,1,1,1,2,2,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,2
4,16,1611,2,1878,169095,1,2,1,1,1,1,1,2,1,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,16,1611,2,1878,169096,1,2,1,1,1,2,2,2,1,2,2,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,,,,2
4,16,1615,2,220,169097,2,2,1,2,1,1,1,2,2,2,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,16,1615,2,220,169099,1,1,1,1,2,1,1,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,2
4,16,1615,2,220,169101,1,1,1,1,1,1,2,2,2,2,3,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,12,,,1
4,16,1615,2,220,169103,2,2,1,2,1,2,2,2,2,2,3,3,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,,,1
