"zone","state","lga","sector","ea","hhid","s12q8a","s12q8b","s12q8c","s12q8d","s12q8e","s12q8f","s12q8g","s12q8h","s12q8i","s12q8j","s12q2a","s12q2b1","s12q2b","s12q5","s12q6__1","s12q6__2","s12q6__3","s12q6__4","s12q6__5","s12q6__6","s12q6__7","s12q6__8","s12q6__9","s12q6__10","s12q6__11","s12q6__12","s12q6__13","s12q6__14","s12q6__15","s12q7_1","s12q7_2","s12q7_3","s12q7_os","Sec12_resp"
5,10,1002,1,114,109009,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1002,1,114,109011,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1002,1,114,109012,2,1,1,1,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,474,109013,2,2,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,474,109014,1,2,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,474,109016,1,1,1,1,1,1,1,2,1,2,3,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,2
5,10,1006,2,474,109017,1,1,2,2,1,1,2,2,2,2,3,,,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,12,,,,2
5,10,1006,2,474,109018,1,1,1,2,1,1,2,2,2,2,2,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,12,,,3
5,10,1006,2,474,109019,1,1,1,2,1,1,1,2,1,2,3,3,,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,12,,,,1
5,10,1006,2,474,109020,1,1,1,1,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1006,2,474,109021,1,1,1,1,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,474,109022,1,1,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,474,109023,1,1,1,2,2,2,2,2,2,2,3,,6,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,1708,109025,2,2,2,2,2,1,1,1,1,2,3,,3,2,,,,,,,,,,,,,,,,,,,,2
5,10,1006,2,1708,109026,1,1,1,1,1,1,1,2,2,2,3,,,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,12,2,,1
5,10,1006,2,1708,109028,1,1,2,2,1,2,2,2,2,2,3,,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,,,,2
5,10,1006,2,1708,109029,1,1,1,2,1,1,2,2,2,2,3,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12,,,,1
5,10,1006,2,1708,109030,1,1,1,1,1,2,2,2,1,2,3,4,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,,,,2
5,10,1006,2,1708,109031,1,1,1,1,1,1,1,1,2,1,3,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,12,,,,1
5,10,1006,2,1708,109032,1,1,1,1,1,1,1,2,1,2,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,1
5,10,1006,2,1708,109033,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,2
5,10,1006,2,1708,109034,2,2,1,2,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1006,2,1708,109035,1,1,1,1,1,1,1,1,1,2,2,2,,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,12,5,,,1
5,10,1007,1,1026,109037,1,1,1,1,1,1,1,1,1,1,3,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,,,,2
5,10,1007,1,1026,109038,1,1,1,1,1,2,2,2,1,2,3,4,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,,,,1
5,10,1007,1,1026,109040,1,1,1,1,2,2,2,2,2,1,2,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,,,1
5,10,1007,1,1026,109041,1,1,1,1,1,1,2,1,1,2,2,3,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,,,3
5,10,1007,1,1026,109042,1,1,1,1,1,2,1,2,2,2,3,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,9,"BURIAL PERIOD OF HIS SON",1
5,10,1007,1,1026,109043,1,1,1,1,1,2,1,2,2,2,3,,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,12,,1
5,10,1007,1,1026,109046,1,1,1,1,1,1,1,1,1,2,3,,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,12,,,1
5,10,1007,1,1026,109047,1,1,1,2,1,1,1,2,2,2,3,3,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,,,,1
5,10,1012,2,428,109048,2,2,2,1,1,2,1,2,2,2,3,,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,12,,,2
5,10,1012,2,428,109049,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1012,2,428,109052,1,1,1,1,1,2,2,2,1,2,3,4,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,10,8,,2
5,10,1012,2,428,109053,1,1,1,2,1,1,1,2,1,2,3,4,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,12,,1
5,10,1015,1,0,109054,2,2,2,2,2,2,2,2,2,2,3,,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,12,,,,1
5,10,1012,2,428,109055,1,1,1,1,1,2,2,2,1,1,3,3,,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,4,5,12,,1
5,10,1012,2,428,109056,1,1,1,1,1,2,1,2,1,2,3,4,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,12,,,2
5,10,1012,2,428,109057,1,2,1,2,1,1,1,2,1,2,3,4,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,4,,,1
5,10,1012,2,428,109058,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1011,2,0,109059,1,1,1,2,1,2,2,2,2,2,3,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,,,,1
5,10,1012,2,1106,109060,2,2,2,2,2,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,12,,,,2
5,10,1012,2,1106,109061,2,2,1,1,2,1,1,2,2,2,2,3,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,12,,,1
5,10,1012,2,1106,109062,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,2
5,10,1012,2,1106,109064,1,1,1,1,1,1,1,2,1,2,3,4,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,11,1,,2
5,10,1011,2,0,109065,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1012,2,1106,109066,2,2,2,2,1,2,1,2,2,2,3,5,5,2,,,,,,,,,,,,,,,,,,,,2
5,10,1012,2,1106,109067,1,1,1,1,1,2,2,2,1,2,3,,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,10,,,1
5,10,1012,2,1106,109068,1,1,1,1,1,1,1,2,1,2,3,4,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,7,10,,2
5,10,1012,2,1106,109069,2,2,2,2,2,2,2,2,1,2,3,,5,2,,,,,,,,,,,,,,,,,,,,1
5,10,1012,2,1106,109071,2,2,2,2,2,2,2,2,2,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,2
5,10,1013,2,88,109073,1,1,1,2,2,2,2,2,2,2,3,,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,8,,,2
5,10,1013,2,88,109074,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,88,109076,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,88,109077,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,88,109078,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1013,2,88,109080,1,1,1,2,1,2,2,2,2,2,3,3,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,,,,2
5,10,1013,2,88,109081,1,1,1,2,1,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,,,,2
5,10,1013,2,88,109082,1,1,1,1,1,1,1,2,2,2,3,,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,,,,3
5,10,1013,2,88,109083,1,1,1,2,2,2,2,2,1,2,3,4,5,2,,,,,,,,,,,,,,,,,,,,4
5,10,1013,2,410,109085,1,1,1,2,1,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,410,109086,2,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,410,109087,1,1,1,1,1,1,1,2,1,2,2,2,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,,,,1
5,10,1013,2,410,109088,1,1,1,1,1,1,2,2,1,1,2,3,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,12,,,2
5,10,1013,2,410,109089,1,1,1,1,1,1,2,2,2,2,2,,,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,12,,,,2
5,10,1013,2,410,109091,1,1,1,1,1,1,1,2,2,2,3,3,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,,,,2
5,10,1013,2,410,109092,1,1,1,1,1,1,1,2,2,2,2,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,,,,2
5,10,1013,2,410,109093,1,1,1,1,1,1,2,2,1,2,3,3,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,1,,,3
5,10,1013,2,410,109095,2,1,1,2,2,2,2,2,2,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,2
5,10,1013,2,948,109096,1,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,948,109099,1,1,1,1,1,1,2,2,2,2,2,,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,12,,,,2
5,10,1013,2,948,109100,1,1,1,1,1,1,1,1,1,2,3,,4,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,948,109101,1,1,1,1,1,1,1,2,1,1,2,3,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,12,,,,2
5,10,1013,2,948,109103,1,1,1,1,1,1,1,2,1,2,2,,,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,12,,,,1
5,10,1013,2,948,109104,1,1,1,1,1,1,1,2,1,2,2,,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12,,,,2
5,10,1013,2,948,109106,1,1,1,1,1,1,1,2,1,2,2,2,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,12,,,,1
5,10,1013,2,948,109107,1,1,1,1,1,1,2,2,1,2,3,3,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,,,,1
5,10,1013,2,1054,109108,1,1,1,1,1,1,2,2,1,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,1054,109110,1,1,1,2,1,2,2,2,2,2,3,3,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,,,,1
5,10,1013,2,1054,109111,1,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,1054,109112,1,1,1,1,1,1,1,2,1,2,2,2,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,12,,,,2
5,10,1013,2,1054,109114,1,1,1,1,1,1,2,2,1,1,2,2,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,1054,109115,1,1,1,1,1,1,2,2,1,2,3,4,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,12,,,,2
5,10,1013,2,1054,109117,1,1,1,1,1,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1013,2,1054,109118,2,2,1,2,1,2,2,2,2,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,,,,2
5,10,1013,2,1054,109119,1,1,1,1,1,1,1,2,1,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,,,,1
5,10,1022,1,30,109121,1,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1022,1,30,109122,1,1,1,2,1,2,2,2,2,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,,,,1
5,10,1022,1,30,109123,1,1,1,1,1,1,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1022,1,30,109124,1,1,1,1,1,1,1,2,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,,,,2
5,10,1022,1,30,109126,1,1,1,1,1,1,1,2,1,2,2,3,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,,,,2
5,10,1022,1,30,109127,1,1,1,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,2
5,10,1022,1,30,109128,1,1,1,1,1,1,1,2,1,2,2,,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,,,,2
5,10,1022,1,30,109129,1,1,1,1,1,1,2,2,1,1,2,2,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,12,,,,4
5,10,1022,1,30,109130,1,1,1,2,1,1,2,2,2,2,2,,,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,12,,,,1
5,10,1022,1,30,109131,1,2,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1022,1,386,109132,1,1,1,1,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1022,1,386,109133,1,1,1,1,1,1,2,2,1,2,2,3,4,2,,,,,,,,,,,,,,,,,,,,1
5,10,1022,1,386,109134,1,1,1,2,1,2,2,2,2,2,3,3,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,,,"LACK OF PATRONAGE DUE TO HEAVY RAIN",2
5,10,1022,1,386,109135,1,1,1,2,2,2,2,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,1
5,10,1022,1,386,109136,1,1,1,1,1,1,2,2,1,1,2,,,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,12,,,,1
5,10,1022,1,386,109137,1,1,1,1,1,1,1,2,2,1,2,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,12,,,,1
5,10,1022,1,386,109139,1,1,1,1,1,1,2,2,1,1,2,2,,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,12,,,,2
5,10,1022,1,386,109141,1,1,1,1,1,1,1,2,1,1,2,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,,,,1
5,10,1022,1,386,109142,1,1,1,1,1,1,1,2,1,2,2,3,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,,,,1
5,10,1023,2,346,109145,1,1,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1023,2,346,109147,1,1,1,2,1,1,2,2,1,2,2,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,12,,,,2
5,10,1023,2,346,109148,1,1,1,2,2,2,2,2,2,1,2,3,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1023,2,346,109149,1,1,1,1,1,1,1,2,1,1,2,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,,,,1
5,10,1023,2,346,109150,1,1,1,1,1,1,1,2,1,2,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,,,,2
5,10,1023,2,346,109151,1,1,1,1,1,1,1,2,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,,,,2
5,10,1023,2,346,109152,1,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1023,2,346,109153,1,1,1,1,1,2,2,2,2,2,3,,4,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,,,,1
5,10,1023,2,346,109154,1,1,1,1,1,2,2,2,1,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,,,,2
5,10,1023,2,346,109155,1,1,1,2,1,2,2,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1002,1,114,109156,2,2,2,2,2,2,2,2,2,2,3,4,5,2,,,,,,,,,,,,,,,,,,,,2
5,10,1002,1,114,109157,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,88,109166,1,1,1,1,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
5,10,1013,2,410,109169,1,1,1,1,1,2,1,2,1,2,2,3,,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,12,,,,1
5,10,1013,2,948,109170,1,1,1,2,1,2,2,2,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,2
5,10,1013,2,948,109171,1,1,1,2,1,1,2,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1013,2,1054,109173,1,1,1,2,2,1,2,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,2
5,10,1022,1,386,109176,1,1,1,1,1,1,1,2,2,2,2,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,,,,2
4,11,1104,1,2028,110001,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1104,1,2028,110002,1,1,1,2,1,1,2,2,2,2,3,,,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12,,,,2
4,11,1104,1,2028,110003,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,1,2028,110004,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,1,2028,110005,1,1,1,2,1,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,1,2028,110006,2,2,1,2,2,2,2,2,2,2,3,,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,,,,4
4,11,1104,1,2028,110007,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1104,1,2028,110008,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,1,2028,110009,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,1,2028,110010,2,2,2,2,2,2,2,2,2,2,3,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,2
4,11,1112,2,78,110021,1,1,1,1,1,1,1,2,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,,,2
4,11,1112,2,78,110022,1,1,1,2,1,1,1,2,2,1,2,3,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,4,,,2
4,11,1112,2,78,110023,2,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1112,2,78,110024,1,1,2,2,2,2,2,2,2,2,3,3,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,12,2,,4
4,11,1112,2,78,110025,2,2,2,2,2,2,2,2,2,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,2
4,11,1112,2,78,110026,2,2,1,1,1,1,2,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,5
4,11,1112,2,78,110027,1,1,1,2,1,2,2,2,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,1
4,11,1112,2,78,110028,1,1,1,1,1,2,1,2,1,2,3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,11,1112,2,78,110029,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1112,2,78,110030,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,2,434,110081,1,1,1,1,1,2,2,2,1,2,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,,,2
4,11,1104,2,434,110082,2,1,2,2,2,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,6,,,1
4,11,1104,2,434,110083,1,1,1,1,1,2,1,2,1,1,2,3,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,,,,10
4,11,1104,2,434,110084,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,5
4,11,1104,2,434,110085,1,1,1,1,1,1,1,1,1,1,2,3,3,2,,,,,,,,,,,,,,,,,,,,16
4,11,1104,2,434,110086,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,1
4,11,1104,2,434,110087,2,2,2,2,2,2,2,2,2,2,3,,4,2,,,,,,,,,,,,,,,,,,,,4
4,11,1104,2,434,110088,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,3
4,11,1104,2,434,110089,1,1,1,1,1,2,2,2,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,2
4,11,1104,2,434,110090,1,1,1,1,1,1,1,1,1,1,2,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,,,2
4,11,1113,2,954,110111,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1113,2,954,110112,2,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,7
4,11,1113,2,954,110113,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1113,2,954,110114,2,1,1,2,2,2,2,2,2,2,3,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,,,,1
4,11,1113,2,954,110115,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1113,2,954,110116,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,3
4,11,1113,2,954,110117,1,1,1,2,1,2,2,2,1,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,11,1113,2,954,110118,1,1,1,2,1,2,2,2,2,2,3,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,11,1113,2,954,110119,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1113,2,954,110120,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,1
4,11,1102,2,936,110121,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1102,2,936,110122,2,2,2,2,2,2,2,2,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,5
4,11,1102,2,936,110123,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1102,2,936,110124,2,2,2,2,2,2,2,2,2,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,1
4,11,1102,2,936,110125,1,1,1,1,1,1,2,1,1,1,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1102,2,936,110126,2,1,2,2,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,,,,7
4,11,1102,2,936,110127,1,1,2,2,2,2,2,2,2,2,3,3,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,,,,1
4,11,1102,2,936,110128,2,1,1,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1102,2,936,110129,1,1,1,1,1,1,1,2,1,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,2
4,11,1102,2,936,110130,1,1,1,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1101,2,154,110131,1,1,1,1,1,1,1,2,2,1,2,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4,,,1
4,11,1101,2,154,110132,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,8
4,11,1101,2,154,110133,2,1,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1101,2,154,110134,1,2,1,2,2,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,,,,7
4,11,1101,2,154,110135,1,1,1,1,1,1,1,2,1,2,3,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,,,1
4,11,1101,2,154,110136,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1101,2,154,110137,1,1,1,1,1,2,2,2,1,2,3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,11,1101,2,154,110138,1,1,1,2,2,2,2,2,2,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,2
4,11,1101,2,154,110139,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1101,2,154,110140,2,2,2,2,2,2,2,2,2,2,3,3,4,2,,,,,,,,,,,,,,,,,,,,1
4,11,1104,2,914,119001,1,1,1,1,1,1,1,2,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,,,2
4,11,1104,2,914,119002,1,1,1,1,1,1,1,2,1,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,,,2
4,11,1104,2,914,119003,1,1,2,2,2,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,,,,2
4,11,1104,2,914,119005,1,1,2,2,2,2,2,2,2,2,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,,,,3
4,11,1104,2,914,119006,2,2,2,2,2,2,2,2,2,2,3,4,,2,,,,,,,,,,,,,,,,,,,,1
4,11,1104,2,914,119008,2,2,2,2,2,2,2,2,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,2
4,11,1104,2,914,119009,1,1,1,1,1,1,1,2,1,1,3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,,,1
4,11,1104,2,914,119010,1,1,1,2,1,2,2,2,2,2,3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,,,1
4,11,1104,2,914,119011,2,2,2,2,2,2,2,2,2,2,3,3,5,2,,,,,,,,,,,,,,,,,,,,3
4,11,1104,2,914,119012,2,2,2,2,2,2,2,2,2,2,3,3,,2,,,,,,,,,,,,,,,,,,,,1
