"zone","state","lga","sector","ea","hhid","inputid","s11c3q2","s11c3q3_1","s11c3q3_2","s11c3q3_3","s11c3q4a","s11c3q4b","s11c3q4_conv","s11c3q5","s11c3q6","s11c3q6b","s11c3q6b_os","s11c3q7","s11c3q8a","s11c3q8b","s11c2q29","s11c3q10"
2,5,518,2,1588,50136,6,1,1,,,24,3,1,48000,24,6,,0,,,,
2,5,518,2,1588,50137,3,1,5,,,2,12,50,15000,2,2,,0,,,,
2,5,518,2,1588,50137,6,1,5,,,4,3,1,8000,4,2,,5,,,,
2,5,518,2,1588,50138,2,1,1,,,2,12,50,16000,2,6,,4,,,,
2,5,518,2,1588,50138,3,1,1,,,3,12,50,22500,3,6,,4,,,,
2,5,518,2,1588,50138,6,1,1,,,12,3,1,15600,12,6,,4,,,,
2,5,518,2,1588,50139,3,1,1,,,7,12,50,52500,7,6,,5,,,,
2,5,518,2,1588,50139,6,1,1,,,6,3,1,12000,6,6,,5,,,,
1,31,3105,1,0,50140,2,1,1,,,1,12,50,6500,1,6,,1,,,,
1,31,3105,1,0,50140,3,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50151,2,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50151,3,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50151,6,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50152,1,2,,,,,,,,,,,,3,13,,
2,5,518,2,1304,50152,2,1,1,,,2,12,50,20000,2,6,,22,,,,
2,5,518,2,1304,50152,3,1,1,,,4,12,50,34000,4,6,,22,,,,
2,5,518,2,1304,50152,6,1,1,,,10,3,1,14000,10,6,,22,,,,
2,5,518,2,1304,50153,6,1,1,,,5,3,1,6750,5,6,,22,,,,
2,5,518,2,1304,50154,1,2,,,,,,,,,,,,10,13,,
2,5,518,2,1304,50154,6,1,3,,,3,3,1,4200,3,6,,0,,,,
2,5,518,2,1304,50155,2,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50155,3,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50155,5,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50155,6,2,,,,,,,,,,,,,,,
2,5,518,2,1304,50156,2,1,7,,,2,12,50,13000,2,6,,0,,,,
2,5,518,2,1304,50156,6,1,7,,,12,3,1,12000,12,6,,0,,,,
2,5,518,2,1304,50157,2,1,1,,,4,12,50,32000,4,6,,2,,,,
2,5,518,2,1304,50157,3,1,1,,,2,12,50,14000,2,6,,2,,,,
2,5,518,2,1304,50157,5,1,1,,,2,3,1,2000,2,6,,2,,,,
2,5,518,2,1304,50157,6,1,1,,,3,3,1,4500,3,6,,2,,,,
2,5,518,2,1304,50158,2,1,2,,,1,12,50,9000,1,2,,0,,,,
2,5,518,2,1304,50158,6,1,2,,,1,3,1,1500,1,2,,0,,,,
2,5,518,2,1304,50159,2,1,1,,,1,12,50,5000,1,3,,2,,,,
2,5,518,2,1304,50159,3,1,1,,,2,12,50,14000,2,6,,2,,,,
2,5,518,2,1304,50159,6,1,1,,,34,3,1,51000,34,1,,3,,,,
2,5,520,2,1756,50161,1,2,,,,,,,,,,,,75,13,,
2,5,520,2,1756,50161,2,1,1,,,1,12,50,7500,1,2,,0,,12,,
2,5,520,2,1756,50161,3,1,1,,,2,12,50,14000,2,6,,0,,12,,
2,5,520,2,1756,50162,1,2,,,,,,,,,,,,50,13,,
2,5,520,2,1756,50163,1,2,,,,,,,,,,,,110,12,,
2,5,520,2,1756,50164,1,2,,,,,,,,,,,,40,13,,
2,5,520,2,1756,50164,3,1,1,,,2,12,50,14000,2,6,,0,,12,,
2,5,520,2,1756,50164,5,1,1,,,1,3,1,1000,1,6,,0,,2,,
2,5,520,2,1756,50164,6,1,1,,,1,3,1,1000,1,6,,0,,2,,
2,5,520,2,1756,50165,1,2,,,,,,,,,,,,10,12,,
2,5,520,2,1756,50165,3,1,2,,,1,12,50,6000,1,6,,4,,12,,
2,5,520,2,1756,50166,1,2,,,,,,,,,,,,30,12,,
2,5,520,2,1756,50167,1,2,,,,,,,,,,,,19,12,,
2,5,520,2,1756,50167,2,1,1,,,5,51,2.5,1500,5,4,,0,,,,
2,5,520,2,1756,50167,3,1,1,,,10,51,2.04999995231628,3000,10,4,,0,,,,
2,5,520,2,1756,50168,1,2,,,,,,,,,,,,25,12,,
2,5,520,2,1756,50168,3,1,1,,,11,52,3.47000002861023,4400,11,6,,1,,1,,
2,5,520,2,1756,50169,1,2,,,,,,,,,,,,35,12,,
2,5,520,2,1756,50169,3,1,1,,,2,12,50,12000,2,6,,4,,12,,
2,5,520,2,1756,50169,5,1,1,,,1,3,1,1200,1,6,,4,,12,,
2,5,520,2,1756,50169,6,1,1,,,2,3,1,3000,2,6,,4,,12,,
2,5,520,2,1756,50170,1,2,,,,,,,,,,,,90,12,,
2,5,520,2,1756,50170,3,1,1,,,1.5,12,50,12000,1.5,6,,0,,12,,
2,5,520,2,1756,50170,5,1,1,,,2,3,1,1200,2,6,,0,,2,,
2,5,502,1,562,59005,2,1,1,,,5,12,50,37500,5,6,,9,,,,
2,5,502,1,562,59005,3,1,1,,,6,12,50,42000,6,6,,9,,,,
2,5,502,1,562,59005,6,1,1,,,17,3,1,32500,17,6,,9,,,,
2,5,502,1,562,59005,7,,,,,,,,,,,,,,,1,70000
2,5,502,1,562,59005,8,,,,,,,,,,,,,,,2,
2,5,502,1,562,59006,2,1,1,,,2,12,50,16000,2,6,,1,,,,
2,5,502,1,562,59006,3,1,1,,,2,12,50,16000,2,6,,1,,,,
2,5,502,1,562,59006,6,1,1,,,2,3,1,2800,2,6,,1,,,,
2,5,502,1,562,59012,3,1,1,,,2,12,50,17000,2,6,,0,,,,
2,5,502,1,562,59012,6,1,1,,,5,3,1,7500,5,6,,0,,,,
2,5,503,2,246,59014,6,1,2,,,2,3,1,3000,2,6,,2,,,,
2,5,503,2,246,59015,2,1,1,2,,1,12,50,8500,1,6,,2,,,,
2,5,503,2,246,59015,6,1,1,2,,2,3,1,3000,2,6,,2,,,,
2,5,503,2,246,59016,2,1,1,,,9,12,50,40500,9,6,,0,,,,
2,5,503,2,246,59016,3,1,1,,,8,12,50,56000,8,1,,0,,,,
2,5,503,2,246,59016,5,1,1,,,6,3,1,9000,5,1,,0,,,,
2,5,503,2,246,59016,6,1,1,,,9,3,1,9000,9,1,,0,,,,
2,5,503,2,246,59017,3,1,2,,,2,12,50,15000,2,6,,2,,,,
2,5,503,2,246,59017,6,1,2,,,2,3,1,3000,2,6,,2,,,,
2,5,503,2,246,59018,3,1,1,2,,2,12,50,15000,2,6,,2,,,,
2,5,503,2,246,59018,6,1,1,2,,4,3,1,6000,4,6,,2,,,,
2,5,503,2,246,59021,2,1,1,,,15,31,2.20000004768372,3750,15,6,,2,,,,
2,5,503,2,246,59021,6,1,1,,,2.5,3,1,3750,2.5,6,,2,,,,
2,5,503,2,246,59022,2,1,1,,,30,31,2.20000004768372,7500,30,6,,2,,,,
2,5,503,2,246,59022,6,1,1,,,1,3,1,1500,1,6,,2,,,,
2,5,503,2,246,59023,2,1,1,,,1,12,50,2800,1,6,,0,,,,
2,5,503,2,246,59023,3,1,1,,,2,12,50,15600,1,6,,0,,,,
2,5,503,2,246,59023,5,2,,,,,,,,,,,,,,,
2,5,503,2,246,59023,6,1,1,,,3,3,1,6000,3,6,,0,,,,
2,5,503,2,246,59024,1,1,1,,,10,10,10,5000,5,6,,0,5,10,,
2,5,503,2,246,59024,2,1,1,,,1,12,50,8500,1,6,,0,,,,
2,5,503,2,246,59024,3,1,1,,,2,12,50,17000,2,6,,0,,,,
2,5,503,2,246,59024,5,2,,,,,,,,,,,,,,,
2,5,503,2,246,59024,6,1,1,,,5,3,1,14000,0,6,,0,,,,
2,5,504,2,406,59025,1,2,,,,,,,,,,,,40,12,,
2,5,504,2,406,59025,2,1,1,,,4,12,50,28000,4,6,,2,,,,
2,5,504,2,406,59025,5,1,1,,,8,3,1,11200,8,6,,2,,,,
2,5,504,2,406,59026,1,2,,,,,,,,,,,,40,13,,
2,5,504,2,406,59026,3,1,1,,,5,12,50,35000,5,6,,0,,,,
2,5,504,2,406,59026,5,1,1,,,1,3,1,1000,1,6,,0,,,,
2,5,504,2,406,59026,6,1,1,,,1,3,1,1000,1,6,,0,,,,
2,5,504,2,406,59026,7,,,,,,,,,,,,,,,2,
2,5,504,2,406,59026,8,,,,,,,,,,,,,,,2,
2,5,504,2,406,59027,1,2,,,,,,,,,,,,25,12,,
2,5,504,2,406,59027,2,1,1,,,1,12,50,8500,1,6,,2,,,,
2,5,504,2,406,59027,5,1,1,,,2,3,0.00999999977648258,3000,2,6,,2,,,,
2,5,504,2,406,59028,1,2,,,,,,,,,,,,90,13,,
2,5,504,2,406,59028,5,1,1,,,1,3,1,1000,1,6,,0,,,,
2,5,504,2,406,59028,6,1,1,,,1,3,1,950,1,6,,0,,,,
2,5,504,2,406,59030,1,2,,,,,,,,,,,,95,13,,
2,5,504,2,406,59030,2,1,1,,,1,12,50,7500,1,6,,15,,,,
2,5,504,2,406,59030,3,1,1,,,1,12,50,9000,1,6,,15,,,,
2,5,504,2,406,59030,5,1,1,,,2,3,1,5000,2,6,,15,,,,
2,5,504,2,406,59031,1,2,,,,,,,,,,,,145,12,,
2,5,504,2,406,59032,1,2,,,,,,,,,,,,140,13,,
2,5,504,2,406,59032,2,1,1,,,2,12,50,15000,2,6,,2,,,,
2,5,504,2,406,59032,3,1,1,,,4,12,50,32000,4,6,,0,,,,
2,5,504,2,406,59032,5,1,1,,,3,3,1,3000,3,6,,0,,,,
2,5,504,2,406,59034,1,1,1,,,8,12,50,56000,8,6,,2,0,,,
2,5,504,2,406,59034,2,1,1,,,5,12,50,35000,5,6,,2,,,,
2,5,504,2,406,59034,3,1,1,,,2.5,12,50,17500,2.5,6,,2,,,,
2,5,504,2,406,59034,5,1,1,,,4,3,1,7000,4,6,,2,,,,
2,5,504,2,406,59035,1,1,1,,,2,12,50,14000,2,6,,2,0,,,
2,5,504,2,406,59035,2,2,,,,,,,,,,,,,,,
2,5,504,2,406,59036,1,2,,,,,,,,,,,,65,12,,
2,5,504,2,406,59036,3,1,1,,,1,12,50,6000,1,6,,0,,,,
2,5,504,2,1162,59037,1,2,,,,,,,,,,,,10,12,,
2,5,504,2,1162,59037,2,1,1,,,3,12,50,21000,3,6,,10,,,,
2,5,504,2,1162,59037,3,1,1,,,2,12,50,14000,2,6,,10,,,,
2,5,504,2,1162,59039,1,1,1,,,2,12,50,14000,2,6,,10,0,,,
2,5,504,2,1162,59039,2,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,1,2,,,,,,,,,,,,55,12,,
2,5,504,2,1162,59040,2,1,1,,,5,12,50,27000,5,6,,6,,,,
2,5,504,2,1162,59040,5,1,1,,,4,3,1,12000,4,6,,6,,,,
2,5,504,2,1162,59041,1,2,,,,,,,,,,,,80,12,,
2,5,504,2,1162,59042,1,2,,,,,,,,,,,,70,12,,
2,5,504,2,1162,59043,1,2,,,,,,,,,,,,40,13,,
2,5,504,2,1162,59043,3,1,1,,,4,12,50,32000,4,6,,10,,,,
2,5,504,2,1162,59043,5,1,1,,,1,3,1,1000,1,6,,10,,,,
2,5,504,2,1162,59043,6,1,1,,,1,3,1,1500,1,6,,10,,,,
2,5,504,2,1162,59044,1,2,,,,,,,,,,,,40,13,,
2,5,504,2,1162,59044,3,1,1,,,3,12,50,24000,3,6,,10,,,,
2,5,504,2,1162,59044,5,1,1,,,1,3,1,1000,1,6,,10,,,,
2,5,504,2,1162,59044,6,1,1,,,1,3,1,1500,1,6,,10,,,,
2,5,504,2,1162,59046,1,2,,,,,,,,,,,,100,12,,
2,5,504,2,1162,59046,2,1,1,,,5,12,50,27500,5,6,,10,,,,
2,5,504,2,1162,59046,5,1,1,,,6,3,1,12000,5,6,,10,,,,
2,5,504,2,1162,59047,1,2,,,,,,,,,,,,80,13,,
2,5,504,2,1162,59047,2,1,1,,,4,12,50,32000,4,6,,10,,,,
2,5,504,2,1162,59047,3,1,1,,,3,12,50,22500,3,6,,10,,,,
2,5,504,2,1162,59047,5,1,1,,,3,3,1,4500,3,6,,10,,,,
2,5,504,2,1162,59048,1,2,,,,,,,,,,,,128,13,,
2,5,504,2,1162,59048,3,1,3,,,4,30,1.60000002384186,1000,4,6,,4,,,,
2,5,504,2,1162,59048,5,1,3,,,1,3,1,3000,1,6,,4,,,,
2,5,505,2,1292,59049,1,2,,,,,,,,,,,,75,13,,
2,5,505,2,1292,59049,2,1,1,,,5,12,50,32500,5,6,,3,,,,
2,5,505,2,1292,59049,5,1,1,,,5,3,1,12500,5,6,,3,,,,
2,5,505,2,1292,59050,1,2,,,,,,,,,,,,20,12,,
2,5,505,2,1292,59050,2,1,1,,,11,12,50,77000,11,6,,3,,,,
2,5,505,2,1292,59050,5,1,1,,,10,3,1,25000,10,6,,3,,,,
2,5,505,2,1292,59052,2,1,1,,,2,12,50,16000,2,6,,3,,,,
2,5,505,2,1292,59052,5,1,1,,,5,3,1,12500,5,6,,3,,,,
2,5,505,2,1292,59054,1,2,,,,,,,,,,,,15,13,,
2,5,505,2,1292,59054,2,1,1,,,4.5,12,50,33500,4.5,6,,4,,,,
2,5,505,2,1292,59056,1,2,,,,,,,,,,,,40,13,,
2,5,505,2,1292,59057,2,1,1,,,3,12,50,24000,3,6,,4,,,,
2,5,505,2,1292,59057,3,1,1,,,1,12,50,8000,1,6,,4,,,,
2,5,505,2,1292,59057,5,1,1,,,1,3,1,1500,1,6,,4,,,,
2,5,505,2,1292,59057,6,1,1,,,1,3,1,1500,1,6,,4,,,,
2,5,505,2,1292,59058,1,2,,,,,,,,,,,,70,13,,
2,5,505,2,1292,59058,2,1,1,,,5,12,50,42500,5,6,,3,,,,
2,5,505,2,1292,59058,5,1,1,,,4,3,1,6000,4,6,,3,,,,
2,5,505,2,1292,59059,1,2,,,,,,,,,,,,60,12,,
2,5,505,2,1292,59059,2,1,1,,,10.5,12,50,78750,10.5,6,,3,,,,
2,5,505,2,1292,59059,5,1,1,,,9.5,3,1,26250,9.5,6,,3,,,,
2,5,505,2,1292,59060,1,2,,,,,,,,,,,,55,12,,
2,5,505,2,1292,59060,2,1,1,,,4,12,50,30000,4,6,,3,,,,
2,5,505,2,1292,59060,3,1,1,,,2,12,50,16000,2,6,,3,,,,
2,5,505,2,1292,59060,5,1,1,,,3,3,1,7500,3,6,,3,,,,
2,5,505,2,1716,59062,1,2,,,,,,,,,,,,30,12,,
2,5,505,2,1716,59062,5,1,1,,,2,3,1,3000,2,6,,10,,,,
2,5,505,2,1716,59063,1,2,,,,,,,,,,,,30,12,,
2,5,505,2,1716,59063,2,1,1,,,2,12,50,16000,2,6,,28,,,,
2,5,505,2,1716,59064,1,2,,,,,,,,,,,,15,12,,
2,5,505,2,1716,59064,2,1,1,,,1,12,50,7000,1,6,,28,,,,
2,5,505,2,1716,59064,3,1,1,,,1,12,50,8000,1,6,,28,,,,
2,5,505,2,1716,59066,1,2,,,,,,,,,,,,30,12,,
2,5,505,2,1716,59066,5,1,1,,,1,3,1,1500,1,6,,0,,,,
2,5,505,2,1716,59067,2,1,1,,,1,12,50,8000,1,6,,28,,,,
2,5,505,2,1716,59068,1,2,,,,,,,,,,,,40,13,,
2,5,505,2,1716,59068,2,1,1,,,2,12,50,16000,2,6,,28,,,,
2,5,505,2,1716,59068,3,1,1,,,2,12,50,16000,2,6,,28,,,,
2,5,505,2,1716,59069,1,2,,,,,,,,,,,,42,13,,
2,5,505,2,1716,59069,5,1,1,,,2,3,1,2400,2,6,,0,,,,
2,5,505,2,1716,59070,1,2,,,,,,,,,,,,50,13,,
2,5,505,2,1716,59070,5,1,1,,,2,3,1,2500,2,6,,0,,,,
2,5,505,2,1716,59071,1,2,,,,,,,,,,,,15,12,,
2,5,505,2,1716,59071,2,1,1,,,1.5,12,50,9000,1.5,3,,20,,,,
2,5,505,2,1716,59071,3,1,1,,,1.5,12,50,7500,1.5,3,,20,,,,
2,5,505,2,1716,59071,5,1,1,,,1.5,3,1,4500,1.5,6,,10,,,,
2,5,505,2,1716,59072,1,2,,,,,,,,,,,,46,12,,
2,5,505,2,1716,59072,2,1,1,,,5,12,50,32500,5,3,,28,,,,
2,5,505,2,1716,59072,3,1,1,,,3,12,50,16500,3,3,,28,,,,
2,5,505,2,1716,59072,5,1,1,,,4,3,1,10000,4,6,,28,,,,
2,5,506,2,696,59073,1,2,,,,,,,,,,,,0,,,
2,5,506,2,696,59073,3,1,1,,,1,12,50,7500,1,6,,6,,,,
2,5,506,2,696,59073,6,1,1,,,7,3,1,10500,7,6,,6,,,,
2,5,506,2,696,59075,1,2,,,,,,,,,,,,20,4,,
2,5,506,2,696,59075,3,1,1,,,7,12,50,56000,7,6,,0,,,,
2,5,506,2,696,59075,5,1,1,,,1,3,1,2000,1,6,,0,,,,
2,5,506,2,696,59075,6,1,1,,,12,3,1,18000,12,6,,0,,,,
2,5,506,2,696,59075,7,,,,,,,,,,,,,,,2,
2,5,506,2,696,59075,8,,,,,,,,,,,,,,,2,
2,5,506,2,696,59076,2,1,1,,,1,12,50,8500,1,6,,0,,,,
2,5,506,2,696,59076,3,1,1,,,1,12,50,7500,1,6,,0,,,,
2,5,506,2,696,59076,5,1,1,,,6,3,1,6600,6,6,,0,,,,
2,5,506,2,696,59076,7,,,,,,,,,,,,,,,1,4000
2,5,506,2,696,59076,8,,,,,,,,,,,,,,,2,
2,5,506,2,696,59077,3,1,1,,,1,12,50,8000,1,6,,6,,,,
2,5,506,2,696,59077,6,1,1,,,4,3,1,6000,4,6,,6,,,,
2,5,506,2,696,59078,5,2,,,,,,,,,,,,,,,
2,5,506,2,696,59079,6,1,1,,,5.5,3,1,11000,5.5,6,,2,,,,
2,5,506,2,696,59080,6,1,1,,,5,3,1,10000,5,6,,4,,,,
2,5,506,2,696,59081,1,2,,,,,,,,,,,,50,4,,
2,5,506,2,696,59081,6,1,1,,,1.5,3,1,2250,1.5,6,,5,,,,
2,5,506,2,696,59083,1,2,,,,,,,,,,,,0,,,
2,5,506,2,696,59083,3,1,11,,,11.5,12,50,88500,11.5,6,,2,,,,
2,5,506,2,696,59083,5,1,11,,,1,3,1,1500,1,6,,2,,,,
2,5,506,2,696,59083,6,1,11,,,21,3,1,31500,21,6,,0,,,,
2,5,506,2,696,59084,1,2,,,,,,,,,,,,10,13,,
2,5,506,2,696,59084,2,1,2,,,1,12,50,9500,1,6,,5,,,,
2,5,506,2,696,59084,3,1,2,,,1,12,50,7500,1,6,,5,,,,
2,5,506,2,696,59084,6,1,1,2,,6,3,1,9000,6,6,,5,,,,
2,5,507,2,230,59085,1,2,,,,,,,,,,,,150,12,,
2,5,507,2,230,59085,3,1,1,,,3,12,50,21000,3,6,,2,,,,
2,5,507,2,230,59085,5,1,1,,,2,3,1,2200,2,6,,2,,,,
2,5,507,2,230,59086,1,2,,,,,,,,,,,,155,12,,
2,5,507,2,230,59087,1,2,,,,,,,,,,,,70,12,,
2,5,507,2,230,59088,1,2,,,,,,,,,,,,7,13,,
2,5,507,2,230,59088,3,1,1,,,1,12,50,7000,1,3,,0,,,,
2,5,507,2,230,59089,1,2,,,,,,,,,,,,50,12,,
2,5,507,2,230,59090,1,2,,,,,,,,,,,,40,13,,
2,5,507,2,230,59090,3,1,1,,,3,12,50,21000,3,6,,0,,,,
2,5,507,2,230,59092,1,2,,,,,,,,,,,,75,12,,
2,5,507,2,230,59093,1,2,,,,,,,,,,,,0,,,
2,5,507,2,230,59093,2,1,1,,,1,12,50,7500,1,6,,10,,,,
2,5,507,2,230,59093,3,1,1,,,1,12,50,8000,1,6,,10,,,,
2,5,507,2,230,59094,1,2,,,,,,,,,,,,90,12,,
2,5,507,2,230,59094,3,1,2,,,1,12,50,7000,1,3,,2,,,,
2,5,507,2,230,59095,1,1,1,,,1,12,50,9000,1,6,,4,35,12,,
2,5,507,2,230,59095,3,2,,,,,,,,,,,,,,,
2,5,509,2,1064,59097,2,1,1,,,2,12,50,17000,2,6,,2,,,,
2,5,509,2,1064,59097,5,1,1,,,1,3,1,1500,1,6,,2,,,,
2,5,509,2,1064,59098,1,2,,,,,,,,,,,,15,12,,
2,5,509,2,1064,59098,2,1,1,,,5,12,50,27500,5,3,,0,,,,
2,5,509,2,1064,59098,3,1,1,,,2,12,50,11000,2,3,,0,,,,
2,5,509,2,1064,59099,2,1,1,,,2,12,50,11000,2,3,,0,,,,
2,5,509,2,1064,59101,1,2,,,,,,,,,,,,10,13,,
2,5,509,2,1064,59102,1,2,,,,,,,,,,,,70,13,,
2,5,509,2,1064,59103,1,2,,,,,,,,,,,,12,13,,
2,5,509,2,1064,59103,3,1,1,,,1,12,50,8000,1,6,,1,,,,
2,5,509,2,1064,59104,2,1,1,,,1,12,50,8000,1,6,,1,,,,
2,5,509,2,1064,59104,3,1,1,,,11,52,3.47000002861023,5500,11,6,,1,,,,
2,5,509,2,1064,59104,5,1,1,,,1,3,1,1500,1,6,,1,,,,
2,5,509,2,1064,59104,6,1,1,,,1,3,1,1600,1,6,,1,,,,
2,5,509,2,1064,59104,7,,,,,,,,,,,,,,,1,4000
2,5,509,2,1064,59104,8,,,,,,,,,,,,,,,2,
2,5,509,2,1064,59105,1,2,,,,,,,,,,,,10,13,,
2,5,509,2,1064,59105,2,1,1,,,1,12,50,8500,1,6,,2,,,,
2,5,509,2,1064,59105,3,1,1,,,1,12,50,7500,1,6,,2,,,,
2,5,509,2,1064,59105,5,1,1,,,1,3,1,1200,1,6,,2,,,,
2,5,509,2,1064,59108,2,1,1,,,1.5,12,50,12500,1.5,6,,3,,,,
2,5,509,2,1064,59108,3,1,1,,,1,12,50,9500,1,6,,1,,,,
2,5,509,2,1064,59108,5,1,1,,,1,3,1,1500,1,6,,1,,,,
2,5,508,2,2196,59110,1,2,,,,,,,,,,,,70,12,,
2,5,508,2,2196,59110,2,1,1,,,3,12,50,24000,3,6,,3,,,,
2,5,508,2,2196,59110,5,1,1,,,3,3,1,4500,3,6,,3,,,,
2,5,508,2,2196,59110,6,1,1,,,7,3,1,10500,7,6,,3,,,,
2,5,508,2,2196,59111,1,2,,,,,,,,,,,,20,12,,
2,5,508,2,2196,59112,1,2,,,,,,,,,,,,60,12,,
2,5,508,2,2196,59113,1,2,,,,,,,,,,,,25,12,,
2,5,508,2,2196,59113,2,1,1,,,4,12,50,32000,4,6,,3,,,,
2,5,508,2,2196,59113,3,1,1,,,1,12,50,7500,1,6,,3,,,,
2,5,508,2,2196,59113,6,1,1,,,7,3,1,10500,7,6,,3,,,,
2,5,508,2,2196,59115,1,2,,,,,,,,,,,,30,13,,
2,5,508,2,2196,59115,2,1,1,,,1.5,12,50,12000,1.5,6,,7,,,,
2,5,508,2,2196,59115,3,1,1,,,2,12,50,16000,2,6,,7,,,,
2,5,508,2,2196,59115,5,1,1,,,1,3,1,1500,1,6,,7,,,,
2,5,508,2,2196,59115,6,1,1,,,1,3,1,1500,1,6,,7,,,,
2,5,508,2,2196,59116,1,2,,,,,,,,,,,,20,13,,
2,5,508,2,2196,59116,2,1,1,,,2,12,50,16000,2,6,,3,,,,
2,5,508,2,2196,59117,1,2,,,,,,,,,,,,40,13,,
2,5,508,2,2196,59117,6,1,1,,,3,3,1,4500,3,6,,7,,,,
2,5,508,2,2196,59118,1,2,,,,,,,,,,,,50,13,,
2,5,508,2,2196,59118,2,1,1,,,2,12,50,14000,2,6,,7,,,,
2,5,508,2,2196,59118,5,1,1,,,3,3,1,3600,3,6,,7,,,,
2,5,508,2,2196,59118,6,1,1,,,3,3,1,4200,3,6,,7,,,,
2,5,508,2,2196,59119,1,2,,,,,,,,,,,,45,13,,
2,5,508,2,2196,59120,1,2,,,,,,,,,,,,55,12,,
2,5,508,2,2196,59120,5,1,1,,,2,3,1,4000,2,6,,3,,,,
2,5,508,2,2196,59120,6,1,1,,,2,3,1,3000,2,6,,3,,,,
2,5,511,2,796,59121,1,2,,,,,,,,,,,,60,12,,
2,5,511,2,796,59122,1,2,,,,,,,,,,,,40,13,,
2,5,511,2,796,59122,5,1,1,,,2,3,1,4000,2,6,,10,,,,
2,5,511,2,796,59124,1,2,,,,,,,,,,,,70,12,,
2,5,511,2,796,59124,2,1,1,,,2,12,50,14000,2,6,,7,,,,
2,5,511,2,796,59125,1,1,1,,,4,12,50,28000,4,6,,7,0,,,
2,5,511,2,796,59125,2,2,,,,,,,,,,,,,,,
2,5,511,2,796,59125,3,2,,,,,,,,,,,,,,,
2,5,511,2,796,59125,5,1,1,,,1,3,1,1300,1,6,,7,,,,
2,5,511,2,796,59127,1,2,,,,,,,,,,,,15,12,,
2,5,511,2,796,59128,1,2,,,,,,,,,,,,30,13,,
2,5,511,2,796,59128,3,1,1,,,2,12,50,16000,2,6,,7,,,,
2,5,511,2,796,59129,1,2,,,,,,,,,,,,150,12,,
2,5,511,2,796,59130,1,2,,,,,,,,,,,,40,13,,
2,5,511,2,796,59130,2,1,1,,,5,52,4.23999977111816,2250,5,6,,7,,,,
2,5,511,2,796,59130,3,1,1,,,5,52,3.47000002861023,2000,5,6,,7,,,,
2,5,511,2,796,59130,5,1,1,,,1,3,1,1200,1,6,,7,,,,
2,5,511,2,796,59132,1,2,,,,,,,,,,,,60,13,,
2,5,511,2,796,59132,5,1,1,,,5,3,1,4700,5,6,,7,,,,
2,5,514,2,1964,59133,1,2,,,,,,,,,,,,15,13,,
2,5,514,2,1964,59133,2,1,1,,,1,12,50,7300,1,6,,1,,,,
2,5,514,2,1964,59133,3,1,1,,,1,11,25,3500,1,6,,1,,,,
2,5,514,2,1964,59138,1,2,,,,,,,,,,,,4,13,,
2,5,514,2,1964,59138,3,1,1,,,0.5,12,50,4000,0.5,6,,1,,,,
2,5,514,2,1964,59138,5,1,1,,,1,3,1,1500,1,6,,1,,,,
2,5,514,2,1964,59138,6,1,1,,,1,3,1,1500,1,6,,1,,,,
2,5,514,2,1964,59138,7,,,,,,,,,,,,,,,2,
2,5,514,2,1964,59138,8,,,,,,,,,,,,,,,2,
2,5,514,2,1964,59140,2,1,1,,,1,12,50,7500,1,6,,0,,,,
2,5,514,2,1964,59140,5,1,1,,,1,3,1,1500,1,6,,0,,,,
2,5,514,2,1964,59140,6,1,1,,,1,3,1,1500,1,6,,0,,,,
2,5,514,2,1964,59143,1,2,,,,,,,,,,,,20,12,,
2,5,514,2,1964,59143,5,1,1,,,1,3,1,1500,1,1,,0,,,,
2,5,516,2,134,59145,2,1,1,,,4,12,50,34000,4,6,,0,,,,
2,5,516,2,134,59145,3,1,1,,,3,12,50,22500,3,6,,0,,,,
2,5,516,2,134,59147,1,2,,,,,,,,,,,,30,12,,
2,5,516,2,134,59147,3,1,1,,,2.5,12,50,12500,2.5,4,,0,,,,
2,5,516,2,134,59148,1,2,,,,,,,,,,,,10,12,,
2,5,516,2,134,59148,3,1,1,,,2,12,50,12000,2,6,,0,,,,
2,5,516,2,134,59149,1,2,,,,,,,,,,,,24,13,,
2,5,516,2,134,59149,2,1,1,,,1,12,50,6500,1,6,,0,,,,
2,5,516,2,134,59149,3,1,1,,,2,12,50,14000,2,6,,0,,,,
2,5,516,2,134,59149,6,1,1,,,1,3,1,1500,1,6,,0,,,,
2,5,516,2,134,59150,1,2,,,,,,,,,,,,80,13,,
2,5,516,2,134,59150,5,1,1,,,2,3,1,1300,2,6,,0,,,,
2,5,516,2,134,59151,1,2,,,,,,,,,,,,20,13,,
2,5,516,2,134,59151,2,1,1,,,4,12,50,32000,4,6,,0,,,,
2,5,516,2,134,59151,3,1,1,,,6,12,50,48000,6,6,,0,,,,
2,5,516,2,134,59153,1,2,,,,,,,,,,,,20,13,,
2,5,516,2,134,59153,2,1,1,,,3,12,50,24000,3,6,,0,,,,
