"zone","state","lga","sector","ea","hhid","inputid","s11c3q2","s11c3q3_1","s11c3q3_2","s11c3q3_3","s11c3q4a","s11c3q4b","s11c3q4_conv","s11c3q5","s11c3q6","s11c3q6b","s11c3q6b_os","s11c3q7","s11c3q8a","s11c3q8b","s11c2q29","s11c3q10"
3,18,1817,2,726,189151,6,1,1,,,7,3,1,10500,7,1,,0,,,,
3,18,1817,2,726,189151,7,,,,,,,,,,,,,,,1,16000
3,18,1817,2,726,189151,8,,,,,,,,,,,,,,,2,
3,18,1817,2,726,189154,1,1,1,,,3,12,50,3000,3,2,,1,0,,,
3,18,1817,2,726,189154,3,1,1,,,1,12,50,7000,1,6,,1,,,,
3,18,1817,2,726,189154,6,1,1,,,3,3,1,4500,3,6,,0,,,,
3,18,1817,2,726,189154,7,,,,,,,,,,,,,,,1,10000
3,18,1817,2,726,189154,8,,,,,,,,,,,,,,,2,
3,18,1817,2,726,189155,2,1,1,,,0.5,12,50,3500,0.5,6,,2,,,,
3,18,1817,2,726,189155,5,1,1,,,1,3,1,1500,1,2,,0,,,,
3,18,1817,2,726,189156,1,1,1,,,52,12,50,156000,5200,1,,11,0,,,
3,18,1817,2,726,189156,2,1,1,,,13,12,50,97500,13,6,,4,,,,
3,18,1817,2,726,189156,3,1,1,,,27,12,50,175500,27,6,,4,,,,
3,18,1817,2,726,189156,5,1,1,,,9,3,1,32400,9,6,,2,,,,
3,18,1817,2,726,189156,6,1,1,,,19,3,1,51300,19,6,,2,,,,
3,18,1817,2,726,189156,7,,,,,,,,,,,,,,,1,165000
3,18,1817,2,726,189156,8,,,,,,,,,,,,,,,1,5000
3,18,1817,2,880,189157,2,1,1,,,6,12,50,45000,6,1,,2,,,,
3,18,1817,2,880,189157,3,1,1,,,4,12,50,30000,4,1,,2,,,,
3,18,1817,2,880,189157,5,1,1,,,2,3,1,3000,2,1,,2,,,,
3,18,1817,2,880,189157,6,1,1,,,6,3,1,10200,6,1,,2,,,,
3,18,1817,2,880,189158,2,1,2,,,4,12,50,30000,4,1,,2,,,,
3,18,1817,2,880,189158,3,1,2,,,5,12,50,37500,5,1,,2,,,,
3,18,1817,2,880,189158,5,1,2,,,2,3,1,2800,2,1,,2,,,,
3,18,1817,2,880,189158,6,1,2,,,6,3,1,9900,6,1,,2,,,,
3,18,1817,2,880,189162,2,1,1,,,10,12,50,70000,10,6,,0,,,,
3,18,1817,2,880,189162,6,1,1,,,5,3,1,6500,5,6,,0,,,,
3,18,1817,2,880,189164,2,1,1,,,1.5,12,50,12000,1.5,6,,2,,,,
3,18,1817,2,880,189164,3,1,1,,,1.5,12,50,10500,1.5,6,,2,,,,
3,18,1817,2,880,189164,6,1,1,,,3,3,1,3600,3,6,,2,,,,
3,18,1817,2,880,189165,2,1,1,,,1,12,50,7000,1,6,,2,,,,
3,18,1817,2,880,189165,3,1,1,,,1,12,50,8000,1,6,,2,,,,
3,18,1817,2,880,189165,6,1,1,,,5,3,1,6000,5,6,,2,,,,
3,18,1817,2,880,189167,2,2,,,,,,,,,,,,,,,
3,18,1817,2,880,189167,6,2,,,,,,,,,,,,,,,
3,18,1817,2,880,189168,2,1,1,,,8,12,50,52000,8,6,,3,,,,
3,18,1817,2,880,189168,6,1,1,,,4,3,1,6000,4,6,,4,,,,
3,18,1817,2,880,189168,7,,,,,,,,,,,,,,,1,25000
3,18,1817,2,880,189168,8,,,,,,,,,,,,,,,1,10000
3,18,1818,2,76,189169,1,2,,,,,,,,,,,,18,13,,
3,18,1818,2,76,189169,2,1,1,,,8,12,50,56000,8,1,,2,,,,
3,18,1818,2,76,189169,3,1,1,,,11,12,50,69300,11,1,,2,,,,
3,18,1818,2,76,189169,5,1,1,,,3,3,1,3300,3,1,,2,,,,
3,18,1818,2,76,189169,6,1,1,,,10,3,1,13000,10,1,,2,,,,
3,18,1818,2,76,189169,7,,,,,,,,,,,,,,,1,20000
3,18,1818,2,76,189169,8,,,,,,,,,,,,,,,1,12000
3,18,1818,2,76,189170,1,2,,,,,,,,,,,,17,13,,
3,18,1818,2,76,189170,2,1,1,,,3,12,50,21000,3,1,,2,,,,
3,18,1818,2,76,189170,3,1,1,,,4,12,50,26000,4,1,,2,,,,
3,18,1818,2,76,189170,5,1,1,,,3,3,1,3600,3,1,,2,,,,
3,18,1818,2,76,189170,6,1,1,,,2,3,1,3000,2,1,,2,,,,
3,18,1818,2,76,189170,7,,,,,,,,,,,,,,,1,12000
3,18,1818,2,76,189170,8,,,,,,,,,,,,,,,1,5000
3,18,1818,2,76,189171,1,1,1,,,10,12,50,2000,10,4,,0,28,13,,
3,18,1818,2,76,189171,2,1,1,,,1,12,50,6250,1,6,,3,,,,
3,18,1818,2,76,189171,3,1,1,,,1.5,12,50,9300,1.5,6,,3,,,,
3,18,1818,2,76,189173,1,2,,,,,,,,,,,,75,12,,
3,18,1818,2,76,189173,2,1,1,,,2,12,50,17000,2,6,,2,,,,
3,18,1818,2,76,189173,3,1,1,,,4,12,50,30800,4,6,,2,,,,
3,18,1818,2,76,189175,1,2,,,,,,,,,,,,60,12,,
3,18,1818,2,76,189175,2,1,1,,,10,12,50,70000,0,1,,0,,,,
3,18,1818,2,76,189175,3,2,,,,,,,,,,,,,,,
3,18,1818,2,76,189175,6,2,,,,,,,,,,,,,,,
3,18,1818,2,76,189176,1,2,,,,,,,,,,,,54,12,,
3,18,1818,2,76,189176,2,1,1,,,2,12,50,14000,2,6,,2,,,,
3,18,1818,2,76,189176,3,1,1,,,2,12,50,13000,2,6,,2,,,,
3,18,1818,2,76,189176,6,1,1,,,1,3,1,1200,1,1,,2,,,,
3,18,1818,2,76,189178,1,2,,,,,,,,,,,,44,12,,
3,18,1818,2,76,189178,2,1,1,,,4,12,50,28000,4,6,,2,,,,
3,18,1818,2,76,189178,3,1,1,,,7,12,50,45500,7,6,,2,,,,
3,18,1818,2,76,189178,6,1,1,,,3,3,1,3600,3,1,,2,,,,
3,18,1818,2,76,189179,1,2,,,,,,,,,,,,50,12,,
3,18,1818,2,76,189179,2,1,1,,,1,12,50,7000,1,6,,6,,,,
3,18,1818,2,76,189179,3,1,1,,,6,12,50,39000,6,1,,2,,,,
3,18,1818,2,76,189179,6,1,1,,,2,3,1,3200,2,1,,3,,,,
3,18,1818,2,76,189180,1,1,1,,,90,12,50,6500,90,2,,2,0,,,
3,18,1818,2,76,189180,2,1,1,,,6,12,50,45000,6,6,,5,,,,
3,18,1818,2,76,189180,3,1,1,,,10,12,50,70000,10,6,,5,,,,
3,18,1818,2,76,189180,6,1,1,,,10,3,1,15000,10,6,,5,,,,
3,18,1819,1,818,189181,2,1,1,,,5,12,50,35000,5,1,,0,,,,
3,18,1819,1,818,189181,3,1,1,,,5,12,50,33500,5,1,,0,,,,
3,18,1819,1,818,189181,6,1,1,,,18,3,1,21600,18,1,,0,,,,
3,18,1819,1,818,189181,7,,,,,,,,,,,,,,,1,28000
3,18,1819,1,818,189181,8,,,,,,,,,,,,,,,1,17000
3,18,1819,1,818,189184,1,1,1,,,250,12,50,12500,250,4,,0,250,12,,
3,18,1819,1,818,189184,2,1,1,,,3,12,50,16500,3,6,,1,,,,
3,18,1819,1,818,189184,3,1,1,,,2,12,50,14000,2,6,,1,,,,
3,18,1819,1,818,189184,6,1,1,,,1,3,1,2500,1,6,,1,,,,
3,18,1819,1,818,189188,1,1,1,,,3,11,25,150,3,4,,2,0,,,
3,18,1819,1,818,189188,2,1,1,,,2,12,50,13600,2,6,,3,,,,
3,18,1819,1,818,189188,3,1,1,,,4,12,50,30000,4,6,,3,,,,
3,18,1819,1,818,189188,6,1,1,,,2,3,1,3000,2,6,,2,,,,
3,18,1819,1,818,189192,1,1,1,,,50,12,50,2000,50,4,,4,30,12,,
3,18,1819,1,818,189192,2,1,1,,,3,12,50,21000,3,6,,5,,,,
3,18,1819,1,818,189192,3,1,1,,,2,12,50,13000,2,6,,5,,,,
3,18,1821,2,24,189193,1,1,1,,,10,12,50,2000,10,6,,0,15,13,,
3,18,1821,2,24,189193,2,1,1,,,5,12,50,35000,5,1,,3,,,,
3,18,1821,2,24,189193,3,1,1,,,7.5,12,50,48750,7.5,1,,3,,,,
3,18,1821,2,24,189193,6,1,1,,,4,3,1,6000,4,1,,3,,,,
3,18,1821,2,24,189193,7,,,,,,,,,,,,,,,1,10000
3,18,1821,2,24,189193,8,,,,,,,,,,,,,,,1,8000
3,18,1821,2,24,189194,1,2,,,,,,,,,,,,20,11,,
3,18,1821,2,24,189194,2,1,1,,,4,12,50,30000,3.8,1,,6,,,,
3,18,1821,2,24,189194,3,1,1,,,5,12,50,37500,5,1,,6,,,,
3,18,1821,2,24,189194,5,1,1,,,3,3,1,3300,3,1,,6,,,,
3,18,1821,2,24,189194,6,1,1,,,11,3,1,13200,11,1,,6,,,,
3,18,1821,2,24,189194,7,,,,,,,,,,,,,,,1,15000
3,18,1821,2,24,189194,8,,,,,,,,,,,,,,,1,8000
3,18,1821,2,24,189195,1,2,,,,,,,,,,,,20,13,,
3,18,1821,2,24,189195,2,1,1,,,5,12,50,38500,5,6,,3,,,,
3,18,1821,2,24,189195,3,1,1,,,2.5,12,50,15000,2.5,6,,3,,,,
3,18,1821,2,24,189195,6,1,1,,,4,3,1,6400,4,1,,0,,,,
3,18,1821,2,24,189196,1,2,,,,,,,,,,,,36,13,,
3,18,1821,2,24,189196,2,1,1,,,5,12,50,35000,5,6,,4,,,,
3,18,1821,2,24,189196,3,1,1,,,4,12,50,26000,4,6,,4,,,,
3,18,1821,2,24,189196,5,1,1,,,2,3,1,2600,2,1,,0,,,,
3,18,1821,2,24,189197,2,1,1,,,6,12,50,42000,5,1,,0,,,,
3,18,1821,2,24,189197,3,2,,,,,,,,,,,,,,,
3,18,1821,2,24,189197,5,1,1,,,4,3,1,8000,4,1,,0,,,,
3,18,1821,2,24,189197,6,2,,,,,,,,,,,,,,,
3,18,1821,2,24,189199,2,2,,,,,,,,,,,,,,,
3,18,1821,2,24,189199,3,2,,,,,,,,,,,,,,,
3,18,1821,2,24,189199,5,1,1,,,3,3,1,6000,3,1,,2,,,,
3,18,1821,2,24,189199,6,2,,,,,,,,,,,,,,,
3,18,1821,2,24,189200,1,2,,,,,,,,,,,,16,12,,
3,18,1821,2,24,189200,2,1,1,,,4,12,50,28000,4,6,,2,,,,
3,18,1821,2,24,189200,3,1,1,,,7,12,50,45500,7,6,,2,,,,
3,18,1821,2,24,189202,1,2,,,,,,,,,,,,34,12,,
3,18,1821,2,24,189202,2,1,1,,,4,12,50,28000,4,6,,2,,,,
3,18,1821,2,24,189202,3,1,1,,,2,12,50,13000,2,6,,2,,,,
3,18,1821,2,24,189202,6,1,1,,,3,3,1,3900,3,6,,2,,,,
3,18,1821,2,24,189203,1,1,1,,,20,12,50,1600,20,2,,3,0,,,
3,18,1821,2,24,189203,2,1,1,,,15,31,2.20000004768372,4500,15,6,,10,,,,
3,18,1821,2,24,189203,6,1,1,,,0.5,3,1,800,0.5,6,,10,,,,
3,18,1821,2,24,189204,1,1,1,,,100,12,50,7000,100,2,,5,50,12,,
3,18,1821,2,24,189204,2,1,1,,,6.5,12,50,45500,6.5,6,,10,,,,
3,18,1821,2,24,189204,3,1,1,,,3.5,12,50,23450,3.5,6,,10,,,,
3,18,1821,2,24,189204,6,1,1,,,3,3,1,4800,3,6,,10,,,,
3,18,1822,2,1898,189205,2,1,1,,,5,12,50,40000,5,6,,6,,,,
3,18,1822,2,1898,189205,3,1,1,,,3,12,50,21000,2,6,,6,,,,
3,18,1822,2,1898,189205,6,1,1,,,10,3,1,1600,10,1,,2,,,,
3,18,1822,2,1898,189206,1,2,,,,,,,,,,,,3,12,,
3,18,1822,2,1898,189206,2,1,1,,,3,12,50,22500,3,6,,5,,,,
3,18,1822,2,1898,189206,6,1,1,,,3,3,1,2200,3,6,,4,,,,
3,18,1822,2,1898,189206,7,,,,,,,,,,,,,,,2,
3,18,1822,2,1898,189206,8,,,,,,,,,,,,,,,2,
3,18,1822,2,1898,189209,2,1,1,,,2.5,12,50,16250,2.5,6,,5,,,,
3,18,1822,2,1898,189209,6,1,1,,,4,3,1,6000,4,6,,5,,,,
3,18,1822,2,1898,189210,2,1,1,,,2,12,50,13000,2,6,,10,,,,
3,18,1822,2,1898,189212,1,1,1,,,10,12,50,75000,10,6,,2,10,12,,
3,18,1822,2,1898,189212,2,1,3,,,10,12,50,75000,10,6,,2,,,,
3,18,1822,2,1898,189212,5,2,,,,,,,,,,,,,,,
3,18,1822,2,1898,189212,6,1,1,,,4,3,1,6600,4,6,,2,,,,
3,18,1822,2,1898,189213,2,1,1,,,1,12,50,8000,1,6,,0,,,,
3,18,1822,2,1898,189213,3,1,1,,,1,12,50,9000,1,6,,2,,,,
3,18,1822,2,1898,189213,5,1,1,,,1,3,1,1500,1,6,,2,,,,
3,18,1822,2,1898,189213,6,1,1,,,2,3,1,3000,2,6,,2,,,,
3,18,1822,2,1898,189214,1,1,1,,,2,12,50,7000,2,6,,3,0,,,
3,18,1822,2,1898,189214,2,1,1,,,1,12,50,6500,1,6,,3,,,,
3,18,1822,2,1898,189214,6,1,1,,,1,3,1,1200,1,6,,3,,,,
3,18,1822,2,1898,189216,2,1,1,,,6,12,50,45000,6,1,,6,,,,
3,18,1822,2,1898,189216,3,1,1,,,2,12,50,15000,2,1,,6,,,,
3,18,1822,2,1898,189216,6,1,1,,,15,3,1,25500,15,1,,6,,,,
3,18,1812,2,42,189235,2,1,1,,,4,12,50,36000,4,2,,3,,,,
3,18,1812,2,42,189235,3,2,,,,,,,,,,,,,,,
3,18,1812,2,42,189235,6,1,1,,,2,3,1,3600,2,2,,2,,,,
3,18,1812,2,42,189236,2,1,1,,,6,12,50,54000,4,6,,2,,,,
3,18,1812,2,42,189236,3,1,1,,,2,12,50,12000,2,2,,2,,,,
3,18,1812,2,42,189236,5,2,,,,,,,,,,,,,,,
3,18,1812,2,42,189236,6,1,1,,,4,3,1,7200,4,2,,2,,,,
3,18,1822,2,1898,189252,2,1,1,,,7,12,50,42000,7,6,,2,,,,
3,18,1822,2,1898,189252,6,1,1,,,4,3,1,6000,4,6,,2,,,,
3,19,1921,1,842,190011,2,2,,,,,,,,,,,,,12,,
3,19,1921,1,842,190011,3,2,,,,,,,,,,,,,12,,
3,19,1921,1,842,190011,5,2,,,,,,,,,,,,,2,,
3,19,1914,2,934,190081,1,2,,,,,,,,,,,,65,12,,
3,19,1914,2,934,190081,2,1,1,,,3,11,25,16500,3,6,,20,,,,
3,19,1914,2,934,190081,5,1,1,,,10,3,1,20000,10,6,,20,,,,
3,19,1914,2,934,190081,7,,,,,,,,,,,,,,,2,
3,19,1914,2,934,190081,8,,,,,,,,,,,,,,,2,
3,19,1914,2,934,190082,1,2,,,,,,,,,,,,145,12,,
3,19,1914,2,934,190082,2,1,1,,,5,12,50,40000,5,6,,20,,,,
3,19,1914,2,934,190082,3,1,1,,,1,12,50,8000,1,6,,20,,,,
3,19,1914,2,934,190082,5,1,1,,,6,3,1,7200,6,6,,20,,,,
3,19,1914,2,934,190083,1,2,,,,,,,,,,,,120,12,,
3,19,1914,2,934,190083,2,1,1,,,2,12,50,16000,2,6,,20,,,,
3,19,1914,2,934,190083,5,1,1,,,2,3,1,2400,2,6,,20,,,,
3,19,1914,2,934,190084,1,2,,,,,,,,,,,,70,11,,
3,19,1914,2,934,190084,2,1,2,,,2,12,50,16000,2,1,,0,,,,
3,19,1914,2,934,190084,6,1,2,,,2,3,1,4400,2,1,,0,,,,
3,19,1914,2,934,190085,1,2,,,,,,,,,,,,120,13,,
3,19,1914,2,934,190085,2,1,1,,,0.5,12,50,4600,0.5,1,,15,,,,
3,19,1914,2,934,190085,5,1,1,,,3,3,1,2850,3,1,,15,,,,
3,19,1914,2,934,190086,1,2,,,,,,,,,,,,40,11,,
3,19,1914,2,934,190086,2,1,1,,,1,12,50,7500,1,1,,15,,,,
3,19,1914,2,934,190086,5,2,,,,,,,,,,,,,,,
3,19,1914,2,934,190087,1,2,,,,,,,,,,,,60,12,,
3,19,1914,2,934,190087,5,1,3,,,1,3,1,1200,1,6,,20,,,,
3,19,1914,2,934,190088,1,2,,,,,,,,,,,,60,12,,
3,19,1914,2,934,190088,2,2,,,,,,,,,,,,,,,
3,19,1914,2,934,190088,3,1,1,,,1.5,11,25,6750,1.5,1,,15,,,,
3,19,1914,2,934,190088,5,2,,,,,,,,,,,,,,,
3,19,1914,2,934,190088,6,1,1,,,1.5,3,1,1600,1.5,1,,15,,,,
3,19,1914,2,934,190089,1,2,,,,,,,,,,,,5,3,,
3,19,1914,2,934,190089,2,1,1,,,1,11,25,5000,1,1,,3,,,,
3,19,1914,2,934,190089,5,1,1,,,3,3,1,2700,3,1,,3,,,,
3,19,1914,2,934,190090,1,2,,,,,,,,,,,,6,4,,
3,19,1914,2,934,190090,3,1,1,,,2,12,50,13000,2,1,,0,,,,
3,19,1912,1,1510,190112,2,1,1,,,2,12,50,11000,2,6,,12,,,,
3,19,1912,1,1510,190112,3,1,1,,,3,12,50,22500,3,6,,12,,,,
3,19,1912,1,1510,190112,5,1,1,,,3,3,1,6000,3,6,,12,,,,
3,19,1912,1,1510,190114,1,2,,,,,,,,,,,,11,12,,
3,19,1912,1,1510,190114,2,1,1,,,2,12,50,15000,2,6,,0,,,,
3,19,1912,1,1510,190114,3,1,1,,,2,12,50,16000,1,1,,0,,,,
3,19,1912,1,1510,190114,7,,,,,,,,,,,,,,,2,
3,19,1912,1,1510,190114,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190131,1,2,,,,,,,,,,,,120,12,,
3,19,1910,2,808,190131,2,1,1,,,8,12,50,50000,8,6,,5,,,,
3,19,1910,2,808,190131,3,1,1,,,4,12,50,28000,4,6,,5,,,,
3,19,1910,2,808,190132,1,2,,,,,,,,,,,,40,12,,
3,19,1910,2,808,190132,2,1,1,,,2,12,50,11000,2,6,,0,,,,
3,19,1910,2,808,190132,3,1,1,,,3,12,50,22250,3,6,,0,,,,
3,19,1910,2,808,190132,7,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190132,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190133,1,2,,,,,,,,,,,,30,12,,
3,19,1910,2,808,190133,3,1,1,,,2,12,50,13000,2,6,,5,,,,
3,19,1910,2,808,190133,4,1,1,,,2,12,50,12000,2,6,,5,,,,
3,19,1910,2,808,190133,7,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190133,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190134,1,2,,,,,,,,,,,,0,,,
3,19,1910,2,808,190134,2,1,1,,,9,12,50,59500,9,6,,10,,,,
3,19,1910,2,808,190134,5,1,1,,,2,3,1,3000,2,6,,10,,,,
3,19,1910,2,808,190134,6,1,1,,,2,3,1,3600,1,6,,10,,,,
3,19,1910,2,808,190134,7,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190134,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190135,1,2,,,,,,,,,,,,2,12,,
3,19,1910,2,808,190135,7,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190135,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190136,1,2,,,,,,,,,,,,40,11,,
3,19,1910,2,808,190136,2,1,1,,,1,11,25,2700,1,6,,0,,,,
3,19,1910,2,808,190136,5,2,,,,,,,,,,,,,,,
3,19,1910,2,808,190136,7,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190136,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190137,7,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190137,8,,,,,,,,,,,,,,,2,
3,19,1910,2,808,190138,1,2,,,,,,,,,,,,120,13,,
3,19,1910,2,808,190138,2,1,1,,,1.1,12,50,9200,1.1,6,,2,,,,
3,19,1910,2,808,190138,3,1,1,,,1.1,12,50,9000,1.1,6,,2,,,,
3,19,1910,2,808,190138,5,1,1,,,1,3,1,1200,0.5,4,,2,,,,
3,19,1910,2,808,190138,6,1,1,,,1,3,1,1200,0.5,6,,2,,,,
3,19,1910,2,808,190139,1,2,,,,,,,,,,,,130,12,,
3,19,1910,2,808,190139,2,1,1,,,6,12,50,42000,5,6,,2,,,,
3,19,1910,2,808,190139,3,1,1,,,6,12,50,45000,5,6,,2,,,,
3,19,1910,2,808,190140,1,2,,,,,,,,,,,,30,13,,
3,19,1910,2,808,190140,2,1,1,,,1,12,50,7500,1,6,,2,,,,
3,19,1910,2,808,190140,3,1,1,,,1,12,50,8000,1,6,,2,,,,
3,19,1919,2,366,190161,1,2,,,,,,,,,,,,45,12,,
3,19,1919,2,366,190161,2,1,1,,,8,12,50,48000,5,6,,7,,,,
3,19,1919,2,366,190161,3,1,1,,,8,12,50,56000,6,6,,7,,,,
3,19,1919,2,366,190161,4,1,1,,,3,12,50,18000,1,6,,7,,,,
3,19,1919,2,366,190161,7,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190161,8,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190162,1,2,,,,,,,,,,,,110,12,,
3,19,1919,2,366,190162,3,1,1,,,2,12,50,15400,2,6,,5,,,,
3,19,1919,2,366,190162,7,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190162,8,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190163,1,2,,,,,,,,,,,,86,12,,
3,19,1919,2,366,190163,3,1,1,,,1,12,50,7800,1,6,,5,,,,
3,19,1919,2,366,190163,7,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190163,8,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190164,1,2,,,,,,,,,,,,90,12,,
3,19,1919,2,366,190164,2,1,2,,,2,12,50,11000,2,6,,5,,,,
3,19,1919,2,366,190164,3,1,2,,,3,12,50,20000,3,6,,5,,,,
3,19,1919,2,366,190164,7,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190164,8,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190165,1,2,,,,,,,,,,,,120,13,,
3,19,1919,2,366,190165,2,1,3,,,3,12,50,16500,2,6,,10,,,,
3,19,1919,2,366,190165,3,1,3,,,3,12,50,18000,1,6,,10,,,,
3,19,1919,2,366,190166,1,2,,,,,,,,,,,,200,12,,
3,19,1919,2,366,190166,2,1,1,,,6,12,50,25000,4,6,,5,,,,
3,19,1919,2,366,190166,3,1,1,,,6,12,50,30000,4,6,,7,,,,
3,19,1919,2,366,190167,1,2,,,,,,,,,,,,15,12,,
3,19,1919,2,366,190167,2,1,1,,,3,12,50,18000,3,6,,0,,,,
3,19,1919,2,366,190167,3,1,1,,,2,12,50,15000,2,6,,0,,,,
3,19,1919,2,366,190167,7,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190167,8,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190168,1,2,,,,,,,,,,,,20,12,,
3,19,1919,2,366,190168,2,1,1,,,2,12,50,15000,2,6,,0,,,,
3,19,1919,2,366,190168,3,1,1,,,1.5,12,50,12000,1.5,6,,0,,,,
3,19,1919,2,366,190168,5,1,1,,,1,3,1,1600,1,6,,0,,,,
3,19,1919,2,366,190168,7,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190168,8,,,,,,,,,,,,,,,2,
3,19,1919,2,366,190169,1,2,,,,,,,,,,,,150,12,,
3,19,1919,2,366,190169,2,1,2,7,,3,12,50,15000,3,6,,7,,,,
3,19,1919,2,366,190169,3,1,2,7,,3,12,50,21000,3,6,,7,,,,
3,19,1919,2,366,190170,1,2,,,,,,,,,,,,150,12,,
3,19,1919,2,366,190170,2,1,1,,,5,12,50,25000,5,6,,2,,,,
3,19,1919,2,366,190170,3,1,1,,,5,12,50,35000,5,6,,10,,,,
3,19,1928,2,526,190171,1,1,3,,,50,12,50,20000,50,2,,0,17,12,,
3,19,1928,2,526,190171,2,1,3,,,4.5,12,50,24750,4.5,1,,0,,,,
3,19,1928,2,526,190171,3,1,3,,,4,12,50,28000,4,1,,0,,,,
3,19,1928,2,526,190171,5,1,3,,,11.5,3,1,17250,11.5,1,,0,,,,
3,19,1928,2,526,190171,6,1,3,,,3,3,1,3600,3,1,,0,,,,
3,19,1928,2,526,190172,1,2,,,,,,,,,,,,20,13,,
3,19,1928,2,526,190172,2,1,8,,,2,12,50,16000,1,1,,0,,,,
3,19,1928,2,526,190172,3,1,8,,,2,12,50,14000,2,1,,0,,,,
3,19,1928,2,526,190172,5,1,8,,,1,3,1,800,1,1,,0,,,,
3,19,1928,2,526,190172,6,1,8,,,2.5,3,1,2000,2.5,1,,0,,,,
3,19,1928,2,526,190173,1,2,,,,,,,,,,,,45,11,,
3,19,1928,2,526,190173,2,1,1,,,2.5,12,50,21000,2.5,1,,0,,,,
3,19,1928,2,526,190173,6,2,,,,,,,,,,,,,,,
3,19,1928,2,526,190174,1,2,,,,,,,,,,,,10,13,,
3,19,1928,2,526,190174,3,1,2,,,4,31,1.79999995231628,1600,4,1,,0,,,,
3,19,1928,2,526,190175,1,2,,,,,,,,,,,,59,12,,
3,19,1928,2,526,190175,2,1,1,,,4,12,50,34000,3.75,6,,4,,,,
3,19,1928,2,526,190175,3,1,1,,,10,52,3.47000002861023,4500,10,6,,4,,,,
3,19,1928,2,526,190175,5,1,1,,,2.5,3,1,3900,2.5,6,,4,,,,
3,19,1928,2,526,190175,6,1,1,,,0.5,3,1,1000,0.5,6,,4,,,,
3,19,1928,2,526,190176,1,2,,,,,,,,,,,,70,11,,
3,19,1928,2,526,190176,3,1,1,,,2,12,50,17000,2,6,,0,,,,
3,19,1928,2,526,190176,7,,,,,,,,,,,,,,,2,
3,19,1928,2,526,190176,8,,,,,,,,,,,,,,,2,
3,19,1928,2,526,190177,1,2,,,,,,,,,,,,200,11,,
3,19,1928,2,526,190177,2,1,1,,,6,12,50,48000,6,4,,2,,,,
3,19,1928,2,526,190177,6,1,1,,,3,3,1,7500,3,1,,0,,,,
3,19,1928,2,0,190178,1,2,,,,,,,,,,,,110,11,,
3,19,1928,2,0,190178,2,1,1,,,3,12,50,20000,3,6,,2,,,,
3,19,1928,2,0,190178,6,1,1,,,2,3,1,3400,2,1,,0,,,,
3,19,1928,2,526,190179,2,1,1,,,1,12,50,7500,1,1,,4,,,,
3,19,1928,2,526,190179,5,1,1,,,2,3,1,2400,2,1,,4,,,,
3,19,1928,2,526,190180,1,2,,,,,,,,,,,,21,12,,
3,19,1928,2,526,190180,3,1,1,,,17,52,3.47000002861023,6800,17,1,,4,,,,
3,19,1923,2,284,190192,1,2,,,,,,,,,,,,20,13,,
3,19,1923,2,284,190192,2,1,1,,,1,12,50,6600,1,1,,0,,,,
3,19,1923,2,284,190192,3,1,1,,,1,12,50,6000,1,1,,0,,,,
3,19,1923,2,284,190193,1,2,,,,,,,,,,,,80,11,,
3,19,1923,2,284,190193,2,1,1,,,1,12,50,7200,1,1,,0,,,,
3,19,1923,2,284,190193,3,1,1,,,1,12,50,8200,1,1,,0,,,,
3,19,1923,2,284,190193,5,2,,,,,,,,,,,,,,,
3,19,1923,2,284,190193,6,1,1,,,3,3,1,3900,3,1,,0,,,,
3,19,1923,2,284,190194,1,1,1,,,40,11,25,10000,40,1,,0,120,11,,
3,19,1923,2,284,190194,2,1,1,,,4,12,50,28800,4,1,,0,,,,
3,19,1923,2,284,190194,3,1,1,,,1,12,50,7500,1,1,,0,,,,
3,19,1923,2,284,190194,5,1,1,,,1,3,1,1300,1,1,,0,,,,
3,19,1923,2,284,190194,6,1,1,,,3,3,1,3600,3,1,,0,,,,
3,19,1923,2,284,190195,1,1,1,,,80,12,50,9600,80,2,,5,0,,,
3,19,1923,2,284,190195,2,1,1,,,2,12,50,11600,2,6,,0,,,,
3,19,1923,2,284,190195,3,1,1,,,2,12,50,11600,2,6,,0,,,,
