"zone","state","lga","sector","ea","hhid","livestock_cd","animal_cd","s11k3q1","s11k3q2","s11k3q2a","s11k3q3","s11k3q4","s11k3q4a","s11k3q5","s11k3q6","s11k3q7_1","s11k3q7_2","s11k3q7_3","s11k3q8"
1,7,701,2,104,79008,5,114,2,,,,,,,,,,,
1,7,701,2,104,79009,5,114,2,,,,,,,,,,,
1,7,701,2,104,79012,5,114,2,,,,,,,,,,,
1,7,702,2,954,79014,5,114,2,,,,,,,,,,,
1,7,702,2,954,79017,5,114,2,,,,,,,,,,,
1,7,702,2,954,79018,5,114,2,,,,,,,,,,,
1,7,702,2,954,79019,5,114,2,,,,,,,,,,,
1,7,702,2,954,79020,5,114,2,,,,,,,,,,,
1,7,702,2,954,79021,5,114,2,,,,,,,,,,,
1,7,702,2,954,79023,5,114,2,,,,,,,,,,,
1,7,704,2,10,79026,5,114,1,1,4,2,1,20,1,20,2,,,1000
1,7,704,2,10,79030,5,114,1,3,2,10,5,50,2,,,,,
1,7,704,2,10,79030,5,118,1,3,1,10,5,30,2,,,,,
1,7,704,2,10,79032,5,114,1,10,2,3,0,10,,,,,,
1,7,704,2,10,79033,5,114,2,,,,,,,,,,,
1,7,713,1,694,79053,5,117,2,,,,,,,,,,,
1,7,713,1,694,79057,5,114,2,,,,,,,,,,,
1,7,716,2,458,79061,5,114,2,,,,,,,,,,,
1,7,716,2,458,79062,5,114,2,,,,,,,,,,,
1,7,716,2,458,79067,5,114,2,,,,,,,,,,,
1,7,716,2,458,79068,5,114,2,,,,,,,,,,,
1,7,716,2,458,79070,5,114,2,,,,,,,,,,,
1,7,716,2,458,79072,5,114,2,,,,,,,,,,,
1,7,717,2,478,79073,5,114,2,,,,,,,,,,,
1,7,717,2,478,79077,5,114,1,5,1,5,2,10,1,10,1,,,500
1,7,717,2,478,79078,5,114,2,,,,,,,,,,,
1,7,717,2,478,79080,5,114,2,,,,,,,,,,,
1,7,717,2,478,79081,5,114,2,,,,,,,,,,,
1,7,717,2,478,79082,5,114,2,,,,,,,,,,,
1,7,717,2,478,79083,5,114,2,,,,,,,,,,,
1,7,718,2,504,79091,5,114,2,,,,,,,,,,,
1,7,718,2,504,79092,5,114,2,,,,,,,,,,,
1,7,718,2,504,79093,5,114,2,,,,,,,,,,,
1,7,718,2,504,79094,5,114,2,,,,,,,,,,,
1,7,718,2,504,79096,5,114,2,,,,,,,,,,,
1,7,718,2,1228,79097,5,114,2,,,,,,,,,,,
1,7,718,2,1228,79099,5,114,2,,,,,,,,,,,
1,7,718,2,1228,79101,5,114,2,,,,,,,,,,,
1,7,718,2,1228,79105,5,114,2,,,,,,,,,,,
1,7,718,2,1228,79106,5,114,2,,,,,,,,,,,
1,7,718,2,1228,79107,5,114,2,,,,,,,,,,,
1,7,719,2,270,79109,5,114,2,,,,,,,,,,,
1,7,719,2,270,79111,5,114,2,,,,,,,,,,,
1,7,719,2,270,79112,5,114,2,,,,,,,,,,,
1,7,719,2,270,79113,5,114,2,,,,,,,,,,,
1,7,719,2,270,79116,5,114,2,,,,,,,,,,,
1,7,719,2,270,79117,5,114,2,,,,,,,,,,,
1,7,719,2,270,79119,5,114,2,,,,,,,,,,,
1,7,721,2,2400,79122,5,114,1,2,2,15,2,15,2,,,,,
1,7,721,2,2400,79124,5,114,1,3,1,5,5,30,2,,,,,
1,7,721,2,2400,79125,5,114,1,2,2,1,3,15,2,,,,,
1,7,721,2,2400,79129,5,114,2,,,,,,,,,,,
1,7,721,2,2400,79132,5,114,2,,,,,,,,,,,
1,7,723,2,1088,79133,5,114,1,3,1,7,4,28,2,,,,,
1,7,723,2,1088,79134,5,114,1,3,1,7,5,35,2,,,,,
1,7,723,2,1088,79136,5,114,2,,,,,,,,,,,
1,7,723,2,1088,79138,5,113,1,2,3,2,2,8,2,,,,,
1,7,723,2,1088,79138,5,114,2,,,,,,,,,,,
1,7,723,2,1088,79141,5,114,1,1,1,7,1,10,2,,,,,
1,7,723,2,1088,79142,5,114,1,1,1,15,2,15,2,,,,,
1,7,723,2,1088,79143,5,114,1,2,1,4,5,20,2,,,,,
2,8,821,1,1448,80019,5,114,2,,,,,,,,,,,
2,8,821,1,1448,80020,5,117,2,,,,,,,,,,,
2,8,805,2,46,80095,5,114,1,3,1,6,6,18,2,,,,,
2,8,805,2,46,80095,5,117,1,3,4,2,2,24,2,,,,,
2,8,805,2,46,80098,5,114,2,,,,,,,,,,,
2,8,805,2,46,80098,5,118,2,,,,,,,,,,,
2,8,827,2,804,80102,5,114,1,4,4,5,5,30,2,,,,,
2,8,827,2,804,80103,5,114,2,,,,,,,,,,,
2,8,827,2,804,80105,5,114,1,6,4,9,9,27,2,,,,,
2,8,827,2,804,80107,5,114,1,4,2,20,2,10,2,,,,,
2,8,827,2,804,80107,5,118,1,4,1,5,4,10,2,,,,,
2,8,827,2,804,80108,5,114,2,,,,,,,,,,,
2,8,827,2,804,80108,5,118,2,,,,,,,,,,,
2,8,821,1,1628,89022,5,114,2,,,,,,,,,,,
5,9,915,1,1390,90022,5,114,1,2,4,8,5,30,2,,,,,
5,9,915,1,1390,90027,5,114,1,4,1,6,2,16,2,,,,,
5,9,915,1,1390,90028,5,114,1,4,1,5,1,5,2,,,,,
5,9,915,1,1390,90029,5,114,1,3,2,7,1,7,2,,,,,
5,9,918,2,834,90091,5,114,1,3,3,10,1,10,2,,,,,
5,9,918,2,834,90092,5,114,1,3,2,30,7,30,2,,,,,
5,9,918,2,834,90094,5,114,1,2,2,10,2,10,2,,,,,
5,9,918,2,834,90096,5,114,1,3,3,6,5,5,2,,,,,
5,9,918,2,834,90097,5,114,2,,,,,,,,,,,
5,9,918,2,834,90099,5,114,1,3,2,7,1,9,2,,,,,
5,9,905,2,2128,99004,5,114,1,3,3,10,3,10,2,,,,,
5,9,905,2,2128,99008,5,114,1,4,2,6,1,12,2,,,,,
5,9,905,2,2128,99009,5,114,1,6,2,7,2,20,2,,,,,
5,9,905,2,2128,99011,5,114,2,,,,,,,,,,,
5,9,909,1,506,99027,5,113,2,,,,,,,,,,,
5,9,910,2,370,99037,5,114,2,,,,,,,,,,,
5,9,910,2,370,99038,5,114,1,2,1,10,3,25,2,,,,,
5,9,910,2,370,99043,5,114,1,3,1,40,10,40,2,,,,,
5,9,910,2,370,99043,5,118,1,3,1,26,3,26,2,,,,,
5,9,910,2,370,99044,5,114,1,4,2,7,1,17,2,,,,,
5,9,910,2,370,99045,5,114,1,1,2,4,1,4,2,,,,,
5,9,910,2,370,99048,5,114,1,3,2,7,4,45,2,,,,,
5,9,910,2,730,99053,5,114,1,3,2,15,2,20,2,,,,,
5,9,910,2,730,99055,5,114,1,3,1,10,2,10,2,,,,,
5,9,910,2,730,99057,5,114,1,3,1,15,3,15,2,,,,,
5,9,910,2,730,99058,5,114,1,3,2,7,2,13,2,,,,,
5,9,913,2,1510,99062,5,114,1,1,3,10,1,10,2,,,,,
5,9,917,2,2282,99076,5,114,1,12,3,12,1,12,2,,,,,
5,9,917,2,2282,99077,5,114,2,,,,,,,,,,,
5,9,917,2,2282,99080,5,114,2,,,,,,,,,,,
5,10,1018,1,634,100117,5,113,1,12,1,12600,3000000,162000,1,160000,1,2,,4590000
5,10,1018,1,634,100117,5,117,,,,,,,,,,,,
5,10,1012,2,428,109053,5,114,1,2,2,4,2,17,2,,,,,
5,10,1012,2,428,109053,5,120,2,,,,,,,,,,,
5,10,1013,2,410,109086,5,114,1,3,1,4,2,15,2,,,,,
5,10,1013,2,410,109095,5,114,1,2,3,10,5,30,2,,,,,
5,10,1013,2,1054,109119,5,114,1,2,3,1,2,6,2,,,,,
4,11,1112,2,78,110021,5,114,1,3,3,12,2,36,2,,,,,
4,11,1112,2,78,110022,5,114,1,2,3,25,3,25,2,,,,,
4,11,1112,2,78,110024,5,114,1,2,3,5,5,45,2,,,,,
4,11,1112,2,78,110025,5,114,1,4,3,10,3,30,2,,,,,
4,11,1104,2,434,110081,5,114,1,6,3,3,4,,2,,,,,
4,11,1104,2,434,110082,5,114,1,3,4,6,4,,2,,,,,
4,11,1104,2,434,110083,5,114,1,2,3,4,2,,2,,,,,
4,11,1104,2,434,110085,5,114,1,3,3,30,5,,2,,,,,
4,11,1104,2,434,110086,5,114,1,3,3,29,3,,2,,,,,
4,11,1104,2,434,110087,5,114,1,3,3,9,2,,2,,,,,
4,11,1104,2,434,110089,5,114,1,5,2,5,6,,2,,,,,
4,11,1104,2,434,110090,5,114,1,4,2,30,6,,2,,,,,
4,11,1113,2,954,110111,5,114,1,4,2,8,2,17,2,,,,,
4,11,1113,2,954,110112,5,114,1,1,2,9,1,9,2,,,,,
4,11,1113,2,954,110113,5,114,1,2,4,6,1,6,2,,,,,
4,11,1113,2,954,110114,5,114,1,3,1,6,2,12,2,,,,,
4,11,1113,2,954,110117,5,114,1,2,3,4,2,10,2,,,,,
4,11,1102,2,936,110121,5,114,2,,,,,,,,,,,
4,11,1102,2,936,110123,5,114,2,,,,,,,,,,,
4,11,1102,2,936,110124,5,114,1,3,3,15,2,60,2,,,,,
4,11,1102,2,936,110129,5,114,1,1,2,2,1,4,2,,,,,
4,11,1101,2,154,110133,5,114,2,,,,,,,,,,,
4,11,1101,2,154,110136,5,114,2,,,,,,,,,,,
4,11,1101,2,154,110137,5,114,1,4,3,12,4,144,2,,,,,
4,11,1101,2,154,110138,5,114,1,3,3,20,3,180,2,,,,,
4,11,1101,2,154,110139,5,114,2,,,,,,,,,,,
4,11,1101,2,154,110140,5,114,1,1,2,2,1,4,2,,,,,
4,11,1104,2,914,119001,5,114,1,1,3,3,1,10,2,,,,,
4,11,1104,2,914,119002,5,114,1,1,2,3,2,20,2,,,,,
4,11,1104,2,914,119005,5,114,1,3,3,5,3,60,2,,,,,
4,11,1104,2,914,119010,5,114,1,2,2,4,2,16,2,,,,,
4,11,1104,2,914,119011,5,114,1,2,2,3,2,12,2,,,,,
4,11,1104,2,1610,119013,5,114,2,,,,,,,,,,,
4,11,1104,2,1610,119014,5,114,1,1,3,10,1,10,2,,,,,
4,11,1104,2,1610,119015,5,114,1,2,3,7,5,35,2,,,,,
4,11,1104,2,1610,119019,5,114,1,2,3,6,2,12,2,,,,,
4,11,1104,2,1610,119021,5,114,1,4,3,12,2,96,2,,,,,
4,11,1104,2,1610,119022,5,114,1,3,3,13,2,52,2,,,,,
4,11,1105,2,1092,119025,5,114,1,3,2,20,3,30,2,,,,,
4,11,1105,2,1092,119028,5,114,1,3,2,6,1,8,2,,,,,
4,11,1105,2,1092,119030,5,114,1,3,3,10,3,20,2,,,,,
4,11,1105,2,1092,119032,5,114,1,5,3,10,2,10,2,,,,,
4,11,1105,2,1092,119033,5,114,1,2,1,3,2,12,2,,,,,
4,11,1105,2,1092,119034,5,114,1,3,2,10,3,120,2,,,,,
4,11,1106,2,1366,119035,5,114,2,,,,,,,,,,,
4,11,1106,2,1366,119036,5,114,2,,,,,,,,,,,
4,11,1106,2,1366,119037,5,114,1,3,3,3,3,27,2,,,,,
4,11,1106,2,1366,119038,5,114,2,,,,,,,,,,,
4,11,1106,2,1366,119041,5,114,1,3,3,5,2,10,2,,,,,
4,11,1109,2,1556,119048,5,114,1,3,3,6,1,6,2,,,,,
4,11,1109,2,1556,119049,5,114,1,4,3,6,3,54,2,,,,,
4,11,1109,2,1556,119050,5,114,2,,,,,,,,,,,
4,11,1109,2,1556,119052,5,114,1,5,3,4,2,28,2,,,,,
4,11,1109,2,1556,119053,5,114,1,4,3,6,4,32,2,,,,,
4,11,1109,2,1556,119054,5,114,2,,,,,,,,,,,
4,11,1109,2,1556,119055,5,114,1,2,3,6,3,18,2,,,,,
5,12,1211,1,2856,120001,5,113,1,2,4,1200,70,15000,1,14400,2,,,576000
5,12,1211,1,2856,120010,5,114,1,1,1,4,1,4,2,,,,,
5,12,1208,2,526,120041,5,114,2,,,,,,,,,,,
5,12,1208,2,526,120042,5,114,1,3,1,4,1,12,2,,,,,
5,12,1208,2,526,120043,5,114,2,,,,,,,,,,,
5,12,1208,2,526,120045,5,113,1,8,1,7,3,84,2,,,,,
5,12,1208,2,526,120046,5,114,1,3,2,21,3,84,2,,,,,
5,12,1216,2,618,120054,5,114,2,,,,,,,,,,,
5,12,1216,2,618,120056,5,114,1,4,1,5,2,60,2,,,,,
5,12,1216,2,0,120060,5,114,1,1,4,3,2,18,2,,,,,
5,12,1201,2,320,129003,5,114,1,3,1,3,36,5,2,,,,,
5,12,1207,1,144,129025,5,114,1,6,1,7,5,84,2,,,,,
5,12,1207,1,144,129026,5,114,1,2,1,7,3,84,2,,,,,
5,12,1207,1,144,129032,5,113,1,5,2,7,1,20,2,,,,,
5,12,1207,1,144,129032,5,114,1,4,2,4,19,19,2,,,,,
5,12,1207,1,144,129034,5,114,2,,,,,,,,,,,
5,12,1208,2,76,129046,5,114,2,,,,,,,,,,,
5,12,1208,2,76,129048,5,114,1,5,1,6,0,,,,,,,
5,12,1208,2,630,129051,5,114,1,6,1,7,1,84,2,,,,,
5,12,1208,2,630,129054,5,114,1,8,1,8,5,5,2,,,,,
5,12,1208,2,630,129056,5,114,1,4,1,5,1,60,2,,,,,
5,12,1209,1,226,129072,5,114,2,,,,,,,,,,,
5,12,1209,1,566,129080,5,114,2,,,,,,,,,,,
5,12,1211,1,446,129094,5,113,2,,,,,,,,,,,
5,12,1211,1,446,129096,5,114,1,12,4,15,10,150,2,,,,,
5,12,1211,1,446,129096,5,117,2,,,,,,,,,,,
5,12,1216,1,694,129137,5,114,1,2,3,3,1,8,2,,,,,
5,12,1218,1,196,129156,5,114,1,2,3,12,4,35,2,,,,,
6,13,1307,1,0,130023,5,114,2,,,,,,,,,,,
6,13,1307,1,268,130025,5,114,2,,,,,,,,,,,
6,13,1307,1,268,130025,5,117,2,,,,,,,,,,,
6,13,1307,1,0,130026,5,117,2,,,,,,,,,,,
6,13,1307,1,0,130030,5,114,1,1,2,5,1,10,2,,,,,
6,13,1303,1,626,130034,5,114,1,1,2,5,2,20,2,,,,,
6,13,1303,1,626,130040,5,114,2,,,,,,,,,,,
6,13,1309,2,674,130052,5,114,1,1,2,4,3,24,2,,,,,
6,13,1309,2,674,130055,5,114,1,1,2,5,3,30,2,,,,,
6,13,1303,1,80,139015,5,114,1,1,2,5,2,20,2,,,,,
6,13,1306,1,140,139025,5,114,1,3,1,7,1,21,2,,,,,
6,13,1306,1,140,139026,5,114,2,,,,,,,,,,,
6,13,1306,1,140,139030,5,114,1,3,2,6,1,18,2,,,,,
6,13,1306,1,140,139033,5,114,1,2,1,7,1,14,2,,,,,
6,13,1306,1,342,139038,5,114,1,1,2,6,1,12,2,,,,,
6,13,1306,1,342,139044,5,114,1,3,2,4,1,10,2,,,,,
6,13,1306,1,342,139046,5,114,1,3,2,5,3,30,2,,,,,
6,13,1306,1,342,139047,5,114,1,3,2,6,2,24,2,,,,,
6,13,1307,1,1002,139050,5,117,2,,,,,,,,,,,
6,13,1307,1,1002,139055,5,114,1,2,1,6,1,12,2,,,,,
6,13,1307,1,1178,139062,5,114,2,,,,,,,,,,,
6,13,1307,1,1178,139070,5,114,1,3,2,5,2,15,2,,,,,
6,13,1308,1,842,139075,5,114,2,,,,,,,,,,,
6,13,1316,1,1236,139121,5,114,1,1,2,6,2,24,2,,,,,
6,13,1316,1,1236,139123,5,117,2,,,,,,,,,,,
6,13,1310,1,762,139150,5,114,1,1,2,5,3,30,2,,,,,
4,14,1401,2,1116,140003,5,114,1,2,2,4,1,6,2,,,,,
4,14,1401,2,1116,140004,5,114,1,1,1,6,1,72,2,,,,,
4,14,1401,2,1116,140009,5,114,2,,,,,,,,,,,
4,14,1408,2,1996,140023,5,114,1,2,3,2,2,12,2,,,,,
4,14,1408,2,1996,140025,5,114,1,3,3,12,3,30,2,,,,,
4,14,1406,2,694,140062,5,114,1,3,2,10,1,29,2,,,,,
4,14,1406,2,694,140066,5,114,2,,,,,,,,,,,
4,14,1406,2,694,140067,5,114,1,3,2,5,3,28,2,,,,,
4,14,1406,2,694,140069,5,113,2,,,,,,,,,,,
4,14,1413,2,670,140072,5,114,1,1,3,2,1,7,2,,,,,
4,14,1413,2,670,140074,5,114,1,,4,7,2,15,2,,,,,
4,14,1413,2,0,140076,5,114,1,2,1,3,2,16,2,,,,,
4,14,1410,2,236,140082,5,114,2,,,,,,,,,,,
4,14,1416,2,2314,140125,5,114,1,2,2,4,2,8,2,,,,,
4,14,1416,2,2314,140127,5,114,1,2,1,7,1,7,2,,,,,
4,14,1416,2,2314,140129,5,114,1,3,2,7,2,25,2,,,,,
4,14,1416,2,2314,140130,5,114,1,1,2,4,1,7,2,,,,,
4,14,1401,2,386,149001,5,114,1,2,2,12,5,42,2,,,,,
4,14,1401,2,746,149013,5,114,1,4,1,10,0,,,,,,,
4,14,1401,2,746,149015,5,114,1,4,1,10,4,44,1,44,2,,,4400
4,14,1401,2,746,149021,5,113,1,2,1,7,1,7,2,,,,,
4,14,1401,2,746,149022,5,114,1,3,2,10,5,40,2,,,,,
4,14,1401,2,746,149023,5,114,1,4,3,10,4,30,2,,,,,
4,14,1402,2,1686,149031,5,114,2,,,,,,,,,,,
4,14,1402,2,1686,149032,5,114,1,3,2,7,1,76,2,,,,,
4,14,1403,2,944,149051,5,114,2,,,,,,,,,,,
4,14,1403,2,944,149059,5,114,2,,,,,,,,,,,
4,14,1403,1,1418,149068,5,113,1,12,4,1400,200,5200,1,5000,2,,,116900
4,14,1405,1,846,149076,5,114,1,2,3,2,2,12,2,,,,,
4,14,1406,2,1002,149085,5,114,1,2,2,4,3,36,2,,,,,
4,14,1406,2,1002,149087,5,114,1,3,2,7,2,18,2,,,,,
4,14,1406,2,1002,149089,5,114,2,,,,,,,,,,,
4,14,1411,2,836,149102,5,114,1,6,4,7,3,28,2,,,,,
4,14,1411,2,1414,149114,5,114,1,3,1,7,12,12,2,,,,,
4,14,1411,2,1414,149119,5,114,1,4,2,9,4,68,2,,,,,
4,14,1416,2,1134,149126,5,114,1,3,4,3,1,10,2,,,,,
4,14,1416,2,1134,149128,5,114,1,1,2,5,3,14,2,,,,,
4,14,1416,2,1134,149130,5,114,1,3,4,7,4,26,2,,,,,
4,14,1416,2,1134,149132,5,114,2,,,,,,,,,,,
4,14,1417,2,36,149133,5,114,1,6,4,7,3,84,2,,,,,
4,14,1417,2,36,149134,5,114,1,3,2,9,3,24,2,,,,,
4,14,1417,2,36,149136,5,114,1,3,2,7,3,84,2,,,,,
4,14,1417,2,36,149138,5,114,1,3,2,5,2,15,2,,,,,
4,14,1417,2,36,149139,5,114,1,2,2,6,2,13,2,,,,,
4,14,1417,2,36,149140,5,114,1,3,2,4,20,58,2,,,,,
4,14,1417,2,36,149143,5,114,1,3,2,18,3,18,2,,,,,
2,15,1506,1,398,150002,5,114,1,1,2,6,2,12,2,,,,,
2,15,1506,1,398,150003,5,114,1,3,2,12,3,,2,,,,,
2,15,1506,1,398,150003,5,118,1,4,2,6,1,,2,,,,,
2,15,1506,1,398,150008,5,114,1,2,1,5,1,13,2,,,,,
2,15,1506,1,398,150010,5,114,2,,,,,,,,,,,
2,15,1508,2,1682,150012,5,114,1,2,1,8,7,56,2,,,,,
2,15,1508,2,1682,150012,5,120,1,2,2,7,10,70,1,40,6,,,1200
2,15,1508,2,1682,150016,5,114,1,2,1,7,2,23,2,,,,,
2,15,1508,2,1682,150017,5,114,1,2,2,7,1,12,2,,,,,
2,15,1508,2,1682,150019,5,114,2,,,,,,,,,,,
2,15,1511,2,1938,150022,5,114,2,,,,,,,,,,,
1,25,2504,1,0,150071,5,113,1,1,4,7,1,28,2,,,,,
1,25,2504,1,0,150071,5,114,1,1,2,5,1,10,2,,,,,
2,15,1506,1,148,150078,5,114,1,2,2,6,1,12,2,,,,,
2,15,1502,2,1386,159001,5,114,2,,,,,,,,,,,
2,15,1502,2,1386,159003,5,114,2,,,,,,,,,,,
2,15,1502,2,1386,159010,5,114,1,3,2,5,1,11,2,,,,,
2,15,1502,2,1386,159012,5,114,2,,,,,,,,,,,
2,15,1503,2,864,159013,5,114,1,3,2,6,5,40,2,,,,,
2,15,1503,2,864,159016,5,114,1,6,2,7,1,11,2,,,,,
2,15,1503,2,864,159017,5,114,1,4,2,24,3,36,2,,,,,
2,15,1503,2,864,159018,5,114,1,2,2,6,5,60,2,,,,,
2,15,1503,2,864,159018,5,117,2,,,,,,,,,,,
2,15,1503,2,864,159021,5,114,2,,,,,,,,,,,
2,15,1503,2,864,159023,5,113,2,,,,,,,,,,,
2,15,1503,2,1076,159025,5,118,1,2,2,7,2,29,2,,,,,
2,15,1503,2,1076,159027,5,114,1,4,2,7,1,13,2,,,,,
2,15,1503,2,1076,159034,5,114,1,3,2,11,6,66,2,,,,,
2,15,1506,1,244,159039,5,114,1,3,2,10,3,45,2,,,,,
2,15,1506,1,244,159047,5,114,1,1,2,5,1,10,2,,,,,
2,15,1506,1,458,159048,5,114,1,4,1,9,2,25,2,,,,,
2,15,1509,2,388,159074,5,118,2,,,,,,,,,,,
2,15,1510,2,838,159085,5,114,1,3,2,7,4,28,2,,,,,
2,15,1510,2,838,159086,5,114,2,,,,,,,,,,,
2,15,1510,2,838,159095,5,114,1,1,2,6,1,11,2,,,,,
2,15,1511,2,1498,159098,5,114,1,2,2,12,2,22,2,,,,,
2,15,1511,2,1498,159101,5,114,2,,,,,,,,,,,
2,15,1511,2,1498,159105,5,114,2,,,,,,,,,,,
2,15,1511,2,1498,159107,5,114,2,,,,,,,,,,,
4,16,1624,1,136,160018,5,114,2,,,,,,,,,,,
4,16,1624,1,136,160019,5,114,2,,,,,,,,,,,
4,16,1624,1,136,160024,5,114,1,2,2,3,2,12,2,,,,,
4,16,1624,1,136,160025,5,114,1,1,2,4,1,8,2,,,,,
4,16,1624,1,136,160035,5,114,1,1,1,7,1,7,2,,,,,
4,16,1624,1,136,160036,5,114,1,1,1,3,1,6,2,,,,,
4,16,1624,1,136,160041,5,114,1,1,1,8,8,8,2,,,,,
4,16,1613,2,440,160051,5,114,1,2,2,6,1,12,2,,,,,
4,16,1613,2,440,160053,5,114,2,,,,,,,,,,,
4,16,1613,2,440,160054,5,114,2,,,,,,,,,,,
4,16,1613,2,440,160055,5,114,1,1,1,8,1,8,2,,,,,
4,16,1613,2,440,160056,5,114,1,2,2,4,2,17,2,,,,,
4,16,1613,2,440,160057,5,114,1,2,2,5,4,42,2,,,,,
4,16,1613,2,440,160058,5,114,1,2,3,6,2,19,2,,,,,
4,16,1613,2,440,160060,5,114,1,1,1,9,1,9,2,,,,,
4,16,1605,2,180,160144,5,114,1,5,3,2,1,1,2,,,,,
4,16,1605,2,180,160147,5,114,1,2,2,9,2,12,2,,,,,
4,16,1605,2,180,160151,5,114,1,7,2,10,2,25,2,,,,,
4,16,1605,2,180,160152,5,114,1,9,2,12,5,48,2,,,,,
4,16,1605,2,180,160153,5,114,1,9,3,12,2,28,2,,,,,
4,16,1601,2,2484,169004,5,114,1,1,1,8,2,18,2,,,,,
4,16,1601,2,2484,169007,5,114,1,1,1,8,0,,,,,,,
4,16,1601,2,2484,169008,5,114,1,1,1,6,1,6,2,,,,,
4,16,1601,2,2484,169009,5,114,1,5,2,6,4,34,2,,,,,
4,16,1601,2,2484,169011,5,114,1,3,2,4,3,25,2,,,,,
4,16,1601,2,2484,169012,5,114,1,2,2,3,1,6,2,,,,,
4,16,1602,2,234,169017,5,114,1,2,3,6,2,36,2,,,,,
4,16,1602,2,234,169020,5,114,1,3,1,4,6,48,2,,,,,
4,16,1607,2,574,169027,5,114,2,,,,,,,,,,,
4,16,1607,2,574,169028,5,114,1,3,3,15,1,5,2,,,,,
4,16,1607,2,574,169028,5,117,2,,,,,,,,,,,
4,16,1607,2,574,169033,5,114,1,2,2,4,1,8,2,,,,,
4,16,1608,2,1480,169040,5,114,1,3,1,7,2,42,2,,,,,
4,16,1608,2,1480,169045,5,114,1,2,2,12,3,35,2,,,,,
4,16,1608,2,1480,169046,5,114,1,2,2,7,3,32,2,,,,,
4,16,1608,2,1480,169047,5,114,1,2,2,5,2,22,2,,,,,
4,16,1610,2,66,169060,5,114,1,3,2,10,2,20,2,,,,,
4,16,1610,2,490,169067,5,114,1,2,2,4,1,8,2,,,,,
4,16,1610,2,490,169069,5,114,2,,,,,,,,,,,
4,16,1610,2,490,169071,5,114,2,,,,,,,,,,,
4,16,1610,2,490,169072,5,114,2,,,,,,,,,,,
4,16,1610,2,776,169076,5,114,1,2,2,5,7,50,1,30,1,,,1800
4,16,1610,2,776,169080,5,114,1,3,2,12,3,24,2,,,,,
4,16,1611,2,1878,169085,5,114,1,3,2,4,2,12,2,,,,,
4,16,1611,2,1878,169088,5,114,2,,,,,,,,,,,
4,16,1611,2,1878,169091,5,113,2,,,,,,,,,,,
4,16,1611,2,1878,169095,5,114,2,,,,,,,,,,,
4,16,1611,2,1878,169096,5,114,1,2,2,15,3,25,2,,,,,
4,16,1615,2,220,169103,5,114,1,5,2,10,3,45,2,,,,,
4,16,1615,2,220,169105,5,114,1,2,2,6,2,25,2,,,,,
4,16,1616,2,902,169109,5,114,1,2,2,6,1,12,2,,,,,
4,16,1616,2,902,169111,5,114,2,,,,,,,,,,,
4,16,1616,2,902,169112,5,114,1,3,2,4,1,8,2,,,,,
4,16,1627,2,126,169129,5,114,2,,,,,,,,,,,
4,16,1622,2,692,169133,5,114,1,10,2,6,2,10,2,,,,,
4,16,1622,2,692,169137,5,114,1,6,3,17,2,20,2,,,,,
4,16,1622,2,692,169138,5,113,1,8,4,1575,225,18900,1,630,1,,,630000
4,16,1622,2,692,169139,5,114,1,6,2,17,3,20,2,,,,,
4,16,1622,2,692,169141,5,114,1,8,2,20,5,30,2,,,,,
4,16,1622,2,692,169142,5,114,1,8,2,15,3,30,2,,,,,
4,16,1622,2,692,169144,5,114,1,6,3,10,20,4,2,,,,,
4,16,1610,2,66,169166,5,114,1,6,2,10,30,4,2,,,,,
4,16,1610,2,776,169170,5,114,1,4,2,21,2,17,2,,,,,
4,16,1607,2,574,169202,5,114,2,,,,,,,,,,,
3,17,1722,2,96,170041,5,114,2,,,,,,,,,,,
3,17,1722,2,96,170043,5,114,1,2,2,20,4,40,2,,,,,
3,17,1722,2,96,170043,5,118,2,,,,,,,,,,,
3,17,1722,2,96,170043,5,120,1,1,4,14,2,56,1,50,1,,,1400
3,17,1722,2,96,170044,5,114,2,,,,,,,,,,,
3,17,1722,2,96,170044,5,120,1,2,3,35,5,105,1,105,5,,,3150
3,17,1722,2,96,170046,5,114,2,,,,,,,,,,,
3,17,1722,2,96,170049,5,114,1,3,2,28,4,56,2,,,,,
3,17,1722,2,96,170049,5,118,1,3,3,6,2,36,2,,,,,
3,17,1716,2,1452,170081,5,114,1,3,3,6,2,40,2,,,,,
3,17,1716,2,1452,170081,5,120,2,,,,,,,,,,,
3,17,1716,2,1452,170082,5,114,1,3,3,5,3,60,2,,,,,
3,17,1716,2,1452,170083,5,114,1,3,3,4,2,36,2,,,,,
3,17,1716,2,1452,170084,5,114,2,,,,,,,,,,,
3,17,1716,2,1452,170085,5,114,2,,,,,,,,,,,
3,17,1716,2,1452,170088,5,114,1,3,2,18,3,38,2,,,,,
3,17,1716,2,1452,170090,5,114,1,3,2,5,15,150,2,,,,,
3,17,1701,2,10,179001,5,114,1,3,2,10,2,22,2,,,,,
3,17,1701,2,10,179002,5,114,2,,,,,,,,,,,
3,17,1701,2,10,179002,5,120,1,2,4,7,2,85,1,50,2,,,1000
3,17,1701,2,10,179003,5,114,1,3,2,10,4,60,2,,,,,
3,17,1701,2,10,179004,5,114,1,3,2,6,2,36,2,,,,,
3,17,1701,2,10,179004,5,118,2,,,,,,,,,,,
3,17,1707,2,284,179013,5,114,1,1,2,20,5,40,2,,,,,
