"zone","state","lga","sector","ea","hhid","livestock_cd","animal_cd","s11k3q1","s11k3q2","s11k3q2a","s11k3q3","s11k3q4","s11k3q4a","s11k3q5","s11k3q6","s11k3q7_1","s11k3q7_2","s11k3q7_3","s11k3q8"
1,23,2314,2,354,239167,5,114,1,5,3,16,2,32,2,,,,,
1,23,2316,2,614,239176,5,114,1,2,1,6,2,14,2,,,,,
1,23,2316,2,614,239178,5,118,1,1,1,4,1,8,2,,,,,
1,23,2316,2,1442,239180,5,114,2,,,,,,,,,,,
1,23,2316,2,1442,239184,5,114,1,3,3,6,4,24,2,,,,,
1,23,2316,2,1442,239186,5,114,1,2,4,10,2,20,2,,,,,
1,23,2316,2,1442,239187,5,114,1,3,3,8,4,30,2,,,,,
1,23,2316,2,1442,239188,5,114,2,,,,,,,,,,,
1,23,2304,2,432,239197,5,114,1,2,1,6,3,18,2,,,,,
1,23,2305,2,174,239199,5,114,2,,,,,,,,,,,
1,23,2309,1,1224,239209,5,114,1,2,2,5,1,5,2,,,,,
1,23,2309,2,1574,239210,5,114,2,,,,,,,,,,,
1,23,2311,2,1600,239211,5,114,1,4,2,25,5,40,2,,,,,
1,23,2311,2,1600,239213,5,114,1,6,2,5,4,20,2,,,,,
1,23,2311,2,1600,239213,5,120,1,2,2,7,1,14,2,,,,,
1,23,2311,2,1600,239214,5,114,1,3,3,6,3,18,2,,,,,
1,23,2311,2,1600,239218,5,114,2,,,,,,,,,,,
1,23,2311,2,1600,239219,5,114,1,3,2,12,2,36,1,12,2,,,480
1,23,2311,2,1600,239221,5,114,1,2,3,7,2,32,2,,,,,
1,23,2311,2,1600,239222,5,114,2,,,,,,,,,,,
6,24,2418,1,1770,240072,5,114,1,2,2,10,2,18,2,,,,,
6,24,2401,1,884,249016,5,117,2,,,,,,,,,,,
6,24,2401,1,884,249019,5,114,2,,,,,,,,,,,
6,24,2405,1,588,249073,5,114,2,,,,,,,,,,,
6,24,2405,1,588,249074,5,114,2,,,,,,,,,,,
6,24,2405,1,588,249078,5,114,2,,,,,,,,,,,
6,24,2419,1,488,249194,5,114,1,1,1,12,2,7,2,,,,,
1,25,2504,2,222,250011,5,114,2,,,,,,,,,,,
1,25,2504,2,0,250013,5,114,2,,,,,,,,,,,
1,25,2504,2,222,250014,5,114,1,1,1,4,1,4,2,,,,,
1,25,2504,2,222,250015,5,114,1,2,4,15,2,15,2,,,,,
1,25,2504,2,222,250016,5,114,1,1,2,5,1,10,2,,,,,
1,25,2504,2,222,250017,5,114,1,1,1,7,2,14,2,,,,,
1,25,2504,2,222,250018,5,114,1,1,1,7,2,14,2,,,,,
1,25,2504,2,222,250019,5,114,1,1,1,12,1,12,2,,,,,
1,25,2504,2,222,250020,5,114,1,1,1,7,1,7,2,,,,,
1,25,2503,2,1350,259001,5,114,1,1,1,5,2,10,2,,,,,
1,25,2503,2,1350,259002,5,114,1,1,2,4,1,8,2,,,,,
1,25,2503,2,1350,259003,5,114,1,1,2,10,2,20,2,,,,,
1,25,2503,2,1350,259004,5,114,1,1,2,5,1,10,2,,,,,
1,25,2503,2,1350,259007,5,114,1,1,2,5,1,10,2,,,,,
1,25,2503,2,1350,259009,5,114,1,3,3,5,5,50,2,,,,,
1,25,2503,2,1350,259011,5,114,2,,,,,,,,,,,
1,26,2615,2,2196,260052,5,114,1,4,2,7,6,84,2,,,,,
1,26,2615,2,2196,260052,5,120,1,4,3,14,2,160,1,100,11,,,4000
1,26,2615,2,2196,260053,5,114,1,3,1,13,5,37,1,25,2,,,1000
1,26,2615,2,2196,260054,5,114,2,,,,,,,,,,,
1,26,2615,2,2196,260056,5,114,1,10,2,6,14,35,1,35,2,,,700
1,26,2615,2,2196,260057,5,114,1,2,3,14,2,40,2,,,,,
1,26,2615,2,2196,260058,5,114,1,2,3,15,3,35,2,,,,,
1,26,2603,1,658,260116,5,114,2,,,,,,,,,,,
1,26,2613,2,1462,260151,5,114,1,1,1,13,2,10,2,,,,,
1,26,2613,2,1462,260152,5,114,2,,,,,,,,,,,
1,26,2613,2,1462,260153,5,114,2,,,,,,,,,,,
1,26,2613,2,1462,260156,5,114,1,3,2,6,3,20,2,,,,,
1,26,2616,2,254,260168,5,114,1,3,2,10,3,28,2,,,,,
1,26,2604,2,1652,269014,5,114,1,3,4,20,3,35,2,,,,,
1,26,2604,2,1652,269019,5,114,2,,,,,,,,,,,
1,26,2604,2,1652,269021,5,114,2,,,,,,,,,,,
1,26,2604,2,1652,269024,5,114,1,1,1,16,2,,1,8,2,,,320
1,26,2608,2,786,269025,5,114,2,,,,,,,,,,,
1,26,2608,2,786,269031,5,114,2,,,,,,,,,,,
1,26,2608,2,786,269034,5,114,1,2,2,4,2,22,2,,,,,
1,26,2620,2,590,269095,5,114,2,,,,,,,,,,,
6,27,2701,1,506,270002,5,114,1,2,2,7,1,,2,,,,,
6,27,2701,1,506,270002,5,117,2,,,,,,,,,,,
6,27,2715,2,752,270024,5,114,1,8,1,15,4,16,2,,,,,
6,27,2715,2,0,270025,5,114,2,,,,,,,,,,,
6,27,2712,2,110,270041,5,113,2,,,,,,,,,,,
6,27,2703,1,1076,270093,5,114,1,6,2,2,1,4,2,,,,,
6,27,2705,2,568,279001,5,114,1,3,1,6,1,6,2,,,,,
6,27,2705,2,568,279002,5,114,2,,,,,,,,,,,
6,27,2705,2,568,279009,5,114,2,,,,,,,,,,,
6,27,2706,2,362,279015,5,114,1,3,3,12,1,12,2,,,,,
6,27,2706,2,362,279022,5,114,1,3,2,8,1,8,2,,,,,
6,27,2706,2,362,279024,5,114,2,,,,,,,,,,,
6,27,2711,2,1218,279032,5,114,1,3,1,4,1,4,2,,,,,
6,27,2711,2,1218,279036,5,113,2,,,,,,,,,,,
6,27,2711,2,1218,279036,5,114,1,4,2,3,3,12,2,,,,,
6,27,2712,2,172,279037,5,114,2,,,,,,,,,,,
6,27,2712,2,356,279060,5,114,1,4,2,5,3,25,2,,,,,
6,27,2716,2,44,279073,5,114,1,4,1,7,1,3,2,,,,,
6,27,2716,2,44,279076,5,114,1,2,4,7,6,48,2,,,,,
6,27,2716,2,44,279078,5,114,1,12,2,10,3,30,2,,,,,
6,27,2716,2,44,279080,5,114,1,2,3,17,3,17,2,,,,,
6,27,2716,2,44,279082,5,114,1,1,1,7,6,28,2,,,,,
6,27,2720,1,1048,279087,5,114,1,9,4,7,2,240,2,,,,,
6,27,2720,1,1048,279092,5,114,1,1,2,6,1,6,2,,,,,
6,27,2720,1,1048,279093,5,114,1,6,1,24,2,8,2,,,,,
6,27,2720,1,1048,279093,5,117,,,,,,,,,,,,
6,27,2720,1,1836,279098,5,117,2,,,,,,,,,,,
6,27,2720,1,1836,279103,5,114,1,1,2,7,2,14,2,,,,,
6,27,2716,2,44,279121,5,114,1,3,2,10,1,10,2,,,,,
6,28,2813,2,0,280114,5,117,2,,,,,,,,,,,
6,28,2805,2,498,289014,5,114,2,,,,,,,,,,,
6,28,2811,2,390,289043,5,114,2,,,,,,,,,,,
6,28,2814,1,662,289056,5,114,1,5,1,2,1,5,2,,,,,
6,28,2814,1,662,289059,5,114,1,2,2,6,0,,,,,,,
6,28,2816,1,2146,289081,5,114,1,1,2,7,1,10,2,,,,,
6,29,2930,1,530,290001,5,114,1,4,2,6,1,10,2,,,,,
6,29,2930,1,530,290005,5,114,1,2,1,6,1,13,2,,,,,
6,29,2930,1,530,290007,5,114,1,3,1,8,2,17,2,,,,,
6,29,2930,1,1300,290031,5,113,2,,,,,,,,,,,
6,29,2930,1,1300,290032,5,114,2,,,,,,,,,,,
6,29,2930,1,1300,290034,5,114,1,3,2,10,5,,2,,,,,
6,29,2930,1,0,290035,5,114,1,3,2,11,1,32,2,,,,,
6,29,2930,1,1300,290036,5,114,1,2,2,9,1,19,2,,,,,
6,29,2930,1,1300,290037,5,114,2,,,,,,,,,,,
6,29,2930,1,1300,290038,5,114,1,2,2,10,1,10,2,,,,,
6,29,2930,1,1300,290039,5,114,1,1,2,6,4,48,2,,,,,
6,29,2909,2,220,290042,5,114,1,2,2,5,2,40,2,,,,,
6,29,2909,2,220,290043,5,114,1,2,2,5,2,40,2,,,,,
6,29,2909,2,220,290045,5,114,1,1,1,7,1,7,2,,,,,
6,29,2909,2,220,290046,5,114,1,1,2,5,1,10,2,,,,,
6,29,2909,2,220,290047,5,114,1,1,2,4,1,8,2,,,,,
6,29,2909,2,220,290049,5,114,1,2,2,5,1,20,2,,,,,
6,29,2905,1,1096,290071,5,114,1,3,2,10,2,60,2,,,,,
6,29,2905,1,1096,290077,5,114,1,2,2,11,1,19,2,,,,,
6,29,2905,1,1096,290080,5,114,1,3,2,4,10,240,2,,,,,
6,29,2920,2,1628,290172,5,114,1,3,1,7,3,63,2,,,,,
6,29,2920,2,1628,290173,5,114,1,2,2,10,2,20,2,,,,,
6,29,2920,2,1628,290173,5,118,1,2,2,8,2,16,2,,,,,
6,29,2920,2,1628,290176,5,114,1,2,1,8,2,16,2,,,,,
6,29,2920,2,1628,290177,5,114,1,3,2,10,2,21,2,,,,,
6,29,2920,2,1628,290178,5,114,1,3,2,5,4,120,2,,,,,
6,29,2920,2,1628,290179,5,114,1,3,2,40,5,120,2,,,,,
6,29,2920,2,1628,290180,5,114,1,3,2,14,2,42,2,,,,,
6,29,2920,2,1628,290180,5,118,1,2,2,14,2,28,2,,,,,
6,29,2915,1,622,299001,5,114,1,1,2,18,3,36,2,,,,,
6,29,2915,1,622,299004,5,114,1,2,2,7,1,14,2,,,,,
6,29,2915,1,622,299006,5,114,1,1,2,5,1,10,2,,,,,
6,29,2918,1,454,299018,5,114,1,3,2,7,1,21,2,,,,,
6,29,2928,1,322,299025,5,114,1,3,2,5,2,30,2,,,,,
6,29,2928,1,322,299027,5,114,1,2,2,4,2,32,2,,,,,
6,29,2928,1,322,299028,5,114,1,2,1,7,1,14,2,,,,,
6,29,2928,1,322,299029,5,114,1,3,2,8,2,48,2,,,,,
6,29,2928,1,322,299032,5,114,1,2,2,7,1,28,2,,,,,
6,29,2928,1,322,299033,5,114,1,3,1,4,5,60,2,,,,,
6,29,2928,1,322,299034,5,114,1,2,1,6,1,12,2,,,,,
6,29,2928,1,322,299035,5,114,1,2,2,5,2,20,2,,,,,
6,30,3007,1,1624,300013,5,114,1,2,2,12,2,20,2,,,,,
6,30,3005,1,2942,300094,5,114,1,1,1,10,1,30,2,,,,,
6,30,3005,1,0,300095,5,114,1,4,2,5,15,75,2,,,,,
6,30,3005,1,2942,300098,5,113,1,12,4,1050,200,3150,1,3100,1,2,,84000
6,30,3002,1,1310,300137,5,114,1,3,4,10,10,,2,,,,,
6,30,3002,1,1264,300146,5,114,1,4,1,8,2,20,2,,,,,
6,30,3002,1,1264,300149,5,114,2,,,,,,,,,,,
6,30,3023,2,622,300172,5,114,2,,,,,,,,,,,
6,30,3023,2,622,300173,5,114,1,3,3,7,1,21,2,,,,,
6,30,3023,2,622,300175,5,114,2,,,,,,,,,,,
6,30,3023,2,622,300176,5,114,1,3,2,7,2,14,2,,,,,
6,30,3005,1,3648,309001,5,117,2,,,,,,,,,,,
6,30,3005,1,3648,309007,5,113,2,,,,,,,,,,,
6,30,3005,1,3648,309008,5,117,2,,,,,,,,,,,
6,30,3005,1,3648,309010,5,114,1,5,2,5,3,20,2,,,,,
6,30,3006,1,520,309013,5,114,2,,,,,,,,,,,
6,30,3006,1,520,309014,5,114,1,2,2,5,3,10,1,5,2,,,350
6,30,3006,1,520,309021,5,117,2,,,,,,,,,,,
6,30,3011,2,306,309025,5,114,1,2,2,5,2,20,2,,,,,
6,30,3011,2,306,309032,5,114,1,3,3,25,4,65,2,,,,,
6,30,3015,2,260,309049,5,114,2,,,,,,,,,,,
6,30,3015,2,260,309050,5,114,2,,,,,,,,,,,
6,30,3015,2,260,309053,5,114,1,3,2,33,3,33,2,,,,,
6,30,3015,2,260,309056,5,113,,,,,,,,,,,,
6,30,3015,2,260,309056,5,114,2,,,,,,,,,,,
6,30,3015,2,260,309057,5,120,1,2,3,80,4,40,2,,,,,
6,30,3015,2,260,309059,5,114,1,3,2,4,3,36,2,,,,,
6,30,3015,2,260,309060,5,114,1,2,3,15,4,60,2,,,,,
6,30,3016,2,198,309061,5,114,2,,,,,,,,,,,
6,30,3020,2,1092,309076,5,114,2,,,,,,,,,,,
6,30,3020,2,1092,309077,5,114,2,,,,,,,,,,,
6,30,3021,2,628,309091,5,114,2,,,,,,,,,,,
6,30,3021,2,628,309094,5,114,1,3,2,65,5,65,2,,,,,
6,30,3021,2,628,309096,5,114,2,,,,,,,,,,,
6,30,3026,1,72,309105,5,114,1,3,3,25,2,25,2,,,,,
6,30,3028,2,136,309109,5,114,2,,,,,,,,,,,
6,30,3028,2,136,309112,5,114,2,,,,,,,,,,,
6,30,3028,2,136,309113,5,114,2,,,,,,,,,,,
6,30,3005,1,3648,309121,5,114,1,8,2,6,3,20,2,,,,,
1,31,3109,2,1026,310071,5,114,1,4,2,6,1,14,2,,,,,
1,31,3109,2,1026,310072,5,114,1,2,3,4,12,48,2,,,,,
1,31,3109,2,1026,310073,5,114,1,2,2,4,1,15,2,,,,,
1,31,3109,2,1026,310073,5,118,1,3,3,6,2,28,2,,,,,
1,31,3109,2,1026,310074,5,114,2,,,,,,,,,,,
1,31,3109,2,1026,310077,5,114,1,5,2,9,8,200,2,,,,,
1,31,3109,2,1026,310077,5,118,1,1,3,5,1,10,2,,,,,
1,31,3109,2,1026,310078,5,114,1,6,2,15,14,150,2,,,,,
1,31,3109,2,1026,310079,5,114,1,6,3,8,5,50,2,,,,,
1,31,3109,2,1026,310080,5,114,1,6,3,30,20,80,2,,,,,
1,31,3112,2,350,310081,5,114,1,4,2,4,6,48,2,,,,,
1,31,3112,2,350,310082,5,114,1,2,2,7,1,12,2,,,,,
1,31,3112,2,350,310083,5,114,1,1,2,7,1,16,2,,,,,
1,31,3112,2,350,310084,5,114,1,1,2,7,1,13,2,,,,,
1,31,3112,2,350,310085,5,114,1,5,2,21,3,15,2,,,,,
1,31,3112,2,350,310086,5,114,1,3,2,4,5,40,2,,,,,
1,31,3112,2,350,310087,5,114,1,2,2,10,2,20,2,,,,,
1,31,3112,2,350,310090,5,114,1,3,1,4,5,20,2,,,,,
1,31,3116,2,1344,310092,5,114,1,4,2,7,3,21,2,,,,,
1,31,3116,2,1344,310093,5,114,1,3,2,80,13,900,2,,,,,
1,31,3116,2,1344,310094,5,114,1,2,2,7,1,16,2,,,,,
1,31,3116,2,1344,310095,5,114,1,2,2,7,2,28,2,,,,,
1,31,3116,2,1344,310095,5,118,1,2,2,5,3,30,2,,,,,
1,31,3116,2,1344,310096,5,114,1,5,2,30,7,408,2,,,,,
1,31,3116,2,1344,310096,5,118,1,4,3,20,4,280,2,,,,,
1,31,3116,2,1344,310097,5,114,1,1,1,6,1,6,2,,,,,
1,31,3102,2,14,319002,5,114,1,1,2,7,1,14,2,,,,,
1,31,3102,2,14,319007,5,114,1,2,2,7,3,21,2,,,,,
1,31,3102,2,14,319007,5,118,1,1,2,7,1,7,2,,,,,
1,31,3102,2,14,319008,5,114,1,3,2,7,2,28,2,,,,,
1,31,3102,2,14,319008,5,118,1,1,2,30,2,14,2,,,,,
1,31,3102,2,14,319009,5,114,1,2,2,4,3,42,2,,,,,
1,31,3102,2,14,319012,5,114,1,2,3,9,2,21,2,,,,,
1,31,3110,2,334,319025,5,114,2,,,,,,,,,,,
1,31,3110,2,334,319026,5,114,1,3,2,39,7,380,2,,,,,
1,31,3110,2,334,319027,5,114,1,3,2,120,20,360,1,250,2,,,7500
1,31,3110,2,334,319029,5,114,1,3,2,18,3,180,2,,,,,
1,31,3110,2,334,319029,5,118,1,2,3,5,1,70,2,,,,,
1,31,3110,2,334,319030,5,114,1,4,2,20,4,250,2,,,,,
1,31,3110,2,334,319030,5,118,2,,,,,,,,,,,
1,31,3110,2,334,319031,5,114,1,2,2,7,1,14,2,,,,,
1,31,3110,2,334,319032,5,114,1,2,2,7,1,28,2,,,,,
1,31,3110,2,334,319033,5,114,1,2,2,14,2,28,2,,,,,
1,31,3110,2,334,319033,5,118,1,1,2,17,1,18,2,,,,,
1,31,3110,2,334,319034,5,114,1,2,3,12,3,30,2,,,,,
1,31,3110,2,334,319036,5,114,1,1,2,5,1,9,2,,,,,
1,31,3111,2,1128,319048,5,114,1,2,2,7,2,21,2,,,,,
1,31,3113,2,870,319051,5,114,1,4,2,4,4,20,2,,,,,
1,31,3113,2,870,319052,5,114,1,2,2,5,1,10,2,,,,,
1,31,3113,2,870,319054,5,114,1,2,1,7,2,14,2,,,,,
1,31,3113,2,870,319056,5,114,1,1,2,24,5,49,2,,,,,
1,31,3113,2,870,319057,5,114,1,4,1,8,0,,,,,,,
1,31,3113,2,870,319058,5,114,1,3,2,20,7,140,2,,,,,
1,31,3113,2,870,319059,5,114,1,5,1,10,12,120,2,,,,,
1,31,3113,2,870,319060,5,114,1,12,2,26,26,400,2,,,,,
1,31,3117,2,1288,319061,5,114,1,2,2,12,4,48,2,,,,,
1,31,3117,2,1288,319062,5,114,2,,,,,,,,,,,
1,31,3117,2,1288,319063,5,114,1,2,2,14,2,28,2,,,,,
1,31,3117,2,1288,319064,5,114,1,4,2,7,3,36,2,,,,,
1,31,3117,2,1288,319065,5,114,1,2,2,12,1,0,2,,,,,
1,31,3117,2,1288,319069,5,114,1,1,2,7,0,,,,,,,
1,31,3117,2,1288,319070,5,114,1,5,2,170,20,800,1,500,2,,,1400
1,31,3117,2,1288,319070,5,118,1,2,1,20,3,60,2,,,,,
1,31,3117,2,1288,319071,5,118,1,3,1,4,4,50,2,,,,,
1,31,3117,2,1288,319072,5,114,1,6,2,50,10,100,2,,,,,
1,31,3117,2,1288,319072,5,118,1,10,2,5,2,20,2,,,,,
1,31,3117,2,1288,319072,5,120,1,3,1,6,5,60,2,,,,,
1,31,3111,2,1128,319079,5,114,1,5,3,7,3,9,2,,,,,
1,31,3117,2,1288,319083,5,114,1,2,2,10,2,20,2,,,,,
5,32,3213,2,128,320191,5,114,2,,,,,,,,,,,
5,32,3213,2,1358,329082,5,113,1,3,1,420,125,5040,2,,,,,
3,33,3323,2,92,330032,5,114,1,1,1,7,1,7,2,,,,,
3,33,3323,2,92,330035,5,114,1,5,1,36,9,108,2,,,,,
3,33,3323,2,92,330037,5,114,2,,,,,,,,,,,
3,33,3323,2,92,330038,5,114,2,,,,,,,,,,,
3,33,3323,2,92,330040,5,114,1,3,3,10,2,20,2,,,,,
3,33,3313,2,930,330051,5,114,2,,,,,,,,,,,
3,33,3313,2,930,330052,5,114,1,3,2,20,4,120,2,,,,,
3,33,3313,2,930,330052,5,120,1,3,3,7,20,63,1,50,1,,,1250
3,33,3313,2,930,330053,5,114,1,2,2,14,2,56,2,,,,,
3,33,3313,2,930,330053,5,120,2,,,,,,,,,,,
3,33,3313,2,930,330056,5,114,2,,,,,,,,,,,
3,33,3313,2,930,330058,5,114,1,1,2,10,2,20,2,,,,,
3,33,3313,2,930,330058,5,120,2,,,,,,,,,,,
3,33,3313,2,930,330059,5,114,2,,,,,,,,,,,
3,33,3313,2,930,330060,5,114,2,,,,,,,,,,,
3,33,3304,2,418,330061,5,114,1,2,2,28,4,112,2,,,,,
3,33,3304,2,418,330064,5,114,2,,,,,,,,,,,
3,33,3304,2,418,330068,5,114,2,,,,,,,,,,,
3,33,3304,2,418,330069,5,114,1,2,2,6,1,24,2,,,,,
3,33,3304,2,418,330069,5,120,1,3,4,7,3,588,1,500,1,2,,15000
3,33,3304,2,418,330070,5,114,1,3,2,6,2,36,2,,,,,
3,33,3302,2,816,339001,5,114,2,,,,,,,,,,,
3,33,3302,2,816,339005,5,114,2,,,,,,,,,,,
3,33,3302,2,816,339009,5,114,1,2,2,5,4,80,2,,,,,
3,33,3302,2,816,339010,5,114,1,3,2,15,5,90,2,,,,,
3,33,3302,2,816,339010,5,120,1,3,2,7,4,168,2,,,,,
3,33,3302,2,816,339012,5,114,1,3,3,6,2,54,2,,,,,
3,33,3305,2,846,339015,5,114,2,,,,,,,,,,,
3,33,3305,2,846,339023,5,114,1,3,2,7,3,42,2,,,,,
3,33,3318,2,1498,339026,5,114,1,3,2,7,3,42,2,,,,,
3,33,3318,2,1498,339027,5,114,2,,,,,,,,,,,
3,33,3318,2,1498,339027,5,120,1,3,4,7,4,336,1,80,12,,,2400
3,33,3318,2,1498,339028,5,114,2,,,,,,,,,,,
3,33,3318,2,1498,339031,5,114,1,2,4,7,1,56,2,,,,,
3,33,3318,2,1498,339034,5,114,1,3,2,7,3,42,2,,,,,
3,33,3318,2,1498,339036,5,114,2,,,,,,,,,,,
3,33,3321,2,118,339037,5,114,2,,,,,,,,,,,
3,33,3321,2,118,339037,5,120,1,3,1,7,6,126,2,,,,,
3,33,3321,2,118,339038,5,114,2,,,,,,,,,,,
3,33,3321,2,118,339038,5,120,1,3,4,7,2,168,2,,,,,
3,33,3321,2,118,339042,5,114,1,2,3,14,2,168,2,,,,,
3,33,3321,2,118,339043,5,114,1,2,4,7,2,112,2,,,,,
3,33,3321,2,118,339046,5,114,2,,,,,,,,,,,
3,33,3321,2,118,339047,5,114,2,,,,,,,,,,,
3,33,3321,2,118,339048,5,114,1,1,2,5,1,10,2,,,,,
2,34,3405,2,456,340032,5,114,1,2,1,7,1,13,2,,,,,
2,34,3405,2,456,340035,5,114,2,,,,,,,,,,,
2,34,3405,2,456,340036,5,114,2,,,,,,,,,,,
2,34,3405,2,456,340036,5,118,2,,,,,,,,,,,
2,34,3405,2,456,340037,5,114,2,,,,,,,,,,,
2,34,3405,2,456,340038,5,114,2,,,,,,,,,,,
2,34,3405,2,456,340039,5,114,1,2,1,7,6,42,2,,,,,
2,34,3412,2,156,340051,5,114,1,3,1,3,5,15,2,,,,,
2,34,3412,2,156,340052,5,114,1,5,2,4,5,20,2,,,,,
2,34,3412,2,156,340058,5,114,2,,,,,,,,,,,
2,34,3412,2,156,340059,5,113,1,1,2,11,1,11,2,,,,,
2,34,3412,2,156,340060,5,113,2,,,,,,,,,,,
2,34,3408,2,870,340081,5,114,2,,,,,,,,,,,
2,34,3408,2,870,340081,5,118,2,,,,,,,,,,,
2,34,3408,2,870,340088,5,114,1,3,3,13,3,39,2,,,,,
2,34,3408,2,870,340088,5,118,2,,,,,,,,,,,
2,34,3408,2,870,340089,5,114,2,,,,,,,,,,,
2,34,3408,2,870,340089,5,118,1,1,4,12,1,12,2,,,,,
2,34,3402,2,72,349014,5,114,1,1,1,7,2,14,2,,,,,
2,34,3402,2,72,349015,5,114,1,3,1,7,3,21,2,,,,,
2,34,3402,2,72,349022,5,114,2,,,,,,,,,,,
2,34,3402,2,768,349032,5,114,2,,,,,,,,,,,
2,34,3402,2,768,349034,5,114,1,1,1,7,5,35,2,,,,,
2,34,3406,2,728,349040,5,114,1,4,2,8,4,36,2,,,,,
2,34,3406,2,728,349045,5,114,1,2,3,25,5,47,2,,,,,
2,34,3406,2,728,349047,5,114,1,2,2,3,2,6,2,,,,,
2,34,3407,1,64,349056,5,114,1,6,1,12,5,60,2,,,,,
2,34,3407,1,64,349056,5,118,1,3,1,7,3,21,2,,,,,
2,34,3407,1,64,349057,5,114,1,2,2,7,2,14,2,,,,,
2,34,3407,1,64,349057,5,118,1,1,1,5,1,5,1,3,1,,,150
2,34,3407,1,64,349059,5,114,1,1,2,7,5,35,2,,,,,
2,34,3409,2,500,349062,5,114,2,,,,,,,,,,,
2,34,3409,2,500,349063,5,114,1,3,2,5,3,15,2,,,,,
2,34,3409,2,500,349064,5,114,1,4,2,5,5,25,2,,,,,
2,34,3409,2,500,349067,5,114,2,,,,,,,,,,,
2,34,3409,2,500,349069,5,114,1,2,1,10,2,20,2,,,,,
2,34,3409,2,500,349071,5,114,1,1,1,7,3,21,2,,,,,
2,34,3409,2,500,349072,5,114,1,2,2,3,3,9,2,,,,,
2,34,3411,2,1034,349073,5,114,2,,,,,,,,,,,
2,34,3411,2,1034,349075,5,113,2,,,,,,,,,,,
2,34,3411,2,1034,349077,5,114,1,3,2,6,3,30,2,,,,,
2,34,3411,2,1034,349078,5,114,1,1,2,2,1,4,2,,,,,
2,34,3411,2,1034,349078,5,117,2,,,,,,,,,,,
2,34,3411,2,1034,349078,5,118,2,,,,,,,,,,,
2,34,3416,2,620,349085,5,114,1,3,2,15,5,45,2,,,,,
2,34,3416,2,620,349091,5,114,2,,,,,,,,,,,
2,34,3416,2,620,349092,5,114,2,,,,,,,,,,,
2,34,3416,2,620,349093,5,114,1,2,1,2,1,6,2,,,,,
2,34,3416,2,620,349095,5,114,1,2,1,7,2,14,2,,,,,
2,35,3513,2,576,350061,5,114,2,,,,,,,,,,,
2,35,3513,2,576,350063,5,114,2,,,,,,,,,,,
2,35,3513,2,576,350066,5,114,1,2,2,7,2,28,2,,,,,
2,35,3513,2,576,350067,5,114,2,,,,,,,,,,,
2,35,3513,2,576,350069,5,114,1,4,2,7,3,90,2,,,,,
2,35,3513,2,576,350070,5,114,1,3,2,7,4,168,2,,,,,
2,35,3505,2,1726,359002,5,114,1,3,2,7,2,84,2,,,,,
2,35,3505,2,1726,359007,5,114,1,3,2,7,3,21,2,,,,,
2,35,3505,2,1726,359007,5,120,1,2,4,21,3,84,1,60,1,,,1200
2,35,3506,2,2404,359013,5,114,2,,,,,,,,,,,
2,35,3506,2,2404,359015,5,114,2,,,,,,,,,,,
2,35,3506,2,2404,359019,5,114,1,2,2,7,3,84,2,,,,,
2,35,3506,2,2404,359020,5,114,1,1,2,7,2,28,2,,,,,
2,35,3506,2,2404,359021,5,114,1,4,2,7,3,90,2,,,,,
2,35,3506,2,2404,359023,5,114,1,3,2,21,3,126,2,,,,,
2,35,3507,2,596,359025,5,114,2,,,,,,,,,,,
2,35,3507,2,596,359030,5,114,2,,,,,,,,,,,
2,35,3510,2,550,359037,5,114,2,,,,,,,,,,,
2,35,3510,2,550,359039,5,114,1,1,2,7,2,14,2,,,,,
2,35,3510,2,550,359041,5,114,1,2,2,7,6,168,2,,,,,
2,35,3510,2,550,359043,5,114,2,,,,,,,,,,,
2,35,3510,2,550,359044,5,114,2,,,,,,,,,,,
2,35,3510,2,550,359045,5,114,2,,,,,,,,,,,
2,35,3510,2,550,359047,5,114,2,,,,,,,,,,,
2,35,3510,2,550,359048,5,114,1,2,4,7,3,84,1,50,1,2,,1750
2,35,3512,2,478,359051,5,114,2,,,,,,,,,,,
3,36,3608,2,2078,360037,5,114,1,1,2,10,2,18,2,,,,,
3,36,3608,2,2078,360038,5,114,1,2,2,6,3,18,2,,,,,
3,36,3613,2,1066,360041,5,114,1,12,1,15,5,225,1,200,1,,,6000
3,36,3613,2,1066,360043,5,114,1,5,1,30,5,450,1,400,1,,,12000
3,36,3613,2,1066,360044,5,114,1,1,2,7,5,90,2,,,,,
3,36,3613,2,1066,360048,5,114,1,5,1,20,5,300,1,250,1,,,7500
3,36,3610,2,1826,360054,5,120,1,5,4,70,12,210,1,160,1,,,3500
3,36,3610,2,1826,360055,5,114,1,2,2,5,1,19,1,19,4,,,350
3,36,3610,2,1140,369021,5,114,1,6,3,10,3,30,2,,,,,
3,36,3613,2,1808,369043,5,114,1,1,1,5,2,10,2,,,,,
1,37,3701,1,308,379005,5,114,2,,,,,,,,,,,
1,37,3701,1,308,379005,5,117,2,,,,,,,,,,,
1,37,3701,1,308,379009,5,114,1,1,2,9,1,9,2,,,,,
1,37,3702,1,158,379014,5,113,2,,,,,,,,,,,
1,37,3704,2,214,379064,5,117,1,2,2,6,2,14,2,,,,,
1,37,3705,2,32,379075,5,114,1,3,1,4,4,25,2,,,,,
1,37,3705,2,32,379081,5,114,2,,,,,,,,,,,
1,37,3705,2,32,379084,5,114,1,6,2,10,8,20,2,,,,,
