"zone","state","lga","sector","ea","hhid","cropcode","indiv","phl_q01b","phl_q01c","phl_q01d__1","phl_q01d__2","phl_q01d__3","phl_q01d__4"
2,5,520,2,1756,50161,1070,15,2,5,1,1,0,1
2,5,520,2,1756,50161,1070,11,2,5,1,1,0,1
2,5,520,2,1756,50161,1070,10,2,5,1,1,0,1
2,5,520,2,1756,50161,1100,2,3,6,1,1,0,1
2,5,520,2,1756,50161,1100,11,3,6,1,1,1,0
2,5,520,2,1756,50161,1100,10,3,6,1,1,1,0
2,5,520,2,1756,50161,1100,15,3,6,1,1,0,1
2,5,520,2,1756,50161,1100,14,3,6,1,1,0,1
2,5,520,2,1756,50161,2040,1,2,5,1,1,0,0
2,5,520,2,1756,50161,2040,5,2,5,1,1,0,0
2,5,520,2,1756,50161,2040,7,2,5,1,1,0,0
2,5,520,2,1756,50161,2040,3,2,5,1,1,0,0
2,5,520,2,1756,50161,2040,6,2,6,1,1,0,0
2,5,520,2,1756,50162,1010,1,10,5,1,1,0,0
2,5,520,2,1756,50162,1010,8,10,5,1,1,1,0
2,5,520,2,1756,50162,1010,4,10,5,1,0,1,0
2,5,520,2,1756,50162,1010,2,10,5,1,1,0,0
2,5,520,2,1756,50162,1070,5,4,4,1,0,1,0
2,5,520,2,1756,50162,1070,6,4,4,1,0,1,0
2,5,520,2,1756,50162,1070,4,7,5,1,0,0,0
2,5,520,2,1756,50162,1070,2,4,4,1,0,0,0
2,5,520,2,1756,50162,1070,7,3,4,1,0,1,0
2,5,520,2,1756,50162,1070,8,2,5,0,0,1,0
2,5,520,2,1756,50162,1070,1,5,7,1,1,1,0
2,5,520,2,1756,50162,1100,7,2,4,1,0,1,0
2,5,520,2,1756,50162,1100,6,3,4,1,0,0,0
2,5,520,2,1756,50162,1100,1,10,5,1,0,0,0
2,5,520,2,1756,50162,1100,5,3,4,1,0,1,0
2,5,520,2,1756,50162,1100,8,4,4,1,0,1,0
2,5,520,2,1756,50162,1100,4,10,5,1,0,0,0
2,5,520,2,1756,50162,1100,2,3,5,1,0,1,0
2,5,520,2,1756,50162,2040,11,4,4,1,1,1,0
2,5,520,2,1756,50162,2040,10,4,4,1,1,1,0
2,5,520,2,1756,50162,2040,1,6,4,1,1,1,0
2,5,520,2,1756,50162,2040,4,4,4,1,1,1,0
2,5,520,2,1756,50163,1010,1,3,6,1,0,0,0
2,5,520,2,1756,50163,1010,2,4,6,1,0,0,0
2,5,520,2,1756,50163,1070,1,7,5,1,0,0,0
2,5,520,2,1756,50163,1070,2,7,5,1,0,0,0
2,5,520,2,1756,50163,1100,2,5,4,1,0,0,0
2,5,520,2,1756,50163,1100,1,5,4,1,0,0,0
2,5,520,2,1756,50164,1010,2,2,8,1,1,0,0
2,5,520,2,1756,50164,1010,5,2,8,1,1,0,0
2,5,520,2,1756,50164,1010,4,2,8,1,1,0,0
2,5,520,2,1756,50164,1010,6,2,8,1,1,0,0
2,5,520,2,1756,50164,1010,1,2,8,1,1,0,0
2,5,520,2,1756,50164,1010,7,2,5,0,1,1,0
2,5,520,2,1756,50164,1070,2,3,5,1,1,1,1
2,5,520,2,1756,50164,1070,7,3,5,1,1,1,0
2,5,520,2,1756,50164,1070,11,3,5,1,1,1,1
2,5,520,2,1756,50164,1100,7,3,5,1,1,1,0
2,5,520,2,1756,50164,1100,11,3,5,1,1,1,1
2,5,520,2,1756,50164,1100,2,3,5,1,1,1,1
2,5,520,2,1756,50164,2040,4,3,6,1,1,1,0
2,5,520,2,1756,50164,2040,6,3,6,1,1,1,0
2,5,520,2,1756,50164,2040,1,3,6,1,1,1,0
2,5,520,2,1756,50164,2040,5,3,6,1,1,1,0
2,5,520,2,1756,50165,1010,2,2,5,1,0,0,0
2,5,520,2,1756,50165,1010,6,2,5,1,0,0,0
2,5,520,2,1756,50165,1010,8,2,5,1,0,0,0
2,5,520,2,1756,50165,1070,8,2,5,1,0,0,0
2,5,520,2,1756,50165,1070,2,2,5,1,0,1,0
2,5,520,2,1756,50165,1100,8,3,5,1,0,0,0
2,5,520,2,1756,50165,1100,2,3,5,1,0,1,0
2,5,520,2,1756,50165,1100,6,3,5,1,0,1,0
2,5,520,2,1756,50166,1010,1,3,4,0,0,1,0
2,5,520,2,1756,50166,1010,2,4,3,1,0,0,0
2,5,520,2,1756,50166,1010,5,4,3,1,0,0,0
2,5,520,2,1756,50166,1070,1,3,3,1,0,0,0
2,5,520,2,1756,50166,1070,2,3,3,1,0,0,0
2,5,520,2,1756,50166,1070,5,3,3,1,0,0,0
2,5,520,2,1756,50166,2040,6,2,3,1,0,0,0
2,5,520,2,1756,50166,2040,1,2,3,1,0,0,0
2,5,520,2,1756,50166,2040,7,2,3,1,0,0,0
2,5,520,2,1756,50166,2040,3,2,3,1,0,0,0
2,5,520,2,1756,50168,1010,1,7,6,1,1,0,0
2,5,520,2,1756,50168,1070,1,15,6,1,0,0,0
2,5,520,2,1756,50168,1100,1,12,6,1,1,1,0
2,5,520,2,1756,50168,2040,1,15,7,1,1,1,0
2,5,520,2,1756,50169,1010,1,8,5,1,1,1,0
2,5,520,2,1756,50169,1010,3,8,5,1,1,1,0
2,5,520,2,1756,50169,1010,4,8,5,1,1,1,0
2,5,520,2,1756,50169,1070,3,10,5,1,1,1,0
2,5,520,2,1756,50169,1070,4,10,5,1,1,1,0
2,5,520,2,1756,50169,1070,1,10,5,1,1,1,0
2,5,520,2,1756,50169,1100,4,15,5,1,1,1,0
2,5,520,2,1756,50169,1100,3,15,6,1,1,1,0
2,5,520,2,1756,50169,1100,1,15,6,1,1,1,0
2,5,520,2,1756,50170,1010,1,4,7,1,1,0,0
2,5,520,2,1756,50170,1070,1,4,7,1,1,0,0
2,5,520,2,1756,50170,1100,1,5,7,1,1,0,0
2,5,520,2,1756,50170,2040,1,7,7,1,0,1,0
2,5,502,1,562,59005,1060,1,2,2,0,1,0,0
2,5,502,1,562,59005,1060,4,2,3,0,1,0,0
2,5,502,1,562,59005,1080,4,2,3,1,0,0,0
2,5,502,1,562,59005,1080,1,2,3,1,0,0,0
2,5,502,1,562,59005,1110,1,2,3,0,1,0,0
2,5,502,1,562,59005,1110,4,2,3,0,1,0,0
2,5,502,1,562,59005,2220,4,1,2,0,1,0,0
2,5,502,1,562,59012,1070,1,1,5,1,0,0,0
2,5,502,1,562,59012,1070,2,1,4,0,0,1,0
2,5,502,1,562,59012,1080,2,1,2,0,0,1,0
2,5,502,1,562,59012,1080,1,1,3,1,0,0,0
2,5,502,1,562,59012,1110,2,1,2,0,1,0,0
2,5,502,1,562,59012,1110,1,1,3,0,1,0,0
2,5,503,2,246,59013,1060,2,3,4,1,0,0,0
2,5,503,2,246,59013,1060,1,5,3,1,0,0,0
2,5,503,2,246,59013,1070,2,1,6,1,0,0,0
2,5,503,2,246,59013,1080,2,2,6,1,0,0,0
2,5,503,2,246,59013,1080,1,2,4,1,0,0,0
2,5,503,2,246,59014,1010,2,1,2,1,0,0,0
2,5,503,2,246,59014,1070,2,2,3,1,0,0,0
2,5,503,2,246,59014,1080,2,3,5,1,0,0,0
2,5,503,2,246,59015,1010,3,1,2,1,0,0,0
2,5,503,2,246,59015,1010,2,1,2,1,0,0,0
2,5,503,2,246,59015,1060,2,1,3,1,0,0,0
2,5,503,2,246,59015,1070,3,2,4,1,0,0,0
2,5,503,2,246,59015,1070,1,3,3,1,0,0,0
2,5,503,2,246,59015,1070,2,4,5,1,0,0,0
2,5,503,2,246,59015,1080,2,5,5,1,0,0,0
2,5,503,2,246,59015,1080,1,4,3,1,0,0,0
2,5,503,2,246,59015,1080,3,3,3,1,0,0,0
2,5,503,2,246,59015,2220,3,1,2,1,0,0,0
2,5,503,2,246,59015,2220,2,1,5,1,0,0,0
2,5,503,2,246,59016,1060,2,2,4,1,0,0,0
2,5,503,2,246,59016,1070,2,4,4,1,0,0,0
2,5,503,2,246,59017,1010,2,1,5,1,0,1,0
2,5,503,2,246,59017,1070,2,5,3,1,0,1,0
2,5,503,2,246,59018,1070,1,6,4,1,0,1,0
2,5,503,2,246,59018,1070,2,6,4,1,0,1,0
2,5,503,2,246,59018,1080,1,5,5,1,0,1,0
2,5,503,2,246,59018,1080,2,5,5,1,0,1,0
2,5,503,2,246,59018,2010,2,3,2,1,0,1,0
2,5,503,2,246,59021,1070,2,1,2,1,0,0,0
2,5,503,2,246,59021,1070,7,2,2,1,0,0,0
2,5,503,2,246,59021,1070,6,1,2,1,0,0,0
2,5,503,2,246,59022,1070,1,1,3,1,0,0,0
2,5,503,2,246,59022,1070,3,1,3,1,0,0,0
2,5,503,2,246,59022,1070,4,1,3,1,0,0,0
2,5,503,2,246,59022,1080,1,1,2,0,1,0,0
2,5,503,2,246,59022,1080,4,1,2,0,1,0,0
2,5,503,2,246,59023,1060,1,2,3,1,0,0,0
2,5,503,2,246,59023,1060,2,2,2,1,0,0,0
2,5,503,2,246,59023,1060,3,2,2,1,0,0,0
2,5,503,2,246,59023,1080,2,3,4,1,0,0,0
2,5,503,2,246,59023,1080,3,3,3,1,0,0,0
2,5,503,2,246,59023,1080,1,2,3,1,0,0,0
2,5,503,2,246,59024,1080,4,2,3,1,0,0,0
2,5,503,2,246,59024,1080,5,2,3,1,0,0,0
2,5,503,2,246,59024,1080,3,5,3,1,0,0,0
2,5,504,2,406,59025,1010,4,10,4,1,1,1,0
2,5,504,2,406,59025,1010,11,8,3,1,1,0,0
2,5,504,2,406,59025,1010,3,10,4,1,1,1,0
2,5,504,2,406,59025,1010,2,10,4,1,0,1,0
2,5,504,2,406,59025,1010,5,10,4,1,0,1,0
2,5,504,2,406,59025,1010,10,9,4,1,0,1,0
2,5,504,2,406,59025,1010,6,10,4,1,0,1,0
2,5,504,2,406,59025,1070,11,5,4,1,1,1,0
2,5,504,2,406,59025,1070,12,4,4,1,0,1,0
2,5,504,2,406,59025,1070,10,5,5,1,1,1,0
2,5,504,2,406,59025,1070,8,5,5,1,1,1,0
2,5,504,2,406,59025,1100,13,4,4,1,1,0,0
2,5,504,2,406,59025,1100,11,6,6,1,1,1,0
2,5,504,2,406,59025,1100,12,6,5,1,1,1,0
2,5,504,2,406,59025,1100,10,6,5,1,1,1,0
2,5,504,2,406,59026,1010,2,2,5,0,1,1,1
2,5,504,2,406,59026,1010,3,4,5,1,1,0,0
2,5,504,2,406,59026,1010,7,2,5,0,1,1,1
2,5,504,2,406,59026,1010,1,4,5,1,1,0,0
2,5,504,2,406,59026,1070,2,5,3,0,0,1,1
2,5,504,2,406,59026,1070,1,5,5,1,1,0,0
2,5,504,2,406,59026,1070,7,5,3,0,0,1,1
2,5,504,2,406,59026,1070,3,5,5,1,1,0,0
2,5,504,2,406,59026,1100,4,5,5,1,1,0,0
2,5,504,2,406,59026,1100,7,5,3,0,0,1,1
2,5,504,2,406,59026,1100,2,5,3,0,0,1,1
2,5,504,2,406,59026,1100,3,5,5,1,1,0,0
2,5,504,2,406,59026,1100,1,5,5,1,1,0,0
2,5,504,2,406,59026,1100,5,5,3,1,1,0,0
2,5,504,2,406,59027,1010,1,5,5,1,1,0,0
2,5,504,2,406,59027,1010,2,2,4,1,0,1,0
2,5,504,2,406,59027,1070,1,6,5,1,1,1,0
2,5,504,2,406,59027,1070,2,2,4,0,0,1,1
2,5,504,2,406,59027,1100,1,10,5,1,1,1,0
2,5,504,2,406,59027,1100,2,3,3,0,0,1,1
2,5,504,2,406,59028,1010,2,5,5,1,1,0,1
2,5,504,2,406,59028,1010,7,5,5,1,0,1,1
2,5,504,2,406,59028,1010,1,10,5,1,1,0,0
2,5,504,2,406,59028,1070,1,5,7,1,1,0,0
2,5,504,2,406,59028,1070,7,5,5,1,0,1,1
2,5,504,2,406,59028,1070,2,5,5,1,1,0,1
2,5,504,2,406,59028,1100,3,7,7,1,0,1,0
2,5,504,2,406,59028,1100,7,5,5,1,0,1,1
2,5,504,2,406,59028,1100,2,5,7,1,1,0,1
2,5,504,2,406,59028,1100,1,7,7,1,1,0,0
2,5,504,2,406,59030,1010,3,3,6,1,0,1,0
2,5,504,2,406,59030,1010,5,3,6,1,0,1,0
2,5,504,2,406,59030,1010,2,3,6,1,0,1,0
2,5,504,2,406,59030,1010,1,7,7,0,1,0,0
2,5,504,2,406,59030,1060,1,3,7,1,0,0,0
2,5,504,2,406,59030,1060,10,4,5,1,0,0,0
2,5,504,2,406,59030,1060,3,3,5,1,0,1,0
2,5,504,2,406,59030,1070,1,5,7,1,1,1,0
2,5,504,2,406,59030,1070,10,5,7,1,1,1,0
2,5,504,2,406,59030,1100,5,4,6,0,0,1,0
2,5,504,2,406,59030,1100,2,4,6,0,0,1,0
2,5,504,2,406,59030,1100,10,10,7,1,1,0,0
2,5,504,2,406,59030,1100,1,10,7,1,1,0,0
2,5,504,2,406,59030,1100,3,4,6,0,0,1,0
2,5,504,2,406,59031,1010,3,3,2,1,0,0,0
2,5,504,2,406,59031,1010,2,5,3,1,0,0,0
2,5,504,2,406,59031,1010,6,3,2,1,0,1,0
2,5,504,2,406,59031,1010,5,3,2,1,0,0,0
2,5,504,2,406,59031,1010,4,3,2,1,0,0,0
2,5,504,2,406,59031,1070,4,4,4,1,0,1,0
2,5,504,2,406,59031,1070,5,4,4,1,0,1,0
2,5,504,2,406,59032,1010,1,6,7,1,1,0,0
2,5,504,2,406,59032,1010,13,6,7,1,1,0,0
2,5,504,2,406,59032,1010,5,3,6,1,0,1,0
2,5,504,2,406,59032,1010,4,6,7,1,1,0,0
2,5,504,2,406,59032,1010,12,3,6,1,0,1,0
2,5,504,2,406,59032,1010,3,6,7,1,1,0,0
2,5,504,2,406,59032,1010,6,6,7,1,1,0,0
2,5,504,2,406,59032,1100,5,5,7,0,0,1,0
2,5,504,2,406,59032,1100,4,10,7,1,1,0,0
2,5,504,2,406,59032,1100,13,10,7,1,1,0,0
2,5,504,2,406,59032,1100,1,10,7,1,1,0,0
2,5,504,2,406,59032,1100,12,5,7,0,0,1,0
2,5,504,2,406,59032,1100,3,10,7,1,1,0,0
2,5,504,2,406,59035,1010,2,2,3,1,0,0,0
2,5,504,2,406,59035,1010,8,2,3,1,0,0,0
2,5,504,2,406,59035,1060,8,2,2,1,0,0,0
2,5,504,2,406,59035,1060,2,2,2,1,0,0,0
2,5,504,2,406,59035,1060,1,2,2,1,0,0,0
2,5,504,2,406,59036,1010,2,4,3,1,0,1,0
2,5,504,2,406,59036,1010,7,4,3,1,0,1,0
2,5,504,2,406,59036,1010,8,4,3,1,0,1,0
2,5,504,2,406,59036,1010,3,2,3,0,0,1,0
2,5,504,2,406,59036,1060,4,2,2,1,0,0,0
2,5,504,2,406,59036,1060,2,2,2,1,0,0,0
2,5,504,2,406,59036,1060,3,2,2,1,0,0,0
2,5,504,2,406,59036,1060,7,2,2,1,0,0,0
2,5,504,2,406,59036,1070,3,4,2,0,0,1,0
2,5,504,2,406,59036,1070,7,7,3,1,0,1,0
2,5,504,2,406,59036,1070,2,7,2,1,0,0,0
2,5,504,2,406,59036,1100,2,20,3,1,0,0,0
2,5,504,2,406,59036,1100,7,15,3,1,0,0,0
2,5,504,2,1162,59037,1010,2,3,3,1,0,0,0
2,5,504,2,1162,59037,1010,7,3,3,1,0,0,0
2,5,504,2,1162,59037,1070,7,4,3,1,0,0,0
2,5,504,2,1162,59037,1070,2,4,3,1,0,0,0
2,5,504,2,1162,59037,1100,7,3,3,1,0,0,0
2,5,504,2,1162,59037,1100,2,3,3,1,0,0,0
2,5,504,2,1162,59039,1010,2,5,3,1,0,0,0
2,5,504,2,1162,59039,1100,2,10,4,1,0,0,0
2,5,504,2,1162,59040,1010,1,3,5,1,0,0,0
2,5,504,2,1162,59040,1010,2,5,5,1,0,1,0
2,5,504,2,1162,59040,1060,1,3,5,0,1,1,0
2,5,504,2,1162,59040,1060,2,3,5,0,1,1,0
2,5,504,2,1162,59040,1070,1,7,5,1,1,1,0
2,5,504,2,1162,59040,1070,2,7,5,0,1,1,0
2,5,504,2,1162,59040,1100,1,5,6,1,1,1,0
2,5,504,2,1162,59041,1010,2,2,3,1,0,1,0
2,5,504,2,1162,59041,1010,4,2,2,1,0,1,0
2,5,504,2,1162,59041,1010,3,2,2,1,0,1,0
2,5,504,2,1162,59041,1060,11,3,2,1,0,0,0
2,5,504,2,1162,59041,1060,10,3,2,1,0,0,0
2,5,504,2,1162,59041,1060,3,3,2,1,0,0,0
2,5,504,2,1162,59041,1060,9,3,2,1,0,0,0
2,5,504,2,1162,59041,1060,5,3,2,1,0,0,0
2,5,504,2,1162,59041,1060,2,1,2,1,0,0,0
2,5,504,2,1162,59041,1060,4,3,2,1,0,0,0
2,5,504,2,1162,59041,1060,6,3,2,1,0,0,0
2,5,504,2,1162,59042,1010,2,2,3,1,0,1,0
2,5,504,2,1162,59042,1010,3,2,3,1,0,0,0
2,5,504,2,1162,59042,1010,4,2,3,1,0,1,0
2,5,504,2,1162,59042,1010,1,2,3,1,0,0,0
2,5,504,2,1162,59042,1060,3,3,3,1,0,0,0
2,5,504,2,1162,59042,1060,2,3,3,1,0,0,0
2,5,504,2,1162,59042,1060,5,3,3,1,0,0,0
2,5,504,2,1162,59042,1060,4,3,3,1,0,0,0
2,5,504,2,1162,59043,1010,2,5,6,0,1,1,1
2,5,504,2,1162,59043,1010,1,5,6,1,1,0,0
2,5,504,2,1162,59043,1070,1,5,6,1,1,0,0
2,5,504,2,1162,59043,1100,1,5,6,1,1,0,0
2,5,504,2,1162,59043,1100,2,5,5,0,1,1,1
2,5,504,2,1162,59044,1060,3,2,5,1,1,0,0
2,5,504,2,1162,59044,1060,1,2,5,1,1,1,0
2,5,504,2,1162,59044,1070,1,5,5,1,1,0,0
2,5,504,2,1162,59044,1070,2,5,5,1,1,0,1
2,5,504,2,1162,59044,1070,3,5,5,1,1,0,0
2,5,504,2,1162,59044,1100,1,5,7,1,1,0,0
2,5,504,2,1162,59044,1100,2,5,5,1,1,1,1
2,5,504,2,1162,59044,1100,3,5,5,1,1,1,0
2,5,504,2,1162,59046,1010,4,6,5,1,1,1,0
2,5,504,2,1162,59046,1010,1,6,5,1,1,1,0
2,5,504,2,1162,59046,1010,2,6,5,1,1,1,0
2,5,504,2,1162,59046,1010,3,6,5,1,1,1,0
2,5,504,2,1162,59046,1070,4,5,5,1,1,1,0
2,5,504,2,1162,59046,1070,1,5,5,1,1,1,0
2,5,504,2,1162,59046,1070,2,6,5,1,1,1,1
2,5,504,2,1162,59046,1070,3,5,5,1,1,1,0
2,5,504,2,1162,59046,1100,1,4,5,1,1,1,0
2,5,504,2,1162,59046,1100,4,4,5,1,1,1,0
2,5,504,2,1162,59046,1100,3,4,5,1,1,1,0
2,5,504,2,1162,59047,1010,5,2,6,0,0,1,0
2,5,504,2,1162,59047,1010,1,3,7,1,0,0,0
2,5,504,2,1162,59047,1010,4,3,7,1,0,0,0
2,5,504,2,1162,59047,1010,2,2,6,0,0,1,0
2,5,504,2,1162,59047,1060,4,2,5,1,0,0,0
2,5,504,2,1162,59047,1060,5,1,5,0,1,1,0
2,5,504,2,1162,59047,1060,2,1,5,0,1,1,0
2,5,504,2,1162,59047,1060,1,2,7,1,0,0,0
2,5,504,2,1162,59047,1070,1,2,7,1,0,0,0
2,5,504,2,1162,59047,1070,4,2,6,1,0,0,0
2,5,504,2,1162,59047,1100,4,7,7,1,0,0,0
2,5,504,2,1162,59047,1100,1,7,7,1,0,0,0
2,5,504,2,1162,59047,2020,2,1,6,0,0,1,0
2,5,504,2,1162,59047,2020,5,1,6,0,0,1,0
2,5,504,2,1162,59047,2020,4,2,6,1,0,0,0
2,5,504,2,1162,59047,2020,1,2,6,1,0,0,0
2,5,504,2,1162,59048,1010,3,5,7,1,0,1,0
2,5,504,2,1162,59048,1010,7,4,6,1,0,1,0
2,5,504,2,1162,59048,1010,5,5,7,1,0,1,0
2,5,504,2,1162,59048,1010,4,5,7,1,0,1,0
2,5,504,2,1162,59048,1060,3,2,6,1,0,1,0
2,5,504,2,1162,59048,1060,5,2,6,1,0,1,0
2,5,504,2,1162,59048,1060,4,2,6,1,0,1,0
2,5,504,2,1162,59048,1060,7,1,5,1,0,0,0
2,5,504,2,1162,59048,1070,3,7,7,1,0,1,0
2,5,504,2,1162,59048,1070,5,7,7,1,0,1,0
2,5,504,2,1162,59048,1070,4,7,7,1,0,1,0
2,5,504,2,1162,59048,1070,7,7,5,1,0,0,0
2,5,504,2,1162,59048,1100,4,5,7,1,0,1,0
2,5,504,2,1162,59048,1100,7,5,5,1,0,0,0
2,5,504,2,1162,59048,1100,5,5,7,1,0,1,0
2,5,504,2,1162,59048,1100,3,5,7,1,0,1,0
2,5,504,2,1162,59048,2020,5,3,6,1,0,1,0
2,5,504,2,1162,59048,2020,7,2,5,1,0,0,0
2,5,504,2,1162,59048,2020,4,3,6,1,0,1,0
2,5,504,2,1162,59048,2020,3,3,7,1,0,1,0
2,5,505,2,1292,59049,1010,4,5,5,1,1,1,0
2,5,505,2,1292,59049,1010,6,5,5,1,1,1,0
2,5,505,2,1292,59049,1010,5,5,5,1,1,1,0
2,5,505,2,1292,59049,1010,7,5,5,1,1,1,0
2,5,505,2,1292,59049,1060,6,3,5,1,0,0,0
2,5,505,2,1292,59049,1060,4,3,5,1,0,0,0
2,5,505,2,1292,59049,1060,5,3,5,1,0,0,0
2,5,505,2,1292,59049,1060,7,3,3,1,0,0,0
2,5,505,2,1292,59049,1070,5,6,5,0,1,1,0
2,5,505,2,1292,59049,1070,1,6,5,1,1,1,0
2,5,505,2,1292,59049,1070,4,6,5,1,1,1,0
2,5,505,2,1292,59049,1070,7,6,5,0,1,1,0
2,5,505,2,1292,59049,1070,6,6,5,0,1,1,0
2,5,505,2,1292,59049,1100,6,10,4,1,1,1,0
2,5,505,2,1292,59049,1100,1,10,5,1,1,1,0
2,5,505,2,1292,59049,1100,4,12,5,1,1,1,0
2,5,505,2,1292,59049,1100,5,10,5,1,1,1,0
2,5,505,2,1292,59049,1100,7,10,4,1,1,1,0
2,5,505,2,1292,59050,1010,1,3,3,0,0,1,0
2,5,505,2,1292,59050,1010,2,5,4,1,0,0,0
2,5,505,2,1292,59050,1010,7,5,4,1,0,0,0
2,5,505,2,1292,59050,1060,3,5,4,1,0,0,0
2,5,505,2,1292,59050,1060,7,5,4,1,0,0,0
2,5,505,2,1292,59050,1060,1,5,4,1,0,0,0
2,5,505,2,1292,59050,1060,2,5,4,1,0,0,0
2,5,505,2,1292,59050,1060,4,5,4,1,0,0,0
2,5,505,2,1292,59050,1070,2,1,4,1,0,0,0
2,5,505,2,1292,59050,1070,7,1,4,1,0,0,0
2,5,505,2,1292,59050,1070,1,3,4,0,0,1,0
2,5,505,2,1292,59052,1010,2,5,4,1,0,0,0
2,5,505,2,1292,59052,1010,1,4,3,0,0,1,0
2,5,505,2,1292,59052,1010,3,5,4,1,0,0,0
2,5,505,2,1292,59052,1070,5,3,4,1,0,0,0
2,5,505,2,1292,59052,1070,1,3,4,1,0,0,0
2,5,505,2,1292,59052,1070,4,3,4,1,0,0,0
2,5,505,2,1292,59052,1100,3,8,4,1,0,0,0
2,5,505,2,1292,59052,1100,1,5,3,0,0,1,0
2,5,505,2,1292,59052,1100,2,8,4,1,0,0,0
2,5,505,2,1292,59054,1010,2,4,6,1,0,1,0
2,5,505,2,1292,59054,1060,3,2,3,1,0,0,0
2,5,505,2,1292,59054,1060,2,2,3,1,0,1,0
2,5,505,2,1292,59054,1070,1,2,1,1,0,0,0
2,5,505,2,1292,59054,1100,2,2,2,1,0,0,0
2,5,505,2,1292,59056,1010,2,2,5,1,1,1,0
2,5,505,2,1292,59056,1010,3,1,5,1,1,1,0
2,5,505,2,1292,59056,1010,1,2,5,1,1,1,0
2,5,505,2,1292,59056,1010,4,1,5,1,1,1,0
2,5,505,2,1292,59056,1100,1,3,3,1,1,1,0
2,5,505,2,1292,59056,1100,5,2,2,1,1,1,0
2,5,505,2,1292,59056,1100,4,3,3,1,1,1,1
2,5,505,2,1292,59056,1100,3,2,3,1,1,1,0
2,5,505,2,1292,59056,1100,2,3,3,1,1,1,1
2,5,505,2,1292,59057,1010,1,4,5,1,1,1,0
2,5,505,2,1292,59057,1070,1,4,7,1,1,1,0
2,5,505,2,1292,59057,1100,1,4,7,1,1,1,0
2,5,505,2,1292,59057,2040,1,2,3,1,1,1,0
2,5,505,2,1292,59058,1010,10,5,4,1,0,1,0
2,5,505,2,1292,59058,1010,1,5,5,1,0,1,0
2,5,505,2,1292,59058,1010,3,5,5,1,0,0,0
2,5,505,2,1292,59058,1010,11,5,4,1,0,1,0
2,5,505,2,1292,59058,1010,6,5,4,1,0,1,0
2,5,505,2,1292,59058,1060,1,5,5,1,1,1,0
2,5,505,2,1292,59058,1060,8,5,5,1,1,1,0
2,5,505,2,1292,59058,1060,3,5,5,1,1,1,0
2,5,505,2,1292,59058,1070,3,6,5,1,1,1,0
2,5,505,2,1292,59058,1070,10,6,5,1,0,1,0
2,5,505,2,1292,59058,1070,1,6,5,1,1,1,0
2,5,505,2,1292,59058,1070,8,6,5,1,0,1,0
2,5,505,2,1292,59058,1100,8,5,5,1,1,1,0
2,5,505,2,1292,59058,1100,3,5,5,1,1,1,0
2,5,505,2,1292,59058,1100,1,5,5,1,1,1,0
2,5,505,2,1292,59059,1010,2,4,5,1,0,1,0
2,5,505,2,1292,59059,1010,7,4,5,1,0,1,0
2,5,505,2,1292,59059,1010,3,2,3,0,1,0,0
2,5,505,2,1292,59059,1010,1,2,3,0,1,0,0
2,5,505,2,1292,59059,1060,1,1,2,0,1,0,0
2,5,505,2,1292,59059,1060,3,1,2,0,1,0,0
2,5,505,2,1292,59059,1070,3,1,4,1,0,1,0
2,5,505,2,1292,59059,1070,1,1,4,1,0,1,0
2,5,505,2,1292,59059,1100,3,2,3,1,0,1,0
2,5,505,2,1292,59059,1100,1,2,4,1,0,1,0
2,5,505,2,1292,59060,1010,1,3,4,1,1,0,0
2,5,505,2,1292,59060,1010,2,2,5,0,0,1,0
2,5,505,2,1292,59060,1010,5,2,5,0,0,1,0
2,5,505,2,1292,59060,1060,1,3,2,0,1,0,0
2,5,505,2,1292,59060,1100,1,4,5,1,0,1,0
2,5,505,2,1716,59062,1010,1,4,4,1,0,1,0
2,5,505,2,1716,59062,1010,3,4,4,1,1,1,0
2,5,505,2,1716,59062,1010,4,4,4,1,1,1,0
2,5,505,2,1716,59062,1070,1,3,4,1,0,1,0
2,5,505,2,1716,59062,1070,3,3,4,1,0,1,0
2,5,505,2,1716,59062,1070,4,3,4,1,0,1,0
2,5,505,2,1716,59062,1100,1,3,4,1,1,1,0
2,5,505,2,1716,59062,1100,4,4,4,1,1,1,0
2,5,505,2,1716,59062,1100,3,4,4,1,1,1,0
2,5,505,2,1716,59063,1010,1,5,4,0,0,1,0
2,5,505,2,1716,59063,1010,3,5,4,0,0,1,0
2,5,505,2,1716,59063,1060,1,5,4,1,0,0,0
2,5,505,2,1716,59063,1060,4,5,4,1,0,0,0
2,5,505,2,1716,59063,1060,3,5,4,1,0,0,0
2,5,505,2,1716,59063,1070,1,3,4,0,0,1,0
2,5,505,2,1716,59063,1100,1,8,4,0,0,1,0
2,5,505,2,1716,59064,1010,6,6,4,1,0,0,0
2,5,505,2,1716,59064,1010,1,3,4,0,0,1,0
2,5,505,2,1716,59064,1010,2,6,4,1,0,0,0
2,5,505,2,1716,59064,1060,1,6,4,1,0,0,0
2,5,505,2,1716,59064,1060,4,6,4,1,0,0,0
2,5,505,2,1716,59064,1060,3,6,4,1,0,0,0
2,5,505,2,1716,59064,1070,1,8,4,0,0,1,0
2,5,505,2,1716,59064,1100,1,5,4,0,0,1,0
2,5,505,2,1716,59064,2020,4,5,4,1,0,0,0
2,5,505,2,1716,59064,2020,1,5,4,1,0,0,0
2,5,505,2,1716,59064,2020,3,5,4,1,0,0,0
