"zone","state","lga","sector","ea","hhid","plotid","s11b1q2","s11b1q3","s11b1q4","s11b1q5","s11b1q6_1","s11b1q6_2","s11b1q6_3","s11b1q6_4","s11b1q6_5","s11b1q6_6","s11b1q6_7","s11b1q6_8","s11b1q6_9","s11b1q6_10","s11b1q6_11","s11b1q6_12","s11b1q6_13","s11b1q7","s11b1q8_1","s11b1q8_2","s11b1q8_3","s11b1q8_5","s11b1q8b1_1","s11b1q8b1_2","s11b1q8b1_3","s11b1q8b1_4","s11b1q8b1_5","s11b1q8b1_6","s11b1q8b1_7","s11b1q8b1_8","s11b1q8b1_9","s11b1q8b1_10","s11b1q8b1_11","s11b1q8b1_12","s11b1q8b1_13","s11b1q8b2_1","s11b1q8b2_2","s11b1q8b2_3","s11b1q8b2_4","s11b1q8b2_5","s11b1q8b2_6","s11b1q8b3_1","s11b1q8b3_2","s11b1q8b3_3","s11b1q8b3_4","s11b1q8b3_5","s11b1q8b3_6","s11b1q8b4_1","s11b1q8b4_2","s11b1q8b4_3","s11b1q8b4_4","s11b1q8b4_5","s11b1q8b4_6","s11b1q8b4_7","s11b1q8a","s11b1q9_1","s11b1q9_2","s11b1q9_4","s11b1q9_5","s11b1q9_6","s11b1q9_3","s11b1q9_os","s11b1q9a","s11b1q10_1","s11b1q10_2","s11b1q10_3","s11b1q10_4","s11b1q10_5","s11b1q10_6","s11b1q10_7","s11b1q10_8","s11b1q10_os","s11b1q10cc","s11b1q10dd","s11b1q10e_1","s11b1q10e_2","s11b1q10e_3","s11b1q13","s11b1q13a","s11b1q13a_os","s11b1q14","s11b1q14a","s11b1q17","s11b1q16a_1","s11b1q16a_2","s11b1q16_1","s11b1q16_2","s11b1q16_3","s11b1q16_4","s11b1q16_5","s11b1q16_6","s11b1q16_7","s11b1q16_8","s11b1q14a1","s11b1q14b1","s11b1q19","s11b1q19a","s11b1q20","s11b1q21","s11b1q22_1","s11b1q22_2","s11b1q22_3","s11b1q22_4","s11b1q22_5","s11b1q22_6","s11b1q22_7","s11b1q22_8","s11b1q22_9","s11b1q23a","s11b1q23b_1","s11b1q23b_2","s11b1q23b_3","s11b1q23b_4","s11b1q23b_5","s11b1q23b_6","s11b1q23b_7","s11b1q23b_8","s11b1q23b_9","s11b1q23b_10","s11b1q23b_11","s11b1q23b_12","s11b1q23b_13","s11b1q23b_14","s11b1q23b_15","s11b1q23b_16","s11b1q23b_17","s11b1q23b_18","s11b1q23b_19","s11b1q23b_20","s11b1q23b_21","s11b1q23c_1","s11b1q23c_2","s11b1q23c_3","s11b1q23c_4","s11b1q23c_5","s11b1q23c_6","s11b1q23c_7","s11b1q23c_8","s11b1q23c_9","s11b1q23c_n999","s11b1q23c_os","s11b1q24","s11b1q25a_1","s11b1q25a_2","s11b1q25a_3","s11b1q25a_4","s11b1q25a_5","s11b1q25a_6","s11b1q25a_7","s11b1q25a_8","s11b1q25a_9","s11b1q25a_10","s11b1q25a_11","s11b1q25a_12","s11b1q25a_13","s11b1q25","s11b1q25_os","s11b1q26a","s11b1q26","s11b1q28","s11b1q28_os","s11b1q28a","s11b1q29a","s11b1q31","s11b1q32","s11b1q32_os","s11b1q33","s11b1q34","s11b1q34_os","s11b1q35a","s11b1q35b","s11b1q35","s11b1q37a","s11b1q37b","s11b1q39","s11b1q40","s11b1q40_os","s11b1q41_1","s11b1q41_2","s11b1q41_3","s11b1q41_4","s11b1q41_5","s11b1q41_6","s11b1q41_7","s11b1q41_8","s11b1q41_9","s11b1q41_os","s11b1q42","s11b1q43","s11b1q43_os","s11b1q44","s11b1q44_os","s11b1q45","s11b1q46","s11b1q47","s11b1q48_1","s11b1q48_2","s11b1q48_7","s11b1q48_3","s11b1q48_4","s11b1q48_5","s11b1q48_6","s11b1q48_os","s11b1q49","s11b1q50_1","s11b1q50_2","s11b1q50_3","s11b1q50_4","s11b1q50_5","s11b1q50_6","s11b1q50_7","s11b1q50_8","s11b1q50_9","s11b1q50_10","s11b1q50_os","s11b1q51","s11b1q27","s11b1q11a","s11b1q11b","s11b1q11b_os"
5,12,1216,2,618,120051,3,1,2002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,400000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120051,4,1,2001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,300000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120052,1,1,2001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,300000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120052,2,1,2000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,450000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120052,3,1,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,1,400000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120052,4,1,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,400,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120053,1,1,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1,,1500,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120053,2,1,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,1,,4000,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120053,3,1,2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,51,,1,50000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120054,1,1,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,1,250000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120054,2,1,2012,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,400000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120055,1,7,1990,4,,7,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,80000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120055,2,7,9999,4,,7,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,2,,,,,,,,,,,,,,55,,5,60000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120055,3,7,9999,4,,7,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,70000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120056,1,7,9999,5,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,120000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120056,2,1,2004,4,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,72000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,2,
5,12,1216,2,618,120056,3,7,9999,4,,2,16,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,100000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120056,4,1,2010,4,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,110000,1,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120056,5,16,2009,4,,1,16,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,70000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120056,6,16,1999,4,,2,16,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,50000,1,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120057,1,2,9999,4,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,150000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120057,2,1,2008,4,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,75000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1216,2,618,120057,3,1,9999,4,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,95000,1,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120057,4,1,9999,4,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,75000,1,,3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120057,5,2,9999,4,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,52,,5,100000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,2,
5,12,1216,2,618,120058,1,4,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120058,2,4,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,1,,1000,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120058,3,4,2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,2,,,,,,,,,,,,,,51,,5,30000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120058,4,4,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1,,2000,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120058,5,1,1996,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,51,,5,100000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120058,6,1,1996,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,1,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,51,,5,100000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
5,12,1216,2,618,120059,1,10,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5,"TWO YEARS",3000,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120059,2,10,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1,,1000,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120059,3,10,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,618,120059,4,10,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,3,
5,12,1216,2,0,120060,1,1,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,2,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,2,
5,12,1216,2,0,120060,2,1,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,2,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,2,
5,12,1214,2,452,120091,1,2,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1214,2,452,120091,2,2,9999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1214,2,452,120093,1,1,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1214,2,452,120093,2,1,2017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1214,2,452,120093,3,1,2013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1214,2,452,120094,1,1,9999,5,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,150000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,2,2,,,,,,,,,2,,,,,,,,,,,,,1,2,2,
5,12,1214,2,452,120094,2,1,9999,5,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,120000,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,1,
5,12,1214,2,452,120099,1,1,9999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,0,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,,,,2,,,,,,,,,,,,,1,2,2,
