"zone","state","lga","sector","ea","hhid","livestock_cd","animal_cd","s11k2q1","s11k2q4","s11k2q2","s11k2q3","s11k2q5","s11k2q6_1","s11k2q6_2","s11k2q6_3","s11k2q6_4","s11k2q7_1","s11k2q7_2","s11k2q7_3","s11k2q7_4","s11k2q7_99","s11k2q8","s11k2q10","s11k2q11","s11k2q12","s11k2q13","s11k2q14"
2,5,518,2,1588,50133,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50133,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50133,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50134,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50134,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50135,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50136,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50137,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50138,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1588,50139,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50151,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50152,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50153,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50154,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50155,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50155,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50156,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50157,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50158,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50158,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50159,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1304,50159,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50161,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50161,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50161,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50162,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50162,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50164,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50164,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50165,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50167,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50167,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50168,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50168,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50169,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50169,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50170,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,520,2,1756,50170,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59015,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59015,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59016,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59016,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59017,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59021,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59022,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59023,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59024,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59024,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59025,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59025,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59026,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59026,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59026,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59027,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59027,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59028,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59028,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59030,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59030,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59031,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59031,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59032,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59032,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59034,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59034,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59035,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59035,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59036,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59036,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59036,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59039,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59039,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,1,105,1,2,3,4,3,1,,,,1,0,0,1,0,2,,,,12,9000
2,5,504,2,1162,59040,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59041,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59041,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59043,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59043,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59044,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59046,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59046,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59048,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59048,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59052,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59052,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59057,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59058,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59062,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59069,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59071,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59071,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59072,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59076,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59076,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59076,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59077,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59077,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59080,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59083,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59084,1,105,1,15,1,30,3,2,,,,0,0,1,1,0,,,,28,55,8250
2,5,506,2,696,59084,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59084,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59085,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59085,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59086,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59086,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59087,1,105,1,3,3,15,1,1,3,,,1,1,0,0,0,3,10,2500,,,
2,5,507,2,230,59087,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59087,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59088,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59088,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59088,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59089,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59089,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59089,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59090,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59090,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59090,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59093,1,105,1,5,3,3,5,1,,,,1,0,0,1,0,4.3,,,,15,9000
2,5,507,2,230,59093,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59093,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59094,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59095,1,105,1,6,3,12,3,2,8,,,1,0,0,1,0,1,,,,10,3000
2,5,507,2,230,59095,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59095,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59097,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59098,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59099,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59099,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59101,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59102,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59103,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59105,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59106,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59106,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59108,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59108,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59110,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59111,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59112,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59112,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59113,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59113,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59113,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59115,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59116,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59116,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59117,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59117,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59117,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59118,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59118,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59118,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59119,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59119,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59119,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,508,2,2196,59120,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59121,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59122,1,105,1,1,3,4,5,1,,,,1,0,0,1,,1,,,,3,500
2,5,511,2,796,59122,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59124,1,105,1,3,3,4,5,2,7,,,1,0,0,1,,2,,,,15,1300
2,5,511,2,796,59124,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59124,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59125,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59127,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59127,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59128,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59129,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59130,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,511,2,796,59132,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,514,2,1964,59138,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,514,2,1964,59142,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,514,2,1964,59142,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,514,2,1964,59143,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,514,2,1964,59143,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,514,2,1964,59144,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59145,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59145,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59147,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59147,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59148,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59149,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59149,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59150,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59150,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59151,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59151,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59151,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59153,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59154,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59154,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59155,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59155,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,516,2,134,59156,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59157,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59160,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59160,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59160,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59161,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59161,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59162,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59163,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59164,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59165,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59165,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,517,2,1424,59168,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59169,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59171,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59171,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59173,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59174,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59175,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59175,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59176,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59176,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59179,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59179,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59180,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,1788,59180,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59182,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59182,3,110,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59184,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59184,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59186,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59188,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59190,1,105,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59190,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59191,3,111,2,,,,,,,,,,,,,,,,,,,
2,5,518,2,2802,59192,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,708,2,754,70011,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,708,2,754,70012,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,708,2,754,70013,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,708,2,754,70015,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,708,2,754,70018,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,708,2,754,70020,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,711,2,2532,70062,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,711,2,2532,70063,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,711,2,2532,70064,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,711,2,2532,70067,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,711,2,2532,70068,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,711,2,2532,70070,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70071,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70073,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70078,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70079,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70080,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70128,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70133,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70134,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70139,3,110,2,,,,,,,,,,,,,,,,,,,
1,25,2503,2,0,70152,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,3,111,2,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79006,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79007,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79008,1,105,1,2,10,30,15,1,,,,0,0,0,0,0,,,,,,
1,7,701,2,104,79008,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79011,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79014,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79015,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79017,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79019,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79020,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79021,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79023,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79024,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,704,2,10,79026,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,704,2,10,79030,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,704,2,10,79032,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,704,2,10,79034,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79037,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79038,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79039,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79041,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79074,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79075,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79077,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79078,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79080,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79081,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79082,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79083,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,718,2,504,79095,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,718,2,1228,79097,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,718,2,1228,79108,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,719,2,270,79109,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,719,2,270,79116,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,719,2,270,79119,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,721,2,2400,79124,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,721,2,2400,79125,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,721,2,2400,79127,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,721,2,2400,79132,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79133,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79134,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79136,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79138,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79140,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79141,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79142,3,110,2,,,,,,,,,,,,,,,,,,,
1,7,723,2,1088,79143,3,110,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80013,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80014,1,105,1,10,4,10,1,3,,,,0,0,0,0,0,,,,,,
2,8,821,1,1448,80014,3,110,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80014,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80015,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80017,3,110,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80019,3,110,2,,,,,,,,,,,,,,,,,,,
2,8,821,1,1448,80020,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,805,2,46,80091,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,805,2,46,80099,3,110,2,,,,,,,,,,,,,,,,,,,
2,8,805,2,46,80099,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,827,2,804,80102,1,105,1,4,6,15,1,1,,,,1,0,1,0,0,4,,,4,,
2,8,827,2,804,80102,3,110,2,,,,,,,,,,,,,,,,,,,
2,8,827,2,804,80102,3,111,2,,,,,,,,,,,,,,,,,,,
2,8,827,2,804,80103,1,105,1,5,6,30,3,1,,,,1,0,0,1,0,4,,,,12,1000
2,8,827,2,804,80103,3,110,2,,,,,,,,,,,,,,,,,,,
