"zone","state","lga","sector","ea","cluster_id","resource_cd","c4q1","c4q1_os","c4q2","c4q3","c4q4a","c4q4b","c4q4c","c4q4_os","c4q5a","c4q5b","c4q5c","c4q5_os"
5,12,1208,2,526,"1208-526",402,1,,1,1,1,2,3,,1,2,5,
5,12,1208,2,526,"1208-526",403,1,,1,1,1,2,3,,1,2,3,
5,12,1208,2,526,"1208-526",405,2,,,,,,,,,,,
5,12,1208,2,526,"1208-526",406,2,,,,,,,,,,,
5,12,1208,2,526,"1208-526",407,1,,1,1,1,2,3,,1,2,5,
5,12,1208,2,526,"1208-526",408,1,,1,1,1,2,3,,1,5,6,
5,12,1208,2,630,"1208-630",401,1,,1,1,1,2,3,,1,2,3,
5,12,1208,2,630,"1208-630",402,1,,2,1,1,2,3,,1,2,3,
5,12,1208,2,630,"1208-630",403,1,,1,1,1,2,3,,1,2,3,
5,12,1208,2,630,"1208-630",405,2,,,,,,,,,,,
5,12,1208,2,630,"1208-630",406,2,,,,,,,,,,,
5,12,1208,2,630,"1208-630",407,1,,1,1,1,2,3,,1,2,3,
5,12,1208,2,630,"1208-630",408,2,,,,,,,,,,,
5,12,1208,2,76,"1208-76",401,1,,1,1,1,2,3,,1,2,3,
5,12,1208,2,76,"1208-76",402,1,,1,1,1,3,2,,5,2,1,
5,12,1208,2,76,"1208-76",403,1,,1,1,1,3,2,,1,2,5,
5,12,1208,2,76,"1208-76",405,2,,,,,,,,,,,
5,12,1208,2,76,"1208-76",406,2,,,,,,,,,,,
5,12,1208,2,76,"1208-76",407,1,,1,1,1,3,2,,1,2,5,
5,12,1208,2,76,"1208-76",408,1,,1,1,1,2,3,,1,2,3,
5,12,1209,1,226,"1209-226",401,1,,1,1,1,2,3,,1,5,6,
5,12,1209,1,226,"1209-226",402,1,,1,1,2,1,3,,1,2,3,
5,12,1209,1,226,"1209-226",403,1,,1,1,3,2,1,,5,3,6,
5,12,1209,1,226,"1209-226",405,2,,,,,,,,,,,
5,12,1209,1,226,"1209-226",406,2,,,,,,,,,,,
5,12,1209,1,226,"1209-226",407,2,,,,,,,,,,,
5,12,1209,1,226,"1209-226",408,2,,,,,,,,,,,
5,12,1209,1,566,"1209-566",401,1,,1,1,1,2,3,,1,5,6,
5,12,1209,1,566,"1209-566",402,2,,,,,,,,,,,
5,12,1209,1,566,"1209-566",403,2,,,,,,,,,,,
5,12,1209,1,566,"1209-566",405,2,,,,,,,,,,,
5,12,1209,1,566,"1209-566",406,2,,,,,,,,,,,
5,12,1209,1,566,"1209-566",407,2,,,,,,,,,,,
5,12,1209,1,566,"1209-566",408,2,,,,,,,,,,,
5,12,1211,1,1250,"1211-1250",401,2,,,,,,,,,,,
5,12,1211,1,1250,"1211-1250",402,2,,,,,,,,,,,
5,12,1211,1,1250,"1211-1250",403,1,,1,1,2,1,,,3,1,,
5,12,1211,1,1250,"1211-1250",405,2,,,,,,,,,,,
5,12,1211,1,1250,"1211-1250",406,2,,,,,,,,,,,
5,12,1211,1,1250,"1211-1250",407,2,,,,,,,,,,,
5,12,1211,1,1250,"1211-1250",408,2,,,,,,,,,,,
5,12,1211,1,2856,"1211-2856",401,1,,1,1,3,1,,,3,2,1,
5,12,1211,1,2856,"1211-2856",402,2,,,,,,,,,,,
5,12,1211,1,2856,"1211-2856",403,1,,1,1,2,,,,1,2,,
5,12,1211,1,2856,"1211-2856",405,2,,,,,,,,,,,
5,12,1211,1,2856,"1211-2856",406,2,,,,,,,,,,,
5,12,1211,1,2856,"1211-2856",407,2,,,,,,,,,,,
5,12,1211,1,2856,"1211-2856",408,2,,,,,,,,,,,
5,12,1211,1,446,"1211-446",401,1,,1,1,3,2,,,3,1,,
5,12,1211,1,446,"1211-446",402,2,,,,,,,,,,,
5,12,1211,1,446,"1211-446",403,1,,1,1,2,,,,3,1,,
5,12,1211,1,446,"1211-446",405,2,,,,,,,,,,,
5,12,1211,1,446,"1211-446",406,2,,,,,,,,,,,
5,12,1211,1,446,"1211-446",407,1,,1,1,2,,,,1,2,,
5,12,1211,1,446,"1211-446",408,2,,,,,,,,,,,
5,12,1212,1,2598,"1212-2598",401,2,,,,,,,,,,,
5,12,1212,1,2598,"1212-2598",402,2,,,,,,,,,,,
5,12,1212,1,2598,"1212-2598",403,1,,1,1,2,1,,,1,3,,
5,12,1212,1,2598,"1212-2598",405,2,,,,,,,,,,,
5,12,1212,1,2598,"1212-2598",406,2,,,,,,,,,,,
5,12,1212,1,2598,"1212-2598",407,2,,,,,,,,,,,
5,12,1212,1,2598,"1212-2598",408,2,,,,,,,,,,,
5,12,1214,2,452,"1214-452",401,1,,1,1,3,1,,,3,1,2,
5,12,1214,2,452,"1214-452",402,1,,1,1,2,1,,,3,1,,
5,12,1214,2,452,"1214-452",403,2,,,,,,,,,,,
5,12,1214,2,452,"1214-452",405,2,,,,,,,,,,,
5,12,1214,2,452,"1214-452",406,2,,,,,,,,,,,
5,12,1214,2,452,"1214-452",407,1,,1,1,4,,,,8,,,
5,12,1214,2,452,"1214-452",408,2,,,,,,,,,,,
5,12,1215,2,810,"1215-810",401,1,,1,1,2,1,,,3,2,1,
5,12,1215,2,810,"1215-810",402,2,,,,,,,,,,,
5,12,1215,2,810,"1215-810",403,2,,,,,,,,,,,
5,12,1215,2,810,"1215-810",405,2,,,,,,,,,,,
5,12,1215,2,810,"1215-810",406,2,,,,,,,,,,,
5,12,1215,2,810,"1215-810",407,1,,2,1,4,,,,8,,,
5,12,1215,2,810,"1215-810",408,2,,,,,,,,,,,
5,12,1216,2,618,"1216-618",401,1,,1,1,3,,,,3,1,,
5,12,1216,2,618,"1216-618",402,1,,1,1,2,3,,,1,3,,
5,12,1216,2,618,"1216-618",403,2,,,,,,,,,,,
5,12,1216,2,618,"1216-618",405,2,,,,,,,,,,,
5,12,1216,2,618,"1216-618",406,2,,,,,,,,,,,
5,12,1216,2,618,"1216-618",407,1,,1,1,4,,,,8,,,
5,12,1216,2,618,"1216-618",408,2,,,,,,,,,,,
5,12,1216,1,694,"1216-694",401,1,,1,1,1,3,,,3,1,,
5,12,1216,1,694,"1216-694",402,1,,1,1,1,2,,,3,1,,
5,12,1216,1,694,"1216-694",403,1,,1,1,2,,,,3,,,
5,12,1216,1,694,"1216-694",405,2,,,,,,,,,,,
5,12,1216,1,694,"1216-694",406,2,,,,,,,,,,,
5,12,1216,1,694,"1216-694",407,1,,2,1,4,,,,8,,,
5,12,1216,1,694,"1216-694",408,1,,2,1,4,,,,8,,,
5,12,1218,1,196,"1218-196",401,1,,1,1,3,,,,1,7,,
5,12,1218,1,196,"1218-196",402,2,,,,,,,,,,,
5,12,1218,1,196,"1218-196",403,2,,,,,,,,,,,
5,12,1218,1,196,"1218-196",405,2,,,,,,,,,,,
5,12,1218,1,196,"1218-196",406,2,,,,,,,,,,,
5,12,1218,1,196,"1218-196",407,1,,2,1,4,,,,8,,,
5,12,1218,1,196,"1218-196",408,1,,2,1,4,,,,8,,,
6,13,1301,1,688,"1301-688",401,1,,1,1,1,,,,6,,,
6,13,1301,1,688,"1301-688",402,2,,,,,,,,,,,
6,13,1301,1,688,"1301-688",403,2,,,,,,,,,,,
6,13,1301,1,688,"1301-688",405,2,,,,,,,,,,,
6,13,1301,1,688,"1301-688",406,2,,,,,,,,,,,
6,13,1301,1,688,"1301-688",407,2,,,,,,,,,,,
6,13,1301,1,688,"1301-688",408,2,,,,,,,,,,,
6,13,1303,1,626,"1303-626",401,1,,1,1,4,,,,8,,,
6,13,1303,1,626,"1303-626",402,1,,1,1,2,,,,1,,,
6,13,1303,1,626,"1303-626",403,1,,1,1,2,,,,1,,,
6,13,1303,1,626,"1303-626",405,2,,,,,,,,,,,
6,13,1303,1,626,"1303-626",406,1,,1,1,4,,,,8,,,
6,13,1303,1,626,"1303-626",407,1,,1,1,4,,,,8,,,
6,13,1303,1,626,"1303-626",408,2,,,,,,,,,,,
6,13,1303,1,80,"1303-80",401,2,,,,,,,,,,,
6,13,1303,1,80,"1303-80",402,1,,1,1,4,,,,8,,,
6,13,1303,1,80,"1303-80",403,1,,1,1,4,,,,8,,,
6,13,1303,1,80,"1303-80",405,2,,,,,,,,,,,
6,13,1303,1,80,"1303-80",406,1,,1,1,1,,,,4,,,
6,13,1303,1,80,"1303-80",407,1,,1,1,1,,,,4,,,
6,13,1303,1,80,"1303-80",408,1,,1,1,1,,,,4,,,
6,13,1306,1,140,"1306-140",401,2,,,,,,,,,,,
6,13,1306,1,140,"1306-140",402,2,,,,,,,,,,,
6,13,1306,1,140,"1306-140",403,2,,,,,,,,,,,
6,13,1306,1,140,"1306-140",405,2,,,,,,,,,,,
6,13,1306,1,140,"1306-140",406,2,,,,,,,,,,,
6,13,1306,1,140,"1306-140",407,1,,1,1,1,,,,6,,,
6,13,1306,1,140,"1306-140",408,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",401,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",402,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",403,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",405,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",406,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",407,2,,,,,,,,,,,
6,13,1306,1,342,"1306-342",408,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",401,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",402,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",403,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",405,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",406,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",407,2,,,,,,,,,,,
6,13,1307,1,1002,"1307-1002",408,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",401,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",402,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",403,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",405,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",406,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",407,2,,,,,,,,,,,
6,13,1307,1,1178,"1307-1178",408,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",401,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",402,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",403,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",405,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",406,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",407,2,,,,,,,,,,,
6,13,1307,1,268,"1307-268",408,2,,,,,,,,,,,
6,13,1308,1,842,"1308-842",401,1,,1,2,4,,,,8,,,
6,13,1308,1,842,"1308-842",402,2,,,,,,,,,,,
6,13,1308,1,842,"1308-842",403,1,,1,1,4,,,,8,,,
6,13,1308,1,842,"1308-842",405,2,,,,,,,,,,,
6,13,1308,1,842,"1308-842",406,1,,1,1,4,,,,8,,,
6,13,1308,1,842,"1308-842",407,1,,1,1,4,,,,8,,,
6,13,1308,1,842,"1308-842",408,1,,1,1,4,,,,8,,,
6,13,1309,2,674,"1309-674",401,2,,,,,,,,,,,
6,13,1309,2,674,"1309-674",402,1,,2,2,4,,,,8,,,
6,13,1309,2,674,"1309-674",403,1,,1,1,4,,,,8,,,
6,13,1309,2,674,"1309-674",405,2,,,,,,,,,,,
6,13,1309,2,674,"1309-674",406,1,,1,1,4,,,,8,,,
6,13,1309,2,674,"1309-674",407,1,,1,2,4,,,,8,,,
6,13,1309,2,674,"1309-674",408,2,,,,,,,,,,,
6,13,1310,1,762,"1310-762",401,1,,1,1,4,,,,8,,,
6,13,1310,1,762,"1310-762",402,1,,1,1,4,,,,8,,,
6,13,1310,1,762,"1310-762",403,1,,1,1,4,,,,8,,,
6,13,1310,1,762,"1310-762",405,2,,,,,,,,,,,
6,13,1310,1,762,"1310-762",406,1,,1,1,4,,,,8,,,
6,13,1310,1,762,"1310-762",407,1,,1,1,4,,,,8,,,
6,13,1310,1,762,"1310-762",408,2,,,,,,,,,,,
6,13,1311,1,1134,"1311-1134",401,1,,1,1,1,,,,8,,,
6,13,1311,1,1134,"1311-1134",402,1,,1,1,4,,,,8,,,
6,13,1311,1,1134,"1311-1134",403,1,,1,1,2,,,,6,,,
6,13,1311,1,1134,"1311-1134",405,2,,,,,,,,,,,
6,13,1311,1,1134,"1311-1134",406,1,,1,1,4,,,,8,,,
6,13,1311,1,1134,"1311-1134",407,1,,1,1,4,,,,8,,,
6,13,1311,1,1134,"1311-1134",408,2,,,,,,,,,,,
6,13,1312,1,24,"1312-24",401,2,,,,,,,,,,,
6,13,1312,1,24,"1312-24",402,1,,1,1,1,3,,,2,3,5,
6,13,1312,1,24,"1312-24",403,1,,1,1,1,3,,,1,,,
6,13,1312,1,24,"1312-24",405,2,,,,,,,,,,,
6,13,1312,1,24,"1312-24",406,1,,2,2,1,3,,,2,5,4,
6,13,1312,1,24,"1312-24",407,1,,2,2,4,,,,5,,,
6,13,1312,1,24,"1312-24",408,1,,2,2,4,,,,5,,,
6,13,1315,1,264,"1315-264",401,1,,1,1,1,3,,,1,,,
6,13,1315,1,264,"1315-264",402,2,,,,,,,,,,,
6,13,1315,1,264,"1315-264",403,1,,1,1,1,,,,1,,,
6,13,1315,1,264,"1315-264",405,2,,,,,,,,,,,
6,13,1315,1,264,"1315-264",406,1,,1,1,4,,,,4,,,
6,13,1315,1,264,"1315-264",407,1,,2,2,4,,,,8,,,
6,13,1315,1,264,"1315-264",408,1,,2,2,4,,,,8,,,
6,13,1316,1,1236,"1316-1236",401,1,,1,2,4,,,,8,,,
6,13,1316,1,1236,"1316-1236",402,1,,1,1,4,,,,8,,,
6,13,1316,1,1236,"1316-1236",403,1,,1,1,4,,,,8,,,
6,13,1316,1,1236,"1316-1236",405,2,,,,,,,,,,,
6,13,1316,1,1236,"1316-1236",406,1,,1,1,4,,,,8,,,
6,13,1316,1,1236,"1316-1236",407,1,,1,2,4,,,,8,,,
6,13,1316,1,1236,"1316-1236",408,2,,,,,,,,,,,
4,14,1401,2,1116,"1401-1116",401,1,,1,1,1,,,,1,,,
4,14,1401,2,1116,"1401-1116",402,1,,1,1,1,,,,1,2,,
4,14,1401,2,1116,"1401-1116",403,2,,,,,,,,,,,
4,14,1401,2,1116,"1401-1116",405,2,,,,,,,,,,,
4,14,1401,2,1116,"1401-1116",406,2,,,,,,,,,,,
4,14,1401,2,1116,"1401-1116",407,1,,1,1,5,,,"USE OF CHEMICALS IS NOT ALLOWED",1,6,,
4,14,1401,2,1116,"1401-1116",408,2,,,,,,,,,,,
4,14,1401,2,386,"1401-386",401,2,,,,,,,,,,,
4,14,1401,2,386,"1401-386",402,2,,,,,,,,,,,
4,14,1401,2,386,"1401-386",403,2,,,,,,,,,,,
4,14,1401,2,386,"1401-386",405,2,,,,,,,,,,,
4,14,1401,2,386,"1401-386",406,2,,,,,,,,,,,
4,14,1401,2,386,"1401-386",407,1,,2,2,4,,,,8,,,
4,14,1401,2,386,"1401-386",408,2,,,,,,,,,,,
4,14,1401,2,746,"1401-746",401,2,,,,,,,,,,,
4,14,1401,2,746,"1401-746",402,1,,1,1,1,,,,1,,,
4,14,1401,2,746,"1401-746",403,2,,,,,,,,,,,
4,14,1401,2,746,"1401-746",405,2,,,,,,,,,,,
4,14,1401,2,746,"1401-746",406,2,,,,,,,,,,,
4,14,1401,2,746,"1401-746",407,2,,,,,,,,,,,
4,14,1401,2,746,"1401-746",408,2,,,,,,,,,,,
4,14,1402,2,1686,"1402-1686",401,2,,,,,,,,,,,
4,14,1402,2,1686,"1402-1686",402,2,,,,,,,,,,,
4,14,1402,2,1686,"1402-1686",403,2,,,,,,,,,,,
4,14,1402,2,1686,"1402-1686",405,2,,,,,,,,,,,
4,14,1402,2,1686,"1402-1686",406,2,,,,,,,,,,,
4,14,1402,2,1686,"1402-1686",407,1,,1,1,3,,,,1,,,
4,14,1402,2,1686,"1402-1686",408,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",401,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",402,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",403,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",405,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",406,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",407,2,,,,,,,,,,,
4,14,1403,1,1418,"1403-1418",408,2,,,,,,,,,,,
4,14,1403,1,306,"1403-306",401,2,,,,,,,,,,,
4,14,1403,1,306,"1403-306",402,2,,,,,,,,,,,
4,14,1403,1,306,"1403-306",403,2,,,,,,,,,,,
4,14,1403,1,306,"1403-306",405,2,,,,,,,,,,,
4,14,1403,1,306,"1403-306",406,2,,,,,,,,,,,
4,14,1403,1,306,"1403-306",407,1,,2,1,4,,,,8,,,
4,14,1403,1,306,"1403-306",408,1,,2,1,4,,,,8,,,
4,14,1403,2,944,"1403-944",401,2,,,,,,,,,,,
4,14,1403,2,944,"1403-944",402,1,,1,1,2,,,,1,,,
4,14,1403,2,944,"1403-944",403,2,,,,,,,,,,,
4,14,1403,2,944,"1403-944",405,2,,,,,,,,,,,
4,14,1403,2,944,"1403-944",406,2,,,,,,,,,,,
4,14,1403,2,944,"1403-944",407,2,,,,,,,,,,,
4,14,1403,2,944,"1403-944",408,1,,2,1,4,,,,5,,,
4,14,1405,1,846,"1405-846",401,1,,2,1,4,,,,8,,,
4,14,1405,1,846,"1405-846",402,2,,,,,,,,,,,
4,14,1405,1,846,"1405-846",403,1,,1,1,1,,,,1,,,
4,14,1405,1,846,"1405-846",405,2,,,,,,,,,,,
4,14,1405,1,846,"1405-846",406,2,,,,,,,,,,,
4,14,1405,1,846,"1405-846",407,1,,1,1,1,,,,1,,,
4,14,1405,1,846,"1405-846",408,2,,,,,,,,,,,
4,14,1406,2,1002,"1406-1002",401,2,,,,,,,,,,,
4,14,1406,2,1002,"1406-1002",402,1,,1,1,4,,,,6,,,
4,14,1406,2,1002,"1406-1002",403,2,,,,,,,,,,,
4,14,1406,2,1002,"1406-1002",405,2,,,,,,,,,,,
4,14,1406,2,1002,"1406-1002",406,2,,,,,,,,,,,
4,14,1406,2,1002,"1406-1002",407,2,,,,,,,,,,,
4,14,1406,2,1002,"1406-1002",408,2,,,,,,,,,,,
4,14,1406,2,694,"1406-694",401,1,,1,1,1,,,,6,,,
4,14,1406,2,694,"1406-694",402,1,,1,1,4,,,,6,,,
4,14,1406,2,694,"1406-694",403,2,,,,,,,,,,,
4,14,1406,2,694,"1406-694",405,2,,,,,,,,,,,
4,14,1406,2,694,"1406-694",406,2,,,,,,,,,,,
4,14,1406,2,694,"1406-694",407,1,,1,1,4,,,,1,,,
4,14,1406,2,694,"1406-694",408,2,,,,,,,,,,,
4,14,1408,2,1996,"1408-1996",401,2,,,,,,,,,,,
4,14,1408,2,1996,"1408-1996",402,2,,,,,,,,,,,
4,14,1408,2,1996,"1408-1996",403,1,,2,2,4,,,,8,,,
4,14,1408,2,1996,"1408-1996",405,2,,,,,,,,,,,
4,14,1408,2,1996,"1408-1996",406,2,,,,,,,,,,,
4,14,1408,2,1996,"1408-1996",407,2,,,,,,,,,,,
4,14,1408,2,1996,"1408-1996",408,2,,,,,,,,,,,
4,14,1410,2,236,"1410-236",401,2,,,,,,,,,,,
4,14,1410,2,236,"1410-236",402,2,,,,,,,,,,,
4,14,1410,2,236,"1410-236",403,2,,,,,,,,,,,
4,14,1410,2,236,"1410-236",405,2,,,,,,,,,,,
4,14,1410,2,236,"1410-236",406,2,,,,,,,,,,,
4,14,1410,2,236,"1410-236",407,1,,1,1,4,,,,1,5,6,
4,14,1410,2,236,"1410-236",408,2,,,,,,,,,,,
4,14,1411,2,1414,"1411-1414",401,2,,,,,,,,,,,
4,14,1411,2,1414,"1411-1414",402,1,,1,1,2,,,,6,,,
4,14,1411,2,1414,"1411-1414",403,2,,,,,,,,,,,
4,14,1411,2,1414,"1411-1414",405,2,,,,,,,,,,,
4,14,1411,2,1414,"1411-1414",406,2,,,,,,,,,,,
4,14,1411,2,1414,"1411-1414",407,1,,1,1,4,,,,6,,,
4,14,1411,2,1414,"1411-1414",408,2,,,,,,,,,,,
4,14,1411,2,836,"1411-836",401,1,,2,1,4,,,,8,,,
4,14,1411,2,836,"1411-836",402,2,,,,,,,,,,,
4,14,1411,2,836,"1411-836",403,2,,,,,,,,,,,
4,14,1411,2,836,"1411-836",405,2,,,,,,,,,,,
4,14,1411,2,836,"1411-836",406,2,,,,,,,,,,,
4,14,1411,2,836,"1411-836",407,1,,2,1,4,,,,8,,,
4,14,1411,2,836,"1411-836",408,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",401,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",402,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",403,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",405,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",406,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",407,2,,,,,,,,,,,
4,14,1413,2,670,"1413-670",408,2,,,,,,,,,,,
4,14,1416,2,1134,"1416-1134",401,1,,1,1,2,,,,1,,,
4,14,1416,2,1134,"1416-1134",402,2,,,,,,,,,,,
4,14,1416,2,1134,"1416-1134",403,2,,,,,,,,,,,
4,14,1416,2,1134,"1416-1134",405,2,,,,,,,,,,,
4,14,1416,2,1134,"1416-1134",406,2,,,,,,,,,,,
4,14,1416,2,1134,"1416-1134",407,2,,,,,,,,,,,
4,14,1416,2,1134,"1416-1134",408,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",401,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",402,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",403,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",405,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",406,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",407,2,,,,,,,,,,,
4,14,1416,2,2314,"1416-2314",408,2,,,,,,,,,,,
4,14,1417,2,36,"1417-36",401,2,,,,,,,,,,,
4,14,1417,2,36,"1417-36",402,1,,1,1,2,3,,,6,,,
4,14,1417,2,36,"1417-36",403,2,,,,,,,,,,,
4,14,1417,2,36,"1417-36",405,2,,,,,,,,,,,
4,14,1417,2,36,"1417-36",406,2,,,,,,,,,,,
4,14,1417,2,36,"1417-36",407,2,,,,,,,,,,,
4,14,1417,2,36,"1417-36",408,2,,,,,,,,,,,
2,15,1502,2,1386,"1502-1386",401,2,,,,,,,,,,,
2,15,1502,2,1386,"1502-1386",402,2,,,,,,,,,,,
2,15,1502,2,1386,"1502-1386",403,1,,1,1,4,,,,8,,,
2,15,1502,2,1386,"1502-1386",405,2,,,,,,,,,,,
2,15,1502,2,1386,"1502-1386",406,2,,,,,,,,,,,
2,15,1502,2,1386,"1502-1386",407,1,,1,1,4,,,,8,,,
2,15,1502,2,1386,"1502-1386",408,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",401,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",402,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",403,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",405,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",406,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",407,2,,,,,,,,,,,
2,15,1503,2,1076,"1503-1076",408,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",401,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",402,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",403,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",405,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",406,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",407,2,,,,,,,,,,,
2,15,1503,2,634,"1503-634",408,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",401,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",402,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",403,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",405,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",406,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",407,2,,,,,,,,,,,
2,15,1503,2,864,"1503-864",408,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",401,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",402,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",403,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",405,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",406,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",407,2,,,,,,,,,,,
2,15,1506,1,1328,"1506-1328",408,2,,,,,,,,,,,
2,15,1506,1,148,"1506-148",401,1,,1,1,2,3,1,,6,1,5,
2,15,1506,1,148,"1506-148",402,2,,,,,,,,,,,
2,15,1506,1,148,"1506-148",403,2,,,,,,,,,,,
2,15,1506,1,148,"1506-148",405,2,,,,,,,,,,,
2,15,1506,1,148,"1506-148",406,2,,,,,,,,,,,
2,15,1506,1,148,"1506-148",407,2,,,,,,,,,,,
2,15,1506,1,148,"1506-148",408,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",401,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",402,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",403,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",405,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",406,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",407,2,,,,,,,,,,,
2,15,1506,1,244,"1506-244",408,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",401,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",402,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",403,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",405,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",406,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",407,2,,,,,,,,,,,
2,15,1506,1,398,"1506-398",408,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",401,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",402,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",403,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",405,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",406,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",407,2,,,,,,,,,,,
2,15,1506,1,458,"1506-458",408,2,,,,,,,,,,,
2,15,1508,2,1682,"1508-1682",401,1,,1,1,2,3,1,,6,1,,
2,15,1508,2,1682,"1508-1682",402,2,,,,,,,,,,,
2,15,1508,2,1682,"1508-1682",403,1,,2,1,4,,,,8,,,
2,15,1508,2,1682,"1508-1682",405,2,,,,,,,,,,,
2,15,1508,2,1682,"1508-1682",406,2,,,,,,,,,,,
2,15,1508,2,1682,"1508-1682",407,2,,,,,,,,,,,
2,15,1508,2,1682,"1508-1682",408,2,,,,,,,,,,,
2,15,1509,2,388,"1509-388",401,1,,1,1,1,2,3,,2,5,1,
2,15,1509,2,388,"1509-388",402,2,,,,,,,,,,,
2,15,1509,2,388,"1509-388",403,1,,1,1,2,1,3,,1,6,,
2,15,1509,2,388,"1509-388",405,2,,,,,,,,,,,
2,15,1509,2,388,"1509-388",406,2,,,,,,,,,,,
2,15,1509,2,388,"1509-388",407,1,,2,1,4,,,,8,,,
2,15,1509,2,388,"1509-388",408,2,,,,,,,,,,,
2,15,1510,2,838,"1510-838",401,2,,,,,,,,,,,
