"zone","state","lga","sector","ea","hhid","sec11_resp","s11q1b","s11q1b_os","s11q1","s11q2","s11q3a","s11q3b","s11q4a","s11q4b","s11q5a","s11q5a_os","s11q5b","s11q5c_1","s11q5c_2","s11q5c_3","s11q5c_4","s11q5c_5","s11q5c_6","s11q5c_7","s11q5c_8","s11q5c_9","s11q5","s11q6","s11q6_os","s11q7","s11q7b","s11q8","s11q8b","s11q9","s11q40","s11q40_os","s11q41","s11q41_os","s11q42","s11q43_1","s11q43_2","s11q43_os","s11q44_1","s11q44_2","s11q45","s11q46_1","s11q46_2","s11q46_3","s11q46_os","s11q47","s11q48__1","s11q48__2","s11q48__3","s11q48__4","s11q48__5","s11q48__6","s11q48__7","s11q48_os","s11q49","s11q50","s11q51","s11q52","s11q53","s11q54","s11q33b","s11q33b_os","s11q55","s11q55_os","s11q56","s11q57a","s11q57b","s11q58","s11q59","s11q60","s11q60_os","s11q61","s11q62","s11q63a","s11q63b","s11q64","s11q65","s11q66","s11q67__1","s11q67__2","s11q67__3","s11q67__4","s11q67__5","s11q67__6","s11q67__7","s11q67_os","s11q68","s11q68_os","s11q69","s11q36","s11q36_os","s11q70","s11q71","s11q71_os","s11q72","s11q73","s11q74","s11q38","s11q38b","s11q75a","s11q75b"
2,2,212,2,1254,29130,1,1,,1,150000,,,,,8,,1,1,,,,,,,,,1998,1,,2,,3,,3,1,,1,,2,4,,,450,,2,,,,,2,,,,,,,,,,,,,,,6,,1,,3,30,1,3,1,13,,,3,30,1,4,2,2,,,,,,,,,6,,0,8,,2,,,3,2,,5,,,
2,2,212,2,1254,29131,1,6,,1,200000,,,,,6,,,,,,,,,,,,1985,1,,1,,2,,5,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,7,,5,,1,,,,1,13,,,3,30,1,21,2,2,,,,,,,,,7,,0,7,,2,,,1,1,1,5,,,
2,2,212,2,1254,29132,1,6,,1,1500000,,,,,6,,,,,,,,,,,,2003,1,,2,,3,,4,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,7,,1,,3,5,1,15,1,13,,,3,20,1,6,2,2,,,,,,,,,7,,0,12,,,,,3,,,5,,,
2,2,213,1,1010,29133,1,1,,1,15000000,,,,,1,,1,1,,,,,,,,,1990,5,,9,,3,,4,2,,3,,2,4,,,300,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,30,1,10,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,2,2,,4,,,
2,2,213,1,1010,29134,1,1,,1,1500000,,,,,6,,,,,,,,,,,,1967,1,,9,,2,,4,3,,3,,2,4,,,150,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,30,1,4,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,2,2,,4,,,
2,2,213,1,1010,29135,1,1,,1,5000000,,,,,1,,1,1,,,,,,,,,1959,1,,9,,3,,10,2,,3,,2,4,3,,1000,500,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,25,1,10,2,,,,,,,,2,2,,,,,,,,,5,,1500,7,,1,3,,2,2,,4,,,
2,2,213,1,1010,29136,1,3,,3,,25000,2,,,4,,1,1,,,,,,,,,9999,5,,2,,5,,3,2,,1,,2,3,,,700,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,4,,,,,1,2,,5,,,
2,2,213,1,1010,29138,1,3,,3,,100000,2,,,6,,,,,,,,,,,,9999,5,,2,,5,,6,1,,1,,2,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,0,,7,2,,,,,,,,2,2,,,,,,,,,5,,1400,8,,2,,,1,2,,5,,,
2,2,213,1,1010,29139,1,4,,3,,25000,2,,,6,,,,,,,,,,,,9999,1,,2,,3,,3,2,,1,,2,4,,,2500,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,20,1,24,2,,,,,,,,2,2,,,,,,,,,5,,2500,7,,1,3,,1,1,1,4,,,
2,2,213,1,1010,29140,6,4,,1,2000000,,,,,8,,1,1,,,,,,,,,9999,5,,2,,3,,15,2,,1,,2,4,,,4500,,2,,,,,2,,,,,,,,,,,,,,,7,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,7,,0,7,,1,3,,1,2,,5,,,
2,2,213,1,1010,29142,1,1,,1,400000,,,,,6,,,,,,,,,,,,1974,1,,2,,3,,4,1,,3,,2,4,,,9000,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,30,1,4,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,2,,,2,2,,5,,,
2,2,213,1,1010,29143,1,2,,1,1000000,,,,,6,,,,,,,,,,,,1958,1,,2,,3,,5,1,,5,,,4,,,0,,2,,,,,1,0,0,1,0,0,0,0,,3,6,4,,,2,5,,2,,3,2,2,10,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,2,2,,5,,,
2,2,213,1,1010,29144,1,2,,1,800000,,,,,8,,2,,,,,,,,,,1983,1,,2,,3,,2,1,,3,,2,4,,,200,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,1,2,7,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,1,2,5,,,
2,2,213,2,1282,29147,1,4,,1,500000,,,,,8,,2,,,,,,,,,,2000,1,,9,,2,,6,2,,3,,2,4,,,500,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,30,1,21,1,5,,5,3,30,1,21,2,2,,,,,,,,,5,,0,7,,2,,,2,2,,4,,,
2,2,213,2,1282,29148,1,1,,1,2000000,,,,,8,,2,,,,,,,,,,2015,1,,9,,3,,8,2,,3,,2,4,,,500,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,30,1,14,2,,,,,,,,2,2,,,,,,,,,5,,2000,7,,2,,,2,2,,4,,,
2,2,213,2,1282,29149,2,2,,1,700000,,,,,6,,,,,,,,,,,,2007,1,,2,,3,,2,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,5,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
2,2,213,2,1282,29150,1,6,,1,700000,,,,,6,,,,,,,,,,,,1993,1,,2,,3,,10,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,5,1,3,1,5,,2,3,5,1,3,1,2,,,,,,,,,5,,0,8,,2,,,1,2,,5,,,
2,2,213,2,1282,29151,1,1,,1,600000,,,,,5,,1,1,,,,,,,,,2001,1,,2,,3,,3,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,5,1,3,1,5,,2,3,5,1,3,2,2,,,,,,,,,5,,0,5,,,,,3,1,99,5,,,
2,2,213,2,1282,29152,2,4,,1,350000,,,,,5,,1,1,,,,,,,,,2005,1,,2,,3,,8,2,,1,,2,4,,,2500,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,25,1,6,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,4,,,
2,2,213,2,1282,29153,1,4,,3,,2000,1,,,6,,,,,,,,,,,,9999,1,,2,,3,,6,2,,1,,2,4,,,500,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,30,1,5,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,4,,,
2,2,213,2,1282,29154,2,4,,1,300000,,,,,3,,1,1,,,,,,,,,9999,1,,2,,3,,5,2,,1,,2,4,,,2000,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,30,1,6,1,5,,5,3,40,1,5,2,2,,,,,,,,,5,,0,12,,,,,3,,,4,,,
2,2,213,2,1282,29155,1,2,,1,2000000,,,,,6,,,,,,,,,,,,9999,1,,2,,3,,3,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,1,2,4,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,2,1,3,5,,,
2,2,213,2,1282,29156,1,2,,1,500000,,,,,6,,,,,,,,,,,,1967,1,,2,,3,,6,1,,4,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,1,2,3,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
2,2,213,2,1406,29158,1,1,,1,2000000,,,,,6,,,,,,,,,,,,1980,1,,9,,3,,3,2,,3,,2,4,,,2000,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,45,1,21,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,2,,4,,,
2,2,213,2,1406,29160,1,1,,1,5000000,,,,,6,,,,,,,,,,,,2012,5,,9,,3,,13,3,,3,,2,4,,,3000,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,1,2,42,2,,,,,,,,1,2,,,,,,,,,5,,0,7,,2,,,2,2,,4,,,
2,2,213,2,1406,29161,1,1,,1,1500000,,,,,6,,,,,,,,,,,,1998,5,,9,,3,,4,3,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,45,1,14,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,3,2,,4,,,
2,2,213,2,1406,29162,1,4,,1,1000000,,,,,3,,1,1,,,,,,,,,1970,5,,2,,3,,6,1,,2,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,4,2,,,,,,,,2,2,,,,,,,,,3,,0,8,,2,,,1,2,,5,,,
2,2,213,2,1406,29163,1,3,,3,,150000,2,,,6,,,,,,,,,,,,2010,5,,6,,5,,4,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,20,1,20,2,,,,,,,,1,2,,,,,,,,,5,,0,8,,2,,,1,2,,5,,,
2,2,213,2,1406,29164,2,4,,3,,12000,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,2,,1,,2,4,,,700,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,15,1,4,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,1,4,4,,,
2,2,213,2,1406,29165,2,4,,3,,20000,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,3,2,,1,,2,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,15,1,6,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,3,,,2,1,4,4,,,
2,2,213,2,1406,29166,1,6,,1,200000,,,,,1,,1,1,,,,,,,,,2009,1,,1,,3,,2,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,30,1,6,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,2,1,1,5,,,
2,2,213,2,1406,29167,1,4,,3,,24000,2,,,6,,,,,,,,,,,,9999,1,,2,,3,,3,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,1,2,21,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,2,1,4,5,,,
2,2,213,2,1406,29168,1,3,,3,,40000,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,5,1,,3,,2,4,3,,0,3000,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,1,2,4,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,2,,,2,2,,5,,,
2,2,215,2,814,29169,1,1,,1,2000000,,,,,8,,1,1,,,,,,,,,2012,5,,9,,3,,6,3,,3,,2,4,,,1600,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,30,1,70,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,2,,4,,,
2,2,215,2,814,29170,1,1,,1,300000,,,,,8,,1,1,,,,,,,,,1999,1,,9,,2,,3,2,,3,,2,4,,,200,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,30,1,35,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,2,2,,4,,,
2,2,215,2,814,29171,2,4,,1,1500000,,,,,6,,,,,,,,,,,,2012,1,,2,,3,,4,1,,2,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,20,1,3,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,2,2,,5,,,
2,2,215,2,814,29172,1,2,,1,200000,,,,,6,,,,,,,,,,,,2003,1,,2,,3,,2,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,2,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,1,2,,5,,,
2,2,215,2,814,29173,1,2,,1,200000,,,,,6,,,,,,,,,,,,9999,1,,1,,3,,2,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,1,2,,5,,,
2,2,215,2,814,29174,1,4,,1,1500000,,,,,3,,1,1,,,,,,,,,2003,5,,2,,3,,10,2,,1,,2,4,,,2500,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,20,1,10,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,2,2,,5,,,
2,2,215,2,814,29175,1,4,,1,250000,,,,,6,,,,,,,,,,,,2012,1,,2,,3,,3,2,,1,,2,4,,,1200,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,15,1,5,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,2,2,,5,,,
2,2,215,2,814,29176,1,4,,1,200000,,,,,6,,,,,,,,,,,,9999,1,,2,,3,,8,2,,1,,2,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,15,1,25,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,1,3,,2,2,,5,,,
2,2,215,2,814,29178,1,2,,1,1500000,,,,,6,,,,,,,,,,,,2011,5,,2,,5,,4,1,,3,,2,4,,,0,,2,,,,,1,1,0,0,0,0,0,0,,1,2,2,6,5,1,5,,1,,3,1,2,21,2,,,,,,,,2,1,0,1,0,0,0,0,0,,5,,0,8,,1,3,,2,1,2,5,,,
2,2,215,2,814,29179,1,2,,1,2000000,,,,,6,,,,,,,,,,,,1990,5,,2,,3,,10,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,2,,5,,,
2,2,218,2,1624,29181,1,1,,1,500000,,,,,8,,2,,,,,,,,,,2012,5,,9,,3,,2,1,,3,,2,4,,,1600,,2,,,,,1,1,0,0,0,0,0,0,,1,20,4,3,3,2,6,,2,,3,1,2,2,1,6,,2,3,1,2,7,2,2,,,,,,,,,6,,4500,7,,2,,,3,2,,4,,,
2,2,218,2,1624,29182,1,1,,5,,,,1500,1,4,,2,,,,,,,,,,9999,1,,9,,3,,1,2,,4,,,3,,,1800,,2,,,,,1,1,0,0,0,0,0,0,,1,3,3,3,6,2,7,,5,,3,10,1,3,1,7,,5,3,10,1,3,2,1,0,1,0,0,0,0,0,,7,,2500,7,,1,1,,2,1,5,2,,2000,4
2,2,218,2,1624,29183,1,1,,5,,,,1000,1,5,,1,1,,,,,,,,,1976,1,,2,,3,,2,1,,1,,2,4,,,200,,2,,,,,2,,,,,,,,,,,,,,,6,,2,,3,20,1,3,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,1,2,,4,,,
2,2,218,2,1624,29185,1,1,,1,1000000,,,,,6,,,,,,,,,,,,1967,5,,2,,3,,5,1,,1,,2,4,,,450,,2,,,,,1,1,0,0,0,0,0,0,,1,3,2,3,4,2,6,,1,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,500,7,,2,,,1,2,,5,,,
2,2,218,2,1624,29186,2,4,,3,,15000,2,,,6,,,,,,,,,,,,1962,1,,2,,2,,5,1,,1,,2,4,,,600,,2,,,,,2,,,,,,,,,,,,,,,7,,1,,3,10,1,14,2,,,,,,,,2,1,0,1,0,0,0,0,0,,7,,0,7,,2,,,1,2,,5,,,
2,2,218,2,1624,29187,1,6,,1,500000,,,,,3,,2,,,,,,,,,,1998,1,,2,,3,,2,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,7,,1,,3,5,1,16,1,7,,2,3,1,2,5,2,2,,,,,,,,,6,,0,7,,2,,,1,2,,5,,,
2,2,218,2,1624,29188,6,4,,5,,,,24000,2,5,,1,1,,,,,,,,,9999,3,,2,,3,,2,1,,1,,2,3,,,1000,,2,,,,,2,,,,,,,,,,,,,,,7,,1,,3,10,1,42,2,,,,,,,,2,1,0,1,1,0,0,0,0,,7,,3000,2,,2,,,1,1,5,5,,,
2,2,218,2,1624,29189,1,4,,5,,,,4500,1,4,,1,1,,,,,,,,,9999,5,,2,,3,,11,2,,1,,2,4,3,,2000,500,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,15,1,16,2,,,,,,,,2,2,,,,,,,,,5,,800,3,,2,,,2,1,10,4,,,
2,2,218,2,1624,29191,1,1,,1,1000000,,,,,6,,,,,,,,,,,,2000,5,,2,,3,,4,2,,1,,2,4,,,2000,,2,,,,,1,1,0,0,0,0,0,0,,1,5,3,3,3,2,5,,5,,3,16,1,6,2,,,,,,,,2,2,,,,,,,,,5,,2500,7,,2,,,1,2,,2,,200,4
2,2,218,2,1624,29192,1,1,,1,100000,,,,,5,,1,1,,,,,,,,,1999,9,"ROUND BY THATCH GRASSES",2,,3,,1,2,,2,,2,4,,,400,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,20,1,14,2,,,,,,,,2,2,,,,,,,,,5,,400,8,,2,,,2,2,,4,,,
2,2,219,2,124,29193,1,1,,1,300000,,,,,6,,,,,,,,,,,,1990,1,,9,,3,,4,1,,1,,2,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,7,,2,,3,10,1,3,1,5,,1,3,1,2,3,1,2,,,,,,,,,5,,1500,7,,2,,,3,2,,4,,,
2,2,219,2,124,29194,1,1,,1,400000,,,,,6,,,,,,,,,,,,1965,1,,1,,2,,8,1,,1,,2,4,,,2000,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,3,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,3,2,,4,,,
2,2,219,2,124,29195,1,1,,1,300000,,,,,3,,2,,,,,,,,,,1975,1,,9,,3,,5,1,,2,,2,4,,,1500,,1,4,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,3,2,,,,,,,,2,2,,,,,,,,,5,,2000,7,,2,,,3,2,,4,,,
2,2,219,2,124,29196,1,1,,1,350000,,,,,6,,,,,,,,,,,,1982,1,,2,,3,,7,1,,1,,2,4,,,250,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,1,2,,5,,,
2,2,219,2,124,29198,1,1,,1,2000000,,,,,1,,1,1,,,,,,,,,1988,5,,2,,3,,12,1,,1,,2,4,,,550,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,30,1,3,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,1,2,,5,,,
2,2,219,2,124,29199,1,1,,1,1000000,,,,,1,,1,1,,,,,,,,,1983,5,,2,,3,,10,1,,1,,2,4,,,500,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,30,1,4,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,1,2,,5,,,
2,2,219,2,124,29200,1,6,,1,100000,,,,,6,,,,,,,,,,,,2008,1,,1,,3,,2,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,35,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,1,2,,5,,,
2,2,219,2,124,29202,1,5,,3,,2000,1,,,6,,,,,,,,,,,,9999,1,,2,,3,,2,1,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,35,2,,,,,,,,2,2,,,,,,,,,5,,0,8,,2,,,1,1,1,5,,,
2,2,219,2,124,29203,1,1,,1,500000,,,,,3,,2,,,,,,,,,,2005,1,,2,,2,,4,3,,1,,2,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,3,1,24,2,,,,,,,,2,2,,,,,,,,,5,,800,8,,2,,,2,2,,5,,,
2,2,219,2,124,29204,1,1,,1,150000,,,,,3,,1,1,3,,,,,,,,2014,1,,2,,3,,8,3,,1,,2,4,,,2000,,2,,,,,2,,,,,,,,,,,,,,,5,,2,,3,5,1,14,2,,,,,,,,2,2,,,,,,,,,5,,1500,8,,2,,,2,2,,4,,,
2,2,220,2,112,29206,2,1,,5,,,,55000,2,4,,1,1,,,,,,,,,9999,5,,9,,3,,2,1,,2,,2,4,,,3000,,2,,,,,1,1,0,0,0,0,0,0,,1,6,4,4,4,2,5,,1,,3,20,1,10,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,1,2,,2,2,,4,,,
2,2,220,2,112,29208,2,4,,5,,,,60000,2,5,,2,,,,,,,,,,9999,5,,2,,3,,2,2,,1,,2,3,,,1600,,2,,,,,1,1,0,0,0,0,0,0,,1,20,4,2,2,2,11,,5,,3,2,1,2,1,11,,5,3,2,1,2,2,2,,,,,,,,,5,,2400,3,,2,,,2,2,,1,,200,2
2,2,220,2,112,29209,1,1,,1,850000,,,,,3,,1,1,,,,,,,,,9999,5,,9,,1,,5,1,,3,,2,4,,,14000,,1,4,,,,1,1,0,0,0,0,0,0,,1,0,0,0,0,2,6,,5,,3,30,1,2,1,6,,5,3,30,1,2,1,1,1,0,0,0,0,0,0,,6,,0,7,,2,,,3,2,,4,,,
2,2,220,2,112,29210,1,4,,5,,,,35000,1,5,,1,1,,,,,,,,,2016,5,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,5,3,2,2,2,6,,4,,3,30,1,2,1,6,,4,3,30,1,2,2,2,,,,,,,,,6,,1450,3,,2,,,1,1,5,2,,200,2
2,2,220,2,112,29211,1,4,,1,1000000,,,,,1,,1,1,10,,,,,,,,1980,5,,2,,3,,10,2,,3,,2,4,,,4000,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,1,0,2,6,,5,,3,30,1,3,1,10,,,1,,,,1,2,,,,,,,,,6,,4000,3,,2,,,1,2,,2,,450,2
2,2,220,2,112,29212,3,4,,5,,,,30000,2,5,,1,1,,,,,,,,,9999,3,,2,,3,,2,1,,1,,2,4,,,2500,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,15,1,15,2,,,,,,,,2,2,,,,,,,,,5,,1300,3,,3,,,1,1,3,2,,200,2
2,2,220,2,112,29213,1,4,,5,,,,60000,2,5,,1,1,,,,,,,,,9999,3,,2,,3,,2,3,,1,,2,3,,,1800,,2,,,,,1,1,0,1,0,0,0,0,,1,5,4,3,1,1,5,,4,,3,15,1,5,2,,,,,,,,2,1,0,1,0,0,0,0,0,,5,,1200,3,,3,,,1,2,,2,,100,2
2,2,220,2,112,29214,1,1,,1,2500000,,,,,8,,1,2,,,,,,,,,2004,5,,4,,3,,4,2,,1,,2,4,,,2000,,2,,,,,1,1,0,0,0,0,0,0,,1,16,4,4,4,2,7,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,2000,7,,2,,,1,2,,1,,200,4
2,2,220,2,112,29215,2,4,,5,,,,37000,2,5,,1,1,,,,,,,,,9999,3,,2,,3,,2,1,,1,,2,4,,,1500,,1,4,,,,2,,,,,,,,,,,,,,,4,,2,,3,15,1,21,2,,,,,,,,1,2,,,,,,,,,4,,0,3,,3,,,1,1,3,2,,70,2
2,2,220,2,112,29216,1,1,,3,,150000,2,,,4,,1,1,2,,,,,,,,1999,5,,2,,3,,3,2,,1,,2,4,,,2500,,2,,,,,1,1,0,0,0,0,0,0,,1,7,4,3,2,2,11,,5,,3,2,1,6,2,,,,,,,,2,2,,,,,,,,,5,,2800,7,,2,,,1,2,,5,,,
2,2,221,1,750,29217,1,1,,5,,,,5000,1,6,,,,,,,,,,,,9999,5,,2,,3,,2,3,,3,,2,4,,,2000,,2,,,,,1,1,0,0,0,0,0,0,,1,24,4,0,0,2,4,,5,,3,10,1,20,1,4,,5,3,10,1,20,2,2,,,,,,,,,4,,0,7,,2,,,2,1,5,2,,200,4
2,2,221,1,750,29218,1,1,,1,350000,,,,,8,,1,1,,,,,,,,,2009,5,,2,,3,,2,1,,1,,2,3,4,,300,1200,2,,,,,1,1,0,0,0,0,0,0,,1,5,4,2,1,2,4,,1,,3,30,1,4,2,,,,,,,,2,2,,,,,,,,,4,,1000,7,,2,,,1,2,,4,,,
2,2,221,1,750,29219,1,4,,1,300000,,,,,1,,1,1,6,,,,,,,,1983,5,,2,,3,,7,1,,3,,2,4,,,4500,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,2,1,3,2,,,,,,,,2,2,,,,,,,,,5,,5400,5,,,,,1,2,,5,,,
2,2,221,1,750,29220,1,1,,3,,45000,2,,,4,,1,1,,,,,,,,,2000,1,,2,,3,,3,1,,1,,2,4,,,1500,,2,,,,,1,1,0,0,0,0,0,0,,1,5,3,2,1,2,5,,1,,3,15,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,1,3,,1,2,,5,,,
2,2,221,1,750,29221,1,1,,5,,,,2000,1,5,,1,1,,,,,,,,,9999,1,,9,,3,,2,1,,4,,,4,,,5000,,1,4,,,,2,,,,,,,,,,,,,,,5,,5,,3,1,2,3,1,5,,5,3,1,2,3,2,1,1,0,0,0,0,0,0,,5,,2500,7,,1,1,,3,1,99,2,,200,2
2,2,221,1,750,29223,1,5,,5,,,,2000,1,4,,1,1,,,,,,,,,9999,1,,2,,3,,2,1,,1,,2,3,4,,1600,1400,2,,,,,1,1,0,0,0,0,0,0,,1,6,3,4,3,1,5,,2,,3,5,1,65,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,1,3,,1,2,,5,,,
2,2,221,1,750,29224,1,4,,1,1700000,,,,,8,,1,1,,,,,,,,,2006,3,,2,,3,,4,1,,1,,2,4,,,3500,,2,,,,,2,,,,,,,,,,,,,,,5,,3,,3,5,1,60,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,2,,,1,2,,2,,150,2
2,2,221,1,750,29226,1,1,,1,2000000,,,,,1,,1,1,,,,,,,,,2011,1,,9,,3,,2,1,,1,,2,4,,,2000,,1,4,,,,1,1,0,0,0,0,0,0,,1,7,3,0,0,2,6,,5,,2,,,,1,6,,5,2,,,,2,1,1,0,0,0,0,0,0,,6,,25000,3,,2,,,2,2,,4,,,
2,2,221,1,750,29227,1,1,,5,,,,4500,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,3,2,,1,,2,3,4,,200,400,2,,,,,1,1,0,0,0,0,0,0,,1,12,3,2,3,2,5,,2,,3,15,1,120,2,,,,,,,,2,2,,,,,,,,,5,,3000,3,,2,,,2,2,,2,,200,4
2,2,221,1,750,29228,1,1,,1,3000000,,,,,8,,1,1,2,,,,,,,,1988,5,,2,,3,,5,2,,1,,2,4,,,1200,,2,,,,,1,1,0,0,0,0,0,0,,1,9,4,2,3,2,5,,5,,3,15,1,14,2,,,,,,,,2,2,,,,,,,,,5,,800,7,,2,,,2,2,,2,,200,4
5,3,316,2,874,30021,2,6,,1,1500000,,,,,6,,,,,,,,,,,,2007,5,,6,,3,,5,2,,4,,,4,,,6000,,2,,,,,1,1,0,1,0,0,0,0,,1,12,2,5,120,2,5,,4,,3,5,1,84,2,,,,,,,,2,2,,,,,,,,,5,,3000,7,,2,,,2,2,,4,,,
5,3,316,2,874,30022,1,6,,1,1000000,,,,,5,,1,1,,,,,,,,,1999,5,,2,,3,,4,2,,5,,,4,,,300,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,15,1,5,2,,,,,,,,2,2,,,,,,,,,5,,1500,7,,2,,,2,2,,6,"PUBLIC DISPOSAL BY THE ROADSIDE",,
