"zone","state","lga","sector","ea","hhid","sec11_resp","s11q1b","s11q1b_os","s11q1","s11q2","s11q3a","s11q3b","s11q4a","s11q4b","s11q5a","s11q5a_os","s11q5b","s11q5c_1","s11q5c_2","s11q5c_3","s11q5c_4","s11q5c_5","s11q5c_6","s11q5c_7","s11q5c_8","s11q5c_9","s11q5","s11q6","s11q6_os","s11q7","s11q7b","s11q8","s11q8b","s11q9","s11q40","s11q40_os","s11q41","s11q41_os","s11q42","s11q43_1","s11q43_2","s11q43_os","s11q44_1","s11q44_2","s11q45","s11q46_1","s11q46_2","s11q46_3","s11q46_os","s11q47","s11q48__1","s11q48__2","s11q48__3","s11q48__4","s11q48__5","s11q48__6","s11q48__7","s11q48_os","s11q49","s11q50","s11q51","s11q52","s11q53","s11q54","s11q33b","s11q33b_os","s11q55","s11q55_os","s11q56","s11q57a","s11q57b","s11q58","s11q59","s11q60","s11q60_os","s11q61","s11q62","s11q63a","s11q63b","s11q64","s11q65","s11q66","s11q67__1","s11q67__2","s11q67__3","s11q67__4","s11q67__5","s11q67__6","s11q67__7","s11q67_os","s11q68","s11q68_os","s11q69","s11q36","s11q36_os","s11q70","s11q71","s11q71_os","s11q72","s11q73","s11q74","s11q38","s11q38b","s11q75a","s11q75b"
5,12,1212,1,2598,129120,2,11,"SECURITY POST",3,,1500,1,,,6,,,,,,,,,,,,9999,5,,9,,5,,1,6,,5,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,9,1,21,3,2,5,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,2,,2,,,1,2,,2,,1500,4
5,12,1215,2,810,129122,1,6,,1,80000,,,,,6,,,,,,,,,,,,2013,1,,1,,1,,1,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,30,1,10,2,,,,,,,,2,2,,,,,,,,,5,,500,12,,,,,3,,,5,,,
5,12,1215,2,810,129123,2,6,,5,,,,1700,1,4,,1,1,,,,,,,,,2015,1,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,10,1,6,2,,,,,,,,2,2,,,,,,,,,5,,400,12,,,,,3,,,4,,,
5,12,1215,2,810,129124,1,1,,3,,6000,1,,,6,,,,,,,,,,,,2012,5,,9,,2,,2,6,,3,,2,1,,,,,2,,,,,1,0,0,1,0,0,0,0,,3,4,3,,,2,5,,6,,3,10,1,10,2,,,,,,,,2,2,,,,,,,,,5,,0,2,,2,,,1,2,,5,,,
5,12,1215,2,810,129125,2,6,,5,,,,2000,1,5,,1,1,,,,,,,,,2015,1,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,1,0,0,1,0,0,0,0,,3,4,3,,,2,5,,4,,3,10,1,2,2,,,,,,,,2,2,,,,,,,,,5,,600,12,,,,,3,,,4,,,
5,12,1215,2,810,129127,1,6,,1,100000,,,,,5,,1,1,,,,,,,,,2013,1,,2,,3,,2,2,,1,,2,4,,,100,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,10,1,6,2,,,,,,,,2,2,,,,,,,,,5,,350,12,,,,,3,,,4,,,
5,12,1215,2,810,129128,1,6,,1,200000,,,,,5,,1,1,,,,,,,,,2010,1,,2,,3,,3,1,,3,,2,4,,,500,,2,,,,,1,0,0,1,0,0,0,0,,3,3,2,,,2,5,,5,,3,10,1,5,2,,,,,,,,2,2,,,,,,,,,5,,500,12,,,,,3,,,5,,,
5,12,1215,2,810,129129,1,6,,1,500000,,,,,5,,1,1,,,,,,,,,2016,5,,2,,5,,2,5,,4,,,1,14,,600,1500,2,,,,,1,0,0,1,0,0,0,0,,3,3,2,,,2,5,,5,,3,10,1,4,2,,,,,,,,2,2,,,,,,,,,5,,400,7,,2,,,2,1,2,4,,,
5,12,1215,2,810,129130,2,6,,1,150000,,,,,5,,1,1,,,,,,,,,2002,6,,2,,2,,3,1,,3,,2,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,10,1,7,2,,,,,,,,2,2,,,,,,,,,5,,500,12,,,,,3,,,5,,,
5,12,1215,2,810,129131,2,5,,1,250000,,,,,5,,1,1,,,,,,,,,9999,1,,9,,2,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,10,1,4,2,,,,,,,,2,2,,,,,,,,,13,,400,12,,,,,3,,,5,,,
5,12,1215,2,810,129132,1,1,,5,,,,2000,1,6,,,,,,,,,,,,2014,5,,9,,3,,1,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,8,1,7,2,,,,,,,,2,2,,,,,,,,,5,,400,12,,,,,3,,,5,,,
5,12,1216,1,694,129134,1,4,,5,,,,3000,1,5,,1,1,,,,,,,,,9999,1,,4,,3,,1,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,200,7,,2,,,2,1,3,5,,,
5,12,1216,1,694,129135,1,4,,5,,,,3000,1,5,,1,1,,,,,,,,,9999,1,,2,,3,,1,6,,5,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,150,12,,,,,3,,,5,,,
5,12,1216,1,694,129136,1,3,,1,15000000,,,,,6,,,,,,,,,,,,1955,1,,2,,4,,3,6,,1,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,1,,,,2,,,,,,,,1,2,,,,,,,,,6,,500,2,,2,,,1,2,,5,,,
5,12,1216,1,694,129137,1,4,,1,700000,,,,,6,,,,,,,,,,,,9999,5,,2,,3,,10,1,,3,,2,4,,,200,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,2,,4,,,
5,12,1216,1,694,129139,1,1,,3,,3000,1,,,6,,,,,,,,,,,,9999,5,,9,,3,,3,5,,1,,2,14,,,1500,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,3,,2,,,2,2,,5,,,
5,12,1216,1,694,129140,1,4,,5,,,,1000,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,1,,3,,2,4,,,200,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,3,,,2,1,1,4,,,
5,12,1216,1,694,129141,1,3,,5,,,,3000,1,6,,,,,,,,,,,,9999,5,,2,,3,,3,1,,3,,2,4,,,1000,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,2,,4,,,
5,12,1216,1,694,129142,1,1,,5,,,,2000,1,6,,,,,,,,,,,,9999,5,,9,,3,,2,1,,5,,,4,,,0,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,3,,2,,,1,2,,5,,,
5,12,1216,1,694,129143,1,1,,5,,,,3000,1,6,,,,,,,,,,,,9999,5,,9,,3,,2,1,,5,,,4,,,0,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,6,5,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,3,,2,,,2,1,2,5,,,
5,12,1218,1,196,129145,1,3,,5,,,,12000,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,6,1,,3,,2,4,,,500,,2,,,,,1,1,0,0,0,0,0,0,,1,2,0,7,22,2,6,,5,,3,20,1,7,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,2,,4,,,
5,12,1218,1,196,129146,1,1,,1,3000000,,,,,5,,1,1,,,,,,,,,2014,5,,2,,5,,3,6,,3,,2,1,,,,,2,,,,,1,1,0,1,0,0,0,0,,1,2,0,7,22,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,2,,4,,,
5,12,1218,1,196,129147,1,1,,1,4000000,,,,,5,,1,1,,,,,,,,,2015,5,,2,,1,,3,1,,3,,2,4,,,100,,2,,,,,1,1,0,1,0,0,0,0,,1,2,0,7,22,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,8,,2,,,2,2,,5,,,
5,12,1218,1,196,129148,1,4,,5,,,,4000,1,5,,1,1,2,,,,,,,,9999,5,,2,,3,,2,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,2,0,7,22,2,6,,5,,2,,,,1,13,,,3,25,1,5,2,2,,,,,,,,,6,,600,2,,3,,,2,1,6,5,,,
5,12,1218,1,196,129152,1,1,,1,500000,,,,,6,,,,,,,,,,,,9999,5,,9,,3,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,2,,,,,,,,2,1,1,0,0,0,0,0,0,,6,,0,3,,2,,,2,2,,5,,,
5,12,1218,1,196,129153,1,4,,1,800000,,,,,5,,1,1,,,,,,,,,2006,5,,2,,3,,8,1,,3,,2,4,,,200,,2,,,,,1,1,0,1,0,0,0,0,,3,3,2,,,2,5,,6,,3,10,1,6,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,2,,4,,,
5,12,1218,1,196,129154,1,1,,5,,,,3000,1,6,,,,,,,,,,,,9999,5,,9,,3,,2,1,,5,,,4,,,0,,2,,,,,1,1,0,0,0,0,0,0,,1,2,0,7,22,2,6,,5,,2,,,,1,6,,5,3,30,1,3,2,2,,,,,,,,,6,,0,3,,2,,,1,2,,5,,,
5,12,1218,1,196,129155,1,4,,5,,,,1500,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,4,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,2,0,7,22,2,6,,6,,3,20,1,5,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,1,3,4,,,
5,12,1218,1,196,129156,1,4,,5,,,,4500,1,6,,,,,,,,,,,,9999,5,,2,,3,,3,1,,3,,2,4,,,300,,2,,,,,1,1,0,1,0,0,0,0,,3,3,3,,,2,5,,6,,3,20,1,6,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,1,2,4,,,
5,12,1209,1,226,129168,1,2,,5,,,,5000,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,3,1,,5,,,4,,,1100,,2,,,,,1,1,0,0,0,0,0,0,,1,5,3,5,4,1,10,,,,1,,,,1,11,,5,1,,,,2,2,,,,,,,,,11,,3000,1,,,,,2,2,,5,,,
5,12,1209,1,566,129170,4,4,,1,4000000,,,,,8,,1,1,3,,,,,,,,9999,5,,2,,3,,8,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,2,3,7,24,2,11,,5,,3,30,1,3,2,,,,,,,,2,2,,,,,,,,,10,,800,7,,2,,,2,2,,5,,,
5,12,1211,1,1250,129173,2,3,,5,,,,10000,1,5,,1,1,,,,,,,,,9999,5,,9,,5,,3,5,,1,,2,14,1,,3800,500,2,,,,,1,1,0,1,0,0,0,0,,1,6,1,21,6,2,15,,,,,,,,2,,,,,,,,2,,,,,,,,,,5,,1850,2,,3,,,1,2,,2,,1000,4
5,12,1211,1,1250,129174,2,3,,3,,120000,2,,,6,,,,,,,,,,,,2014,5,,2,,3,,4,6,,1,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,6,1,21,6,2,5,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,2,,2,,,1,2,,4,,,
5,12,1212,1,2598,129176,1,3,,5,,,,200000,2,5,,1,1,,,,,,,,,9999,5,,2,,5,,5,5,,1,,2,14,,,3500,,2,,,,,1,1,0,1,0,0,0,0,,1,12,1,28,3,2,1,,5,,,,,,2,,,,,,,,2,2,,,,,,,,,1,,0,2,,2,,,1,2,,1,,500,4
5,12,1216,1,694,129180,1,1,,1,600000,,,,,6,,,,,,,,,,,,2000,5,,9,,3,,5,1,,5,,,4,,,0,,2,,,,,1,1,0,1,0,0,0,0,,1,12,4,8,6,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,2,,5,,,
5,12,1218,1,196,129182,1,1,,5,,,,3000,1,6,,,,,,,,,,,,9999,5,,9,,3,,2,1,,5,,,4,,,0,,2,,,,,1,1,0,0,0,0,0,0,,1,2,0,7,22,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,200,3,,2,,,2,1,3,5,,,
6,13,1307,1,268,130021,1,4,,1,1500000,,,,,6,,,,,,,,,,,,1955,5,,2,,3,,3,1,,5,,,4,,,500,,2,,,,,1,0,0,1,0,0,0,0,,3,3,2,,,2,10,,,,2,,,,1,6,,5,2,,,,2,2,,,,,,,,,6,,0,3,,2,,,2,2,,5,,,
6,13,1307,1,0,130023,2,4,,5,,,,1200,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1307,1,268,130025,1,3,,3,,5000,1,,,6,,,,,,,,,,,,1983,5,,2,,3,,5,3,,4,,,3,,,1300,,2,,,,,1,0,0,1,0,0,0,0,,3,3,2,,,2,5,,5,,3,4,1,7,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1307,1,0,130026,1,3,,1,2500000,,,,,6,,,,,,,,,,,,2006,5,,2,,3,,3,5,,3,,2,13,,,1900,,2,,,,,1,0,0,1,0,0,0,0,,3,3,1,,,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,2,2,,5,,,
6,13,1307,1,268,130027,1,2,,3,,2000,1,,,6,,,,,,,,,,,,1982,5,,2,,3,,2,1,,2,,1,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,10,1,3,2,,,,,,,,2,2,,,,,,,,,6,,200,12,,,,,3,,,5,,,
6,13,1307,1,268,130029,1,3,,1,2000000,,,,,1,,1,1,2,,,,,,,,2005,5,,2,,3,,3,2,,5,,,4,,,350,,2,,,,,2,,,,,,,,,,,,,,,2,,5,,,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,2,1,5,5,,,
6,13,1307,1,0,130030,1,4,,3,,500,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,2,,4,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1303,1,626,130032,1,3,,5,,,,1500,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,3,5,,1,,2,14,,,1600,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,15,1,2,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,1,2,5,,,
6,13,1303,1,626,130033,1,3,,1,5000000,,,,,5,,1,1,2,,,,,,,,1981,5,,2,,5,,3,2,,3,,1,3,,,1500,,2,,,,,1,1,0,0,0,0,0,0,,1,15,1,7,10,1,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,1000,3,,2,,,1,2,,4,,,
6,13,1303,1,626,130034,1,1,,1,1000000,,,,,6,,,,,,,,,,,,1988,5,,2,,3,,4,5,,1,,2,14,,,1600,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,3,,2,,,2,1,1,5,,,
6,13,1303,1,0,130035,1,4,,3,,500,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,10,,,,2,,,,1,6,,5,2,,,,2,2,,,,,,,,,6,,0,3,,2,,,1,1,2,5,,,
6,13,1303,1,626,130036,1,4,,5,,,,500,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,1,,5,,,4,,,400,,2,,,,,1,1,0,0,0,0,0,0,,1,0,0,0,0,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,3,,2,,,2,1,2,5,,,
6,13,1303,1,626,130038,1,4,,3,,2000,1,,,6,,,,,,,,,,,,2010,5,,2,,3,,2,3,,5,,,3,4,,750,200,2,,,,,1,1,0,1,0,0,0,0,,3,3,3,,,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,1,1,5,,,
6,13,1303,1,626,130039,1,4,,5,,,,3000,1,5,,1,1,,,,,,,,,1963,5,,2,,3,,2,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,0,0,0,0,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,1,2,5,,,
6,13,1303,1,626,130040,3,4,,3,,1000,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,5,,1,,2,14,,,2500,,2,,,,,1,1,0,0,0,0,0,0,,1,0,0,1,24,2,6,,5,,3,5,1,4,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,1,3,5,,,
6,13,1309,2,674,130051,1,6,,3,,600,1,,,6,,,,,,,,,,,,9999,1,,2,,2,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,9,,,,3,5,1,8,2,,,,,,,,2,2,,,,,,,,,9,,0,12,,,,,3,,,5,,,
6,13,1309,2,674,130052,1,4,,3,,500,1,,,6,,,,,,,,,,,,9999,1,,2,,3,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,5,1,3,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,13,1309,2,0,130053,4,4,,3,,1000,1,,,6,,,,,,,,,,,,9999,1,,2,,2,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,9,,,3,5,1,2,2,2,,,,,,,,,9,,0,12,,,,,3,,,5,,,
6,13,1309,2,674,130054,1,6,,3,,500,1,,,6,,,,,,,,,,,,9999,1,,2,,3,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,5,1,5,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,13,1309,2,674,130055,1,4,,3,,600,1,,,6,,,,,,,,,,,,9999,1,,2,,2,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,7,,5,3,5,1,6,2,2,,,,,,,,,9,,0,12,,,,,3,,,5,,,
6,13,1309,2,674,130056,2,4,,1,200000,,,,,6,,,,,,,,,,,,9999,1,,2,,2,,3,1,,1,,1,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,9,,,,3,10,1,15,2,,,,,,,,2,2,,,,,,,,,9,,200,12,,,,,3,,,5,,,
6,13,1309,2,674,130057,1,5,,1,300000,,,,,6,,,,,,,,,,,,1998,1,,2,,2,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,10,1,2,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,13,1309,1,0,130059,1,3,,5,,,,25000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,3,2,,5,,,4,3,,0,500,2,,,,,1,1,0,1,0,0,0,0,,1,9,3,7,12,2,6,,5,,3,5,1,7,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1309,2,674,130060,2,10,,3,,600,1,,,6,,,,,,,,,,,,9999,1,,2,,2,,2,1,,3,,1,4,,,200,,2,,,,,2,,,,,,,,,,,,,,,9,,,,3,10,1,20,2,,,,,,,,2,2,,,,,,,,,9,,150,12,,,,,3,,,5,,,
6,13,1301,1,688,139002,1,2,,5,,,,70000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,2,6,,5,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,8,2,2,8,2,1,,5,,,,,,1,15,,,,,,,2,2,,,,,,,,,1,,0,2,,2,,,1,2,,5,,,
6,13,1301,1,688,139003,1,4,,5,,,,40000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,5,,1,,2,14,,,1000,,2,,,,,1,1,0,0,0,0,0,0,,1,14,2,4,2,2,4,,5,,2,,,,1,4,,5,2,,,,2,2,,,,,,,,,4,,0,2,,2,,,2,1,5,1,,150,4
6,13,1301,1,688,139004,2,3,,5,,,,72000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,5,,1,,2,14,,,1900,,2,,,,,1,1,0,0,0,0,0,0,,1,5,2,2,3,2,5,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,2,,2,,,1,2,,5,,,
6,13,1301,1,688,139005,2,3,,5,,,,72000,2,5,,1,1,,,,,,,,,9999,5,,2,,5,,1,5,,1,,2,14,,,1100,,2,,,,,1,1,0,0,0,0,0,0,,1,5,2,1,3,2,5,,5,,1,,,,1,5,,5,1,,,,2,2,,,,,,,,,5,,0,2,,2,,,1,2,,5,,,
6,13,1301,1,688,139007,1,4,,5,,,,38000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,2,6,,1,,1,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,4,0,2,7,2,5,,2,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,2000,2,,3,,,1,2,,4,,,
6,13,1301,1,688,139008,2,3,,5,,,,160000,2,5,,1,1,,,,,,,,,9999,5,,2,,5,,3,6,,1,,1,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,5,0,2,7,2,5,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,3,,,1,2,,4,,,
6,13,1301,1,688,139009,1,4,,5,,,,30000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,5,,3,,2,14,,,1900,,2,,,,,1,1,0,0,0,0,0,0,,1,5,2,2,24,2,1,,5,,,,,,2,,,,,,,,2,2,,,,,,,,,1,,0,2,,2,,,2,1,3,5,,,
6,13,1301,1,688,139010,1,3,,1,15000000,,,,,1,,1,1,,,,,,,,,2012,5,,2,,5,,5,6,,2,,1,1,,,,,2,,,,,1,1,0,1,0,0,0,0,,1,5,0,8,10,2,6,,5,,1,,,,2,,,,,,,,1,2,,,,,,,,,6,,1500,2,,2,,,1,2,,3,,800,4
6,13,1301,1,688,139011,1,1,,1,15000000,,,,,8,,1,1,,,,,,,,,1999,5,,2,,5,,5,5,,2,,2,14,,,4200,,2,,,,,1,1,0,1,0,0,0,0,,1,9,3,12,5,2,5,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,2,,2,,,1,2,,1,,800,4
6,13,1301,1,688,139012,2,4,,5,,,,24000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,5,,1,,2,14,1,,2200,400,2,,,,,1,1,0,1,0,0,0,0,,1,10,3,12,6,2,5,,5,,3,5,1,2,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,2,,,1,1,1,4,,,
6,13,1303,1,80,139013,2,4,,3,,500,1,,,6,,,,,,,,,,,,1985,5,,2,,3,,2,2,,1,,2,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,3,,2,,,2,1,12,5,,,
6,13,1303,1,80,139015,2,4,,3,,2000,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,3,2,,1,,2,3,4,,1500,0,2,,,,,1,1,0,1,0,0,0,0,,3,4,2,,,2,10,,,,1,,,,1,6,,5,1,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1303,1,80,139016,1,4,,3,,200,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,2,,1,,2,4,,,200,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,10,1,5,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1303,1,80,139018,1,4,,1,1500000,,,,,5,,1,1,,,,,,,,,1981,5,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,0,0,0,0,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,1,1,5,,,
6,13,1303,1,80,139020,1,1,,3,,2000,1,,,6,,,,,,,,,,,,9999,5,,2,,4,,2,7,,3,,1,16,,,,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,10,1,18,2,,,,,,,,2,2,,,,,,,,,6,,200,12,,,,,3,,,5,,,
6,13,1303,1,80,139021,1,4,,3,,2000,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,6,,3,,1,1,,,,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,6,,5,3,8,1,15,1,2,,,,,,,,,6,,250,12,,,,,3,,,4,,,
6,13,1303,1,80,139022,1,4,,3,,800,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,1,,3,,1,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,5,1,15,2,,,,,,,,2,2,,,,,,,,,6,,250,12,,,,,3,,,5,,,
6,13,1303,1,80,139023,1,4,,3,,800,1,,,6,,,,,,,,,,,,9999,1,,2,,3,,2,2,,5,,,4,3,,0,200,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,6,,5,3,2,1,5,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1303,1,80,139024,1,4,,3,,1000,1,,,6,,,,,,,,,,,,1978,5,,2,,3,,2,1,,5,,,4,,,500,,2,,,,,1,1,0,0,0,0,0,0,,1,0,0,0,0,2,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,1,1,5,,,
6,13,1306,1,140,139025,1,4,,3,,1000,1,,,4,,2,,,,,,,,,,1945,1,,2,,3,,2,2,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1306,1,140,139026,1,4,,5,,,,600,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,2,,5,,,4,,,200,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,1,6,,5,2,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1306,1,140,139027,1,5,,3,,1000,1,,,6,,,,,,,,,,,,1951,5,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,15,,,,,,,,2,,,,,,,,2,,,,,,,,,,6,,150,12,,,,,3,,,5,,,
6,13,1306,1,140,139029,1,4,,5,,,,1500,1,5,,1,1,,,,,,,,,1956,5,,2,,3,,1,1,,5,,,4,,,1000,,2,,,,,1,1,0,0,0,0,0,0,,1,4,3,4,36,2,6,,5,,2,,,,1,6,,5,2,,,,2,2,,,,,,,,,6,,200,12,,,,,3,,,5,,,
6,13,1306,1,140,139030,2,4,,5,,,,1000,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,5,2,12,9,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,13,1306,1,140,139031,1,4,,3,,2000,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,6,,1,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,5,2,17,9,2,6,,5,,1,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
