"zone","state","lga","sector","ea","hhid","ent_id","indiv","s9q13b__0","s9q13b__1","s9q13b__2","s9q13b__3","s9q13b__4","s9q13b__5","s9q13b__6","s9q13b__7","s9q13b__8","s9q13b__9","s9q13b__10","s9q13b__11","s9q13b__12","s9q13b__13","s9q13b__14","s9q13b__15","s9q13b__16","s9q13c","s9q13d"
5,12,1203,1,334,129013,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,15,3
5,12,1203,1,334,129013,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,23,7
5,12,1203,1,334,129016,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
5,12,1203,1,334,129016,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,2
5,12,1203,1,334,129016,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,3
5,12,1203,1,334,129017,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,6
5,12,1203,1,334,129017,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
5,12,1203,1,334,129017,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
5,12,1203,1,334,129017,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,3
5,12,1203,1,334,129017,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,4
5,12,1203,1,334,129017,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
5,12,1203,1,334,129020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1203,1,334,129021,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
5,12,1203,1,334,129022,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,5
5,12,1207,1,144,129025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,12
5,12,1207,1,144,129028,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1207,1,144,129029,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1207,1,144,129032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,5
5,12,1207,1,144,129032,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1207,1,144,129032,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,3
5,12,1207,1,144,129032,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,3
5,12,1207,1,144,129032,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1207,1,144,129032,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1207,1,144,129033,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,9
5,12,1207,1,144,129033,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,10
5,12,1207,1,144,129034,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
5,12,1208,2,76,129039,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,6
5,12,1208,2,76,129039,1,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,2,6
5,12,1208,2,76,129040,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,9
5,12,1208,2,76,129042,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,9
5,12,1208,2,76,129047,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,6
5,12,1208,2,76,129048,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1208,2,630,129050,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
5,12,1208,2,630,129054,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
5,12,1208,2,630,129054,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,9
5,12,1208,2,630,129056,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,9
5,12,1208,2,630,129060,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
5,12,1208,2,630,129060,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,26,7
5,12,1208,2,630,129060,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1209,1,226,129061,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
5,12,1209,1,226,129062,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,9
5,12,1209,1,226,129068,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,4
5,12,1209,1,226,129068,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,9
5,12,1209,1,226,129068,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
5,12,1209,1,226,129068,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,4
5,12,1209,1,226,129068,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,2
5,12,1209,1,226,129070,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,10
5,12,1209,1,226,129070,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,,,26,11
5,12,1209,1,226,129072,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,7
5,12,1209,1,226,129072,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,4
5,12,1209,1,566,129076,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,,,4,9
5,12,1209,1,566,129077,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1209,1,566,129079,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,24,6
5,12,1209,1,566,129080,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,20,7
5,12,1209,1,566,129080,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,7
5,12,1209,1,566,129081,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
5,12,1209,1,566,129084,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,7
5,12,1209,1,566,129084,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,7
5,12,1209,1,566,129084,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,6
5,12,1209,1,566,129084,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,6
5,12,1209,1,566,129084,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,6
5,12,1209,1,566,129084,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,7
5,12,1209,1,566,129084,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,27,7
5,12,1211,1,446,129086,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,9
5,12,1211,1,446,129089,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
5,12,1211,1,446,129089,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1211,1,446,129090,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,10
5,12,1211,1,446,129090,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1211,1,446,129091,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,10
5,12,1211,1,446,129092,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,6
5,12,1211,1,446,129092,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,8
5,12,1211,1,446,129094,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1211,1,446,129094,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
5,12,1211,1,446,129095,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,25,8
5,12,1211,1,446,129096,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,8
5,12,1211,1,1250,129098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5
5,12,1211,1,1250,129099,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,5,8
5,12,1211,1,1250,129099,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,6,10
5,12,1211,1,1250,129101,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,7
5,12,1211,1,1250,129105,1,2,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,,,20,8
5,12,1211,1,1250,129106,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14,10
5,12,1212,1,2598,129110,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5
5,12,1212,1,2598,129111,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1212,1,2598,129112,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,26,10
5,12,1212,1,2598,129114,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1212,1,2598,129114,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,7
5,12,1212,1,2598,129116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,7
5,12,1212,1,2598,129117,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,8
5,12,1212,1,2598,129117,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1215,2,810,129124,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,3
5,12,1215,2,810,129128,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1215,2,810,129129,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,10
5,12,1216,1,694,129134,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
5,12,1216,1,694,129135,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,8
5,12,1216,1,694,129137,1,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,6,8
5,12,1216,1,694,129139,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1216,1,694,129140,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,15,3
5,12,1216,1,694,129140,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,20,5
5,12,1218,1,196,129147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,3
5,12,1218,1,196,129152,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,9
5,12,1218,1,196,129153,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,7
5,12,1218,1,196,129155,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,14
5,12,1218,1,196,129155,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,13
5,12,1209,1,226,129168,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,9
5,12,1209,1,566,129170,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21,4
5,12,1209,1,566,129170,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1209,1,566,129170,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
5,12,1209,1,566,129170,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1209,1,566,129170,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
5,12,1211,1,1250,129173,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
5,12,1211,1,1250,129173,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,10
5,12,1211,1,1250,129174,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,20,8
5,12,1211,1,1250,129174,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,7
5,12,1212,1,2598,129176,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1212,1,2598,129176,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
5,12,1216,1,694,129180,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,,5,8
5,12,1216,1,694,129180,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,6,9
5,12,1216,1,694,129180,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6
6,13,1307,2,0,130023,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,26,10
6,13,1307,2,0,130023,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6
6,13,1307,1,268,130025,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
6,13,1307,1,0,130026,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,10
6,13,1307,1,268,130027,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,11
6,13,1307,1,268,130029,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
6,13,1303,1,626,130032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
6,13,1303,1,626,130036,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
6,13,1303,1,626,130038,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,6
6,13,1303,1,626,130039,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6
6,13,1303,1,626,130039,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,6
6,13,1309,1,0,130059,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,10
6,13,1301,1,0,139002,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8
6,13,1301,1,688,139004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,10
6,13,1301,1,688,139004,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,10
6,13,1301,1,688,139005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,13
6,13,1301,1,688,139009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,13
6,13,1301,1,688,139010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,12
6,13,1301,1,688,139011,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
6,13,1301,1,688,139012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,12
6,13,1303,1,80,139013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,10
6,13,1303,1,80,139015,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,10
6,13,1303,1,80,139015,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
6,13,1303,1,80,139020,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,3
6,13,1303,1,80,139020,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
6,13,1306,1,140,139027,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,9
6,13,1306,1,0,139030,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8
6,13,1306,1,140,139032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
6,13,1306,1,342,139036,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,10
6,13,1306,1,342,139038,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5
6,13,1306,1,342,139038,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,12
6,13,1306,1,342,139039,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
6,13,1306,1,342,139041,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,9
6,13,1306,1,342,139042,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,10
6,13,1306,1,342,139044,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,11
6,13,1306,1,342,139044,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,25,8
6,13,1306,1,342,139047,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,8
6,13,1307,1,1002,139050,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,4
6,13,1307,1,1002,139052,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,5
6,13,1307,1,1178,139062,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,5
6,13,1307,1,1178,139064,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,6
6,13,1307,1,1178,139065,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,5
6,13,1307,1,1178,139071,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,11
6,13,1308,1,842,139074,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,10,6
6,13,1308,1,842,139075,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,7
6,13,1308,1,842,139076,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,,,27,6
6,13,1308,1,842,139078,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,5
6,13,1308,1,842,139079,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,,8,3
6,13,1308,1,842,139080,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
6,13,1308,1,842,139083,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,3
6,13,1311,1,1134,139087,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5
6,13,1311,1,1134,139089,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,2
6,13,1311,1,1134,139094,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
6,13,1311,1,1134,139094,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,7
6,13,1311,1,1134,139095,1,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,20,5
6,13,1312,1,24,139096,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,5,3
6,13,1312,1,24,139099,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,14
6,13,1312,1,24,139099,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,7
6,13,1312,1,24,139102,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,6,8
6,13,1315,1,264,139109,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,5
6,13,1315,1,264,139109,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,0.5
6,13,1315,1,264,139112,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,4
6,13,1315,1,264,139112,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,9
6,13,1315,1,264,139113,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,8
6,13,1315,1,264,139116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
6,13,1315,1,264,139116,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,1
6,13,1316,1,1236,139121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,8
6,13,1316,1,1236,139123,1,6,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,,,10,3
6,13,1316,1,1236,139124,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,,,10,5
6,13,1316,1,1236,139125,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,,,10,3
6,13,1316,1,1236,139127,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
6,13,1312,1,24,139144,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,8
6,13,1310,1,762,139145,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,15,10
6,13,1310,1,762,139146,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
6,13,1310,1,762,139148,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,10
6,13,1310,1,762,139151,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,4
6,13,1310,1,762,139153,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,5
6,13,1310,1,762,139155,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,5
4,14,1401,2,1116,140004,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,16
4,14,1401,2,1116,140004,1,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,2,5
4,14,1401,2,1116,140006,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,2,7
4,14,1401,2,1116,140007,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,9
4,14,1401,2,1116,140007,2,6,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,,,26,9
1,37,3706,1,0,140008,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,9
4,14,1401,2,1116,140009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,4
4,14,1408,2,1996,140022,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,10
4,14,1408,2,1996,140022,3,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,,10,10
4,14,1408,2,1996,140022,4,3,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,,,12,6
4,14,1408,2,1996,140023,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
4,14,1408,2,1996,140023,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,10,3
4,14,1408,2,1996,140025,1,2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,,,2,9
4,14,1408,2,1996,140026,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
4,14,1408,2,1996,140026,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,9
4,14,1408,2,1996,140026,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,6
4,14,1408,2,1996,140027,1,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,,,6,5
4,14,1408,2,1996,140027,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
4,14,1408,2,1996,140030,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
4,14,1408,2,1996,140030,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,2,5
4,14,1408,2,1996,140030,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
4,14,1406,2,694,140065,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,6
4,14,1406,2,694,140065,2,8,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,,5,6
4,14,1406,2,694,140067,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,,,12,4
4,14,1406,2,694,140067,1,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,,12,4
4,14,1406,2,694,140067,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,6
4,14,1406,2,694,140069,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,7
4,14,1406,2,694,140069,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,7
4,14,1413,2,670,140072,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,,,24,9
4,14,1413,2,670,140078,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,9
4,14,1413,2,670,140079,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,5
4,14,1413,2,670,140079,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
4,14,1413,2,670,140079,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,12
4,14,1413,2,670,140079,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
4,14,1413,2,670,140079,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
4,14,1413,2,670,140079,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
4,14,1413,2,670,140080,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,7
4,14,1410,2,236,140085,1,9,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,24,12
4,14,1410,2,236,140086,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,4
4,14,1410,2,236,140089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,18,6
4,14,1410,2,236,140089,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,25,8
4,14,1416,2,2314,140121,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,8
4,14,1416,2,2314,140124,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
4,14,1416,2,2314,140129,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
4,14,1416,2,2314,140129,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,5
4,14,1416,2,2314,140129,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,4
4,14,1416,2,2314,140130,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21,6
4,14,1401,2,386,149001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,10
4,14,1401,2,386,149001,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
4,14,1401,2,0,149003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10
4,14,1401,2,386,149005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,10
4,14,1401,2,386,149006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,3
4,14,1401,2,386,149006,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,9
4,14,1401,2,386,149008,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,3
4,14,1401,2,386,149011,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,15
4,14,1401,2,386,149011,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,,5,10
4,14,1401,2,386,149012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5
4,14,1401,2,746,149013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,2
