"zone","state","lga","sector","ea","hhid","plotid","s11c1q2a","s11c1q2","s11c1q3","s11c1q3a","s11c1q4","s11c1q4a_1","s11c1q4a_2","s11c1q4a_3","s11c1q4a_4","s11c1q4a_5","s11c1q5a","s11c1q5","s11c1q6","s11c1q6a","s11c1q7","s11c1q7a_1","s11c1q7a_2","s11c1q7a_3","s11c1q7a_4","s11c1q7a_5","s11c1q8a","s11c1q8","s11c1q9","s11c1q9a","s11c1q10","s11c1q10a_1","s11c1q10a_2","s11c1q10a_3","s11c1q10a_4","s11c1q10a_5","s11c1q13a","s11c1q14a","s11c1q15a","s11c1q16a","s11c1q17a_1","s11c1q17a_2","s11c1q17a_3","s11c1q17a_4","s11c1q17a_5","s11c1q13b","s11c1q14b","s11c1q15b","s11c1q16b","s11c1q17b_1","s11c1q17b_2","s11c1q17b_3","s11c1q17b_4","s11c1q17b_5","s11c1q13c","s11c1q14c","s11c1q15c","s11c1q16c","s11c1q17c_1","s11c1q17c_2","s11c1q17c_3","s11c1q17c_4","s11c1q17c_5"
4,1,107,2,10,19062,1,1,3,4,7,1500,1,0,0,0,0,1,2,3,6,1000,0,1,1,0,0,1,2,3,5,700,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19062,2,1,3,6,7,1500,1,0,0,0,0,1,3,4,6,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19063,1,1,3,4,7,1000,1,0,0,0,0,1,5,4,7,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19063,2,1,3,5,7,1500,1,0,0,1,0,1,3,4,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19064,1,1,8,8,8,1500,1,0,0,1,0,1,9,5,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19064,2,1,2,3,8,1500,1,1,0,0,0,1,2,2,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19064,3,1,5,6,8,1500,1,0,0,1,0,1,5,4,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19066,1,1,10,6,8,1500,1,0,0,1,0,1,9,8,8,800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19066,2,1,8,7,8,1500,1,0,0,1,0,1,7,12,8,800,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19068,1,1,10,6,8,1500,1,0,0,1,0,1,9,10,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19068,2,1,12,6,8,1500,1,0,0,1,0,1,8,9,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19069,1,2,,,,,,,,,,1,6,2,6,700,0,0,1,0,0,1,4,2,6,1200,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19069,2,1,2,2,6,1500,1,0,0,0,0,1,5,1,6,700,0,0,1,0,0,1,3,3,6,1200,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19070,1,2,,,,,,,,,,1,1,3,6,500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,1,3,5,0,0,1,0,0,2,,,,,,,,
4,1,107,2,10,19070,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,3,2,6,0,0,0,1,0
4,1,107,2,10,19071,1,2,,,,,,,,,,1,2,2,6,800,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19071,2,2,,,,,,,,,,1,3,1,6,800,0,0,1,0,0,1,4,1,7,1000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19071,3,2,,,,,,,,,,1,2,2,6,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,1,1,2,2,5,1800,1,0,0,1,0,1,3,9,5,1300,0,1,1,0,0,1,6,12,5,1500,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,2,1,3,9,5,1800,1,0,0,1,0,1,3,7,5,1300,0,1,1,0,0,1,3,6,5,1500,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,4,1,2,2,5,1800,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,5,2,,,,,,,,,,1,2,2,5,1300,0,1,1,0,0,1,3,1,6,1500,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,10,19072,7,1,2,2,6,2000,1,0,0,1,0,1,2,3,6,1300,0,1,1,0,0,1,2,1,6,1500,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19073,1,2,,,,,,,,,,2,,,,,,,,,,1,3,1,7,1000,0,0,0,1,0,2,,,,,,,,,1,1,1,6,0,0,1,0,0,2,,,,,,,,
4,1,107,2,1322,19073,3,2,,,,,,,,,,2,,,,,,,,,,1,3,2,5,700,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19073,4,2,,,,,,,,,,2,,,,,,,,,,1,4,1,6,1000,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19075,1,1,7,5,6,1000,1,0,0,1,0,1,5,4,5,800,0,1,1,0,0,1,5,3,6,700,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19075,2,1,5,3,6,1000,1,0,0,1,0,1,3,2,5,800,0,0,1,0,0,1,2,1,6,800,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19077,1,1,3,8,8,2000,1,0,0,0,0,1,2,2,7,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19077,2,1,4,8,8,2000,1,0,0,0,0,1,6,3,7,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19079,1,1,2,2,8,1000,1,0,0,0,0,1,1,3,7,700,0,0,1,0,0,1,4,2,7,1000,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19080,2,1,2,4,6,1000,1,0,0,0,0,1,5,3,7,700,0,1,0,0,0,1,5,3,7,700,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19081,1,1,15,20,8,1500,1,0,0,1,0,1,12,25,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19081,2,1,12,8,8,1500,1,0,0,1,0,1,10,6,8,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19082,1,1,8,7,8,1500,1,0,0,1,0,1,9,5,8,800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19082,2,1,5,6,8,1500,1,0,0,1,0,1,5,5,8,800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19082,3,1,6,5,8,1500,1,0,0,1,0,1,5,6,8,800,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19082,5,1,6,4,8,1500,1,0,0,1,0,1,5,4,8,800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19084,1,1,12,5,8,1500,1,0,0,1,0,1,13,7,8,800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19084,2,1,10,7,8,1500,1,0,0,1,0,1,10,6,8,800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1322,19084,3,1,5,6,8,1500,1,0,0,1,0,1,7,5,8,800,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19085,1,1,4,1,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,2,1,5,0,0,1,0,0,2,,,,,,,,
4,1,109,2,1214,19085,2,1,2,1,6,1500,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,1,2,5,0,1,1,0,0,2,,,,,,,,
4,1,109,2,1214,19087,1,1,2,3,5,1000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,3,2,4,0,1,1,0,0,2,,,,,,,,
4,1,109,2,1214,19087,2,1,1,1,3,2000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19087,3,1,1,1,3,2000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19088,1,1,5,4,6,1500,1,0,0,0,0,1,3,5,5,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19088,2,1,5,6,5,1500,1,0,0,0,0,1,3,4,6,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19089,1,1,6,5,7,1500,1,0,0,0,0,1,5,5,7,1000,0,1,1,0,0,1,3,5,6,800,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19089,2,1,5,5,7,1500,1,0,0,0,0,1,4,4,6,1000,0,1,1,0,0,1,3,5,5,800,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19089,3,1,5,6,7,1500,1,0,0,0,0,1,4,6,6,1000,0,1,1,0,0,1,4,6,5,700,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19091,1,1,12,7,8,2000,1,0,0,1,0,1,10,7,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19091,2,1,12,8,8,2000,1,0,0,1,0,1,9,9,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19091,3,1,8,6,8,2000,1,0,0,1,0,1,7,5,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19091,4,1,12,6,8,2000,1,0,0,1,0,1,10,7,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19091,5,1,9,5,8,2000,1,0,0,1,0,1,9,5,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19092,1,1,6,5,8,2000,1,0,0,1,0,1,4,4,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19092,2,1,3,5,8,1500,1,0,0,1,0,1,4,2,8,1000,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19093,1,1,2,2,7,2000,1,0,0,0,0,1,4,2,6,1500,0,1,1,0,0,1,2,4,6,1500,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19093,2,1,4,3,6,2000,1,0,0,1,0,1,3,2,6,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19093,3,1,3,2,6,2000,1,0,0,1,0,1,2,1,6,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19093,4,1,2,2,6,2000,1,0,0,1,0,1,3,1,6,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19093,5,1,2,2,6,2000,1,0,0,1,0,1,2,2,6,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19094,1,1,15,7,8,2000,1,0,0,1,0,1,12,5,8,1000,0,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19094,3,1,9,9,8,2000,1,0,0,1,0,1,6,7,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19095,1,1,3,2,6,1500,1,0,0,1,0,1,2,3,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19095,3,1,3,3,6,1500,1,0,0,1,0,1,5,2,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19096,1,1,4,2,6,1500,1,0,0,1,0,1,3,3,5,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19096,2,1,3,2,6,1500,1,0,0,1,0,1,4,1,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1214,19096,4,1,2,1,6,1500,0,0,0,1,0,1,2,1,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19097,1,1,9,24,8,1200,1,0,0,0,0,2,,,,,,,,,,1,5,10,2,400,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19097,2,1,12,6,8,1000,1,0,0,1,0,1,1,2,8,1000,1,0,0,0,0,1,3,3,8,1000,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19097,4,1,6,2,8,1000,1,0,0,0,0,1,4,2,8,1000,1,0,0,1,0,1,3,4,8,1000,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19098,1,1,6,2,6,1500,1,0,0,1,0,1,5,2,6,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19098,2,1,6,2,7,1500,1,0,0,1,0,1,6,3,6,1500,0,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19099,1,1,4,2,7,1500,1,1,0,0,0,1,5,5,7,1000,0,0,1,0,0,1,2,1,6,1000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19099,2,2,,,,,,,,,,1,2,2,7,1000,0,0,1,0,0,1,3,1,6,1000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19100,1,1,5,2,8,1000,1,1,0,0,0,1,4,3,9,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19100,2,1,5,2,7,1000,1,1,0,0,0,1,5,3,8,1000,0,0,1,0,0,1,4,2,7,1000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19101,1,2,,,,,,,,,,1,2,2,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19101,2,1,4,2,8,1000,1,0,0,0,0,1,3,3,7,1000,0,1,1,0,0,1,2,2,7,1000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19103,1,1,6,5,8,1800,1,1,0,1,0,1,5,3,8,1200,1,1,1,0,0,2,,,,,,,,,,1,1,3,8,1,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,1,109,2,1792,19104,1,1,7,5,8,1500,1,0,0,1,0,1,4,5,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19104,2,1,6,4,8,1500,1,0,0,1,0,1,4,5,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19105,1,1,6,8,8,1500,1,1,1,1,0,1,5,6,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19105,2,1,5,4,8,1500,1,0,0,1,1,1,4,5,8,1200,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19105,3,1,4,4,8,1500,1,1,0,1,0,1,4,3,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19105,4,1,3,3,8,1500,1,0,0,1,0,1,3,2,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19106,1,1,5,30,6,1500,1,0,0,1,0,1,5,30,6,1500,0,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19106,2,1,5,30,7,1500,1,0,0,1,0,1,7,30,6,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1792,19107,1,1,6,15,7,1000,1,0,0,1,0,1,5,10,7,1000,0,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19110,1,1,4,1,11,1500,1,0,0,0,0,1,6,1,11,1500,0,1,1,0,0,1,6,1,8,1500,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19110,2,1,6,1,11,1500,1,0,0,0,0,1,8,1,1,1500,0,1,0,0,0,1,8,1,8,1500,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19111,1,1,6,1,11,1500,1,0,0,0,0,1,5,1,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19111,2,1,6,1,11,1500,1,0,0,0,0,1,5,1,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19112,1,1,25,5,11,1500,1,1,0,0,0,1,20,3,9,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19112,2,1,18,4,8,1500,1,1,0,0,0,1,4,4,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19113,1,1,2,1,6,1500,1,0,0,0,0,1,3,15,5,1500,0,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,1,1,18,4,0,1,1,1,0,2,,,,,,,,
4,1,109,2,1996,19113,2,1,3,1,6,1500,1,0,0,0,0,1,3,14,5,1500,0,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,1,1,16,4,0,1,1,1,0,2,,,,,,,,
4,1,109,2,1996,19115,1,1,9,8,8,1800,1,1,0,1,0,1,5,3,8,1800,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19115,2,1,5,5,8,1800,1,0,0,1,0,1,3,2,8,1800,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19116,1,1,6,5,8,1800,1,0,0,1,0,1,6,4,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19116,2,1,5,5,8,1800,1,0,0,1,0,1,3,5,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19116,4,1,8,3,8,2000,1,0,0,1,0,1,5,4,8,1200,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19117,1,1,8,5,8,1800,1,0,0,1,0,1,6,5,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19117,2,1,7,5,8,1800,1,0,0,1,0,1,7,5,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19117,3,1,6,4,8,1800,1,0,0,1,0,1,5,4,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19117,4,1,5,5,8,1800,1,0,0,1,0,1,6,4,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19117,6,1,4,5,8,1800,1,0,0,1,0,1,5,3,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19118,1,1,2,1,7,1000,1,0,0,0,0,1,3,1,6,1000,0,0,1,0,0,1,3,1,7,1300,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19118,2,1,3,1,7,1000,1,0,0,0,0,1,4,1,8,1000,0,0,1,0,0,1,2,2,7,1300,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19119,1,1,10,2,9,1000,1,0,0,1,0,1,4,2,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19119,2,1,4,1,6,1000,1,0,0,0,0,1,10,2,6,1000,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19119,3,1,4,1,7,1000,1,0,0,0,0,1,10,2,7,1000,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19120,1,1,9,2,6,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,2,1996,19120,2,1,10,2,6,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19121,1,1,2,4,8,1000,1,0,0,1,0,1,2,2,8,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19121,2,1,2,2,8,1000,1,0,0,0,0,1,2,1,8,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19122,1,1,4,2,8,1000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19122,2,1,3,1,8,1000,1,0,0,0,0,1,3,1,8,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19123,1,1,3,2,8,1000,1,0,0,1,0,1,2,2,8,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19124,1,1,2,6,8,1000,1,0,0,1,0,1,3,4,8,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19124,2,1,2,5,8,1000,1,0,0,1,0,1,2,10,8,600,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19125,1,1,3,4,8,1000,1,0,0,1,0,1,4,4,6,700,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19125,2,1,2,2,7,1000,1,0,0,1,0,1,3,3,8,700,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19126,1,1,18,22,9,1200,1,1,0,0,1,1,16,24,8,1000,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19126,2,1,22,18,8,1200,1,1,0,0,0,1,16,26,8,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19127,1,1,3,18,8,1200,1,1,0,0,1,1,2,42,8,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19127,2,1,3,15,8,1200,1,1,0,0,0,1,3,38,8,1000,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19129,1,1,5,5,12,1000,1,1,0,0,0,1,7,2,10,1000,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19129,2,1,3,3,9,1000,1,1,0,0,0,1,4,3,9,1000,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19129,3,1,6,2,8,1200,1,1,0,0,0,1,5,8,9,1000,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19130,1,1,3,3,5,700,1,0,0,0,0,1,3,3,6,700,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19130,2,1,4,3,6,700,1,0,0,1,0,1,2,3,7,700,0,0,1,0,0,1,2,3,5,700,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19131,1,1,3,24,10,1200,1,1,0,0,1,1,3,32,9,700,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,338,19131,2,1,3,36,10,1200,1,1,0,0,1,1,3,26,10,1200,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19133,1,1,10,10,8,1500,1,0,0,1,0,1,15,6,8,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19133,2,1,18,10,8,1500,1,0,0,1,0,1,15,12,7,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,2,118,19135,2,1,10,5,8,1500,1,0,0,1,0,1,8,7,8,1000,0,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
