"zone","state","lga","sector","ea","hhid","s9q0","s9q1c__1","s9q1c__2","s9q1c__3","s9q1c__4","s9q1c__5","s9q1c__6","s9q1c__7","s9q1c__8","s9q1d"
1,7,718,2,504,79085,3,0,0,0,0,0,0,0,0,2
1,7,718,2,504,79087,2,0,0,0,0,0,0,0,0,2
1,7,718,2,504,79088,1,0,0,1,0,0,0,0,0,1
1,7,718,2,504,79090,1,0,0,0,0,0,0,0,0,2
1,7,718,2,504,79091,1,0,0,0,0,0,0,0,0,2
1,7,718,2,504,79092,1,0,0,0,0,0,0,0,0,2
1,7,718,2,504,79093,1,1,0,0,0,0,0,0,0,1
1,7,718,2,504,79094,1,0,0,0,0,0,0,0,0,2
1,7,718,2,504,79095,2,0,0,1,0,0,0,0,0,1
1,7,718,2,504,79096,1,0,0,0,0,0,0,1,0,1
1,7,718,2,1228,79097,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79098,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79099,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79101,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79102,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79104,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79105,1,0,0,,0,0,0,0,0,2
1,7,718,2,1228,79106,2,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79107,1,0,0,0,0,0,0,0,0,2
1,7,718,2,1228,79108,6,1,0,0,0,0,0,0,0,1
1,7,719,2,270,79109,2,0,0,0,0,0,1,0,0,1
1,7,719,2,270,79110,4,0,0,0,0,0,0,0,0,2
1,7,719,2,270,79111,1,0,0,0,0,0,1,0,0,1
1,7,719,2,270,79112,6,1,0,0,0,0,0,0,1,1
1,7,719,2,270,79113,1,0,0,0,0,0,0,0,0,2
1,7,719,2,270,79114,1,0,0,0,0,0,0,0,0,2
1,7,719,2,270,79116,1,0,0,0,0,0,0,0,0,2
1,7,719,2,270,79117,2,0,0,0,0,0,0,0,0,2
1,7,719,2,270,79119,2,1,0,1,0,0,0,0,0,1
1,7,719,2,270,79120,8,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79121,1,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79122,1,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79123,1,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79124,1,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79125,8,0,0,0,0,0,0,0,,2
1,7,721,2,2400,79127,2,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79128,1,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79129,1,0,0,0,0,0,0,0,0,2
1,7,721,2,2400,79131,1,0,0,0,0,0,0,0,1,1
1,7,721,2,2400,79132,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79133,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79134,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79136,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79137,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79138,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79139,6,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79140,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79141,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79142,1,0,0,0,0,0,0,0,0,2
1,7,723,2,1088,79143,2,1,0,0,0,0,0,0,1,1
2,8,821,1,1448,80011,2,0,0,1,0,0,0,0,1,1
2,8,821,1,1448,80012,6,0,0,1,0,0,0,0,0,1
2,8,821,1,1448,80013,1,0,0,0,0,0,0,0,0,2
2,8,821,1,1448,80014,1,0,0,0,0,0,0,0,1,1
2,8,821,1,1448,80015,2,0,0,1,0,0,0,0,1,1
2,8,821,1,1448,80016,2,0,0,1,0,0,0,0,0,1
2,8,821,1,1448,80017,1,0,0,0,0,0,0,0,0,2
2,8,821,1,1448,80018,2,0,0,1,0,0,0,0,1,1
2,8,821,1,1448,80019,4,0,0,0,0,0,0,0,0,2
2,8,821,1,1448,80020,1,0,0,0,1,0,0,0,1,1
2,8,805,2,46,80091,1,0,0,0,0,0,0,0,0,2
2,8,805,2,46,80092,2,0,0,0,0,0,1,0,1,1
2,8,805,2,46,80095,2,1,0,0,0,0,0,0,0,1
2,8,805,2,46,80097,1,0,0,0,0,0,0,0,0,2
2,8,805,2,46,80098,1,0,0,0,0,0,0,0,0,2
2,8,805,2,46,80099,1,0,0,0,0,0,1,0,1,1
2,8,805,2,46,80100,3,0,0,0,0,0,0,0,0,2
2,8,827,2,804,80101,1,1,0,0,0,0,0,0,0,1
2,8,827,2,804,80102,1,0,0,0,0,0,0,0,1,1
2,8,827,2,804,80103,1,0,0,0,0,0,0,0,1,1
2,8,827,2,804,80104,1,0,0,1,0,0,0,0,1,1
2,8,827,2,804,80105,1,0,0,1,0,0,0,0,1,1
2,8,827,2,804,80106,6,0,0,0,0,0,0,0,0,2
2,8,827,2,804,80107,2,0,0,1,0,0,0,0,0,1
2,8,827,2,804,80108,1,1,0,0,0,0,0,0,0,1
2,8,827,2,804,80109,1,0,0,0,0,0,0,0,0,2
2,8,827,2,804,80110,2,0,0,0,0,0,0,0,1,1
2,8,821,1,12,89001,1,0,0,1,0,0,0,0,0,1
2,8,821,1,12,89002,2,0,0,1,1,0,0,0,0,1
2,8,821,1,12,89003,1,1,0,0,0,0,0,0,1,1
2,8,821,1,12,89004,1,0,0,0,0,0,1,0,0,1
2,8,821,1,12,89005,2,0,0,0,0,0,0,0,0,2
2,8,821,1,12,89006,2,0,0,1,0,0,0,0,0,1
2,8,821,1,12,89007,2,0,0,0,0,0,0,0,0,2
2,8,821,1,12,89009,2,0,0,0,0,0,0,0,0,2
2,8,821,1,12,89010,2,0,0,1,0,0,0,0,0,1
2,8,821,1,12,89011,3,0,0,1,0,0,0,0,0,1
2,8,821,1,1628,89015,1,0,0,0,1,0,0,0,1,1
2,8,821,1,1628,89016,5,0,0,1,1,0,0,0,0,1
2,8,821,1,1628,89017,1,1,0,0,0,0,1,0,1,1
2,8,821,1,1628,89019,1,0,0,0,0,0,0,0,1,1
2,8,821,1,1628,89020,1,0,0,0,0,0,0,0,0,2
2,8,821,1,1628,89021,1,0,0,1,0,0,0,0,0,1
2,8,821,1,1628,89022,1,1,0,0,0,0,0,0,0,1
2,8,821,1,1628,89023,1,0,0,1,0,0,0,0,0,1
2,8,821,1,1628,89024,1,0,0,0,1,0,0,0,0,1
2,8,821,1,1628,89028,1,0,0,0,1,0,0,0,1,1
5,9,908,1,278,90001,3,1,0,0,0,0,0,1,0,1
5,9,908,1,278,90002,9,0,0,0,0,0,0,0,1,1
5,9,908,1,278,90003,3,1,0,0,0,0,0,0,0,1
5,9,908,1,278,90004,3,0,0,0,1,0,0,0,0,1
5,9,908,1,278,90005,5,0,0,0,0,0,0,0,0,2
5,3,312,2,0,90007,1,0,0,0,0,0,0,0,0,2
5,9,908,1,278,90009,1,0,0,0,0,0,0,0,0,2
5,9,908,1,278,90010,1,0,0,0,0,0,0,0,0,2
5,9,915,1,1390,90021,7,0,0,1,1,0,0,0,0,1
5,9,915,1,1390,90022,1,0,0,1,0,0,0,0,0,1
5,9,915,1,1390,90025,7,0,0,0,1,0,0,0,1,1
5,9,915,1,1390,90026,2,0,0,0,0,0,0,0,0,2
5,9,915,1,1390,90027,1,0,0,0,0,0,0,0,0,2
5,9,915,1,1390,90028,1,0,0,0,0,0,0,0,0,2
5,9,915,1,1390,90029,1,0,0,0,0,0,0,0,0,2
5,9,915,1,1390,90030,1,0,0,0,0,0,0,0,0,2
5,9,901,2,398,90041,10,0,0,0,0,0,0,0,0,2
5,9,901,2,0,90042,2,0,0,0,0,0,0,0,0,2
5,9,901,2,0,90043,2,0,0,0,0,0,0,0,0,2
5,9,901,2,398,90044,1,0,0,0,0,0,0,0,0,2
5,9,901,2,398,90046,1,0,0,0,0,0,0,0,0,2
5,9,901,2,398,90047,2,0,0,1,1,0,0,0,0,1
5,9,901,2,398,90048,2,0,0,0,1,0,0,0,0,1
5,9,918,2,834,90091,7,0,0,1,0,0,0,0,0,1
5,9,918,2,834,90092,4,0,0,0,0,0,0,0,0,2
5,9,918,2,834,90093,7,0,0,0,0,0,0,0,0,2
5,9,918,2,834,90094,2,0,0,0,0,0,0,0,1,1
5,9,918,2,834,90095,1,0,0,0,0,0,0,0,0,2
5,9,918,2,834,90096,8,0,0,0,0,0,0,0,0,2
5,9,918,2,834,90097,10,0,0,0,0,0,0,0,0,2
5,9,918,2,0,90098,1,0,0,0,0,0,0,0,0,2
5,9,918,2,834,90099,1,0,0,0,0,0,0,0,0,2
5,9,918,2,834,90100,2,0,0,0,0,0,0,1,0,1
5,9,905,2,2128,99001,1,0,0,0,0,0,0,0,0,2
5,9,905,2,2128,99003,1,0,0,0,0,0,0,0,0,2
5,9,905,2,2128,99004,1,0,0,1,0,0,0,0,0,1
5,9,905,2,2128,99005,3,0,0,0,0,0,0,0,0,2
5,9,905,2,2128,99006,2,0,0,0,0,0,0,0,0,2
5,9,905,2,2128,99008,1,0,0,0,0,0,0,0,0,2
5,9,905,2,2128,99009,2,0,0,1,0,0,0,0,0,1
5,9,905,2,2128,99010,1,0,0,0,0,0,0,0,0,2
5,9,905,2,2128,99011,1,0,0,0,0,0,0,0,0,2
5,9,908,1,78,99013,1,0,0,0,0,0,0,0,0,2
5,9,908,1,78,99014,2,0,0,0,0,0,0,0,0,2
5,9,908,1,78,99015,1,0,0,0,0,0,0,0,0,2
5,9,908,1,78,99016,2,1,0,1,0,0,0,0,0,1
5,9,908,1,78,99017,1,0,0,1,0,0,0,0,0,1
5,9,908,1,78,99019,1,0,0,0,0,0,1,0,0,1
5,9,908,1,78,99020,1,0,0,0,0,0,0,0,0,2
5,9,908,1,78,99021,1,0,0,0,1,0,0,0,0,1
5,9,908,1,78,99023,1,0,0,0,0,0,0,0,0,2
5,9,909,1,506,99026,1,0,0,0,0,0,0,0,0,2
5,9,909,1,506,99027,1,0,0,1,0,0,0,0,0,1
5,9,909,1,506,99029,1,0,0,0,0,0,1,0,0,1
5,9,909,1,506,99030,1,0,0,1,0,0,0,0,0,1
5,9,909,1,506,99031,1,,,0,0,0,1,0,0,1
5,9,909,1,506,99032,3,0,1,0,0,0,0,0,0,1
5,9,909,1,506,99033,1,0,0,0,0,0,0,0,0,2
5,9,909,1,506,99034,1,1,0,0,0,0,0,0,0,1
5,9,909,1,506,99035,1,0,0,0,0,0,0,0,0,2
5,9,909,1,506,99036,1,1,0,0,0,0,0,0,1,1
5,9,910,2,370,99037,1,0,0,0,0,0,0,0,0,2
5,9,910,2,370,99038,1,0,0,0,0,0,0,0,0,2
5,9,910,2,370,99040,2,0,0,0,0,0,0,1,0,1
5,9,910,2,370,99041,2,0,0,0,0,0,0,0,0,2
5,9,910,2,370,99043,7,0,0,0,0,0,0,0,0,2
5,9,910,2,370,99044,2,0,0,1,0,0,0,0,0,1
5,9,910,2,370,99045,1,0,0,0,0,0,0,0,0,2
5,9,910,2,370,99046,2,0,0,0,0,0,0,0,0,2
5,9,910,2,370,99048,1,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99051,1,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99052,1,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99053,1,0,0,0,0,0,0,1,0,1
5,9,910,2,730,99054,1,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99055,2,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99056,1,1,0,0,0,0,0,0,0,1
5,9,910,2,730,99057,2,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99058,1,0,0,1,0,0,0,0,0,1
5,9,910,2,730,99059,1,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99061,1,0,0,1,0,0,0,0,0,1
5,9,913,2,1510,99062,1,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99064,1,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99065,1,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99066,3,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99068,2,0,1,0,0,0,0,0,0,1
5,9,913,2,1510,99070,2,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99071,1,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99072,1,0,0,0,0,0,0,0,0,2
5,9,917,2,2282,99074,1,1,0,0,0,0,0,0,0,1
5,9,917,2,2282,99075,1,0,0,0,0,0,0,0,0,2
5,9,917,2,2282,99076,1,0,0,0,0,0,0,0,0,2
5,9,917,2,2282,99077,1,0,0,0,0,0,0,0,1,1
5,9,917,2,2282,99079,1,0,0,0,0,1,0,0,0,1
5,9,917,2,2282,99080,1,1,0,0,0,0,0,0,0,1
5,9,917,2,2282,99081,2,0,0,0,0,0,0,0,0,2
5,9,917,2,2282,99082,1,1,0,0,0,0,0,0,0,1
5,9,917,2,2282,99083,3,0,0,0,0,0,0,0,0,2
5,9,908,1,78,99088,2,0,0,0,0,0,0,0,0,2
5,9,910,2,730,99094,1,0,0,0,0,0,0,0,0,2
5,9,913,2,1510,99096,1,0,0,0,0,0,0,0,0,2
5,9,917,2,2282,99098,1,0,0,0,0,0,0,0,0,2
5,10,1008,2,1314,100031,1,1,0,0,0,0,0,0,0,1
5,10,1008,2,1314,100032,9,0,0,0,0,0,0,0,0,2
5,10,1008,2,1314,100033,1,0,0,0,0,0,0,0,0,2
5,10,1008,2,1314,100034,2,0,0,1,0,0,0,0,0,1
5,10,1008,2,1314,100035,2,1,0,1,0,0,0,0,0,1
5,10,1008,2,1314,100036,2,1,0,1,0,0,0,0,0,1
5,10,1008,2,1314,100037,1,0,0,0,0,0,0,0,0,2
5,10,1008,2,1314,100038,1,1,0,0,0,0,0,0,0,1
5,10,1008,2,1314,100039,1,0,0,0,0,0,0,0,0,2
5,10,1008,2,1314,100040,6,0,0,0,0,0,0,0,0,2
5,10,1018,1,634,100111,2,0,0,0,0,0,0,0,0,2
5,10,1018,1,634,100113,1,1,0,0,0,0,0,,0,1
5,10,1018,1,634,100115,1,0,0,0,0,0,0,0,0,2
5,10,1018,1,634,100117,2,0,1,0,0,0,0,0,0,1
5,10,1018,1,634,100118,2,0,0,1,0,0,0,0,0,1
5,10,1018,1,634,100119,2,1,0,0,0,0,0,1,0,1
5,10,1018,1,634,100120,1,0,0,0,1,0,0,0,0,1
5,10,1025,2,1774,100131,1,0,0,1,0,1,0,0,0,1
5,10,1025,2,1774,100132,2,0,0,0,0,0,0,1,0,1
5,10,1025,2,1774,100133,5,0,0,0,0,0,0,0,0,2
5,10,1025,2,1774,100134,2,1,0,0,0,0,0,0,0,1
5,10,1025,2,1774,100135,3,0,0,0,0,1,0,0,0,1
5,10,1025,2,1774,100136,1,0,0,0,0,0,0,0,0,2
5,10,1025,2,1774,100138,2,0,0,0,0,0,0,0,0,2
5,10,1002,1,114,109002,1,0,0,0,0,0,0,0,0,2
5,10,1002,1,114,109005,1,0,1,1,0,0,0,0,0,1
5,10,1002,1,114,109006,1,1,0,0,0,0,0,0,0,1
5,10,1002,1,114,109007,1,1,1,0,0,0,0,0,1,1
5,10,1002,1,114,109008,1,1,0,0,0,0,0,0,0,1
5,10,1002,1,114,109009,2,1,0,0,1,0,0,0,0,1
5,10,1002,1,114,109011,2,0,1,0,0,0,0,0,0,1
5,10,1002,1,114,109012,1,0,0,1,0,0,0,0,0,1
5,10,1006,2,474,109013,1,0,0,0,0,0,0,1,0,1
5,10,1006,2,474,109014,2,0,0,1,0,0,0,0,0,1
5,10,1006,2,474,109016,2,1,0,0,0,0,0,0,0,1
5,10,1006,2,474,109017,2,0,0,0,0,0,0,0,0,2
5,10,1006,2,474,109018,3,0,1,0,0,0,0,1,0,1
5,10,1006,2,474,109019,1,0,0,0,0,0,0,0,0,2
5,10,1006,2,474,109020,1,1,0,0,0,0,0,0,0,1
5,10,1006,2,474,109021,1,0,0,0,0,0,1,0,0,1
5,10,1006,2,474,109022,1,0,0,0,0,0,1,0,0,1
5,10,1006,2,474,109023,1,0,0,1,0,0,0,0,0,1
5,10,1006,2,1708,109025,2,0,0,0,0,0,0,0,0,2
5,10,1006,2,1708,109026,1,0,0,1,0,0,0,0,0,1
5,10,1006,2,1708,109028,2,1,0,1,0,0,0,1,0,1
5,10,1006,2,1708,109029,1,0,,0,0,0,0,0,0,2
5,10,1006,2,1708,109030,2,0,1,1,0,0,0,0,0,1
5,10,1006,2,1708,109031,1,0,0,0,0,0,0,0,0,2
5,10,1006,2,1708,109032,1,1,0,0,0,0,0,0,0,1
5,10,1006,2,1708,109033,2,1,0,0,0,0,0,0,0,1
5,10,1006,2,1708,109034,1,0,0,0,0,0,0,0,0,2
5,10,1006,2,1708,109035,1,0,0,0,0,0,0,0,0,2
5,10,1007,1,1026,109037,2,0,0,0,0,0,0,0,0,2
5,10,1007,1,1026,109038,1,0,0,0,1,0,0,0,0,1
5,10,1007,1,1026,109040,1,0,0,0,0,0,0,0,0,2
5,10,1007,1,1026,109041,3,0,0,0,0,0,0,0,1,1
5,10,1007,1,1026,109042,1,0,0,0,0,0,1,0,0,1
5,10,1007,1,1026,109043,1,1,0,0,0,0,0,0,0,1
5,10,1007,1,1026,109046,1,1,0,0,0,0,0,0,0,1
5,10,1007,1,1026,109047,1,1,0,0,0,0,0,0,0,1
5,10,1012,2,428,109048,2,0,0,1,0,0,0,0,0,1
5,10,1012,2,428,109049,1,1,0,0,0,0,0,0,0,1
5,10,1012,2,428,109052,1,1,0,0,0,0,0,0,0,1
5,10,1012,2,428,109053,2,0,1,0,0,0,0,0,0,1
5,10,1015,1,0,109054,1,0,0,0,0,0,0,0,0,2
5,10,1012,2,428,109055,1,0,0,0,0,0,1,0,0,1
5,10,1012,2,428,109056,2,0,0,0,0,0,0,0,0,2
5,10,1012,2,428,109057,2,1,0,0,0,0,0,0,0,1
5,10,1012,2,428,109058,1,1,0,0,0,0,0,0,0,1
5,10,1011,2,0,109059,1,0,0,1,1,0,0,0,0,1
5,10,1012,2,1106,109060,2,0,0,0,0,0,0,0,0,2
5,10,1012,2,1106,109061,1,0,0,1,0,0,0,0,0,1
5,10,1012,2,1106,109062,2,0,0,0,1,0,0,0,0,1
5,10,1012,2,1106,109064,2,0,0,0,0,0,0,0,0,2
5,10,1011,2,0,109065,2,0,0,0,0,0,0,0,1,1
5,10,1012,2,1106,109066,2,1,0,0,0,0,0,0,0,1
5,10,1012,2,1106,109067,1,0,0,1,0,0,0,0,0,1
5,10,1012,2,1106,109068,2,0,0,0,0,0,0,0,0,2
5,10,1012,2,1106,109069,1,1,0,1,0,0,0,0,0,1
5,10,1012,2,1106,109071,2,0,0,1,0,0,0,0,0,1
5,10,1013,2,88,109073,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,88,109074,1,0,0,0,0,0,0,0,0,2
5,10,1013,2,88,109076,1,0,0,1,0,0,0,0,0,1
5,10,1013,2,88,109077,1,1,0,0,0,0,0,0,0,1
5,10,1013,2,88,109078,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,88,109080,5,0,0,0,0,0,0,0,0,2
5,10,1013,2,88,109081,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,88,109082,3,0,0,0,0,0,1,0,0,1
5,10,1013,2,88,109083,4,0,0,1,0,0,0,0,0,1
5,10,1013,2,410,109085,1,0,0,0,1,0,0,1,0,1
5,10,1013,2,410,109086,1,0,0,1,0,0,0,0,0,1
5,10,1013,2,410,109087,1,0,0,0,0,0,0,0,1,1
5,10,1013,2,410,109088,2,0,0,1,0,0,1,0,0,1
5,10,1013,2,410,109089,2,0,0,1,0,0,0,0,0,1
5,10,1013,2,410,109091,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,410,109092,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,410,109093,2,0,0,0,1,1,0,0,0,1
5,10,1013,2,410,109095,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,948,109096,1,0,0,0,0,0,1,0,0,1
5,10,1013,2,948,109099,1,1,0,0,0,0,0,0,0,1
5,10,1013,2,948,109100,2,0,0,1,0,0,0,0,0,1
5,10,1013,2,948,109101,2,0,0,0,1,0,0,0,0,1
5,10,1013,2,948,109103,1,0,0,0,0,0,0,0,0,2
5,10,1013,2,948,109104,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,948,109106,1,0,0,0,1,0,0,0,0,1
5,10,1013,2,948,109107,1,0,0,0,0,0,0,0,0,2
5,10,1013,2,1054,109108,1,0,0,1,0,0,0,0,0,1
5,10,1013,2,1054,109110,1,0,0,0,0,0,0,0,0,2
5,10,1013,2,1054,109111,1,0,0,1,0,0,0,0,0,1
5,10,1013,2,1054,109112,2,0,0,1,0,0,0,0,0,1
5,10,1013,2,1054,109114,1,1,0,0,0,0,0,0,0,1
5,10,1013,2,1054,109115,2,1,0,0,0,0,0,0,0,1
5,10,1013,2,1054,109117,2,0,0,0,0,0,0,1,0,1
5,10,1013,2,1054,109118,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,1054,109119,1,1,0,0,0,0,1,0,0,1
5,10,1022,1,30,109121,1,1,0,0,1,0,0,0,0,1
5,10,1022,1,30,109122,1,1,0,0,0,0,0,0,0,1
5,10,1022,1,30,109123,2,0,0,1,0,0,0,0,0,1
5,10,1022,1,30,109124,2,1,0,0,0,0,0,0,0,1
5,10,1022,1,30,109126,2,0,0,0,0,0,0,0,0,2
5,10,1022,1,30,109127,2,0,0,0,0,0,0,1,0,1
5,10,1022,1,30,109128,2,0,0,1,0,0,0,0,0,1
5,10,1022,1,30,109129,4,0,0,0,0,0,0,0,0,2
5,10,1022,1,30,109130,1,0,0,0,0,0,0,0,0,2
5,10,1022,1,30,109131,1,1,0,0,0,0,0,0,0,1
5,10,1022,1,386,109132,1,0,0,0,1,0,0,0,0,1
5,10,1022,1,386,109133,1,0,0,1,0,0,0,0,0,1
5,10,1022,1,386,109134,1,1,0,1,0,0,0,0,0,1
5,10,1022,1,386,109135,1,1,0,0,0,0,0,0,0,1
5,10,1022,1,386,109136,2,0,0,0,0,0,0,0,0,2
5,10,1022,1,386,109137,1,0,1,0,0,0,0,0,0,1
5,10,1022,1,386,109139,2,0,0,,1,1,0,0,0,1
5,10,1022,1,386,109141,1,0,0,,0,0,0,0,1,1
5,10,1022,1,386,109142,1,0,0,0,0,0,0,0,0,2
5,10,1023,2,346,109145,2,0,0,1,0,0,0,0,0,1
5,10,1023,2,346,109147,2,0,0,1,0,1,0,0,0,1
5,10,1023,2,346,109148,1,0,0,1,0,0,0,1,0,1
5,10,1023,2,346,109149,1,0,0,0,0,0,,0,0,2
5,10,1023,2,346,109150,2,0,0,0,0,0,0,0,0,2
5,10,1023,2,346,109151,1,0,0,0,0,0,0,0,0,2
5,10,1023,2,346,109152,1,0,0,0,0,0,0,0,0,2
5,10,1023,2,346,109153,2,0,0,1,0,0,0,0,0,1
5,10,1023,2,346,109154,2,0,0,1,0,0,0,0,0,1
5,10,1023,2,346,109155,1,0,0,0,0,0,0,0,0,2
5,10,1002,1,114,109156,2,0,1,0,0,0,0,0,0,1
5,10,1002,1,114,109157,1,0,0,0,0,0,0,0,0,2
5,10,1013,2,88,109166,1,0,0,0,0,0,0,0,0,2
5,10,1013,2,410,109169,2,0,0,0,0,0,0,0,0,2
5,10,1013,2,948,109170,1,1,0,0,0,0,0,0,0,1
5,10,1013,2,948,109171,2,0,0,1,0,0,1,0,0,1
5,10,1013,2,1054,109173,2,1,0,0,0,0,0,0,1,1
5,10,1022,1,386,109176,2,0,0,1,0,0,1,0,0,1
4,11,1104,1,2028,110001,1,0,0,0,0,0,0,0,1,1
4,11,1104,1,2028,110002,1,1,0,1,0,0,0,0,0,1
4,11,1104,1,2028,110003,2,0,0,0,0,0,0,0,0,2
4,11,1104,1,2028,110004,2,0,0,0,0,0,0,0,0,2
4,11,1104,1,2028,110005,2,0,0,0,0,0,0,0,0,2
4,11,1104,1,2028,110006,4,0,0,0,0,0,0,0,0,2
4,11,1104,1,2028,110007,1,0,0,1,0,0,0,0,0,1
4,11,1104,1,2028,110008,2,0,0,0,0,0,0,0,0,2
4,11,1104,1,2028,110009,1,0,0,0,0,0,0,0,0,2
4,11,1104,1,2028,110010,2,0,0,0,0,0,0,0,0,2
4,11,1112,2,78,110021,1,0,0,0,0,0,0,0,0,2
4,11,1112,2,78,110022,6,0,0,0,,0,0,0,0,2
4,11,1112,2,78,110023,2,1,0,0,0,0,0,0,0,1
4,11,1112,2,78,110024,6,0,0,0,0,0,0,0,0,2
4,11,1112,2,78,110025,2,1,0,0,0,0,0,0,1,1
4,11,1112,2,78,110026,5,0,0,0,0,0,1,0,0,1
4,11,1112,2,78,110027,1,0,0,0,0,0,0,0,0,2
4,11,1112,2,78,110028,1,0,0,0,0,0,0,0,0,2
4,11,1112,2,78,110029,1,1,0,0,0,0,0,0,1,1
4,11,1112,2,78,110030,2,0,0,0,0,0,1,0,0,1
4,11,1104,2,434,110081,2,0,0,0,0,0,0,0,0,2
4,11,1104,2,434,110082,2,0,0,0,0,0,0,0,1,1
4,11,1104,2,434,110083,10,0,0,1,0,0,0,0,0,1
4,11,1104,2,434,110084,5,0,0,0,0,0,0,0,0,2
4,11,1104,2,434,110085,16,0,0,0,0,,0,0,0,2
4,11,1104,2,434,110086,1,0,0,0,0,0,0,0,0,2
4,11,1104,2,434,110087,4,0,0,0,0,0,0,0,0,2
4,11,1104,2,434,110088,3,0,0,0,0,0,0,0,0,2
4,11,1104,2,434,110089,1,1,0,0,0,0,0,0,0,1
4,11,1104,2,434,110090,1,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110111,2,1,0,1,0,0,0,0,0,1
4,11,1113,2,954,110112,5,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110113,1,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110114,1,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110115,2,0,0,0,0,0,0,0,1,1
4,11,1113,2,954,110116,3,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110117,1,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110118,1,1,0,0,0,0,0,0,0,1
4,11,1113,2,954,110119,2,0,0,0,0,0,0,0,0,2
4,11,1113,2,954,110120,1,0,0,0,0,0,0,0,0,2
4,11,1102,2,936,110121,2,0,0,0,0,0,0,0,0,2
4,11,1102,2,936,110122,2,0,0,0,0,0,0,0,1,1
4,11,1102,2,936,110123,1,0,0,0,0,0,0,0,0,2
4,11,1102,2,936,110124,5,0,0,1,0,0,1,0,0,1
4,11,1102,2,936,110125,1,0,0,0,0,0,0,0,0,2
4,11,1102,2,936,110126,7,0,0,0,0,0,0,1,1,1
4,11,1102,2,936,110127,1,0,0,0,0,0,0,0,1,1
4,11,1102,2,936,110128,2,0,0,0,0,0,0,1,0,1
4,11,1102,2,936,110129,2,0,0,0,0,0,0,0,0,2
4,11,1102,2,936,110130,2,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110131,1,1,0,0,0,0,0,0,0,1
4,11,1101,2,154,110132,8,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110133,1,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110134,1,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110135,1,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110136,1,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110137,1,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110138,1,0,0,1,0,0,0,0,0,1
4,11,1101,2,154,110139,1,0,0,0,0,0,0,0,0,2
4,11,1101,2,154,110140,1,0,0,1,0,0,0,0,0,1
