"zone","state","lga","sector","ea","hhid","plotid","s11c2q10","s11c2q11a","s11c2q11b","s11c2q11_conv","s11c2q1","s11c2q2a","s11c2q2b","s11c2q2_conv","s11dq1a","s11c2q36_1","s11c2q36_2","s11c2q36_99","s11c2q36_os","s11c2q37a","s11c2q37b","s11c2q37a_conv","s11c2q38a","s11c2q38b","s11c2q38a_conv","s11c2q39a","s11c2q39b","s11c2q39a_conv","s11dq36","s11dq37a","s11dq37b","s11c2q37_conv","s11c2q19","s11c2q20","s11c2q21","s11c2q23","s11c2q25","s11c2q26","s11c2q27","s11c2q34"
2,5,518,2,1788,59179,2,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
2,5,518,2,1788,59179,3,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
2,5,518,2,1788,59179,4,1,2,3,1,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
2,5,518,2,1788,59179,5,1,1,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,1788,59180,2,1,4,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,1788,59180,3,1,3,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,1788,59180,4,1,3,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59182,1,1,8,3,1,2,,,,1,1,1,0,,3,12,50,3,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59182,2,1,4,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59182,3,1,3,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59182,4,1,2,3,1,2,,,,1,1,1,0,,1.5,12,50,1.5,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59184,1,1,5,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59184,2,1,1,3,1,2,,,,2,,,,,,,,,,,,,,1,5000,1,1,2,,,,,2,2,1
2,5,518,2,2802,59184,3,1,2,3,1,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,2,,,,,2,2,3
2,5,518,2,2802,59185,1,1,1,3,1,2,,,,2,,,,,,,,,,,,,,1,700,1,1,2,,,,,3,2,1
2,5,518,2,2802,59185,2,1,3,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,1
2,5,518,2,2802,59186,1,1,5,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,2,2,2
2,5,518,2,2802,59186,2,1,2,3,1,1,1,3,1,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
2,5,518,2,2802,59186,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,5,518,2,2802,59186,5,1,4,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,2,2,2
2,5,518,2,2802,59187,1,1,1,3,1,2,,,,1,1,0,0,,5,12,50,,,,,,,1,1,12,50,2,,,,,2,2,2
2,5,518,2,2802,59188,1,1,1,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,5,13,100,2,,,,,2,1,2
2,5,518,2,2802,59188,2,1,1,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,15,13,100,2,,,,,2,1,2
2,5,518,2,2802,59189,2,1,4,3,1,1,2,3,1,1,1,0,0,,4,11,25,,,,,,,2,,,,2,,,,,2,1,2
2,5,518,2,2802,59189,3,1,3,3,1,2,,,,1,1,0,0,,4,11,25,,,,,,,2,,,,2,,,,,2,1,2
2,5,518,2,2802,59189,4,1,5,3,1,2,,,,1,1,0,0,,4,11,25,,,,,,,2,,,,2,,,,,2,1,2
2,5,518,2,2802,59189,5,1,3,3,1,1,3,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,2
2,5,518,2,2802,59190,2,1,1,3,1,2,,,,1,1,1,0,,10,31,2.20000004768372,10,31,1.79999995231628,,,,2,,,,2,,,,,3,1,2
2,5,518,2,2802,59190,3,1,2,3,1,2,,,,1,1,1,0,,2,12,50,1,12,50,,,,2,,,,2,,,,,3,1,2
2,5,518,2,2802,59190,4,1,3,3,1,2,,,,1,1,1,0,,1,12,50,2,12,50,,,,1,5,13,100,2,,,,,3,2,3
2,5,518,2,2802,59190,5,1,5,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59191,2,1,2,3,1,2,,,,1,1,0,0,,7,12,50,,,,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59191,3,1,2,3,1,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,2,,,,,3,2,3
2,5,518,2,2802,59191,4,1,4,3,1,2,,,,1,1,1,0,,3,12,50,3,12,50,,,,2,,,,2,,,,,3,1,2
2,5,518,2,2802,59191,6,1,4,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,1,2
2,5,518,2,2802,59191,7,1,6,3,1,2,,,,1,1,1,0,,4,12,50,4,12,50,,,,2,,,,2,,,,,3,1,2
2,5,518,2,2802,59192,2,1,2,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,1,6,13,100,1,0,1,2000,0,2,2,3
2,5,518,2,2802,59192,3,2,,,,2,,,,1,1,0,0,,1,12,50,,,,,,,1,1,13,100,2,,,,,3,2,3
2,5,511,2,796,59212,1,1,0.5,3,1,1,0.5,3,1,1,0,1,0,,,,,10,52,3.47000002861023,,,,2,,,,1,1,0,,,2,2,1
2,5,511,2,796,59212,2,1,0.5,3,1,1,0.5,3,1,1,0,1,0,,,,,10,52,3.47000002861023,,,,2,,,,2,,,,,2,2,1
2,5,514,2,1964,59214,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,13,100,1,0,1,4000,0,2,2,3
5,6,602,2,1356,60002,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,602,2,0,60004,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,602,2,1356,60005,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,602,2,0,60006,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,602,2,1356,60009,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,602,2,1356,60010,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,607,2,1892,60035,3,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,607,2,1892,60039,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,607,2,1892,60039,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,607,2,1892,60039,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,607,2,1892,60040,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
5,6,607,2,1892,60040,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,3
5,6,607,2,1892,60040,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,601,2,640,60041,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,601,2,640,60045,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,605,2,162,60051,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
5,6,605,2,162,60052,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,3
5,3,318,2,0,60053,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,6,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,7,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,318,2,0,60053,8,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,3,313,2,0,60054,1,2,,,,2,,,,1,0,1,0,,,,,3.6,1,1,,,,1,1,10,10,2,,,,,3,2,3
5,3,313,2,0,60054,2,2,,,,2,,,,1,1,0,0,,3.6,1,1,,,,,,,1,2,10,10,2,,,,,3,2,3
5,6,605,2,0,60057,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,605,2,0,60057,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,605,2,0,60058,1,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
5,6,605,2,162,60059,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69025,1,1,7,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69025,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69026,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69026,2,1,7,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69026,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69027,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69028,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69028,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,6,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69029,7,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69030,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69030,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69030,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69030,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69031,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69031,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69031,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,606,2,790,69033,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,606,2,790,69033,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,606,2,790,69034,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,606,2,790,69034,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,606,2,790,69036,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69037,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69037,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69037,3,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69037,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69037,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69037,6,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69037,8,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69038,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69038,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69038,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69038,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69038,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69038,6,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69040,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69041,1,2,,,,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69042,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69042,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69042,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69043,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69045,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69045,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69045,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69045,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69045,6,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
5,6,608,2,1288,69046,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69046,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69046,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69047,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69047,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69048,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69048,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,3
5,6,608,2,1288,69048,3,1,2,1,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69048,4,1,2,1,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69048,5,1,1.5,1,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
5,6,608,2,1288,69048,6,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70011,1,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,708,2,754,70011,2,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
1,7,708,2,754,70011,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,708,2,754,70012,1,1,12,3,1,1,12,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70012,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,708,2,754,70012,3,1,12,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70013,2,1,12,3,1,1,12,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70013,3,1,6,3,1,1,6,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70013,4,1,6,3,1,1,6,3,1,1,1,1,0,,3,31,2.20000004768372,4,31,1.79999995231628,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70015,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70015,2,1,4,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70015,4,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70015,5,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70016,3,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,708,2,754,70016,4,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,708,2,754,70016,6,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,708,2,754,70017,1,1,4,3,1,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70017,3,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70018,1,1,1,3,1,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
1,7,708,2,754,70018,2,1,1,3,1,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70018,3,1,1,3,1,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70018,4,1,1,3,1,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70019,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,708,2,754,70020,1,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70020,2,1,6,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,708,2,754,70020,3,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70062,1,1,2,3,1,2,,,,1,1,0,0,,1,11,25,,,,,,,2,,,,2,,,,,2,2,2
1,7,711,2,2532,70062,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,711,2,2532,70062,3,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,711,2,2532,70063,1,1,2,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,2,,,,,2,2,2
1,7,711,2,2532,70063,2,1,1.5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,711,2,2532,70063,3,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,711,2,2532,70064,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70064,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70066,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70066,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70067,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70067,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70068,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,3
1,7,711,2,2532,70068,2,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,711,2,2532,70069,1,1,6,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,711,2,2532,70069,2,1,6,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,711,2,2532,70069,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,711,2,2532,70070,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,711,2,2532,70070,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,709,2,1226,70071,1,1,12,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70071,2,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70071,4,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70072,1,2,,,,1,1,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70072,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70072,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70072,4,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70073,1,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70073,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70073,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,709,2,1226,70074,1,1,2,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70074,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70074,3,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70074,4,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70075,1,1,2,3,1,2,,,,1,0,1,0,,,,,2,12,50,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70075,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70075,3,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70076,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70076,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,3
1,7,709,2,1226,70076,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70077,1,1,4,3,1,2,,,,1,0,1,0,,,,,2,12,50,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70077,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70078,1,1,7,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70078,2,1,6,3,1,2,,,,1,0,1,0,,,,,4,12,50,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70078,6,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70078,7,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,709,2,1226,70079,1,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
1,7,709,2,1226,70079,2,1,4,3,1,2,,,,2,,,,,,,,,,,,,,1,1,11,25,2,,,,,3,2,2
1,7,709,2,1226,70080,1,1,3,3,1,2,,,,1,0,1,0,,,,,1,11,25,,,,2,,,,2,,,,,3,2,2
1,7,709,2,1226,70080,2,1,3,3,1,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,2,,,,,3,2,2
1,7,718,2,1640,70121,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,718,2,1640,70121,2,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,718,2,1640,70121,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,718,2,1640,70122,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,718,2,1640,70122,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
1,7,718,2,1640,70123,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,718,2,1640,70123,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,718,2,1640,70124,1,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,718,2,1640,70124,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,718,2,1640,70124,3,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
1,7,718,2,1640,70125,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
1,7,718,2,1640,70125,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
1,7,718,2,1640,70125,3,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
