"zone","state","lga","sector","ea","hhid","plotid","s11c2q10","s11c2q11a","s11c2q11b","s11c2q11_conv","s11c2q1","s11c2q2a","s11c2q2b","s11c2q2_conv","s11dq1a","s11c2q36_1","s11c2q36_2","s11c2q36_99","s11c2q36_os","s11c2q37a","s11c2q37b","s11c2q37a_conv","s11c2q38a","s11c2q38b","s11c2q38a_conv","s11c2q39a","s11c2q39b","s11c2q39a_conv","s11dq36","s11dq37a","s11dq37b","s11c2q37_conv","s11c2q19","s11c2q20","s11c2q21","s11c2q23","s11c2q25","s11c2q26","s11c2q27","s11c2q34"
3,18,1805,2,674,189043,1,1,3,3,1,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,2,,,,1,0,1,4500,0,2,2,3
3,18,1805,2,674,189045,1,2,,,,2,,,,1,1,1,0,,3,12,50,1,12,50,,,,2,,,,2,,,,,2,2,3
3,18,1805,2,674,189045,2,2,,,,2,,,,1,1,1,0,,1,12,50,1,11,25,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,674,189045,3,2,,,,2,,,,1,1,1,0,,3,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,674,189047,1,2,,,,2,,,,1,1,1,0,,3,52,4.23999977111816,4,52,3.47000002861023,,,,1,10,13,100,1,1,0,,,2,2,3
3,18,1805,2,674,189047,2,2,,,,2,,,,1,0,1,0,,,,,20,52,3.47000002861023,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,674,189048,1,2,,,,1,1,3,1,1,1,1,0,,10,52,4.23999977111816,10,52,3.47000002861023,,,,2,,,,2,,,,,2,2,1
3,18,1805,2,674,189048,2,2,,,,2,,,,1,0,1,0,,,,,5,52,3.47000002861023,,,,2,,,,2,,,,,2,2,2
3,18,1805,2,674,189048,3,2,,,,2,,,,1,1,1,0,,3,52,4.23999977111816,3,52,3.47000002861023,,,,2,,,,1,0,1,1400,0,2,2,3
3,18,1805,2,792,189049,1,2,,,,2,,,,1,1,1,0,,1.5,12,50,0.5,12,50,,,,1,15,12,50,2,,,,,2,2,2
3,18,1805,2,792,189049,2,1,1.5,3,1,2,,,,1,1,1,0,,5,52,4.23999977111816,3,52,3.47000002861023,,,,2,,,,2,,,,,2,2,2
3,18,1805,2,792,189049,3,1,1,3,1,2,,,,1,1,1,0,,4,52,4.23999977111816,2,52,3.47000002861023,,,,2,,,,2,,,,,2,2,2
3,18,1805,2,792,189051,1,1,1.5,3,1,2,,,,1,1,1,0,,2,12,50,1.5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1805,2,792,189051,2,1,2.5,3,1,1,1,3,1,1,1,1,0,,2.5,12,50,1,12,50,,,,1,20,13,100,2,,,,,2,2,2
3,18,1805,2,792,189052,2,1,2,3,1,1,3,3,1,1,0,1,0,,,,,2,12,50,,,,1,20,12,50,2,,,,,1,2,3
3,18,1805,2,792,189052,3,2,,,,1,1,3,1,1,0,1,0,,,,,3,12,50,,,,1,10,12,50,1,0,2,10000,0,1,2,3
3,18,1805,2,792,189052,4,2,,,,1,1,3,1,1,1,1,0,,0.5,12,50,0.5,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,792,189052,5,1,2,3,1,1,1,3,1,1,1,1,0,,0.5,12,50,0.5,12,50,,,,1,4,12,50,2,,,,,3,2,3
3,18,1805,2,792,189053,1,1,1,3,1,1,1500,3,1,1,1,1,0,,1,12,50,0.5,12,50,,,,1,20,12,50,2,,,,,3,2,2
3,18,1805,2,792,189054,1,1,15,3,1,2,,,,1,1,1,0,,6,12,50,4,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1805,2,792,189054,3,2,,,,1,5,3,1,2,,,,,,,,,,,,,,1,10,13,100,2,,,,,2,2,2
3,18,1805,2,792,189055,1,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1805,2,792,189056,1,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,1,0,1,5000,0,2,2,3
3,18,1805,2,792,189057,1,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,792,189057,2,2,,,,2,,,,1,1,1,0,,2,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,792,189058,1,2,,,,1,1,3,1,2,,,,,,,,,,,,,,1,15,13,100,2,,,,,3,2,3
3,18,1805,2,792,189058,2,2,,,,2,,,,1,1,1,0,,3,52,4.23999977111816,5,52,3.47000002861023,,,,2,,,,1,0,1,2000,0,2,2,3
3,18,1805,2,792,189058,3,1,1,3,1,2,,,,1,0,1,0,,,,,16,52,3.47000002861023,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,792,189058,4,2,,,,2,,,,1,1,1,0,,16,52,4.23999977111816,16,52,3.47000002861023,,,,2,,,,2,,,,,3,2,2
3,18,1805,2,792,189058,6,2,,,,2,,,,1,0,1,0,,,,,16,52,3.47000002861023,,,,2,,,,2,,,,,3,2,3
3,18,1805,2,792,189060,1,1,1,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,20,12,50,1,1,0,,,2,2,3
3,18,1805,2,792,189060,2,2,,,,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,1,30,12,50,2,,,,,3,2,3
3,18,1807,2,1754,189062,1,1,6,3,1,1,4,3,1,1,1,0,0,,3,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189062,2,1,10,3,1,1,10,3,1,1,0,1,0,,,,,18,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189062,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189064,1,1,6,3,1,2,,,,1,1,1,0,,2,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189064,2,1,12,3,1,2,,,,1,1,1,0,,5,12,50,4,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189064,3,2,,,,2,,,,1,1,0,0,,7,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189065,1,2,,,,2,,,,1,0,1,0,,,,,5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189065,2,2,,,,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189066,1,1,2,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1807,2,1754,189066,2,1,3,3,1,2,,,,1,1,1,0,,2,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1807,2,1754,189066,3,1,2,3,1,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1807,2,1754,189067,1,1,3,3,1,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189068,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1807,2,1754,189068,2,1,5,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,1,2,12,50,2,,,,,2,2,2
3,18,1807,2,1754,189069,1,1,2,3,1,2,,,,1,1,1,0,,2,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1807,2,1754,189070,1,1,4,3,1,2,,,,1,1,0,0,,4,12,50,,,,,,,2,,,,2,,,,,2,1,2
3,18,1807,2,1754,189071,1,1,5,3,1,1,6,3,1,1,1,1,0,,3,12,50,3,13,100,,,,1,12,13,100,2,,,,,2,2,2
3,18,1807,2,1754,189071,2,1,4,3,1,1,2,3,1,1,1,1,0,,2,12,50,2,12,50,,,,1,10,13,100,2,,,,,2,2,2
3,18,1807,2,1754,189072,1,1,10,3,1,1,3,3,1,1,1,1,0,,3,12,50,3,12,50,,,,1,10,13,100,2,,,,,2,2,2
3,18,1807,2,1754,189072,2,1,3,3,1,1,3,3,1,1,1,1,0,,4,11,25,3,12,50,,,,1,12,13,100,2,,,,,2,2,2
3,20,2026,2,0,189075,1,2,,,,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,1,1,1,3500,0,2,2,1
3,18,1809,1,1098,189080,1,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,2,12,50,2,,,,,3,2,3
3,18,1809,1,1756,189085,1,1,3,3,1,1,6,3,1,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1809,1,1756,189085,2,1,4,3,1,1,3,3,1,1,1,1,0,,4,12,50,4,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1812,2,42,189109,2,1,8,3,1,1,3,3,1,1,1,1,0,,5,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1812,2,42,189110,1,1,5,3,1,1,1,3,1,1,1,1,0,,5,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1812,2,42,189110,2,1,7,3,1,1,2,3,1,1,1,1,0,,6,12,50,3,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1812,2,42,189112,1,1,2,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1812,2,42,189116,1,2,,,,2,,,,1,0,1,0,,,,,1,11,25,,,,2,,,,2,,,,,2,2,2
3,18,1812,2,42,189116,2,1,2,3,1,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1812,2,42,189117,1,1,5,3,1,2,,,,1,1,1,0,,5,12,50,3,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1812,2,42,189118,1,2,,,,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1812,2,42,189118,2,2,,,,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1812,2,42,189119,1,2,,,,2,,,,1,1,1,0,,3,13,100,2,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1812,2,42,189120,1,1,3,3,1,1,3,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1812,2,42,189120,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189121,1,1,24,3,1,2,,,,1,1,1,0,,30,12,50,20,12,50,,,,2,,,,1,0,3,30000,0,2,2,2
3,18,1813,2,522,189121,2,1,10,3,1,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,2,2,2
3,18,1813,2,522,189121,3,1,6,3,1,1,4,3,1,2,,,,,,,,,,,,,,1,15,12,50,2,,,,,2,2,2
3,18,1813,2,522,189121,4,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,1,0,1,10000,0,2,2,2
3,18,1813,2,522,189121,6,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189122,1,1,8,3,1,2,,,,1,1,1,0,,4,12,50,5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189122,2,1,12,3,1,1,2,3,1,1,1,0,0,,3,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189125,2,1,4,3,1,2,,,,1,1,1,0,,5,12,50,3,12,50,,,,2,,,,1,0,1,10000,0,2,2,2
3,18,1813,2,522,189125,3,1,3,3,1,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189126,1,2,,,,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189126,2,2,,,,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,2,,,,1,0,2,15000,800,2,2,2
3,18,1813,2,522,189126,3,2,,,,2,,,,1,1,1,0,,5,12,50,6,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1813,2,522,189126,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,18,1813,2,522,189127,1,2,,,,2,,,,1,1,1,0,,5,12,50,5,12,50,,,,2,,,,1,0,1,10500,0,2,2,2
3,18,1813,2,522,189127,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,2,2,3
3,18,1813,2,522,189127,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,2,2,3
3,18,1813,2,522,189127,4,2,,,,2,,,,1,1,1,0,,3,12,50,5,12,50,,,,2,,,,2,,,,,2,2,3
3,18,1813,2,522,189128,1,1,1,3,1,2,,,,1,1,1,0,,1,12,50,2,12,50,,,,1,30,12,50,1,1,0,,,2,2,3
3,18,1813,2,522,189128,2,1,3,3,1,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,2,,,,2,,,,,2,2,3
3,18,1813,2,522,189128,3,2,,,,1,1,3,1,2,,,,,,,,,,,,,,1,20,12,50,1,1,0,,,2,2,3
3,18,1813,2,522,189129,1,1,12,3,1,2,,,,1,1,1,0,,6,12,50,7,12,50,,,,2,,,,1,5,0,,,2,2,3
3,18,1813,2,522,189129,2,1,12,3,1,2,,,,1,1,1,0,,4,12,50,3,12,50,,,,1,20,13,100,1,3,0,,,2,2,2
3,18,1813,2,522,189130,1,1,3,3,1,1,3,3,1,1,1,1,0,,4,12,50,5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189130,2,1,5,3,1,1,4,3,1,1,1,1,0,,5,12,50,6,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1813,2,522,189131,1,1,6,3,1,2,,,,1,1,1,0,,4,12,50,3,12,50,,,,2,,,,1,2,0,,,2,2,3
3,18,1813,2,522,189131,2,1,3,3,1,1,2,3,1,2,,,,,,,,,,,,,,1,20,13,100,1,1,0,,,2,2,3
3,18,1813,2,522,189132,1,1,7,3,1,2,,,,1,1,1,0,,5,12,50,8,12,50,,,,2,,,,1,7,0,,,2,2,3
3,18,1813,2,522,189132,2,1,2,3,1,1,1,3,1,2,,,,,,,,,,,,,,1,15,12,50,2,,,,,2,2,3
3,18,1817,2,572,189133,1,1,4,3,1,2,,,,2,,,,,,,,,,,,,,1,15,12,50,1,0,2,15000,0,2,2,3
3,18,1817,2,572,189133,2,2,,,,2,,,,1,1,0,0,,5,12,50,,,,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189133,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,3
3,18,1817,2,572,189134,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,1,10,12,50,1,0,1,8000,0,2,1,1
3,18,1817,2,572,189136,1,1,4,3,1,1,800,2,0.00100000004749745,1,1,1,0,,4,12,50,6,12,50,,,,1,6,13,100,1,0,2,15000,0,2,2,3
3,18,1817,2,572,189137,1,1,12,3,1,2,,,,1,1,1,0,,30,12,50,20,12,50,,,,2,,,,1,0,3,35000,0,2,2,2
3,18,1817,2,572,189137,2,2,,,,1,5,3,1,1,0,1,0,,,,,5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,572,189139,1,1,4,3,1,2,,,,1,1,1,0,,6,12,50,4,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189139,2,1,8,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,2,2
3,18,1817,2,572,189139,3,1,4,3,1,2,,,,1,1,1,0,,6,12,50,5,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189140,1,1,3,3,1,1,2,3,1,1,1,1,0,,10,12,50,20,12,50,,,,1,40,12,50,1,0,2,18000,1000,2,2,3
3,18,1817,2,572,189140,2,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,2
3,18,1817,2,572,189140,3,1,12,3,1,2,,,,1,0,1,0,,,,,4,12,50,,,,2,,,,2,,,,,3,2,2
3,18,1817,2,572,189140,4,2,,,,2,,,,1,1,1,0,,1,12,50,2,12,50,,,,1,4,12,50,1,0,1,12500,400,2,2,2
3,18,1817,2,572,189140,5,2,,,,2,,,,1,1,1,0,,3,12,50,3,12,50,,,,2,,,,1,0,1,14000,500,2,2,3
3,18,1817,2,572,189141,1,2,,,,2,,,,1,1,1,0,,5,12,50,4,12,50,,,,2,,,,1,0,2,12000,1000,2,2,3
3,18,1817,2,572,189141,2,2,,,,2,,,,1,1,1,0,,5,12,50,3,12,50,,,,2,,,,1,0,1,7000,400,2,2,3
3,18,1817,2,572,189141,3,1,6,3,1,2,,,,1,0,1,0,,,,,3,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189142,1,1,4,3,1,2,,,,1,1,1,0,,5,12,50,10,12,50,,,,2,,,,1,2,0,,,2,2,2
3,18,1817,2,572,189142,2,1,6,3,1,2,,,,1,0,1,0,,,,,3,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189143,1,1,10,3,1,1,5,3,1,1,1,1,0,,10,12,50,10,12,50,,,,2,,,,1,0,2,15000,0,2,2,2
3,18,1817,2,572,189143,2,2,,,,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189143,3,1,5,3,1,2,,,,1,1,1,0,,3,12,50,3,12,50,,,,2,,,,1,0,2,3000,0,2,2,3
3,18,1817,2,572,189143,4,1,5,3,1,2,,,,1,1,0,0,,5,12,50,,,,,,,2,,,,1,0,2,4000,0,2,2,3
3,18,1817,2,572,189143,5,2,,,,2,,,,1,1,0,0,,5,12,50,,,,,,,1,5,12,50,1,0,2,3000,0,2,2,3
3,18,1817,2,572,189143,7,1,3,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,1,0,2,3000,0,2,2,3
3,18,1817,2,572,189143,8,2,,,,2,,,,1,1,0,0,,4,12,50,,,,,,,2,,,,1,0,2,3000,0,2,2,2
3,18,1817,2,572,189144,1,1,2,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,572,189144,2,1,1,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,1,1,0,,,2,2,3
3,18,1817,2,572,189144,3,1,1,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,1,1,0,,,2,2,3
3,18,1817,2,572,189144,4,1,5,3,1,2,,,,1,1,1,0,,5,12,50,5,12,50,,,,1,5,13,100,1,0,2,10000,0,2,2,3
3,18,1817,2,572,189144,5,1,3,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,1,0,1,5000,0,2,2,3
3,18,1817,2,726,189147,1,1,2,3,1,2,,,,1,1,0,0,,3,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,726,189148,2,1,4,3,1,1,2,3,1,1,1,1,0,,4,12,50,6,12,50,,,,1,6,13,100,1,0,5,20000,0,2,2,3
3,18,1817,2,726,189148,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,3
3,18,1817,2,726,189149,1,2,,,,1,2,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,726,189149,2,1,3,3,1,2,,,,1,1,1,0,,2,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,726,189150,2,1,18,3,1,1,2,3,1,1,1,1,0,,15,12,50,7,12,50,,,,1,5,13,100,2,,,,,2,1,2
3,18,1817,2,726,189150,3,1,3,3,1,1,1,3,1,2,,,,,,,,,,,,,,1,5,13,100,2,,,,,2,1,2
3,18,1817,2,726,189150,4,1,3,3,1,1,2,3,1,2,,,,,,,,,,,,,,1,5,13,100,2,,,,,2,1,2
3,18,1817,2,726,189150,10,1,7,3,1,1,5,3,1,1,0,1,0,,,,,10,12,50,,,,2,,,,2,,,,,2,1,1
3,18,1817,2,726,189151,1,1,7,3,1,1,4,3,1,1,1,1,0,,3,12,50,6,12,50,,,,1,2,13,100,2,,,,,2,1,2
3,18,1817,2,726,189154,1,1,7,3,1,2,,,,1,0,1,0,,,,,1,12,50,,,,1,3,12,50,2,,,,,3,1,2
3,18,1817,2,726,189154,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,13,100,1,0,1,2000,0,2,1,2
3,18,1817,2,726,189155,1,2,,,,1,1,3,1,1,1,0,0,,0.5,12,50,,,,,,,2,,,,1,0,1,1,1000,2,2,3
3,18,1817,2,726,189156,1,1,6,3,1,1,2,3,1,1,1,1,0,,4,12,50,8,12,50,,,,2,,,,1,0,1,21000,1600,2,2,3
3,18,1817,2,726,189156,2,1,9,3,1,1,3,3,1,1,1,1,0,,7,12,50,16,12,50,,,,1,11,12,50,2,,,,,3,1,2
3,18,1817,2,726,189156,3,1,19,3,1,1,9,3,1,1,1,1,0,,13,12,50,27,12,50,,,,1,41,12,50,2,,,,,3,1,2
3,18,1817,2,880,189157,1,1,6,3,1,1,2,3,1,1,1,1,0,,6,12,50,4,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,880,189158,1,1,5,3,1,1,2,3,1,1,1,1,0,,4,12,50,5,12,50,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,880,189159,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,880,189160,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,880,189162,1,1,5,3,1,2,,,,1,1,0,0,,10,12,50,,,,,,,2,,,,2,,,,,3,2,3
3,18,1817,2,880,189162,2,1,5,3,1,2,,,,1,1,0,0,,3,12,50,,,,,,,2,,,,2,,,,,2,2,3
3,18,1817,2,880,189164,1,1,3,3,1,2,,,,1,1,1,0,,1.5,12,50,1.5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,880,189165,1,1,1,3,1,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,880,189165,2,1,4,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,880,189167,1,1,6,3,1,2,,,,1,1,0,0,,6,12,50,,,,,,,2,,,,1,1,1,5000,0,2,2,2
3,18,1817,2,880,189167,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1817,2,880,189168,1,1,2,3,1,2,,,,1,1,0,0,,18,12,50,,,,,,,2,,,,2,,,,,2,1,2
3,18,1817,2,880,189168,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,1,1
3,18,1818,2,76,189169,1,1,3,3,1,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,1,5,13,100,2,,,,,1,1,1
3,18,1818,2,76,189169,2,1,5,3,1,2,,,,1,1,1,0,,5,12,50,7,12,50,,,,1,5,12,50,2,,,,,2,1,1
3,18,1818,2,76,189169,4,1,2,3,1,1,1,3,1,2,,,,,,,,,,,,,,1,8,13,100,2,,,,,1,1,2
3,18,1818,2,76,189170,1,1,1,3,1,1,1,3,1,1,1,1,0,,1,12,50,1,12,50,,,,1,6,13,100,2,,,,,2,1,1
3,18,1818,2,76,189170,2,2,,,,2,,,,1,1,1,0,,0.5,12,50,0.5,12,50,,,,1,5,13,100,2,,,,,1,2,2
3,18,1818,2,76,189170,3,2,,,,1,1,3,1,1,1,1,0,,0.5,12,50,0.5,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1818,2,76,189170,4,2,,,,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,2,,,,,2,2,2
3,18,1818,2,76,189170,5,1,1,3,1,1,1,3,1,1,1,1,0,,1,12,50,1,12,50,,,,1,6,13,100,2,,,,,2,2,2
3,18,1818,2,76,189171,1,2,,,,2,,,,1,1,1,0,,0.5,12,50,0.5,12,50,,,,1,18,12,50,2,,,,,1,2,3
3,18,1818,2,76,189171,2,2,,,,2,,,,1,1,1,0,,0.5,12,50,1,12,50,,,,1,20,13,100,1,1,0,,,1,2,3
3,18,1818,2,76,189171,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,3
3,18,1818,2,76,189173,1,2,,,,2,,,,1,1,1,0,,1,12,50,2,12,50,,,,1,35,12,50,1,0,1,2500,0,1,2,3
3,18,1818,2,76,189173,2,2,,,,2,,,,1,1,1,0,,1,12,50,2,12,50,,,,1,40,12,50,1,0,1,1700,0,1,2,3
3,18,1818,2,76,189174,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,18,1818,2,76,189175,1,1,12,3,1,2,,,,2,,,,,,,,,,,,,,1,12,12,50,1,2,2,15000,0,2,2,2
3,18,1818,2,76,189175,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,11,25,2,,,,,3,2,3
3,18,1818,2,76,189175,3,1,12,3,1,2,,,,1,1,1,0,,3,11,25,2,11,25,,,,2,,,,2,,,,,2,2,2
3,18,1818,2,76,189175,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,11,25,2,,,,,2,2,3
3,18,1818,2,76,189176,1,1,1,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,10,12,50,2,,,,,3,2,3
3,18,1818,2,76,189176,2,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,1,0,1,2000,0,2,2,3
3,18,1818,2,76,189176,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,44,12,50,1,0,1,2000,0,2,2,3
3,18,1818,2,76,189178,1,1,3,3,1,2,,,,1,1,1,0,,2,12,50,3,12,50,,,,1,44,12,50,2,,,,,3,2,3
3,18,1818,2,76,189178,2,2,,,,2,,,,1,1,1,0,,2,12,50,4,12,50,,,,1,50,12,50,2,,,,,3,2,3
3,18,1818,2,76,189179,1,1,1,3,1,2,,,,1,1,1,0,,1,12,50,3,12,50,,,,1,20,12,50,1,0,2,7000,0,2,2,3
3,18,1818,2,76,189179,2,2,,,,2,,,,1,0,1,0,,,,,2,12,50,,,,1,30,12,50,1,0,4,10000,0,2,2,3
3,18,1818,2,76,189179,3,1,1,3,1,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,1,0,1,2000,0,2,2,3
3,18,1818,2,76,189180,1,1,2,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,1,2,0,,,2,2,3
3,18,1818,2,76,189180,2,1,2,3,1,2,,,,1,1,1,0,,3,12,50,3,12,50,,,,1,60,12,50,2,,,,,3,2,3
3,18,1818,2,76,189180,3,1,6,3,1,2,,,,1,1,1,0,,1,12,50,2,12,50,,,,2,,,,1,2,0,,,2,2,3
3,18,1818,2,76,189180,4,2,,,,2,,,,1,0,1,0,,,,,3,12,50,,,,1,30,12,50,1,1,0,,,2,2,3
3,18,1819,1,818,189181,2,1,6,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,1,1,2
3,18,1819,1,818,189181,4,1,12,3,1,2,,,,1,1,1,0,,4,12,50,4,12,50,,,,2,,,,2,,,,,2,2,1
3,18,1819,1,818,189184,1,1,1,3,1,2,,,,1,1,1,0,,3,12,50,2,12,50,,,,1,250,12,50,1,0,1,1500,0,1,2,3
3,18,1819,1,818,189188,1,1,2,3,1,2,,,,1,1,1,0,,2,12,50,4,12,50,,,,1,3,11,25,1,0,1,4000,500,2,2,3
3,18,1819,1,818,189192,1,2,,,,2,,,,1,1,1,0,,3,12,50,2,12,50,,,,1,80,12,50,1,0,1,3000,0,2,2,3
3,18,1821,2,24,189193,1,2,,,,2,,,,1,1,1,0,,3,12,50,4,12,50,,,,1,10,13,100,2,,,,,2,1,2
3,18,1821,2,24,189193,2,1,2,3,1,2,,,,1,1,1,0,,0.5,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
