"zone","state","lga","sector","ea","hhid","plotid","sa2bq2a","sa2bq2","sa2bq3","sa2bq3a","sa2bq4","sa2bq4a__1","sa2bq4a__2","sa2bq4a__3","sa2bq4a__4","sa2bq4a__5","sa2bq5a","sa2bq5","sa2bq6","sa2bq6a","sa2bq7","sa2bq7a__1","sa2bq7a__2","sa2bq7a__3","sa2bq7a__4","sa2bq7a__5","sa2bq8a","sa2bq8","sa2bq9","sa2bq9a","sa2bq10","sa2bq10a__1","sa2bq10a__2","sa2bq10a__3","sa2bq10a__4","sa2bq10a__5","sa2bq13a","sa2bq14a","sa2bq15a","sa2bq16a","sa2bq17a__1","sa2bq17a__2","sa2bq17a__3","sa2bq17a__4","sa2bq17a__5","sa2bq13b","sa2bq14b","sa2bq15b","sa2bq16b","sa2bq17b__1","sa2bq17b__2","sa2bq17b__3","sa2bq17b__4","sa2bq17b__5","sa2bq13c","sa2bq14c","sa2bq15c","sa2bq16c","sa2bq17c__1","sa2bq17c__2","sa2bq17c__3","sa2bq17c__4","sa2bq17c__5"
2,5,503,2,246,59024,4,1,3,7,4,2000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59024,5,1,3,2,8,2000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,2,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,503,2,246,59024,6,1,3,6,7,2000,0,1,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,503,2,246,59024,7,0,,,,,,,,,,0,,,,,,,,,,1,3,5,4,2000,0,1,1,0,1,1,2,3,4,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,406,59026,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,0,0,0,0,1,0,,,,,,,,,1,3,3,5,0,0,0,0,1
2,5,504,2,406,59026,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,5,0,0,0,0,1,0,,,,,,,,,1,6,4,5,0,0,0,0,1
2,5,504,2,406,59027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,406,59027,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,2,3,0,0,1,0,1
2,5,504,2,406,59028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,14,6,0,0,0,0,1,0,,,,,,,,,1,2,14,4,0,0,0,0,1
2,5,504,2,406,59028,2,1,4,7,6,400,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,1,14,6,0,0,0,0,1,0,,,,,,,,,1,4,14,4,0,0,0,0,1
2,5,504,2,406,59028,3,1,4,10,5,400,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,1,14,6,0,0,0,0,1,0,,,,,,,,,1,4,14,4,0,0,0,0,1
2,5,504,2,406,59028,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,14,6,0,0,0,0,1,0,,,,,,,,,1,4,14,4,0,0,0,0,1
2,5,504,2,406,59030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,15,6,0,1,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,406,59030,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,13,6,0,1,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,406,59030,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,6,0,1,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,406,59032,2,1,6,3,6,1000,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59032,3,1,6,2,6,1000,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59032,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,6,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,406,59034,1,1,4,3,3,300,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59034,3,1,4,4,5,1000,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59035,1,1,3,2,3,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,406,59035,2,1,2,3,3,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,1,1,4,5,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,2,1,3,4,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,4,1,2,4,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,5,1,2,4,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59039,1,1,2,4,3,300,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59039,2,1,2,3,4,500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,1,1,5,1,4,500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,1,7,1,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59040,2,1,3,2,5,1500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,1,10,1,5,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59041,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,6,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59041,3,1,4,4,5,1500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,1,1,3,3,5,1000,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,5,2,5,0,0,1,0,0,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59043,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,6,0,0,0,0,1,0,,,,,,,,,1,3,5,6,0,0,0,0,1
2,5,504,2,1162,59043,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,6,0,0,0,0,1,0,,,,,,,,,1,4,5,6,0,0,0,0,1
2,5,504,2,1162,59044,1,1,3,4,7,600,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,5,6,0,0,0,0,1,0,,,,,,,,,1,6,3,7,0,0,0,0,1
2,5,504,2,1162,59044,2,1,4,2,7,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,4,3,7,0,0,0,0,1,0,,,,,,,,,1,2,3,5,0,0,0,0,1
2,5,504,2,1162,59046,2,1,7,2,5,1000,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,5,1,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59046,3,1,9,2,5,1100,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59046,4,1,5,1,5,1000,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,2,1,3,2,6,1000,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,3,1,2,3,6,1000,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,2,6,0,0,0,0,1
2,5,504,2,1162,59047,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,7,0,0,0,0,1,0,,,,,,,,,1,6,1,7,0,0,0,0,1
2,5,504,2,1162,59047,7,1,4,2,7,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,2,6,0,0,0,0,1,0,,,,,,,,,1,5,2,6,0,0,0,0,1
2,5,504,2,1162,59048,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,2,6,0,0,1,0,1
2,5,504,2,1162,59048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,7,0,0,1,0,1,0,,,,,,,,,1,2,1,6,0,0,1,0,0
2,5,504,2,1162,59048,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,7,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,504,2,1162,59048,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,0,0,1,0,0,0,,,,,,,,,1,3,2,6,0,0,1,0,1
2,5,505,2,1292,59049,1,1,5,2,5,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,2,1,4,2,5,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,1,1,5,15,5,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,15,5,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59050,2,1,3,9,5,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,9,5,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59050,3,1,3,4,5,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,4,5,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59052,1,1,3,5,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59052,2,1,5,3,4,700,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,1,1,3,4,6,1500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,2,1,3,4,6,1500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59057,1,1,2,3,5,300,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,2,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59057,2,1,2,2,5,400,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,1,2,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59058,2,1,5,3,5,800,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59058,3,1,3,2,5,600,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,2,1,2,3,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,3,1,2,2,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,4,1,2,4,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,5,1,2,2,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,6,1,2,3,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,2,1,3,2,5,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,2,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1292,59060,3,1,1,3,5,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,1,5,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59062,1,1,3,4,5,600,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,5,1,5,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59063,1,1,3,5,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,2,1,2,4,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,1,1,6,5,4,500,0,0,1,0,1,1,4,4,4,400,0,0,0,0,1,1,7,4,4,300,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,2,1,3,3,4,600,0,0,1,0,1,0,,,,,,,,,,1,5,4,4,300,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59066,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59067,1,1,5,1,7,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,1,1,3,3,3,400,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,2,2,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59068,2,1,2,2,2,300,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,2,2,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59068,3,1,2,1,3,400,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59069,2,1,3,3,6,1200,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59069,3,1,5,5,6,1200,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,2,1,4,3,5,800,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,3,1,3,3,5,800,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,4,1,2,3,4,800,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,505,2,1716,59071,1,1,4,1,5,600,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,1,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,505,2,1716,59072,2,1,2,4,5,800,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,2,4,0,0,0,0,1,0,,,,,,,,,1,4,2,4,0,0,0,0,1
2,5,505,2,1716,59072,3,1,4,3,5,800,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,3,4,0,0,0,0,1,0,,,,,,,,,1,3,3,4,0,0,0,0,1
2,5,505,2,1716,59072,4,1,4,3,5,800,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,2,2,4,0,0,0,0,1,0,,,,,,,,,1,4,2,4,0,0,0,0,1
2,5,506,2,696,59073,1,1,4,1,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,2,1,4,1,4,900,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,3,1,2,1,2,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,4,1,3,1,4,1000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,5,1,2,1,2,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59073,6,1,1,1,2,700,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,1,1,6,3,6,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,2,1,6,3,6,500,0,0,0,0,1,1,4,3,6,500,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,3,1,6,5,6,500,0,0,0,0,1,1,4,3,6,500,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,4,1,4,5,6,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59075,5,1,5,3,5,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59076,1,1,3,5,4,1500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,3,4,0,0,0,0,1
2,5,506,2,696,59076,2,1,2,2,4,1500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,1,2,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59076,3,1,5,2,4,2000,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,1,1,2,2,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59077,1,1,3,1,3,700,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,1,2,0,0,0,0,1
2,5,506,2,696,59077,3,1,2,2,3,700,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59077,4,1,1,1,3,700,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59077,5,1,2,1,4,900,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59078,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,0,0,0,0,1,1,2,2,3,1,0,1,0,0,1,2,3,3,0,0,0,1,0
2,5,506,2,696,59078,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,0,0,0,0,1,0,,,,,,,,,1,4,2,4,0,0,0,0,1
2,5,506,2,696,59078,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59078,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59079,4,1,4,2,2,500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59081,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59081,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59083,2,1,5,1,6,800,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59083,3,1,2,1,6,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59083,5,0,,,,,,,,,,1,5,1,6,400,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59083,6,0,,,,,,,,,,1,5,1,6,400,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59083,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,6,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59083,11,1,2,2,6,500,0,0,0,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59084,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59084,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,0,0,0,0,1,0,,,,,,,,,0,,,,,,,,
2,5,506,2,696,59084,4,1,5,1,4,1000,0,0,0,0,1,1,6,1,4,700,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,696,59084,5,1,5,1,4,1000,0,0,0,0,1,1,6,1,4,700,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59085,3,1,4,7,6,1000,0,1,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59085,4,1,10,5,6,1000,0,1,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10,7,0,0,0,0,1,0,,,,,,,,,1,3,7,5,0,0,0,0,1
2,5,507,2,230,59088,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,6,0,0,0,0,1,0,,,,,,,,,1,3,6,3,0,0,0,0,1
2,5,507,2,230,59089,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,5,0,0,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,507,2,230,59090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,6,0,0,0,0,1,,,,,,,,,,1,3,7,6,0,0,0,0,1
2,5,507,2,230,59090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,6,0,0,0,0,1,0,,,,,,,,,1,3,5,5,0,0,0,0,1
2,5,507,2,230,59092,1,1,7,6,6,1500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,1,3,2,3,0,0,1,0,0,0,,,,,,,,,0,,,,,,,,
2,5,507,2,230,59092,2,1,7,3,5,1500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59092,3,1,7,2,5,1500,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59093,1,1,3,2,3,500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59093,3,1,4,4,3,500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,6,0,1,1,0,1,0,,,,,,,,,0,,,,,,,,
2,5,507,2,230,59094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,6,0,1,1,0,1,0,,,,,,,,,1,3,3,5,0,0,0,1,1
2,5,507,2,230,59095,1,1,6,5,4,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59095,2,1,3,5,4,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59095,3,1,2,3,4,500,0,0,1,0,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,507,2,230,59095,4,1,5,4,4,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59097,1,1,4,2,5,500,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59097,2,1,3,1,5,500,0,0,1,0,0,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,2,4,0,0,1,0,1
2,5,509,2,1064,59098,1,1,5,6,4,700,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59098,2,1,3,5,4,700,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59098,3,1,4,5,4,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59098,4,1,3,5,4,500,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59098,5,1,4,3,4,700,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,509,2,1064,59098,7,1,4,3,4,700,0,0,1,1,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
