"zone","state","lga","sector","ea","hhid","plotid","indiv","sa2aq1b","sa2aq1c","sa2aq1d__1","sa2aq1d__2","sa2aq1d__3","sa2aq1d__4","sa2aq1d__5","sa2aq1d__6"
6,13,1312,1,24,139103,1,2,4,3,0,0,0,0,1,0
6,13,1312,1,24,139103,1,3,3,3,0,0,0,0,1,0
6,13,1312,1,24,139103,2,1,5,5,0,0,0,0,1,0
6,13,1312,1,24,139104,5,1,5,3,0,0,0,0,1,0
6,13,1312,1,24,139105,1,1,5,3,0,0,0,0,1,0
6,13,1312,1,24,139105,1,2,3,2,0,0,0,0,1,0
6,13,1312,1,24,139105,1,4,2,3,0,1,0,0,1,0
6,13,1312,1,24,139106,1,1,40,5,0,0,1,0,1,0
6,13,1312,1,24,139106,1,2,28,5,0,0,1,0,1,0
6,13,1312,1,24,139107,1,4,18,3.5,0,1,1,0,0,0
6,13,1312,1,24,139107,1,5,15,4,0,1,1,0,0,0
6,13,1315,1,264,139112,1,1,25,4,0,0,0,0,1,0
6,13,1315,1,264,139112,1,6,10,5,0,0,0,0,1,0
6,13,1315,1,264,139113,1,1,5,3,0,0,1,0,0,0
6,13,1315,1,264,139114,1,1,3,4,1,0,1,0,0,0
6,13,1315,1,264,139116,2,1,3,6,0,1,1,0,1,1
6,13,1315,1,264,139116,3,1,2,6,0,0,1,0,0,1
6,13,1316,1,1236,139119,2,1,25,8,1,1,0,0,1,0
6,13,1316,1,1236,139119,2,2,18,5,0,1,1,0,0,0
6,13,1316,1,1236,139119,3,1,20,6,0,1,1,0,1,0
6,13,1316,1,1236,139119,3,2,17,5,0,0,0,0,1,0
6,13,1316,1,1236,139121,3,2,42,6,1,0,0,0,1,1
6,13,1316,1,1236,139121,3,3,19,5,0,0,1,0,1,0
6,13,1316,1,1236,139121,4,2,18,4,0,1,1,0,1,0
6,13,1316,1,1236,139121,4,3,15,5,0,1,1,0,1,0
6,13,1316,1,1236,139121,5,6,15,5,0,0,0,0,1,0
6,13,1316,1,1236,139121,5,9,30,6,0,0,1,0,1,0
6,13,1316,1,1236,139121,6,6,15,5,0,0,1,0,0,0
6,13,1316,1,1236,139121,6,9,20,5,1,1,0,0,0,0
6,13,1316,1,1236,139123,1,1,30,2,0,0,1,0,0,1
6,13,1316,1,1236,139123,1,2,20,1,0,0,1,0,0,0
6,13,1316,1,1236,139123,2,1,110,2,0,1,1,1,1,1
6,13,1316,1,1236,139123,2,2,15,6,0,1,0,0,1,0
6,13,1316,1,1236,139123,3,1,20,6,1,1,0,1,1,1
6,13,1316,1,1236,139123,3,2,26,2,0,1,0,0,1,0
6,13,1316,1,1236,139124,1,1,11,5,0,0,1,0,0,0
6,13,1316,1,1236,139124,2,1,40,5,0,1,1,0,1,1
6,13,1316,1,1236,139124,3,1,30,5,1,1,1,1,1,1
6,13,1316,1,1236,139125,1,1,10,5,0,0,0,0,1,1
6,13,1316,1,1236,139125,1,2,20,10,0,0,0,0,1,0
6,13,1316,1,1236,139125,1,3,20,5,0,0,0,0,1,0
6,13,1316,1,1236,139125,2,1,40,4,1,1,1,1,1,1
6,13,1316,1,1236,139125,2,2,20,4,0,0,0,0,1,0
6,13,1316,1,1236,139125,2,3,10,4,0,0,0,0,1,0
6,13,1316,1,1236,139127,1,2,9,3,0,0,1,0,0,0
6,13,1316,1,1236,139130,1,1,5,4,0,0,0,0,1,0
6,13,1312,1,24,139144,1,1,20,6,0,0,1,1,1,1
6,13,1312,1,24,139144,1,5,15,4,0,0,1,0,1,0
6,13,1310,1,762,139150,2,1,7,3,0,0,1,0,1,1
6,13,1310,1,762,139150,2,2,7,2,0,0,1,0,0,0
6,13,1310,1,762,139150,3,1,1,4,0,0,0,0,1,1
6,13,1310,1,762,139150,3,2,1,4,0,0,0,0,1,0
6,13,1310,1,762,139152,2,1,10,3,0,1,1,0,0,0
6,13,1310,1,762,139153,1,1,15,2,0,0,1,0,1,1
6,13,1310,1,762,139153,2,1,15,3,1,1,1,0,1,0
4,14,1401,2,1116,140001,1,2,2,5,0,0,1,0,1,0
4,14,1401,2,1116,140001,2,2,2,3,0,0,1,0,1,0
4,14,1401,2,1116,140001,3,2,1,4,0,0,1,0,0,0
4,14,1401,2,1116,140001,4,2,3,3,0,0,0,0,1,0
4,14,1401,2,1116,140003,1,2,3,8,0,0,1,0,0,0
4,14,1401,2,1116,140003,2,2,3,8,0,0,1,0,1,0
4,14,1401,2,1116,140003,3,2,3,8,0,1,1,0,0,0
4,14,1401,2,1116,140003,4,2,3,8,0,0,1,0,0,1
4,14,1401,2,1116,140004,1,1,10,12,1,1,0,0,0,1
4,14,1401,2,1116,140004,1,2,10,12,1,1,1,0,1,0
4,14,1401,2,1116,140004,2,1,24,3,1,1,0,0,0,1
4,14,1401,2,1116,140004,2,2,24,3,1,1,1,0,0,0
4,14,1401,2,1116,140004,3,1,15,5,1,0,0,0,0,1
4,14,1401,2,1116,140004,3,2,10,5,0,0,1,0,0,0
4,14,1401,2,1116,140004,5,1,15,7,1,1,0,1,1,1
4,14,1401,2,1116,140004,5,2,15,7,1,1,1,0,1,0
4,14,1401,2,1116,140006,1,2,3,6,0,0,1,0,0,0
4,14,1401,2,1116,140006,3,2,1,6,0,0,1,0,0,0
4,14,1401,2,1116,140007,1,1,15,3,1,0,0,1,0,1
4,14,1401,2,1116,140007,1,2,10,4,1,0,1,0,1,0
4,14,1401,2,1116,140007,1,6,2,1,0,0,1,0,0,0
4,14,1401,2,1116,140007,3,1,80,7,1,0,0,1,1,1
4,14,1401,2,1116,140007,3,2,30,7,0,0,1,0,1,0
4,14,1401,2,1116,140007,4,1,20,5,0,0,0,0,1,1
4,14,1401,2,1116,140007,4,2,20,5,0,0,1,0,0,0
4,14,1401,2,1116,140009,1,1,10,6,0,0,1,0,1,1
4,14,1401,2,1116,140009,2,1,12,6,0,0,1,0,1,1
4,14,1401,2,1116,140009,2,2,8,6,0,0,1,0,1,0
4,14,1401,2,1116,140009,3,1,18,7,0,0,1,0,0,1
4,14,1401,2,1116,140009,3,2,8,5,0,0,1,0,0,1
4,14,1401,2,1116,140010,1,2,3,2,0,0,0,0,1,0
4,14,1401,2,1116,140010,1,3,8,2,0,0,0,0,1,0
4,14,1401,2,1116,140010,2,2,2,1,0,0,0,0,1,1
4,14,1401,2,1116,140010,2,3,2,2,0,0,0,0,1,0
4,14,1408,2,1996,140023,1,1,30,3,0,0,1,1,1,1
4,14,1408,2,1996,140023,1,2,20,2,0,0,1,0,1,0
4,14,1408,2,1996,140023,2,1,2,2,0,0,1,1,1,1
4,14,1408,2,1996,140023,3,1,1,3,0,0,0,1,0,1
4,14,1408,2,1996,140023,3,2,1,2,0,0,1,0,0,0
4,14,1408,2,1996,140023,4,1,3,2,0,0,0,1,1,1
4,14,1408,2,1996,140023,4,2,3,3,0,0,1,0,1,0
4,14,1408,2,1996,140024,1,2,2,4,0,0,0,0,1,0
4,14,1408,2,1996,140025,1,1,3,3,0,0,1,0,1,0
4,14,1408,2,1996,140025,1,2,2,2,0,0,1,0,0,0
4,14,1408,2,1996,140025,2,1,2,2,0,0,1,0,1,0
4,14,1408,2,1996,140025,2,2,1,3,0,0,0,0,1,0
4,14,1408,2,1996,140026,1,1,9,7,0,0,1,0,1,1
4,14,1408,2,1996,140026,2,1,3,2,0,0,1,0,1,1
4,14,1408,2,1996,140027,1,1,3,4,0,0,1,0,0,0
4,14,1408,2,1996,140027,2,2,2,5,0,0,1,0,0,0
4,14,1408,2,1996,140030,1,1,40,7,1,1,1,1,1,1
4,14,1408,2,1996,140030,1,2,20,3,0,0,1,0,1,0
4,14,1408,2,1996,140030,2,1,20,5,0,0,0,1,1,1
4,14,1408,2,1996,140030,2,2,20,2,0,0,1,0,1,0
4,14,1408,2,1996,140030,3,1,20,5,0,1,1,1,1,1
4,14,1408,2,1996,140030,3,2,10,5,0,1,1,1,1,0
4,14,1408,2,1996,140030,4,1,15,2,0,1,1,1,1,1
4,14,1408,2,1996,140030,4,2,25,3,0,1,1,0,1,0
4,14,1406,2,694,140062,1,1,1,2,0,0,0,0,1,0
4,14,1406,2,694,140063,1,1,2,4,0,0,0,0,1,0
4,14,1406,2,694,140063,2,1,3,4,0,0,1,0,0,0
4,14,1406,2,694,140065,1,2,3,2,0,0,1,0,1,0
4,14,1406,2,694,140065,1,4,5,2,0,0,1,0,1,0
4,14,1406,2,694,140065,2,2,5,2,0,0,1,0,1,1
4,14,1406,2,694,140065,3,2,5,1,0,0,1,0,1,0
4,14,1406,2,694,140065,4,2,5,2,0,0,1,0,0,1
4,14,1406,2,694,140065,4,4,1,3,0,0,0,0,1,0
4,14,1406,2,694,140065,4,8,1,3,0,0,0,0,1,0
4,14,1406,2,694,140066,1,1,13,3,0,0,1,1,1,0
4,14,1406,2,694,140066,2,1,9,3,0,0,1,1,1,0
4,14,1406,2,694,140066,3,1,10,3,0,0,1,1,1,0
4,14,1406,2,694,140066,4,1,9,3,0,0,1,0,1,0
4,14,1406,2,694,140067,1,2,15,4,0,0,1,1,0,1
4,14,1406,2,694,140067,2,2,10,4,0,0,1,1,0,1
4,14,1406,2,694,140068,1,2,5,2,0,0,1,0,1,0
4,14,1406,2,694,140069,1,1,2,1,0,0,0,0,0,1
4,14,1406,2,694,140069,1,2,3,2,0,0,1,0,1,0
4,14,1406,2,694,140069,2,1,1,3,0,0,1,0,0,1
4,14,1406,2,694,140069,2,2,4,2,0,0,1,0,0,0
4,14,1406,2,694,140069,3,2,4,2,0,0,1,0,1,0
4,14,1406,2,694,140070,1,2,6,3,0,0,1,0,0,0
4,14,1406,2,694,140070,2,2,5,2,0,0,1,0,0,0
4,14,1413,2,670,140072,1,1,30,6,0,0,1,0,1,1
4,14,1413,2,670,140072,1,2,20,6,0,1,1,0,1,1
4,14,1413,2,670,140072,1,6,15,4,0,0,1,0,1,0
4,14,1413,2,670,140072,2,1,15,6,0,0,1,0,1,1
4,14,1413,2,670,140072,2,2,25,6,0,0,1,1,1,1
4,14,1413,2,670,140072,4,1,15,6,0,1,1,0,0,1
4,14,1413,2,670,140072,4,2,20,5,0,0,1,0,1,1
4,14,1413,2,670,140074,1,1,10,5,0,0,1,1,1,1
4,14,1413,2,670,140074,2,1,30,5,1,0,1,1,1,1
4,14,1413,2,670,140075,1,2,30,2,0,0,1,1,1,1
4,14,1413,2,0,140076,1,1,2,2,0,0,0,0,1,0
4,14,1413,2,0,140076,1,2,4,6,0,0,1,0,1,0
4,14,1413,2,670,140078,1,1,3,6,0,0,1,0,1,0
4,14,1413,2,670,140078,1,5,3,6,0,0,0,0,1,0
4,14,1413,2,670,140078,1,6,3,6,0,0,1,0,1,0
4,14,1413,2,670,140078,2,1,2,3,0,0,1,0,1,0
4,14,1413,2,670,140078,2,5,2,3,0,0,1,0,1,0
4,14,1413,2,670,140078,2,6,2,3,0,0,1,0,1,0
4,14,1413,2,670,140079,1,1,4,10,0,0,1,0,1,0
4,14,1413,2,670,140079,1,2,4,10,0,0,1,0,1,0
4,14,1413,2,670,140079,1,5,4,5,0,0,1,0,1,0
4,14,1413,2,670,140079,1,6,4,5,0,0,1,0,1,0
4,14,1413,2,670,140079,2,1,2,5,0,0,1,0,1,0
4,14,1413,2,670,140079,2,2,2,5,0,0,1,0,1,0
4,14,1413,2,670,140079,2,5,3,5,0,0,1,0,1,0
4,14,1413,2,670,140079,2,6,3,5,0,0,1,0,1,0
4,14,1413,2,670,140080,1,1,3,4,0,0,1,0,1,0
4,14,1410,2,236,140082,1,1,8,4,1,0,1,0,0,0
4,14,1410,2,236,140083,1,1,15,3,0,1,1,1,0,0
4,14,1410,2,236,140083,2,1,18,3,0,0,0,0,1,1
4,14,1410,2,236,140084,1,3,15,5,0,0,1,0,1,0
4,14,1410,2,236,140084,2,3,10,6,0,0,0,0,1,0
4,14,1410,2,236,140084,2,4,10,4,0,0,0,0,1,0
4,14,1410,2,236,140084,2,6,10,4,0,0,0,0,1,0
4,14,1410,2,236,140085,1,1,3,2,0,0,1,0,1,0
4,14,1410,2,236,140085,1,3,5,2,0,0,1,0,1,0
4,14,1410,2,236,140085,1,8,10,2,1,0,0,0,1,0
4,14,1410,2,236,140085,2,1,5,1,0,0,1,0,0,0
4,14,1410,2,236,140085,2,3,5,2,0,0,0,0,1,0
4,14,1410,2,236,140085,2,8,5,2,0,0,1,0,1,0
4,14,1410,2,236,140086,3,2,12,3,0,0,1,1,0,1
4,14,1410,2,236,140086,4,2,10,4,0,0,1,1,1,0
4,14,1410,2,236,140087,1,2,4,2,0,0,0,0,1,1
4,14,1410,2,236,140087,2,1,2,1,0,0,0,0,1,1
4,14,1410,2,236,140087,2,2,4,2,0,0,1,0,1,0
4,14,1410,2,236,140089,3,1,4,5,0,0,1,0,1,0
4,14,1410,2,236,140089,4,1,5,4,0,0,1,0,1,0
4,14,1410,2,236,140089,5,1,2,5,0,0,1,0,1,0
4,14,1410,2,236,140090,1,1,10,4,0,0,1,0,1,0
4,14,1410,2,236,140090,1,2,10,5,0,0,1,0,1,0
4,14,1410,2,236,140090,1,3,10,5,0,0,1,0,1,0
4,14,1410,2,236,140090,2,1,10,4,0,1,0,0,1,0
4,14,1410,2,236,140090,2,2,10,5,0,0,1,0,1,0
4,14,1410,2,236,140090,2,3,10,4,0,0,1,0,1,0
4,14,1410,2,236,140090,5,1,15,5,0,0,1,0,1,0
4,14,1410,2,236,140090,7,1,15,4,0,0,1,0,0,0
4,14,1410,2,236,140090,7,5,15,3,0,0,1,0,0,0
4,14,1416,2,2314,140121,1,6,5,1,0,0,1,0,1,0
4,14,1416,2,2314,140122,1,2,10,4,0,1,1,1,0,1
4,14,1416,2,2314,140124,1,2,4,2,0,0,1,0,0,0
4,14,1416,2,2314,140124,2,2,3,3,0,0,1,0,0,0
4,14,1416,2,2314,140125,1,2,8,3,0,0,1,1,0,0
4,14,1416,2,2314,140126,1,1,2,1,0,0,0,0,1,0
4,14,1416,2,2314,140126,2,1,3,2,0,0,1,0,1,0
4,14,1416,2,2314,140126,3,1,3,1,0,0,1,0,1,0
4,14,1416,2,2314,140127,1,1,9,2,0,0,1,0,0,0
4,14,1416,2,2314,140129,1,4,7,5,0,0,1,0,0,0
4,14,1416,2,2314,140129,1,5,10,3,0,0,1,0,0,1
4,14,1401,2,386,149001,1,1,8,5,0,0,1,0,0,1
4,14,1401,2,386,149001,1,2,8,5,0,0,1,0,0,1
4,14,1401,2,386,149002,1,1,12,5,0,0,1,0,1,1
4,14,1401,2,386,149002,1,2,4,5,0,0,1,0,0,0
4,14,1401,2,386,149007,1,1,4,10,0,0,1,0,1,0
4,14,1401,2,386,149007,1,6,4,6,0,0,1,0,1,0
4,14,1401,2,386,149008,1,1,4,6,0,0,0,0,1,1
4,14,1401,2,386,149008,2,1,4,4,0,0,0,0,1,1
4,14,1401,2,386,149008,2,2,4,3,0,0,0,0,1,0
4,14,1401,2,386,149011,1,1,3,4,0,0,1,0,1,0
4,14,1401,2,386,149011,1,2,2,3,0,0,1,0,1,0
4,14,1401,2,386,149011,2,1,3,3,0,0,1,0,0,0
4,14,1401,2,386,149011,2,2,3,3,0,0,1,0,0,0
4,14,1401,2,386,149011,3,2,3,5,0,0,0,0,1,1
4,14,1401,2,386,149012,1,1,3,4,0,0,1,0,0,0
4,14,1401,2,746,149013,1,1,5,4,0,0,1,0,1,0
4,14,1401,2,746,149013,2,1,5,4,0,1,1,0,1,0
4,14,1401,2,746,149013,3,1,4,3,0,0,1,0,0,0
4,14,1401,2,746,149013,4,1,7,4,0,0,0,0,1,0
4,14,1401,2,746,149013,5,1,2,4,1,0,0,0,1,0
4,14,1401,2,746,149015,4,1,5,3,0,0,0,0,1,0
4,14,1401,2,746,149016,1,2,5,5,0,0,0,0,1,0
4,14,1401,2,746,149016,2,2,2,5,0,0,1,0,0,0
4,14,1401,2,746,149016,4,2,2,2,0,0,0,0,1,0
4,14,1401,2,746,149016,5,1,5,5,0,0,0,0,1,0
4,14,1401,2,746,149016,5,2,5,4,0,0,0,0,1,0
4,14,1401,2,746,149017,2,2,10,3,0,0,0,0,1,0
4,14,1401,2,746,149017,2,5,5,3,0,0,0,0,1,0
4,14,1401,2,746,149017,4,1,5,5,0,0,0,0,1,0
4,14,1401,2,746,149017,4,2,4,3,0,0,0,0,1,0
4,14,1401,2,746,149018,1,1,8,4,0,0,1,1,1,0
4,14,1401,2,746,149018,3,1,10,3,0,0,1,0,0,0
4,14,1401,2,746,149018,4,1,8,5,0,0,1,0,0,0
4,14,1401,2,746,149018,5,1,15,4,0,0,1,0,0,0
4,14,1401,2,746,149019,1,1,12,6,0,0,1,0,0,0
4,14,1401,2,746,149019,1,2,10,5,0,0,1,1,1,0
4,14,1401,2,746,149019,1,3,10,5,0,0,1,1,1,0
4,14,1401,2,746,149019,1,4,8,4,0,0,1,1,1,0
4,14,1401,2,746,149019,2,1,13,6,0,0,1,1,1,0
4,14,1401,2,746,149019,4,1,10,5,0,0,0,0,1,1
4,14,1401,2,746,149019,5,1,8,6,0,0,1,1,1,1
4,14,1401,2,746,149019,5,2,10,5,0,0,1,0,1,0
4,14,1401,2,746,149020,2,1,7,4,0,0,1,1,1,1
4,14,1401,2,746,149020,2,2,7,5,0,0,1,1,1,1
4,14,1401,2,746,149020,3,1,8,5,0,0,1,1,1,0
4,14,1401,2,746,149020,3,2,6,5,0,0,1,1,1,0
4,14,1401,2,746,149020,4,1,7,5,0,0,1,1,1,0
4,14,1401,2,746,149020,4,2,7,5,0,0,1,1,1,0
4,14,1401,2,746,149020,5,1,5,3,0,0,1,1,1,0
4,14,1401,2,746,149020,5,2,5,4,0,0,1,1,1,0
4,14,1401,2,746,149021,1,2,3,4,0,0,0,0,1,1
4,14,1401,2,746,149021,2,1,3,4,0,0,0,0,1,0
4,14,1401,2,746,149021,2,2,5,3,0,0,1,0,1,0
4,14,1401,2,746,149021,3,2,7,3,0,0,1,0,1,0
4,14,1401,2,746,149021,4,1,2,3,0,0,0,0,1,0
4,14,1401,2,746,149021,4,2,4,3,0,0,1,0,1,0
4,14,1401,2,746,149022,1,1,7,4,0,0,1,0,0,1
4,14,1401,2,746,149022,1,2,5,3,0,0,1,0,0,0
4,14,1401,2,746,149022,2,1,3,4,0,0,0,0,1,0
4,14,1401,2,746,149022,2,2,6,4,0,0,1,0,1,0
4,14,1401,2,746,149022,3,1,3,4,0,0,1,1,0,1
4,14,1401,2,746,149022,3,2,6,2,0,0,1,0,1,0
4,14,1401,2,746,149022,4,1,4,3,0,0,0,0,1,0
4,14,1401,2,746,149022,4,2,4,3,0,0,1,0,1,0
4,14,1401,2,746,149023,1,4,3,2,0,0,0,0,1,0
4,14,1401,2,746,149023,2,1,3,2,0,0,0,0,1,1
4,14,1401,2,746,149023,2,4,3,3,0,0,1,0,1,0
4,14,1401,2,746,149023,3,1,4,3,0,0,0,0,1,1
4,14,1401,2,746,149023,3,4,5,2,0,0,1,0,1,0
4,14,1401,2,746,149023,4,1,1,1,0,0,0,0,0,1
4,14,1401,2,746,149023,4,4,3,2,0,0,1,0,0,0
4,14,1401,2,746,149023,5,1,3,3,0,0,0,0,1,0
4,14,1401,2,746,149023,5,4,4,2,0,0,1,0,1,0
4,14,1402,2,1686,149025,1,1,15,5,0,0,0,0,1,1
4,14,1402,2,1686,149026,1,1,16,7,0,0,1,0,0,1
4,14,1402,2,1686,149026,1,3,16,5,0,0,1,0,0,1
4,14,1402,2,1686,149026,2,3,10,5,0,0,1,0,1,1
4,14,1402,2,1686,149026,3,3,12,5,0,0,1,0,1,1
4,14,1402,2,1686,149028,2,1,15,10,0,0,1,0,0,1
4,14,1402,2,1686,149028,3,1,12,8,0,0,1,0,1,1
4,14,1402,2,1686,149028,3,2,8,8,0,0,1,0,1,0
4,14,1402,2,1686,149028,4,1,15,9,0,0,1,0,1,1
4,14,1402,2,1686,149030,1,2,15,2,0,0,1,0,1,1
4,14,1402,2,1686,149030,2,2,10,6,0,0,1,0,0,1
4,14,1402,2,1686,149030,3,2,20,3,0,0,1,1,1,1
4,14,1402,2,1686,149031,2,1,2,8,0,0,1,0,1,0
4,14,1402,2,1686,149031,2,2,2,8,0,0,1,0,1,0
4,14,1402,2,1686,149031,3,1,1,8,0,0,1,0,0,0
4,14,1402,2,1686,149031,3,2,1,8,0,0,1,0,0,0
4,14,1402,2,1686,149032,1,1,2,6,0,0,1,0,0,0
4,14,1402,2,1686,149032,1,2,2,6,0,0,1,0,0,0
4,14,1402,2,1686,149032,2,1,2,7,0,0,0,0,1,0
4,14,1402,2,1686,149032,2,2,2,7,0,0,0,0,1,0
4,14,1402,2,1686,149032,3,1,2,6,0,0,1,0,0,0
4,14,1402,2,1686,149032,3,2,2,6,0,0,1,0,0,0
4,14,1402,2,1686,149032,3,7,2,6,0,0,1,0,0,0
4,14,1402,2,1686,149032,3,8,1,6,0,0,1,0,0,0
4,14,1402,2,1686,149032,4,1,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149032,4,2,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149032,4,7,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149032,4,8,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149032,5,1,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149032,5,2,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149032,5,7,2,6,0,0,1,0,1,0
4,14,1402,2,1686,149033,1,1,3,8,0,0,1,0,0,0
4,14,1402,2,1686,149033,1,2,3,8,0,0,1,0,0,0
4,14,1402,2,1686,149033,2,1,3,7,0,0,1,0,0,0
4,14,1402,2,1686,149033,2,2,3,7,0,0,1,0,0,0
4,14,1402,2,1686,149034,1,1,3,4,0,0,1,0,0,1
4,14,1402,2,1686,149036,1,1,3,3,0,0,1,0,1,0
4,14,1402,2,1686,149036,2,1,3,3,0,0,1,0,1,0
4,14,1402,2,1686,149036,3,1,5,5,0,0,1,0,1,0
4,14,1402,2,1686,149036,4,1,6,6,0,0,1,0,0,0
4,14,1403,1,306,149038,2,1,3,2,0,0,1,0,1,0
4,14,1403,1,306,149038,3,1,2,3,0,0,1,0,1,0
4,14,1403,1,306,149047,1,3,2,3,0,0,1,0,1,0
4,14,1403,2,944,149049,1,2,5,2,0,0,1,0,1,0
4,14,1403,2,944,149049,2,2,6,2,0,0,1,0,0,0
4,14,1403,2,944,149051,1,1,2,1,0,0,0,0,1,0
4,14,1403,2,944,149051,1,2,5,3,0,0,1,0,1,1
4,14,1403,2,944,149054,1,1,15,3,0,0,1,0,1,1
4,14,1403,2,944,149054,1,2,20,4,0,0,1,1,0,1
4,14,1403,2,944,149054,3,1,5,6,1,0,0,1,0,1
4,14,1403,2,944,149054,3,2,5,6,1,0,0,1,0,1
4,14,1403,2,944,149055,1,1,10,4,0,0,0,0,0,1
4,14,1403,2,944,149055,1,2,5,3,0,0,1,0,0,0
4,14,1403,2,944,149055,2,1,8,3,0,0,1,0,1,1
4,14,1403,2,944,149055,2,2,5,3,0,0,1,0,1,0
4,14,1403,2,944,149055,3,1,7,4,0,0,0,0,1,1
4,14,1403,2,944,149055,3,2,6,3,0,0,1,0,0,0
4,14,1403,2,944,149056,2,1,10,3,0,0,1,0,1,0
4,14,1403,2,944,149056,2,2,10,2,0,0,1,0,1,0
4,14,1403,2,944,149056,3,1,46,3,0,0,1,0,0,0
4,14,1403,2,944,149056,3,2,46,3,0,0,1,0,0,0
4,14,1403,2,944,149056,4,1,20,2,0,0,1,0,0,0
4,14,1403,2,944,149056,4,2,20,2,0,0,1,0,0,0
4,14,1403,2,944,149059,1,1,5,5,0,0,0,0,1,1
4,14,1403,2,944,149059,1,5,2,5,0,0,0,0,1,0
4,14,1403,2,944,149059,1,6,2,5,0,0,0,0,1,0
4,14,1403,2,944,149059,2,1,6,4,0,0,1,0,0,1
4,14,1403,2,944,149059,2,5,4,3,0,0,1,0,0,0
4,14,1403,1,1418,149062,1,2,8,3,0,0,1,0,1,1
4,14,1403,1,1418,149062,2,2,10,2,0,0,1,0,1,1
4,14,1403,1,1418,149072,1,1,5,4,0,0,1,0,1,0
4,14,1403,1,1418,149072,1,2,3,3,0,0,1,0,1,0
4,14,1403,1,1418,149072,1,3,3,3,0,0,1,0,1,0
4,14,1405,1,846,149074,1,2,8,4,0,0,1,0,1,1
4,14,1405,1,846,149076,1,1,20,3,0,0,0,1,1,1
4,14,1405,1,846,149076,1,2,15,3,0,0,1,1,1,1
4,14,1405,1,846,149076,1,3,10,2,0,0,0,1,1,0
4,14,1405,1,846,149076,2,1,15,3,0,0,0,1,1,0
4,14,1405,1,846,149076,2,2,20,3,0,0,1,1,1,0
4,14,1405,1,846,149076,3,1,30,4,0,0,0,1,1,1
4,14,1405,1,846,149076,3,2,10,3,0,0,1,0,1,0
4,14,1405,1,846,149076,3,3,10,2,0,0,0,0,1,0
4,14,1405,1,846,149077,1,1,8,2,0,0,0,1,1,0
4,14,1405,1,846,149077,1,2,25,6,0,0,1,1,1,0
4,14,1405,1,846,149077,2,1,15,6,0,0,0,1,1,1
4,14,1405,1,846,149077,2,2,20,6,0,0,1,1,1,1
4,14,1405,1,846,149077,3,1,10,5,0,0,0,1,1,1
4,14,1405,1,846,149077,3,2,20,2,0,0,1,0,1,0
4,14,1405,1,846,149083,1,1,7,5,0,0,1,0,1,0
4,14,1405,1,846,149083,2,1,7,5,0,0,1,0,1,0
4,14,1406,2,1002,149085,1,2,4,3,0,0,1,0,1,0
4,14,1406,2,1002,149085,1,3,2,2,0,0,0,0,1,0
4,14,1406,2,1002,149085,2,2,5,3,0,0,1,0,1,0
4,14,1406,2,1002,149085,2,3,3,2,0,0,0,0,1,0
4,14,1406,2,1002,149087,1,1,6,2,0,0,1,0,1,0
4,14,1406,2,1002,149087,2,1,2,3,0,0,1,0,0,0
4,14,1406,2,1002,149088,1,2,8,4,0,0,1,0,1,0
4,14,1406,2,1002,149088,1,3,8,3,0,0,1,0,1,0
4,14,1406,2,1002,149088,2,2,4,4,0,0,1,0,0,0
4,14,1406,2,1002,149088,2,3,4,3,0,0,1,0,0,0
4,14,1406,2,1002,149089,1,1,12,3,0,0,1,0,1,1
4,14,1406,2,1002,149089,3,1,10,3,0,0,1,0,1,1
4,14,1406,2,1002,149090,1,2,11,4,0,0,1,1,0,1
4,14,1406,2,1002,149090,1,3,8,3,0,0,1,0,0,1
4,14,1406,2,1002,149090,2,1,15,4,0,0,1,0,0,1
4,14,1406,2,1002,149090,2,2,14,3,0,0,1,0,0,1
4,14,1406,2,1002,149090,3,2,5,2,0,0,1,0,0,0
4,14,1406,2,1002,149090,3,3,10,4,0,0,1,0,0,1
4,14,1406,2,1002,149091,1,1,10,3,0,0,1,0,0,0
4,14,1406,2,1002,149093,1,1,4,2,0,0,0,0,0,1
4,14,1406,2,1002,149094,1,2,4,3,0,0,1,0,0,1
4,14,1406,2,1002,149094,2,2,3,2,0,0,0,0,1,1
4,14,1406,2,1002,149096,1,1,5,4,0,0,1,0,0,1
4,14,1406,2,1002,149096,1,2,4,2,0,0,1,0,0,0
4,14,1406,2,1002,149096,2,1,2,3,0,0,0,0,1,0
4,14,1406,2,1002,149096,2,2,3,2,0,0,0,0,1,0
4,14,1406,2,1002,149096,3,1,3,2,0,0,0,0,1,1
4,14,1406,2,1002,149096,3,2,3,2,0,0,1,0,1,0
4,14,1411,2,836,149098,1,1,10,4,0,0,1,0,1,1
4,14,1411,2,836,149098,2,1,15,5,0,0,1,0,0,1
4,14,1411,2,836,149099,1,1,20,5,0,0,0,1,1,1
4,14,1411,2,836,149099,1,2,18,5,0,1,1,1,1,0
4,14,1411,2,836,149099,2,1,10,5,0,0,0,1,1,1
4,14,1411,2,836,149099,2,2,20,5,0,0,1,1,1,0
4,14,1411,2,836,149099,3,1,25,5,0,1,0,1,1,1
