"zone","state","lga","sector","ea","hhid","plotid","indiv","sa2aq1b","sa2aq1c","sa2aq1d__1","sa2aq1d__2","sa2aq1d__3","sa2aq1d__4","sa2aq1d__5","sa2aq1d__6"
2,2,212,2,100,29109,2,4,8,3,0,0,1,0,1,0
2,2,212,2,100,29110,1,1,18,2,0,0,1,0,1,1
2,2,212,2,100,29111,2,1,10,5,0,0,0,0,1,1
2,2,212,2,100,29111,3,1,15,5,0,0,0,0,1,0
2,2,212,2,100,29112,1,1,20,5,0,0,0,0,1,1
2,2,212,2,100,29112,1,2,10,4,0,0,0,0,1,0
2,2,212,2,100,29112,2,1,20,5,0,0,0,0,1,1
2,2,212,2,100,29112,2,2,20,5,0,0,0,0,1,1
2,2,212,2,100,29113,1,1,26,2,0,0,0,0,1,0
2,2,212,2,100,29113,2,1,24,2,0,0,0,0,1,0
2,2,212,2,100,29115,1,1,26,5,0,0,0,0,1,0
2,2,212,2,100,29115,1,2,26,4,0,0,0,0,1,0
2,2,212,2,100,29115,2,1,24,3,0,0,0,0,1,0
2,2,212,2,100,29115,2,2,24,3,0,0,0,0,1,0
2,2,212,2,100,29116,1,1,20,6,0,0,1,0,1,1
2,2,212,2,100,29116,1,2,20,4,0,0,1,0,1,0
2,2,212,2,100,29116,1,3,15,4,0,0,1,0,1,0
2,2,212,2,100,29116,2,1,15,3,0,0,1,1,1,1
2,2,212,2,100,29116,2,2,10,3,0,0,1,0,1,0
2,2,212,2,100,29116,2,3,8,3,0,0,1,0,1,0
2,2,212,2,100,29116,3,1,10,3,0,0,1,1,1,1
2,2,212,2,100,29116,3,2,8,3,0,0,1,0,1,0
2,2,212,2,100,29116,3,3,8,3,0,0,1,0,1,0
2,2,212,2,100,29118,1,1,20,4,0,0,1,0,1,1
2,2,212,2,100,29118,1,2,18,4,0,0,1,0,1,0
2,2,212,2,100,29118,1,5,15,3,0,0,1,0,1,1
2,2,212,2,100,29118,2,1,8,3,0,0,1,1,1,0
2,2,212,2,100,29118,2,2,10,3,0,0,1,0,1,0
2,2,212,2,100,29118,2,5,10,3,0,0,1,0,1,0
2,2,212,2,1254,29121,1,1,28,2,0,0,1,1,1,1
2,2,212,2,1254,29121,1,2,28,2,0,0,1,1,1,0
2,2,212,2,1254,29121,1,3,12,2,0,0,1,0,1,0
2,2,212,2,1254,29121,3,1,24,2,0,0,1,1,1,1
2,2,212,2,1254,29121,3,2,24,2,0,0,1,1,1,0
2,2,212,2,1254,29121,3,3,10,2,0,0,1,0,1,0
2,2,212,2,1254,29122,1,1,36,3,0,0,1,1,1,1
2,2,212,2,1254,29122,1,2,36,3,0,0,1,0,1,0
2,2,212,2,1254,29122,1,3,15,3,0,0,1,0,1,0
2,2,212,2,1254,29122,1,4,15,3,0,0,1,0,1,0
2,2,212,2,1254,29122,2,1,25,2,0,0,1,1,1,1
2,2,212,2,1254,29122,2,2,25,2,0,0,1,1,1,0
2,2,212,2,1254,29122,2,3,12,12,0,0,1,0,1,0
2,2,212,2,1254,29122,2,4,12,2,0,0,1,0,1,0
2,2,212,2,1254,29123,1,1,25,5,0,0,0,0,1,1
2,2,212,2,1254,29123,3,1,15,5,0,0,0,0,1,1
2,2,212,2,1254,29123,3,2,20,5,0,0,0,0,1,1
2,2,212,2,1254,29124,1,1,15,2,0,0,0,0,1,1
2,2,212,2,1254,29124,1,2,18,4,0,0,0,0,1,1
2,2,212,2,1254,29124,1,3,14,4,0,0,0,0,1,1
2,2,212,2,1254,29124,2,1,21,6,0,0,1,1,1,0
2,2,212,2,1254,29124,2,2,15,5,0,0,0,0,1,1
2,2,212,2,1254,29124,2,3,14,5,0,0,1,0,1,0
2,2,212,2,1254,29124,3,1,10,5,0,0,0,0,1,1
2,2,212,2,1254,29124,3,2,15,4,0,0,0,0,1,0
2,2,212,2,1254,29124,3,3,3,5,0,0,1,0,0,1
2,2,212,2,1254,29126,1,1,26,4,0,0,0,0,1,0
2,2,212,2,1254,29126,1,2,26,3,0,0,0,0,1,0
2,2,212,2,1254,29126,1,3,20,2,0,0,0,0,1,0
2,2,212,2,1254,29127,1,3,24,3,0,0,0,0,1,0
2,2,212,2,1254,29127,1,4,24,2,0,0,0,0,1,0
2,2,212,2,1254,29128,1,1,25,4,0,0,1,0,1,1
2,2,212,2,1254,29128,1,5,20,3,0,0,1,0,1,1
2,2,212,2,1254,29128,3,1,18,5,0,0,1,0,1,1
2,2,212,2,1254,29128,3,5,15,5,0,0,1,0,1,0
2,2,212,2,1254,29130,1,1,20,4,0,0,1,0,1,1
2,2,212,2,1254,29130,3,1,15,5,0,0,1,0,1,1
2,2,213,1,1010,29133,1,1,20,3,0,0,0,1,1,1
2,2,213,1,1010,29134,1,1,18,3,0,0,1,1,1,0
2,2,213,1,1010,29135,1,1,4,5,0,1,0,0,1,0
2,2,213,1,1010,29138,1,1,20,4,0,1,1,0,1,0
2,2,213,1,1010,29138,2,1,21,3,0,1,1,0,1,0
2,2,213,1,1010,29139,2,1,15,4,0,1,0,0,1,0
2,2,213,1,1010,29140,1,6,25,4,0,0,1,0,1,1
2,2,213,1,1010,29140,1,7,25,5,0,0,1,0,1,0
2,2,213,1,1010,29140,1,8,25,5,0,0,1,0,1,0
2,2,213,1,1010,29140,1,12,20,5,0,0,1,0,1,0
2,2,213,1,1010,29142,1,1,25,6,0,0,0,0,0,1
2,2,213,1,1010,29142,1,3,15,5,0,0,0,0,1,0
2,2,213,1,1010,29143,1,1,2,2,1,0,0,0,0,1
2,2,213,1,1010,29143,1,2,2,2,1,0,0,0,0,0
2,2,213,1,1010,29143,2,1,2,2,1,0,0,0,0,1
2,2,213,1,1010,29143,2,2,2,2,1,0,0,0,0,0
2,2,213,1,1010,29144,1,1,13,4,1,1,1,0,1,0
2,2,213,2,1282,29147,1,1,28,4,0,0,1,1,1,0
2,2,213,2,1282,29147,1,2,28,4,0,0,1,1,1,0
2,2,213,2,1282,29147,2,1,22,3,0,0,1,0,1,0
2,2,213,2,1282,29147,2,2,25,3,0,1,1,0,1,0
2,2,213,2,1282,29148,1,1,28,4,0,1,1,1,1,0
2,2,213,2,1282,29148,1,2,20,3,0,0,1,1,1,0
2,2,213,2,1282,29148,1,3,18,3,0,0,1,1,1,0
2,2,213,2,1282,29148,1,4,18,3,0,0,1,1,1,0
2,2,213,2,1282,29148,2,1,25,4,0,1,1,0,1,0
2,2,213,2,1282,29148,2,2,25,3,0,1,1,0,1,0
2,2,213,2,1282,29148,2,3,15,3,0,0,1,0,1,0
2,2,213,2,1282,29148,2,4,15,3,0,0,1,0,1,0
2,2,213,2,1282,29149,1,1,5,4,0,0,1,0,1,0
2,2,213,2,1282,29149,2,1,5,3,0,0,1,0,1,0
2,2,213,2,1282,29149,3,1,5,4,0,0,1,0,1,0
2,2,213,2,1282,29150,1,1,6,4,0,0,1,0,1,0
2,2,213,2,1282,29150,2,1,4,6,0,0,1,0,1,0
2,2,213,2,1282,29150,3,1,5,4,0,0,1,0,1,0
2,2,213,2,1282,29150,4,1,7,4,0,0,1,0,1,0
2,2,213,2,1282,29151,1,1,15,4,1,1,0,0,1,0
2,2,213,2,1282,29151,1,2,15,4,1,1,0,0,1,0
2,2,213,2,1282,29151,2,1,15,4,1,1,0,0,1,0
2,2,213,2,1282,29151,2,2,15,4,1,1,0,0,1,0
2,2,213,2,1282,29152,1,1,20,4,0,0,1,0,1,0
2,2,213,2,1282,29152,2,1,18,3,0,1,0,0,1,0
2,2,213,2,1282,29152,3,1,21,3,0,1,0,0,1,0
2,2,213,2,1282,29152,4,1,19,3,0,0,1,0,1,0
2,2,213,2,1282,29153,1,1,10,5,0,0,1,0,1,0
2,2,213,2,1282,29153,1,2,10,5,0,0,1,0,1,0
2,2,213,2,1282,29153,2,1,15,5,0,0,1,0,1,1
2,2,213,2,1282,29153,2,2,18,5,0,0,1,0,1,0
2,2,213,2,1282,29154,1,1,18,4,0,0,1,0,1,0
2,2,213,2,1282,29154,1,2,15,4,0,0,0,0,1,0
2,2,213,2,1282,29154,1,3,12,4,0,0,1,0,1,0
2,2,213,2,1282,29154,2,1,20,5,0,0,1,0,1,0
2,2,213,2,1282,29154,2,2,20,5,0,0,1,0,1,0
2,2,213,2,1282,29154,2,3,20,3,0,0,1,0,1,0
2,2,213,2,1282,29154,2,4,15,5,0,0,1,0,1,0
2,2,213,2,1282,29154,2,5,15,5,0,0,1,0,1,0
2,2,213,2,1282,29154,3,1,10,5,0,0,1,0,1,0
2,2,213,2,1282,29154,3,2,15,5,0,0,1,0,1,0
2,2,213,2,1282,29154,3,3,10,5,0,0,1,0,1,0
2,2,213,2,1282,29154,5,1,10,4,0,0,1,0,1,1
2,2,213,2,1282,29154,5,2,10,5,0,0,1,0,1,0
2,2,213,2,1282,29154,5,3,10,5,0,0,1,0,1,0
2,2,213,2,1282,29154,5,4,5,5,0,0,0,0,1,0
2,2,213,2,1282,29155,1,1,14,4,1,1,1,0,1,0
2,2,213,2,1282,29155,1,2,14,4,1,1,1,0,1,0
2,2,213,2,1282,29155,2,1,10,5,1,1,1,0,1,0
2,2,213,2,1282,29155,2,2,10,5,1,1,1,0,1,0
2,2,213,2,1282,29156,1,2,15,3,1,1,1,0,1,0
2,2,213,2,1282,29156,1,5,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,1,6,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,1,7,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,2,2,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,2,5,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,2,6,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,2,7,15,4,1,1,1,0,1,0
2,2,213,2,1282,29156,3,2,20,3,1,1,1,0,1,0
2,2,213,2,1282,29156,3,5,20,3,1,1,1,0,1,0
2,2,213,2,1282,29156,3,6,20,3,1,1,1,0,1,0
2,2,213,2,1282,29156,3,7,20,3,1,1,1,0,1,0
2,2,213,2,1406,29158,1,1,28,3,0,0,1,1,1,0
2,2,213,2,1406,29160,1,1,12,3,0,0,1,1,1,0
2,2,213,2,1406,29160,1,3,12,3,0,0,1,1,1,0
2,2,213,2,1406,29160,1,4,10,3,0,0,1,1,0,0
2,2,213,2,1406,29160,1,5,10,3,0,0,1,1,0,0
2,2,213,2,1406,29160,1,7,8,3,0,0,1,1,0,0
2,2,213,2,1406,29160,1,8,8,3,0,0,1,1,0,0
2,2,213,2,1406,29160,2,1,18,4,0,0,1,1,1,1
2,2,213,2,1406,29160,2,3,12,3,0,0,1,1,1,0
2,2,213,2,1406,29160,2,4,5,3,0,0,1,1,0,0
2,2,213,2,1406,29160,2,5,6,3,0,0,1,1,0,0
2,2,213,2,1406,29160,2,7,6,3,0,0,1,1,0,0
2,2,213,2,1406,29160,2,8,6,3,0,0,1,1,0,0
2,2,213,2,1406,29160,3,1,8,3,0,0,1,0,1,0
2,2,213,2,1406,29160,3,3,8,3,0,0,1,0,1,0
2,2,213,2,1406,29160,3,4,8,3,0,0,1,0,1,0
2,2,213,2,1406,29160,3,5,8,3,0,0,1,0,1,0
2,2,213,2,1406,29160,3,7,8,3,0,0,1,0,1,0
2,2,213,2,1406,29160,3,8,6,3,0,0,1,0,0,0
2,2,213,2,1406,29160,5,1,12,3,0,0,1,0,1,0
2,2,213,2,1406,29160,5,2,12,1,0,0,1,0,1,0
2,2,213,2,1406,29160,6,2,23,3,0,0,1,1,0,0
2,2,213,2,1406,29161,1,1,10,4,0,0,1,0,1,0
2,2,213,2,1406,29161,3,1,15,5,0,0,1,0,1,0
2,2,213,2,1406,29161,4,1,4,6,0,0,1,0,1,0
2,2,213,2,1406,29162,1,1,5,4,0,0,0,0,1,0
2,2,213,2,1406,29162,2,1,3,5,0,0,1,0,1,0
2,2,213,2,1406,29162,3,1,10,4,0,0,1,0,1,0
2,2,213,2,1406,29162,6,1,1,3,0,0,0,0,1,0
2,2,213,2,1406,29163,1,1,10,4,0,1,1,0,1,0
2,2,213,2,1406,29163,2,1,7,3,0,1,0,0,1,0
2,2,213,2,1406,29164,1,2,10,3,0,0,1,0,1,0
2,2,213,2,1406,29164,2,2,20,3,0,0,1,0,1,0
2,2,213,2,1406,29165,1,2,18,6,0,0,0,0,1,0
2,2,213,2,1406,29165,1,3,12,6,0,0,0,0,1,0
2,2,213,2,1406,29165,2,2,15,5,0,0,1,0,1,0
2,2,213,2,1406,29165,2,3,15,5,0,0,0,0,1,0
2,2,213,2,1406,29165,2,4,15,5,0,0,1,0,1,0
2,2,213,2,1406,29165,2,5,15,5,0,0,1,0,1,0
2,2,213,2,1406,29166,1,1,5,3,0,0,0,0,1,0
2,2,213,2,1406,29166,1,2,5,4,0,0,0,0,1,0
2,2,213,2,1406,29167,1,1,28,4,1,1,0,0,1,0
2,2,213,2,1406,29167,1,2,28,4,1,1,0,0,1,0
2,2,213,2,1406,29167,2,2,7,3,1,1,1,0,1,0
2,2,213,2,1406,29167,3,1,30,3,0,0,1,0,1,0
2,2,213,2,1406,29168,1,1,5,5,1,1,0,0,1,0
2,2,213,2,1406,29168,2,2,17,4,1,1,1,0,1,0
2,2,215,2,814,29169,1,1,23,3,0,0,1,1,1,0
2,2,215,2,814,29169,1,4,18,3,0,0,1,0,1,0
2,2,215,2,814,29169,1,5,18,3,0,0,1,1,1,0
2,2,215,2,814,29169,1,6,15,3,0,0,1,0,1,0
2,2,215,2,814,29169,1,7,12,2,0,0,1,0,0,0
2,2,215,2,814,29169,2,1,22,3,0,0,1,0,1,0
2,2,215,2,814,29169,2,4,18,2,0,0,1,0,1,0
2,2,215,2,814,29169,2,5,18,2,0,0,1,0,1,0
2,2,215,2,814,29170,1,1,25,3,0,0,1,1,1,0
2,2,215,2,814,29170,2,1,12,4,0,0,1,0,1,0
2,2,215,2,814,29170,2,2,18,4,0,0,1,0,1,0
2,2,215,2,814,29170,3,1,19,3,0,0,1,1,1,0
2,2,215,2,814,29171,1,1,5,3,0,0,0,0,1,0
2,2,215,2,814,29171,2,1,6,4,0,0,0,0,1,1
2,2,215,2,814,29171,3,1,4,3,0,0,0,0,1,0
2,2,215,2,814,29172,1,1,5,4,0,0,1,0,1,0
2,2,215,2,814,29172,2,1,10,5,0,0,1,0,1,0
2,2,215,2,814,29173,1,1,12,4,0,1,0,0,1,0
2,2,215,2,814,29173,2,1,9,3,0,1,0,0,1,0
2,2,215,2,814,29173,3,1,8,3,0,0,1,0,1,0
2,2,215,2,814,29173,3,3,8,3,0,0,1,0,1,0
2,2,215,2,814,29174,1,1,18,3,0,1,0,0,1,0
2,2,215,2,814,29174,2,1,10,4,0,1,0,0,1,0
2,2,215,2,814,29175,2,1,18,5,0,0,1,0,1,0
2,2,215,2,814,29175,2,2,10,5,0,0,1,0,1,0
2,2,215,2,814,29176,1,1,15,6,0,0,1,1,1,0
2,2,215,2,814,29176,1,2,15,6,0,0,1,1,1,0
2,2,215,2,814,29176,1,3,15,5,0,0,1,0,1,0
2,2,215,2,814,29176,1,4,10,3,0,0,1,0,1,0
2,2,215,2,814,29176,1,6,10,3,0,0,1,0,1,0
2,2,215,2,814,29176,2,1,20,6,0,0,1,1,1,0
2,2,215,2,814,29176,2,2,18,6,0,0,1,1,1,0
2,2,215,2,814,29176,2,3,20,6,0,0,1,1,1,0
2,2,215,2,814,29176,2,4,20,6,0,0,1,0,1,0
2,2,215,2,814,29176,2,5,15,4,0,0,1,0,1,0
2,2,215,2,814,29176,2,6,15,4,0,0,1,0,1,0
2,2,215,2,814,29178,1,1,15,5,1,1,0,0,1,0
2,2,215,2,814,29178,2,1,10,5,1,1,0,0,1,0
2,2,215,2,814,29178,3,1,10,5,1,1,0,0,1,0
2,2,215,2,814,29179,1,1,20,4,1,1,0,0,1,0
2,2,215,2,814,29179,1,3,20,4,1,1,0,0,1,0
2,2,215,2,814,29179,2,1,14,3,1,1,0,0,1,0
2,2,215,2,814,29179,2,3,14,3,1,1,0,0,1,0
2,2,215,2,814,29179,3,1,14,3,1,1,0,0,1,0
2,2,215,2,814,29179,3,3,14,3,1,1,0,0,1,0
2,2,215,2,814,29179,4,1,12,4,1,1,0,0,1,0
2,2,215,2,814,29179,4,3,12,4,1,1,0,0,1,0
2,2,218,2,1624,29181,1,1,42,4,0,0,0,1,1,1
2,2,218,2,1624,29181,1,2,35,4,0,0,0,1,1,0
2,2,218,2,1624,29181,2,1,36,3,0,0,0,1,1,1
2,2,218,2,1624,29181,2,2,24,3,0,0,0,1,1,0
2,2,218,2,1624,29181,3,1,36,3,0,0,1,0,1,1
2,2,218,2,1624,29181,3,2,30,3,0,0,1,0,1,0
2,2,218,2,1624,29183,1,1,25,5,0,0,1,0,1,0
2,2,218,2,1624,29183,1,2,20,5,0,0,1,0,1,1
2,2,218,2,1624,29183,2,1,22,5,0,0,1,0,1,1
2,2,218,2,1624,29183,2,2,15,5,0,0,0,0,1,1
2,2,218,2,1624,29183,2,3,20,5,0,0,0,0,1,1
2,2,218,2,1624,29185,1,1,20,4,0,0,0,0,1,1
2,2,218,2,1624,29185,3,1,15,4,0,0,0,0,1,1
2,2,218,2,1624,29185,3,2,2,4,0,0,0,0,1,1
2,2,218,2,1624,29185,4,1,15,4,0,0,0,0,1,0
2,2,218,2,1624,29185,4,2,3,3,0,0,0,0,1,0
2,2,218,2,1624,29186,1,2,35,4,0,0,0,0,1,0
2,2,218,2,1624,29186,1,4,30,4,0,0,1,0,1,0
2,2,218,2,1624,29187,1,1,4,1,0,0,1,0,1,0
2,2,218,2,1624,29187,1,2,35,4,0,0,1,0,1,0
2,2,218,2,1624,29187,1,3,30,3,0,0,1,0,1,0
2,2,218,2,1624,29187,2,1,26,4,0,0,0,0,1,0
2,2,218,2,1624,29187,2,2,24,3,0,0,0,0,1,0
2,2,218,2,1624,29187,2,3,22,3,0,0,0,0,1,0
2,2,218,2,1624,29187,3,1,20,3,0,0,0,0,1,0
2,2,218,2,1624,29187,3,2,18,2,0,0,0,0,1,0
2,2,218,2,1624,29187,3,3,18,2,0,0,0,0,1,0
2,2,218,2,1624,29188,1,1,32,2,0,0,1,1,1,1
2,2,218,2,1624,29188,1,2,16,1,0,0,0,1,1,1
2,2,218,2,1624,29188,1,3,8,1,0,0,1,1,1,1
2,2,218,2,1624,29188,1,4,8,1,0,0,1,1,1,1
2,2,218,2,1624,29188,1,5,8,1,0,0,1,1,1,1
2,2,218,2,1624,29188,1,6,8,1,0,0,1,1,1,1
2,2,218,2,1624,29188,1,7,8,1,0,0,1,1,1,1
2,2,218,2,1624,29188,2,1,32,2,0,0,0,1,1,1
2,2,218,2,1624,29188,2,2,16,1,0,0,1,1,1,1
2,2,218,2,1624,29188,2,3,8,1,0,0,0,1,1,1
2,2,218,2,1624,29188,2,4,8,1,0,0,1,1,1,1
2,2,218,2,1624,29188,2,5,8,1,0,0,1,1,1,0
2,2,218,2,1624,29188,2,6,8,1,0,0,0,1,1,1
2,2,218,2,1624,29188,2,7,8,1,0,0,1,1,1,0
2,2,218,2,1624,29189,1,1,10,2,0,0,1,0,1,1
2,2,218,2,1624,29189,2,1,10,3,0,0,1,0,1,1
2,2,218,2,1624,29191,1,1,16,8,0,0,0,0,1,0
2,2,218,2,1624,29191,2,1,21,5,0,0,0,0,1,0
2,2,218,2,1624,29191,2,2,13,5,0,0,0,0,1,0
2,2,218,2,1624,29191,3,1,6,2,0,0,0,0,1,0
2,2,218,2,1624,29191,3,2,10,3,0,0,0,0,1,0
2,2,218,2,1624,29192,1,1,10,3,0,0,0,0,1,0
2,2,219,2,124,29193,1,1,35,3,0,0,1,0,1,1
2,2,219,2,124,29193,1,2,35,3,0,0,1,0,1,0
2,2,219,2,124,29193,1,3,12,3,0,0,1,0,1,0
2,2,219,2,124,29193,1,4,12,3,0,0,1,0,1,0
2,2,219,2,124,29193,1,6,12,3,0,0,1,0,1,0
2,2,219,2,124,29193,1,7,12,3,0,0,1,0,1,0
2,2,219,2,124,29193,1,8,12,3,0,0,1,0,1,0
2,2,219,2,124,29193,2,1,26,3,0,0,1,1,1,1
2,2,219,2,124,29193,2,2,25,3,0,0,1,1,1,0
2,2,219,2,124,29193,2,3,16,3,0,0,1,1,1,0
2,2,219,2,124,29193,2,4,16,3,0,0,1,1,1,0
2,2,219,2,124,29193,2,6,16,3,0,0,1,1,1,0
2,2,219,2,124,29193,2,7,16,3,0,0,1,1,1,0
2,2,219,2,124,29193,2,8,16,3,0,0,1,1,1,0
2,2,219,2,124,29194,1,1,58,3,0,0,1,1,1,1
2,2,219,2,124,29194,2,1,48,3,0,0,1,1,1,1
2,2,219,2,124,29194,3,1,40,3,0,0,1,1,1,1
2,2,219,2,124,29195,1,1,10,5,0,0,0,0,1,0
2,2,219,2,124,29195,2,1,12,5,0,0,0,0,1,1
2,2,219,2,124,29196,1,1,10,8,0,0,0,0,1,1
2,2,219,2,124,29196,2,1,12,4,0,0,0,0,1,0
2,2,219,2,124,29198,1,1,40,1,0,0,0,0,1,0
2,2,219,2,124,29198,2,1,35,1,0,0,0,0,1,0
2,2,219,2,124,29199,1,1,30,1,0,0,0,0,1,0
2,2,219,2,124,29199,1,3,20,1,0,0,0,0,1,0
2,2,219,2,124,29200,1,1,20,3,0,1,1,1,1,1
2,2,219,2,124,29200,1,5,10,3,0,1,1,1,1,0
2,2,219,2,124,29200,1,6,5,3,0,1,1,0,1,0
2,2,219,2,124,29200,2,1,30,3,0,0,1,0,1,1
2,2,219,2,124,29200,2,5,10,3,0,0,1,0,1,0
2,2,219,2,124,29200,2,6,10,3,0,0,1,0,1,0
2,2,219,2,124,29202,1,1,40,3,0,0,1,0,1,1
2,2,219,2,124,29202,2,1,30,3,0,0,1,0,1,1
2,2,219,2,124,29203,1,1,12,7,0,0,0,0,1,0
2,2,219,2,124,29203,1,5,5,3,0,0,0,0,1,0
2,2,219,2,124,29204,1,1,25,6,0,0,0,0,1,1
2,2,219,2,124,29204,1,4,21,7,0,0,0,0,1,0
2,2,219,2,124,29204,2,1,12,6,0,0,0,0,1,1
2,2,219,2,124,29204,2,2,14,6,0,0,0,0,1,0
2,2,219,2,124,29204,2,4,4,3,0,0,0,0,1,0
2,2,219,2,124,29204,2,5,6,3,0,0,0,0,1,0
2,2,219,2,124,29204,2,6,5,5,0,0,0,0,1,0
2,2,219,2,124,29204,2,7,6,4,0,0,0,0,1,0
2,2,220,2,112,29212,1,1,32,4,0,0,0,1,1,1
2,2,220,2,112,29212,1,5,28,5,0,0,1,0,1,0
2,2,221,1,750,29217,1,1,45,2,0,0,1,0,1,1
2,2,221,1,750,29217,1,2,45,2,0,0,1,1,1,0
2,2,221,1,750,29217,1,3,5,5,0,0,0,0,1,0
2,2,221,1,750,29217,1,4,5,5,0,0,0,0,1,0
2,2,221,1,750,29217,1,5,5,5,0,0,0,0,1,0
2,2,221,1,750,29217,1,7,5,5,0,0,0,0,1,0
2,2,221,1,750,29217,2,1,50,8,0,0,1,0,1,1
2,2,221,1,750,29217,2,2,50,8,0,0,1,1,1,0
2,2,221,1,750,29217,2,3,12,8,0,0,1,1,1,0
2,2,221,1,750,29217,2,4,12,8,0,0,1,1,1,0
2,2,221,1,750,29217,2,5,12,8,0,0,1,1,1,0
2,2,221,1,750,29217,2,7,12,8,0,0,1,1,1,0
2,2,221,1,750,29218,1,1,4,2,0,0,0,0,1,0
2,2,221,1,750,29218,2,1,45,2,0,0,0,0,1,0
2,2,221,1,750,29219,1,1,5,8,0,0,1,1,1,1
2,2,221,1,750,29219,2,1,3,8,0,0,1,1,1,1
2,2,221,1,750,29220,1,1,72,1,0,0,0,0,1,0
2,2,221,1,750,29220,2,1,49,1,0,0,0,0,1,0
2,2,221,1,750,29223,1,1,20,8,0,0,1,0,1,0
2,2,221,1,750,29223,2,1,36,3,0,0,1,0,1,0
2,2,221,1,750,29224,1,1,20,6,0,0,0,1,1,1
2,2,221,1,750,29224,1,3,16,6,0,0,0,1,0,0
2,2,221,1,750,29224,1,4,10,5,0,0,1,1,1,0
2,2,221,1,750,29224,1,5,10,6,0,0,1,1,1,0
2,2,221,1,750,29224,1,6,6,4,0,0,0,1,1,0
2,2,221,1,750,29224,1,7,6,4,0,0,0,1,1,0
2,2,221,1,750,29224,1,8,5,4,0,0,0,1,1,0
2,2,221,1,750,29224,1,9,5,5,0,0,0,1,1,0
2,2,221,1,750,29224,2,1,18,6,0,0,0,1,1,1
2,2,221,1,750,29224,2,3,6,5,0,0,0,1,1,0
2,2,221,1,750,29224,2,4,5,5,0,0,0,1,1,0
2,2,221,1,750,29224,2,5,6,6,0,0,0,1,1,0
2,2,221,1,750,29224,2,6,5,5,0,0,0,1,1,0
2,2,221,1,750,29226,1,1,2,5,0,0,0,0,1,0
2,2,221,1,750,29226,1,2,1,1,0,0,0,0,1,0
2,2,221,1,750,29226,2,1,3,5,0,0,0,0,1,0
2,2,221,1,750,29228,1,2,28,3,0,0,1,0,1,1
2,2,221,1,750,29228,1,3,28,3,0,0,1,0,1,0
2,2,221,1,750,29228,1,4,28,3,0,0,1,0,1,0
2,2,221,1,750,29228,1,5,28,3,0,0,1,0,1,0
2,2,221,1,750,29228,1,6,28,3,0,0,1,0,0,0
2,2,221,1,750,29228,2,2,30,3,0,0,1,0,1,1
2,2,221,1,750,29228,2,3,30,3,0,0,1,0,1,0
2,2,221,1,750,29228,2,4,30,3,0,0,1,0,1,0
2,2,221,1,750,29228,2,5,35,3,0,0,1,1,1,0
2,2,221,1,750,29228,2,6,30,3,0,0,1,0,0,0
5,3,316,2,874,30022,2,1,1,4,0,0,0,0,1,0
5,3,316,2,874,30022,2,2,1,4,0,0,0,0,1,0
5,3,316,2,874,30022,2,8,1,4,0,0,0,0,1,0
5,3,316,2,874,30023,3,2,2,3,0,0,1,0,0,1
5,3,316,2,874,30023,3,5,1,4,0,0,1,0,0,0
5,3,316,2,874,30024,1,1,3,5,0,1,0,0,1,0
5,3,305,2,0,30028,2,2,13,3,0,0,1,0,1,0
5,3,305,2,0,30028,3,2,10,3,0,0,1,0,1,0
5,3,305,2,0,30028,3,7,8,3,0,0,1,0,1,0
5,3,305,2,0,30028,3,8,6,2,0,0,1,0,0,0
5,3,316,2,0,30029,2,2,3,3,0,0,1,0,0,1
5,3,316,2,0,30029,2,3,3,2,0,0,1,0,0,0
5,3,316,2,0,30029,2,4,3,2,0,0,1,0,0,0
5,3,307,1,634,30043,2,2,3,2,0,0,1,0,1,0
5,3,307,1,634,30043,2,3,2,3,0,0,0,0,1,0
5,3,307,1,634,30044,2,2,2,2,0,0,0,0,1,0
5,3,307,1,634,30045,2,2,5,2,0,0,1,0,1,0
5,3,307,1,634,30045,2,11,5,2,0,0,1,0,1,0
5,3,307,1,634,30045,2,12,3,2,0,0,1,0,1,0
5,3,307,1,634,30045,2,13,4,2,0,0,1,0,1,0
5,3,307,1,634,30045,3,1,1,1,0,0,0,0,1,0
5,3,307,1,634,30045,3,2,5,4,0,0,1,0,1,0
5,3,307,1,634,30045,3,11,4,4,0,0,1,0,1,0
5,3,307,1,634,30045,3,12,4,3,0,0,1,0,0,0
5,3,307,1,634,30045,3,13,4,4,0,0,1,0,0,0
5,3,307,1,634,30045,4,2,4,4,0,0,1,0,1,0
5,3,307,1,634,30045,4,11,3,4,0,0,1,0,1,0
5,3,307,1,634,30045,4,12,4,4,0,0,1,0,1,0
5,3,307,1,634,30045,4,13,2,1,0,0,1,0,0,0
5,3,307,1,634,30045,5,1,2,1,0,0,0,0,1,0
5,3,307,1,634,30045,5,2,3,3,0,0,1,0,1,0
5,3,307,1,634,30045,5,11,2,1,0,0,1,0,0,0
5,3,307,1,634,30045,5,12,2,1,0,0,1,0,1,0
5,3,307,1,634,30045,5,13,1,1,0,0,0,0,1,0
5,3,307,1,634,30047,2,2,3,4,0,0,0,0,1,0
