"zone","state","lga","sector","ea","cluster_id","event_cd","c6q1","c6q1_os_1","c6q1_os_2","c6q2__2016","c6q2__2017","c6q2__2018","c6q2__2019","c6q3"
5,12,1216,1,694,"1216-694",12,2,,,,,,,
5,12,1216,1,694,"1216-694",13,2,,,,,,,
5,12,1216,1,694,"1216-694",14,2,,,,,,,
5,12,1216,1,694,"1216-694",15,2,,,,,,,
5,12,1216,1,694,"1216-694",16,1,,,0,0,1,0,100
5,12,1216,1,694,"1216-694",17,2,,,,,,,
5,12,1216,1,694,"1216-694",18,2,,,,,,,
5,12,1216,1,694,"1216-694",19,2,,,,,,,
5,12,1218,1,196,"1218-196",1,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",2,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",3,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",4,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",5,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",6,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",7,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",8,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",10,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",11,1,,"New food court",1,0,0,0,100
5,12,1218,1,196,"1218-196",12,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",13,1,,"New food court",0,0,1,0,75
5,12,1218,1,196,"1218-196",14,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",15,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",16,1,,"New food court",0,0,1,0,100
5,12,1218,1,196,"1218-196",17,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",18,2,,"New food court",,,,,
5,12,1218,1,196,"1218-196",19,1,,"New food court",0,0,1,0,100
6,13,1301,1,688,"1301-688",1,2,,,,,,,
6,13,1301,1,688,"1301-688",2,1,,,1,0,0,0,50
6,13,1301,1,688,"1301-688",3,2,,,,,,,
6,13,1301,1,688,"1301-688",4,2,,,,,,,
6,13,1301,1,688,"1301-688",5,2,,,,,,,
6,13,1301,1,688,"1301-688",6,1,,,0,1,1,0,100
6,13,1301,1,688,"1301-688",7,2,,,,,,,
6,13,1301,1,688,"1301-688",8,2,,,,,,,
6,13,1301,1,688,"1301-688",10,2,,,,,,,
6,13,1301,1,688,"1301-688",11,2,,,,,,,
6,13,1301,1,688,"1301-688",12,2,,,,,,,
6,13,1301,1,688,"1301-688",13,2,,,,,,,
6,13,1301,1,688,"1301-688",14,2,,,,,,,
6,13,1301,1,688,"1301-688",15,2,,,,,,,
6,13,1301,1,688,"1301-688",16,2,,,,,,,
6,13,1301,1,688,"1301-688",17,2,,,,,,,
6,13,1301,1,688,"1301-688",18,2,,,,,,,
6,13,1301,1,688,"1301-688",19,2,,,,,,,
6,13,1303,1,626,"1303-626",1,1,,,0,1,1,0,75
6,13,1303,1,626,"1303-626",2,1,,,0,0,1,0,75
6,13,1303,1,626,"1303-626",3,1,,,0,1,1,0,50
6,13,1303,1,626,"1303-626",4,1,,,0,0,1,0,25
6,13,1303,1,626,"1303-626",5,2,,,,,,,
6,13,1303,1,626,"1303-626",6,1,,,0,0,1,1,75
6,13,1303,1,626,"1303-626",7,2,,,,,,,
6,13,1303,1,626,"1303-626",8,2,,,,,,,
6,13,1303,1,626,"1303-626",10,2,,,,,,,
6,13,1303,1,626,"1303-626",11,1,,,0,0,1,0,50
6,13,1303,1,626,"1303-626",12,2,,,,,,,
6,13,1303,1,626,"1303-626",13,1,,,0,0,1,0,75
6,13,1303,1,626,"1303-626",14,2,,,,,,,
6,13,1303,1,626,"1303-626",15,2,,,,,,,
6,13,1303,1,626,"1303-626",16,1,,,0,0,1,0,25
6,13,1303,1,626,"1303-626",17,2,,,,,,,
6,13,1303,1,626,"1303-626",18,1,,,0,1,1,1,100
6,13,1303,1,626,"1303-626",19,2,,,,,,,
6,13,1303,1,80,"1303-80",1,1,,,0,1,1,0,100
6,13,1303,1,80,"1303-80",2,2,,,,,,,
6,13,1303,1,80,"1303-80",3,1,,,1,1,1,0,100
6,13,1303,1,80,"1303-80",4,1,,,0,0,1,0,75
6,13,1303,1,80,"1303-80",5,2,,,,,,,
6,13,1303,1,80,"1303-80",6,1,,,0,1,1,1,100
6,13,1303,1,80,"1303-80",7,2,,,,,,,
6,13,1303,1,80,"1303-80",8,2,,,,,,,
6,13,1303,1,80,"1303-80",10,2,,,,,,,
6,13,1303,1,80,"1303-80",11,1,,,0,0,1,0,75
6,13,1303,1,80,"1303-80",12,2,,,,,,,
6,13,1303,1,80,"1303-80",13,1,,,0,1,1,0,100
6,13,1303,1,80,"1303-80",14,1,,,0,0,1,0,75
6,13,1303,1,80,"1303-80",15,2,,,,,,,
6,13,1303,1,80,"1303-80",16,1,,,0,0,1,0,100
6,13,1303,1,80,"1303-80",17,2,,,,,,,
6,13,1303,1,80,"1303-80",18,1,,,0,1,1,0,100
6,13,1303,1,80,"1303-80",19,2,,,,,,,
6,13,1306,1,140,"1306-140",1,2,,,,,,,
6,13,1306,1,140,"1306-140",2,2,,,,,,,
6,13,1306,1,140,"1306-140",3,1,,,0,0,1,0,75
6,13,1306,1,140,"1306-140",4,2,,,,,,,
6,13,1306,1,140,"1306-140",5,2,,,,,,,
6,13,1306,1,140,"1306-140",6,1,,,0,1,1,0,100
6,13,1306,1,140,"1306-140",7,2,,,,,,,
6,13,1306,1,140,"1306-140",8,2,,,,,,,
6,13,1306,1,140,"1306-140",10,2,,,,,,,
6,13,1306,1,140,"1306-140",11,2,,,,,,,
6,13,1306,1,140,"1306-140",12,2,,,,,,,
6,13,1306,1,140,"1306-140",13,2,,,,,,,
6,13,1306,1,140,"1306-140",14,2,,,,,,,
6,13,1306,1,140,"1306-140",15,2,,,,,,,
6,13,1306,1,140,"1306-140",16,2,,,,,,,
6,13,1306,1,140,"1306-140",17,2,,,,,,,
6,13,1306,1,140,"1306-140",18,2,,,,,,,
6,13,1306,1,140,"1306-140",19,2,,,,,,,
6,13,1306,1,342,"1306-342",1,2,,,,,,,
6,13,1306,1,342,"1306-342",2,2,,,,,,,
6,13,1306,1,342,"1306-342",3,1,,,0,1,1,0,75
6,13,1306,1,342,"1306-342",4,1,,,0,1,1,0,25
6,13,1306,1,342,"1306-342",5,2,,,,,,,
6,13,1306,1,342,"1306-342",6,1,,,0,1,1,0,100
6,13,1306,1,342,"1306-342",7,2,,,,,,,
6,13,1306,1,342,"1306-342",8,2,,,,,,,
6,13,1306,1,342,"1306-342",10,2,,,,,,,
6,13,1306,1,342,"1306-342",11,2,,,,,,,
6,13,1306,1,342,"1306-342",12,2,,,,,,,
6,13,1306,1,342,"1306-342",13,2,,,,,,,
6,13,1306,1,342,"1306-342",14,2,,,,,,,
6,13,1306,1,342,"1306-342",15,2,,,,,,,
6,13,1306,1,342,"1306-342",16,2,,,,,,,
6,13,1306,1,342,"1306-342",17,2,,,,,,,
6,13,1306,1,342,"1306-342",18,2,,,,,,,
6,13,1306,1,342,"1306-342",19,2,,,,,,,
6,13,1307,1,1002,"1307-1002",1,2,,,,,,,
6,13,1307,1,1002,"1307-1002",2,2,,,,,,,
6,13,1307,1,1002,"1307-1002",3,1,,,0,1,0,0,25
6,13,1307,1,1002,"1307-1002",4,1,,,0,1,1,0,25
6,13,1307,1,1002,"1307-1002",5,2,,,,,,,
6,13,1307,1,1002,"1307-1002",6,1,,,1,1,1,0,100
6,13,1307,1,1002,"1307-1002",7,2,,,,,,,
6,13,1307,1,1002,"1307-1002",8,1,,,1,0,0,0,100
6,13,1307,1,1002,"1307-1002",10,2,,,,,,,
6,13,1307,1,1002,"1307-1002",11,2,,,,,,,
6,13,1307,1,1002,"1307-1002",12,2,,,,,,,
6,13,1307,1,1002,"1307-1002",13,2,,,,,,,
6,13,1307,1,1002,"1307-1002",14,2,,,,,,,
6,13,1307,1,1002,"1307-1002",15,2,,,,,,,
6,13,1307,1,1002,"1307-1002",16,2,,,,,,,
6,13,1307,1,1002,"1307-1002",17,2,,,,,,,
6,13,1307,1,1002,"1307-1002",18,2,,,,,,,
6,13,1307,1,1002,"1307-1002",19,2,,,,,,,
6,13,1307,1,1178,"1307-1178",1,2,,,,,,,
6,13,1307,1,1178,"1307-1178",2,2,,,,,,,
6,13,1307,1,1178,"1307-1178",3,2,,,,,,,
6,13,1307,1,1178,"1307-1178",4,1,,,0,0,1,0,50
6,13,1307,1,1178,"1307-1178",5,2,,,,,,,
6,13,1307,1,1178,"1307-1178",6,1,,,0,1,1,0,100
6,13,1307,1,1178,"1307-1178",7,2,,,,,,,
6,13,1307,1,1178,"1307-1178",8,1,,,0,1,0,0,100
6,13,1307,1,1178,"1307-1178",10,2,,,,,,,
6,13,1307,1,1178,"1307-1178",11,2,,,,,,,
6,13,1307,1,1178,"1307-1178",12,2,,,,,,,
6,13,1307,1,1178,"1307-1178",13,1,,,0,0,1,0,75
6,13,1307,1,1178,"1307-1178",14,2,,,,,,,
6,13,1307,1,1178,"1307-1178",15,2,,,,,,,
6,13,1307,1,1178,"1307-1178",16,2,,,,,,,
6,13,1307,1,1178,"1307-1178",17,2,,,,,,,
6,13,1307,1,1178,"1307-1178",18,2,,,,,,,
6,13,1307,1,1178,"1307-1178",19,2,,,,,,,
6,13,1307,1,268,"1307-268",1,2,,,,,,,
6,13,1307,1,268,"1307-268",2,2,,,,,,,
6,13,1307,1,268,"1307-268",3,2,,,,,,,
6,13,1307,1,268,"1307-268",4,2,,,,,,,
6,13,1307,1,268,"1307-268",5,2,,,,,,,
6,13,1307,1,268,"1307-268",6,1,,,0,1,1,0,100
6,13,1307,1,268,"1307-268",7,2,,,,,,,
6,13,1307,1,268,"1307-268",8,2,,,,,,,
6,13,1307,1,268,"1307-268",10,2,,,,,,,
6,13,1307,1,268,"1307-268",11,2,,,,,,,
6,13,1307,1,268,"1307-268",12,2,,,,,,,
6,13,1307,1,268,"1307-268",13,2,,,,,,,
6,13,1307,1,268,"1307-268",14,2,,,,,,,
6,13,1307,1,268,"1307-268",15,2,,,,,,,
6,13,1307,1,268,"1307-268",16,2,,,,,,,
6,13,1307,1,268,"1307-268",17,2,,,,,,,
6,13,1307,1,268,"1307-268",18,2,,,,,,,
6,13,1307,1,268,"1307-268",19,2,,,,,,,
6,13,1308,1,842,"1308-842",1,1,,,0,0,1,0,100
6,13,1308,1,842,"1308-842",2,1,,,0,0,1,0,75
6,13,1308,1,842,"1308-842",3,1,,,0,0,1,0,25
6,13,1308,1,842,"1308-842",4,1,,,0,0,1,0,25
6,13,1308,1,842,"1308-842",5,2,,,,,,,
6,13,1308,1,842,"1308-842",6,1,,,0,0,1,0,100
6,13,1308,1,842,"1308-842",7,2,,,,,,,
6,13,1308,1,842,"1308-842",8,2,,,,,,,
6,13,1308,1,842,"1308-842",10,2,,,,,,,
6,13,1308,1,842,"1308-842",11,1,,,0,1,1,0,100
6,13,1308,1,842,"1308-842",12,2,,,,,,,
6,13,1308,1,842,"1308-842",13,2,,,,,,,
6,13,1308,1,842,"1308-842",14,2,,,,,,,
6,13,1308,1,842,"1308-842",15,2,,,,,,,
6,13,1308,1,842,"1308-842",16,2,,,,,,,
6,13,1308,1,842,"1308-842",17,2,,,,,,,
6,13,1308,1,842,"1308-842",18,2,,,,,,,
6,13,1308,1,842,"1308-842",19,2,,,,,,,
6,13,1309,2,674,"1309-674",1,1,,,0,0,1,0,100
6,13,1309,2,674,"1309-674",2,2,,,,,,,
6,13,1309,2,674,"1309-674",3,1,,,0,1,1,0,25
6,13,1309,2,674,"1309-674",4,2,,,,,,,
6,13,1309,2,674,"1309-674",5,2,,,,,,,
6,13,1309,2,674,"1309-674",6,2,,,,,,,
6,13,1309,2,674,"1309-674",7,2,,,,,,,
6,13,1309,2,674,"1309-674",8,2,,,,,,,
6,13,1309,2,674,"1309-674",10,2,,,,,,,
6,13,1309,2,674,"1309-674",11,2,,,,,,,
6,13,1309,2,674,"1309-674",12,2,,,,,,,
6,13,1309,2,674,"1309-674",13,2,,,,,,,
6,13,1309,2,674,"1309-674",14,2,,,,,,,
6,13,1309,2,674,"1309-674",15,2,,,,,,,
6,13,1309,2,674,"1309-674",16,2,,,,,,,
6,13,1309,2,674,"1309-674",17,2,,,,,,,
6,13,1309,2,674,"1309-674",18,2,,,,,,,
6,13,1309,2,674,"1309-674",19,2,,,,,,,
6,13,1310,1,762,"1310-762",1,1,,,0,0,1,0,50
6,13,1310,1,762,"1310-762",2,1,,,0,1,1,0,50
6,13,1310,1,762,"1310-762",3,1,,,0,1,1,0,75
6,13,1310,1,762,"1310-762",4,1,,,0,1,1,0,25
6,13,1310,1,762,"1310-762",5,2,,,,,,,
6,13,1310,1,762,"1310-762",6,1,,,0,1,1,1,100
6,13,1310,1,762,"1310-762",7,2,,,,,,,
6,13,1310,1,762,"1310-762",8,1,,,0,0,1,0,75
6,13,1310,1,762,"1310-762",10,2,,,,,,,
6,13,1310,1,762,"1310-762",11,1,,,0,0,1,0,100
6,13,1310,1,762,"1310-762",12,2,,,,,,,
6,13,1310,1,762,"1310-762",13,2,,,,,,,
6,13,1310,1,762,"1310-762",14,1,,,0,0,1,0,100
6,13,1310,1,762,"1310-762",15,1,,,0,0,1,0,75
6,13,1310,1,762,"1310-762",16,1,,,0,0,1,0,75
6,13,1310,1,762,"1310-762",17,1,,,0,1,1,0,100
6,13,1310,1,762,"1310-762",18,1,,,0,1,1,0,100
6,13,1310,1,762,"1310-762",19,2,,,,,,,
6,13,1311,1,1134,"1311-1134",1,1,,,1,1,1,1,100
6,13,1311,1,1134,"1311-1134",2,1,,,0,0,1,0,100
6,13,1311,1,1134,"1311-1134",3,1,,,0,1,1,0,75
6,13,1311,1,1134,"1311-1134",4,2,,,,,,,
6,13,1311,1,1134,"1311-1134",5,2,,,,,,,
6,13,1311,1,1134,"1311-1134",6,1,,,0,1,1,1,100
6,13,1311,1,1134,"1311-1134",7,2,,,,,,,
6,13,1311,1,1134,"1311-1134",8,2,,,,,,,
6,13,1311,1,1134,"1311-1134",10,2,,,,,,,
6,13,1311,1,1134,"1311-1134",11,2,,,,,,,
6,13,1311,1,1134,"1311-1134",12,2,,,,,,,
6,13,1311,1,1134,"1311-1134",13,2,,,,,,,
6,13,1311,1,1134,"1311-1134",14,2,,,,,,,
6,13,1311,1,1134,"1311-1134",15,2,,,,,,,
6,13,1311,1,1134,"1311-1134",16,2,,,,,,,
6,13,1311,1,1134,"1311-1134",17,2,,,,,,,
6,13,1311,1,1134,"1311-1134",18,2,,,,,,,
6,13,1311,1,1134,"1311-1134",19,2,,,,,,,
6,13,1312,1,24,"1312-24",1,2,,,,,,,
6,13,1312,1,24,"1312-24",2,2,,,,,,,
6,13,1312,1,24,"1312-24",3,2,,,,,,,
6,13,1312,1,24,"1312-24",4,2,,,,,,,
6,13,1312,1,24,"1312-24",5,2,,,,,,,
6,13,1312,1,24,"1312-24",6,1,,,0,1,0,0,100
6,13,1312,1,24,"1312-24",7,2,,,,,,,
6,13,1312,1,24,"1312-24",8,2,,,,,,,
6,13,1312,1,24,"1312-24",10,2,,,,,,,
6,13,1312,1,24,"1312-24",11,1,,,1,0,0,0,100
6,13,1312,1,24,"1312-24",12,2,,,,,,,
6,13,1312,1,24,"1312-24",13,2,,,,,,,
6,13,1312,1,24,"1312-24",14,2,,,,,,,
6,13,1312,1,24,"1312-24",15,1,,,0,0,0,1,100
6,13,1312,1,24,"1312-24",16,2,,,,,,,
6,13,1312,1,24,"1312-24",17,2,,,,,,,
6,13,1312,1,24,"1312-24",18,2,,,,,,,
6,13,1312,1,24,"1312-24",19,2,,,,,,,
6,13,1315,1,264,"1315-264",1,1,,,0,0,1,0,100
6,13,1315,1,264,"1315-264",2,1,,,0,0,1,0,50
6,13,1315,1,264,"1315-264",3,2,,,,,,,
6,13,1315,1,264,"1315-264",4,2,,,,,,,
6,13,1315,1,264,"1315-264",5,2,,,,,,,
6,13,1315,1,264,"1315-264",6,1,,,0,1,1,0,100
6,13,1315,1,264,"1315-264",7,1,,,0,0,1,0,10
6,13,1315,1,264,"1315-264",8,2,,,,,,,
6,13,1315,1,264,"1315-264",10,2,,,,,,,
6,13,1315,1,264,"1315-264",11,2,,,,,,,
6,13,1315,1,264,"1315-264",12,2,,,,,,,
6,13,1315,1,264,"1315-264",13,2,,,,,,,
6,13,1315,1,264,"1315-264",14,1,,,1,1,0,0,100
6,13,1315,1,264,"1315-264",15,2,,,,,,,
6,13,1315,1,264,"1315-264",16,1,,,1,1,1,0,100
6,13,1315,1,264,"1315-264",17,1,,,1,0,0,0,100
6,13,1315,1,264,"1315-264",18,2,,,,,,,
6,13,1315,1,264,"1315-264",19,2,,,,,,,
6,13,1316,1,1236,"1316-1236",1,1,,,0,1,1,0,75
6,13,1316,1,1236,"1316-1236",2,2,,,,,,,
6,13,1316,1,1236,"1316-1236",3,1,,,0,1,1,0,50
6,13,1316,1,1236,"1316-1236",4,1,,,0,1,1,0,75
6,13,1316,1,1236,"1316-1236",5,2,,,,,,,
6,13,1316,1,1236,"1316-1236",6,1,,,0,0,1,0,100
6,13,1316,1,1236,"1316-1236",7,2,,,,,,,
6,13,1316,1,1236,"1316-1236",8,1,,,0,0,1,0,75
6,13,1316,1,1236,"1316-1236",10,2,,,,,,,
6,13,1316,1,1236,"1316-1236",11,1,,,1,1,1,0,100
6,13,1316,1,1236,"1316-1236",12,2,,,,,,,
6,13,1316,1,1236,"1316-1236",13,2,,,,,,,
6,13,1316,1,1236,"1316-1236",14,2,,,,,,,
6,13,1316,1,1236,"1316-1236",15,2,,,,,,,
6,13,1316,1,1236,"1316-1236",16,2,,,,,,,
6,13,1316,1,1236,"1316-1236",17,1,,,0,0,1,0,100
6,13,1316,1,1236,"1316-1236",18,2,,,,,,,
6,13,1316,1,1236,"1316-1236",19,2,,,,,,,
4,14,1401,2,1116,"1401-1116",1,1,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,0,0,1,0,100
4,14,1401,2,1116,"1401-1116",2,1,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,0,1,1,0,100
4,14,1401,2,1116,"1401-1116",3,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",4,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",5,1,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,0,1,0,0,25
4,14,1401,2,1116,"1401-1116",6,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",7,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",8,1,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,1,1,1,0,100
4,14,1401,2,1116,"1401-1116",10,1,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,0,0,1,1,100
4,14,1401,2,1116,"1401-1116",11,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",12,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",13,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",14,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",15,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",16,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",17,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",18,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,1116,"1401-1116",19,2,"DESTRUCTION OF CROPS BY FULANI HERDSMEN",,,,,,
4,14,1401,2,386,"1401-386",1,2,,,,,,,
4,14,1401,2,386,"1401-386",2,2,,,,,,,
4,14,1401,2,386,"1401-386",3,1,,,0,1,1,0,100
4,14,1401,2,386,"1401-386",4,2,,,,,,,
4,14,1401,2,386,"1401-386",5,2,,,,,,,
4,14,1401,2,386,"1401-386",6,2,,,,,,,
4,14,1401,2,386,"1401-386",7,2,,,,,,,
4,14,1401,2,386,"1401-386",8,2,,,,,,,
4,14,1401,2,386,"1401-386",10,2,,,,,,,
4,14,1401,2,386,"1401-386",11,2,,,,,,,
4,14,1401,2,386,"1401-386",12,2,,,,,,,
4,14,1401,2,386,"1401-386",13,2,,,,,,,
4,14,1401,2,386,"1401-386",14,1,,,0,0,1,0,100
4,14,1401,2,386,"1401-386",15,2,,,,,,,
4,14,1401,2,386,"1401-386",16,1,,,0,0,1,0,100
4,14,1401,2,386,"1401-386",17,2,,,,,,,
4,14,1401,2,386,"1401-386",18,2,,,,,,,
4,14,1401,2,386,"1401-386",19,2,,,,,,,
4,14,1401,2,746,"1401-746",1,2,,,,,,,
4,14,1401,2,746,"1401-746",2,2,,,,,,,
4,14,1401,2,746,"1401-746",3,1,,,0,0,1,0,75
4,14,1401,2,746,"1401-746",4,2,,,,,,,
4,14,1401,2,746,"1401-746",5,2,,,,,,,
4,14,1401,2,746,"1401-746",6,2,,,,,,,
4,14,1401,2,746,"1401-746",7,2,,,,,,,
4,14,1401,2,746,"1401-746",8,2,,,,,,,
4,14,1401,2,746,"1401-746",10,2,,,,,,,
4,14,1401,2,746,"1401-746",11,2,,,,,,,
4,14,1401,2,746,"1401-746",12,2,,,,,,,
4,14,1401,2,746,"1401-746",13,2,,,,,,,
4,14,1401,2,746,"1401-746",14,2,,,,,,,
4,14,1401,2,746,"1401-746",15,2,,,,,,,
4,14,1401,2,746,"1401-746",16,2,,,,,,,
4,14,1401,2,746,"1401-746",17,2,,,,,,,
4,14,1401,2,746,"1401-746",18,2,,,,,,,
4,14,1401,2,746,"1401-746",19,2,,,,,,,
4,14,1402,2,1686,"1402-1686",1,2,,,,,,,
4,14,1402,2,1686,"1402-1686",2,2,,,,,,,
4,14,1402,2,1686,"1402-1686",3,2,,,,,,,
4,14,1402,2,1686,"1402-1686",4,2,,,,,,,
4,14,1402,2,1686,"1402-1686",5,2,,,,,,,
4,14,1402,2,1686,"1402-1686",6,2,,,,,,,
4,14,1402,2,1686,"1402-1686",7,2,,,,,,,
4,14,1402,2,1686,"1402-1686",8,2,,,,,,,
4,14,1402,2,1686,"1402-1686",10,2,,,,,,,
4,14,1402,2,1686,"1402-1686",11,2,,,,,,,
4,14,1402,2,1686,"1402-1686",12,2,,,,,,,
4,14,1402,2,1686,"1402-1686",13,1,,,0,0,1,0,100
4,14,1402,2,1686,"1402-1686",14,2,,,,,,,
4,14,1402,2,1686,"1402-1686",15,1,,,0,1,0,0,50
4,14,1402,2,1686,"1402-1686",16,1,,,0,1,0,1,25
4,14,1402,2,1686,"1402-1686",17,2,,,,,,,
4,14,1402,2,1686,"1402-1686",18,2,,,,,,,
4,14,1402,2,1686,"1402-1686",19,2,,,,,,,
4,14,1403,1,1418,"1403-1418",1,2,,,,,,,
4,14,1403,1,1418,"1403-1418",2,2,,,,,,,
4,14,1403,1,1418,"1403-1418",3,2,,,,,,,
4,14,1403,1,1418,"1403-1418",4,2,,,,,,,
4,14,1403,1,1418,"1403-1418",5,2,,,,,,,
4,14,1403,1,1418,"1403-1418",6,1,,,0,1,0,0,75
4,14,1403,1,1418,"1403-1418",7,2,,,,,,,
4,14,1403,1,1418,"1403-1418",8,2,,,,,,,
4,14,1403,1,1418,"1403-1418",10,2,,,,,,,
4,14,1403,1,1418,"1403-1418",11,2,,,,,,,
4,14,1403,1,1418,"1403-1418",12,1,,,1,0,0,0,25
4,14,1403,1,1418,"1403-1418",13,2,,,,,,,
4,14,1403,1,1418,"1403-1418",14,2,,,,,,,
4,14,1403,1,1418,"1403-1418",15,2,,,,,,,
4,14,1403,1,1418,"1403-1418",16,2,,,,,,,
4,14,1403,1,1418,"1403-1418",17,2,,,,,,,
4,14,1403,1,1418,"1403-1418",18,2,,,,,,,
4,14,1403,1,1418,"1403-1418",19,2,,,,,,,
4,14,1403,1,306,"1403-306",1,2,,,,,,,
4,14,1403,1,306,"1403-306",2,2,,,,,,,
4,14,1403,1,306,"1403-306",3,2,,,,,,,
4,14,1403,1,306,"1403-306",4,2,,,,,,,
4,14,1403,1,306,"1403-306",5,2,,,,,,,
4,14,1403,1,306,"1403-306",6,1,,,0,1,1,0,100
4,14,1403,1,306,"1403-306",7,2,,,,,,,
4,14,1403,1,306,"1403-306",8,2,,,,,,,
4,14,1403,1,306,"1403-306",10,2,,,,,,,
4,14,1403,1,306,"1403-306",11,2,,,,,,,
4,14,1403,1,306,"1403-306",12,2,,,,,,,
4,14,1403,1,306,"1403-306",13,1,,,1,0,0,0,100
4,14,1403,1,306,"1403-306",14,1,,,0,0,1,0,100
4,14,1403,1,306,"1403-306",15,2,,,,,,,
4,14,1403,1,306,"1403-306",16,2,,,,,,,
4,14,1403,1,306,"1403-306",17,1,,,0,0,1,1,100
4,14,1403,1,306,"1403-306",18,2,,,,,,,
4,14,1403,1,306,"1403-306",19,2,,,,,,,
4,14,1403,2,944,"1403-944",1,2,,,,,,,
4,14,1403,2,944,"1403-944",2,2,,,,,,,
4,14,1403,2,944,"1403-944",3,1,,,1,0,0,0,25
4,14,1403,2,944,"1403-944",4,2,,,,,,,
4,14,1403,2,944,"1403-944",5,2,,,,,,,
4,14,1403,2,944,"1403-944",6,1,,,1,1,0,0,100
4,14,1403,2,944,"1403-944",7,2,,,,,,,
4,14,1403,2,944,"1403-944",8,1,,,0,1,0,0,100
4,14,1403,2,944,"1403-944",10,2,,,,,,,
4,14,1403,2,944,"1403-944",11,2,,,,,,,
4,14,1403,2,944,"1403-944",12,2,,,,,,,
4,14,1403,2,944,"1403-944",13,2,,,,,,,
4,14,1403,2,944,"1403-944",14,2,,,,,,,
4,14,1403,2,944,"1403-944",15,1,,,1,0,0,0,100
4,14,1403,2,944,"1403-944",16,2,,,,,,,
4,14,1403,2,944,"1403-944",17,2,,,,,,,
4,14,1403,2,944,"1403-944",18,2,,,,,,,
4,14,1403,2,944,"1403-944",19,2,,,,,,,
4,14,1405,1,846,"1405-846",1,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",2,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",3,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",4,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",5,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",6,1,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,0,1,1,0,25
4,14,1405,1,846,"1405-846",7,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",8,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",10,1,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,1,1,1,1,100
4,14,1405,1,846,"1405-846",11,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",12,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
4,14,1405,1,846,"1405-846",13,2,"DESTRUCTION OF OUR CROPS BY THE FULANI HERDSMEN",,,,,,
