"zone","state","lga","sector","ea","cluster_id","event_cd","c6q1","c6q1_os_1","c6q1_os_2","c6q2__2016","c6q2__2017","c6q2__2018","c6q2__2019","c6q3"
5,10,1002,1,114,"1002-114",1,2,,,,,,,
5,10,1002,1,114,"1002-114",2,2,,,,,,,
5,10,1002,1,114,"1002-114",3,2,,,,,,,
5,10,1002,1,114,"1002-114",4,2,,,,,,,
5,10,1002,1,114,"1002-114",5,2,,,,,,,
5,10,1002,1,114,"1002-114",6,1,,,0,0,1,0,100
5,10,1002,1,114,"1002-114",7,2,,,,,,,
5,10,1002,1,114,"1002-114",8,1,,,0,0,1,0,100
5,10,1002,1,114,"1002-114",10,2,,,,,,,
5,10,1002,1,114,"1002-114",11,2,,,,,,,
5,10,1002,1,114,"1002-114",12,2,,,,,,,
5,10,1002,1,114,"1002-114",13,2,,,,,,,
5,10,1002,1,114,"1002-114",14,1,,,0,0,1,0,10
5,10,1002,1,114,"1002-114",15,2,,,,,,,
5,10,1002,1,114,"1002-114",16,1,,,0,0,1,0,75
5,10,1002,1,114,"1002-114",17,2,,,,,,,
5,10,1002,1,114,"1002-114",18,1,,,0,0,1,0,100
5,10,1002,1,114,"1002-114",19,2,,,,,,,
5,10,1006,2,1708,"1006-1708",1,2,,,,,,,
5,10,1006,2,1708,"1006-1708",2,1,,,1,0,0,0,25
5,10,1006,2,1708,"1006-1708",3,1,,,0,0,1,0,25
5,10,1006,2,1708,"1006-1708",4,1,,,1,0,0,0,25
5,10,1006,2,1708,"1006-1708",5,2,,,,,,,
5,10,1006,2,1708,"1006-1708",6,1,,,0,0,1,0,100
5,10,1006,2,1708,"1006-1708",7,2,,,,,,,
5,10,1006,2,1708,"1006-1708",8,2,,,,,,,
5,10,1006,2,1708,"1006-1708",10,2,,,,,,,
5,10,1006,2,1708,"1006-1708",11,2,,,,,,,
5,10,1006,2,1708,"1006-1708",12,2,,,,,,,
5,10,1006,2,1708,"1006-1708",13,1,,,0,1,0,0,25
5,10,1006,2,1708,"1006-1708",14,1,,,0,0,1,0,25
5,10,1006,2,1708,"1006-1708",15,2,,,,,,,
5,10,1006,2,1708,"1006-1708",16,2,,,,,,,
5,10,1006,2,1708,"1006-1708",17,2,,,,,,,
5,10,1006,2,1708,"1006-1708",18,2,,,,,,,
5,10,1006,2,1708,"1006-1708",19,2,,,,,,,
5,10,1006,2,474,"1006-474",1,2,,,,,,,
5,10,1006,2,474,"1006-474",2,2,,,,,,,
5,10,1006,2,474,"1006-474",3,1,,,0,1,0,0,100
5,10,1006,2,474,"1006-474",4,2,,,,,,,
5,10,1006,2,474,"1006-474",5,1,,,0,0,1,0,25
5,10,1006,2,474,"1006-474",6,1,,,1,0,0,0,100
5,10,1006,2,474,"1006-474",7,2,,,,,,,
5,10,1006,2,474,"1006-474",8,2,,,,,,,
5,10,1006,2,474,"1006-474",10,2,,,,,,,
5,10,1006,2,474,"1006-474",11,2,,,,,,,
5,10,1006,2,474,"1006-474",12,2,,,,,,,
5,10,1006,2,474,"1006-474",13,2,,,,,,,
5,10,1006,2,474,"1006-474",14,2,,,,,,,
5,10,1006,2,474,"1006-474",15,2,,,,,,,
5,10,1006,2,474,"1006-474",16,2,,,,,,,
5,10,1006,2,474,"1006-474",17,2,,,,,,,
5,10,1006,2,474,"1006-474",18,2,,,,,,,
5,10,1006,2,474,"1006-474",19,2,,,,,,,
5,10,1007,1,1026,"1007-1026",1,1,,,1,0,0,0,25
5,10,1007,1,1026,"1007-1026",2,1,,,0,0,1,0,25
5,10,1007,1,1026,"1007-1026",3,1,,,1,0,1,0,75
5,10,1007,1,1026,"1007-1026",4,2,,,,,,,
5,10,1007,1,1026,"1007-1026",5,2,,,,,,,
5,10,1007,1,1026,"1007-1026",6,1,,,0,0,1,0,100
5,10,1007,1,1026,"1007-1026",7,2,,,,,,,
5,10,1007,1,1026,"1007-1026",8,2,,,,,,,
5,10,1007,1,1026,"1007-1026",10,2,,,,,,,
5,10,1007,1,1026,"1007-1026",11,2,,,,,,,
5,10,1007,1,1026,"1007-1026",12,2,,,,,,,
5,10,1007,1,1026,"1007-1026",13,2,,,,,,,
5,10,1007,1,1026,"1007-1026",14,1,,,0,0,0,1,25
5,10,1007,1,1026,"1007-1026",15,2,,,,,,,
5,10,1007,1,1026,"1007-1026",16,2,,,,,,,
5,10,1007,1,1026,"1007-1026",17,2,,,,,,,
5,10,1007,1,1026,"1007-1026",18,2,,,,,,,
5,10,1007,1,1026,"1007-1026",19,2,,,,,,,
5,10,1008,2,1314,"1008-1314",1,2,,,,,,,
5,10,1008,2,1314,"1008-1314",2,1,,,0,0,1,0,25
5,10,1008,2,1314,"1008-1314",3,2,,,,,,,
5,10,1008,2,1314,"1008-1314",4,2,,,,,,,
5,10,1008,2,1314,"1008-1314",5,1,,,0,1,0,0,25
5,10,1008,2,1314,"1008-1314",6,1,,,1,1,0,0,100
5,10,1008,2,1314,"1008-1314",7,2,,,,,,,
5,10,1008,2,1314,"1008-1314",8,2,,,,,,,
5,10,1008,2,1314,"1008-1314",10,2,,,,,,,
5,10,1008,2,1314,"1008-1314",11,2,,,,,,,
5,10,1008,2,1314,"1008-1314",12,2,,,,,,,
5,10,1008,2,1314,"1008-1314",13,2,,,,,,,
5,10,1008,2,1314,"1008-1314",14,1,,,0,0,1,0,25
5,10,1008,2,1314,"1008-1314",15,2,,,,,,,
5,10,1008,2,1314,"1008-1314",16,2,,,,,,,
5,10,1008,2,1314,"1008-1314",17,2,,,,,,,
5,10,1008,2,1314,"1008-1314",18,2,,,,,,,
5,10,1008,2,1314,"1008-1314",19,2,,,,,,,
5,10,1012,2,1106,"1012-1106",1,2,,,,,,,
5,10,1012,2,1106,"1012-1106",2,1,,,0,0,1,0,25
5,10,1012,2,1106,"1012-1106",3,2,,,,,,,
5,10,1012,2,1106,"1012-1106",4,2,,,,,,,
5,10,1012,2,1106,"1012-1106",5,2,,,,,,,
5,10,1012,2,1106,"1012-1106",6,1,,,1,0,0,0,100
5,10,1012,2,1106,"1012-1106",7,2,,,,,,,
5,10,1012,2,1106,"1012-1106",8,2,,,,,,,
5,10,1012,2,1106,"1012-1106",10,2,,,,,,,
5,10,1012,2,1106,"1012-1106",11,2,,,,,,,
5,10,1012,2,1106,"1012-1106",12,2,,,,,,,
5,10,1012,2,1106,"1012-1106",13,2,,,,,,,
5,10,1012,2,1106,"1012-1106",14,1,,,0,0,1,0,25
5,10,1012,2,1106,"1012-1106",15,2,,,,,,,
5,10,1012,2,1106,"1012-1106",16,2,,,,,,,
5,10,1012,2,1106,"1012-1106",17,2,,,,,,,
5,10,1012,2,1106,"1012-1106",18,2,,,,,,,
5,10,1012,2,1106,"1012-1106",19,2,,,,,,,
5,10,1012,2,428,"1012-428",1,2,,,,,,,
5,10,1012,2,428,"1012-428",2,1,,,0,0,1,0,25
5,10,1012,2,428,"1012-428",3,2,,,,,,,
5,10,1012,2,428,"1012-428",4,2,,,,,,,
5,10,1012,2,428,"1012-428",5,2,,,,,,,
5,10,1012,2,428,"1012-428",6,2,,,,,,,
5,10,1012,2,428,"1012-428",7,2,,,,,,,
5,10,1012,2,428,"1012-428",8,2,,,,,,,
5,10,1012,2,428,"1012-428",10,2,,,,,,,
5,10,1012,2,428,"1012-428",11,1,,,0,0,1,0,50
5,10,1012,2,428,"1012-428",12,2,,,,,,,
5,10,1012,2,428,"1012-428",13,2,,,,,,,
5,10,1012,2,428,"1012-428",14,1,,,1,0,0,0,25
5,10,1012,2,428,"1012-428",15,2,,,,,,,
5,10,1012,2,428,"1012-428",16,2,,,,,,,
5,10,1012,2,428,"1012-428",17,2,,,,,,,
5,10,1012,2,428,"1012-428",18,2,,,,,,,
5,10,1012,2,428,"1012-428",19,2,,,,,,,
5,10,1013,2,1054,"1013-1054",1,2,,,,,,,
5,10,1013,2,1054,"1013-1054",2,2,,,,,,,
5,10,1013,2,1054,"1013-1054",3,2,,,,,,,
5,10,1013,2,1054,"1013-1054",4,2,,,,,,,
5,10,1013,2,1054,"1013-1054",5,2,,,,,,,
5,10,1013,2,1054,"1013-1054",6,2,,,,,,,
5,10,1013,2,1054,"1013-1054",7,2,,,,,,,
5,10,1013,2,1054,"1013-1054",8,2,,,,,,,
5,10,1013,2,1054,"1013-1054",10,2,,,,,,,
5,10,1013,2,1054,"1013-1054",11,2,,,,,,,
5,10,1013,2,1054,"1013-1054",12,2,,,,,,,
5,10,1013,2,1054,"1013-1054",13,2,,,,,,,
5,10,1013,2,1054,"1013-1054",14,2,,,,,,,
5,10,1013,2,1054,"1013-1054",15,2,,,,,,,
5,10,1013,2,1054,"1013-1054",16,2,,,,,,,
5,10,1013,2,1054,"1013-1054",17,2,,,,,,,
5,10,1013,2,1054,"1013-1054",18,2,,,,,,,
5,10,1013,2,1054,"1013-1054",19,2,,,,,,,
5,10,1013,2,410,"1013-410",1,2,,,,,,,
5,10,1013,2,410,"1013-410",2,2,,,,,,,
5,10,1013,2,410,"1013-410",3,2,,,,,,,
5,10,1013,2,410,"1013-410",4,2,,,,,,,
5,10,1013,2,410,"1013-410",5,2,,,,,,,
5,10,1013,2,410,"1013-410",6,1,,,0,0,1,0,75
5,10,1013,2,410,"1013-410",7,2,,,,,,,
5,10,1013,2,410,"1013-410",8,2,,,,,,,
5,10,1013,2,410,"1013-410",10,2,,,,,,,
5,10,1013,2,410,"1013-410",11,2,,,,,,,
5,10,1013,2,410,"1013-410",12,2,,,,,,,
5,10,1013,2,410,"1013-410",13,2,,,,,,,
5,10,1013,2,410,"1013-410",14,2,,,,,,,
5,10,1013,2,410,"1013-410",15,2,,,,,,,
5,10,1013,2,410,"1013-410",16,2,,,,,,,
5,10,1013,2,410,"1013-410",17,2,,,,,,,
5,10,1013,2,410,"1013-410",18,2,,,,,,,
5,10,1013,2,410,"1013-410",19,2,,,,,,,
5,10,1013,2,88,"1013-88",1,2,,,,,,,
5,10,1013,2,88,"1013-88",2,2,,,,,,,
5,10,1013,2,88,"1013-88",3,2,,,,,,,
5,10,1013,2,88,"1013-88",4,2,,,,,,,
5,10,1013,2,88,"1013-88",5,1,,,0,0,1,0,75
5,10,1013,2,88,"1013-88",6,1,,,0,0,1,0,100
5,10,1013,2,88,"1013-88",7,2,,,,,,,
5,10,1013,2,88,"1013-88",8,2,,,,,,,
5,10,1013,2,88,"1013-88",10,2,,,,,,,
5,10,1013,2,88,"1013-88",11,2,,,,,,,
5,10,1013,2,88,"1013-88",12,2,,,,,,,
5,10,1013,2,88,"1013-88",13,1,,,1,0,0,0,100
5,10,1013,2,88,"1013-88",14,2,,,,,,,
5,10,1013,2,88,"1013-88",15,2,,,,,,,
5,10,1013,2,88,"1013-88",16,2,,,,,,,
5,10,1013,2,88,"1013-88",17,2,,,,,,,
5,10,1013,2,88,"1013-88",18,2,,,,,,,
5,10,1013,2,88,"1013-88",19,2,,,,,,,
5,10,1013,2,948,"1013-948",1,2,,,,,,,
5,10,1013,2,948,"1013-948",2,2,,,,,,,
5,10,1013,2,948,"1013-948",3,2,,,,,,,
5,10,1013,2,948,"1013-948",4,2,,,,,,,
5,10,1013,2,948,"1013-948",5,2,,,,,,,
5,10,1013,2,948,"1013-948",6,1,,,0,1,1,0,75
5,10,1013,2,948,"1013-948",7,1,,,0,1,0,0,25
5,10,1013,2,948,"1013-948",8,2,,,,,,,
5,10,1013,2,948,"1013-948",10,2,,,,,,,
5,10,1013,2,948,"1013-948",11,2,,,,,,,
5,10,1013,2,948,"1013-948",12,2,,,,,,,
5,10,1013,2,948,"1013-948",13,2,,,,,,,
5,10,1013,2,948,"1013-948",14,1,,,0,0,1,0,10
5,10,1013,2,948,"1013-948",15,2,,,,,,,
5,10,1013,2,948,"1013-948",16,2,,,,,,,
5,10,1013,2,948,"1013-948",17,2,,,,,,,
5,10,1013,2,948,"1013-948",18,2,,,,,,,
5,10,1013,2,948,"1013-948",19,2,,,,,,,
5,10,1018,1,634,"1018-634",1,2,,,,,,,
5,10,1018,1,634,"1018-634",2,2,,,,,,,
5,10,1018,1,634,"1018-634",3,2,,,,,,,
5,10,1018,1,634,"1018-634",4,2,,,,,,,
5,10,1018,1,634,"1018-634",5,2,,,,,,,
5,10,1018,1,634,"1018-634",6,2,,,,,,,
5,10,1018,1,634,"1018-634",7,2,,,,,,,
5,10,1018,1,634,"1018-634",8,2,,,,,,,
5,10,1018,1,634,"1018-634",10,2,,,,,,,
5,10,1018,1,634,"1018-634",11,2,,,,,,,
5,10,1018,1,634,"1018-634",12,2,,,,,,,
5,10,1018,1,634,"1018-634",13,2,,,,,,,
5,10,1018,1,634,"1018-634",14,2,,,,,,,
5,10,1018,1,634,"1018-634",15,2,,,,,,,
5,10,1018,1,634,"1018-634",16,2,,,,,,,
5,10,1018,1,634,"1018-634",17,2,,,,,,,
5,10,1018,1,634,"1018-634",18,2,,,,,,,
5,10,1018,1,634,"1018-634",19,2,,,,,,,
4,1,102,1,1690,"102-1690",1,2,,,,,,,
4,1,102,1,1690,"102-1690",2,2,,,,,,,
4,1,102,1,1690,"102-1690",3,2,,,,,,,
4,1,102,1,1690,"102-1690",4,2,,,,,,,
4,1,102,1,1690,"102-1690",5,2,,,,,,,
4,1,102,1,1690,"102-1690",6,1,,,1,1,1,0,100
4,1,102,1,1690,"102-1690",7,1,,,1,1,0,0,100
4,1,102,1,1690,"102-1690",8,2,,,,,,,
4,1,102,1,1690,"102-1690",10,2,,,,,,,
4,1,102,1,1690,"102-1690",11,2,,,,,,,
4,1,102,1,1690,"102-1690",12,2,,,,,,,
4,1,102,1,1690,"102-1690",13,2,,,,,,,
4,1,102,1,1690,"102-1690",14,2,,,,,,,
4,1,102,1,1690,"102-1690",15,2,,,,,,,
4,1,102,1,1690,"102-1690",16,2,,,,,,,
4,1,102,1,1690,"102-1690",17,2,,,,,,,
4,1,102,1,1690,"102-1690",18,2,,,,,,,
4,1,102,1,1690,"102-1690",19,2,,,,,,,
4,1,102,1,2486,"102-2486",1,2,,,,,,,
4,1,102,1,2486,"102-2486",2,2,,,,,,,
4,1,102,1,2486,"102-2486",3,2,,,,,,,
4,1,102,1,2486,"102-2486",4,2,,,,,,,
4,1,102,1,2486,"102-2486",5,2,,,,,,,
4,1,102,1,2486,"102-2486",6,1,,,1,1,1,0,100
4,1,102,1,2486,"102-2486",7,2,,,,,,,
4,1,102,1,2486,"102-2486",8,2,,,,,,,
4,1,102,1,2486,"102-2486",10,2,,,,,,,
4,1,102,1,2486,"102-2486",11,2,,,,,,,
4,1,102,1,2486,"102-2486",12,2,,,,,,,
4,1,102,1,2486,"102-2486",13,2,,,,,,,
4,1,102,1,2486,"102-2486",14,2,,,,,,,
4,1,102,1,2486,"102-2486",15,2,,,,,,,
4,1,102,1,2486,"102-2486",16,2,,,,,,,
4,1,102,1,2486,"102-2486",17,2,,,,,,,
4,1,102,1,2486,"102-2486",18,2,,,,,,,
4,1,102,1,2486,"102-2486",19,2,,,,,,,
4,1,102,1,46,"102-46",1,2,,,,,,,
4,1,102,1,46,"102-46",2,2,,,,,,,
4,1,102,1,46,"102-46",3,2,,,,,,,
4,1,102,1,46,"102-46",4,2,,,,,,,
4,1,102,1,46,"102-46",5,2,,,,,,,
4,1,102,1,46,"102-46",6,1,,,1,1,1,0,100
4,1,102,1,46,"102-46",7,2,,,,,,,
4,1,102,1,46,"102-46",8,2,,,,,,,
4,1,102,1,46,"102-46",10,2,,,,,,,
4,1,102,1,46,"102-46",11,2,,,,,,,
4,1,102,1,46,"102-46",12,2,,,,,,,
4,1,102,1,46,"102-46",13,2,,,,,,,
4,1,102,1,46,"102-46",14,2,,,,,,,
4,1,102,1,46,"102-46",15,2,,,,,,,
4,1,102,1,46,"102-46",16,2,,,,,,,
4,1,102,1,46,"102-46",17,2,,,,,,,
4,1,102,1,46,"102-46",18,2,,,,,,,
4,1,102,1,46,"102-46",19,2,,,,,,,
4,1,102,1,806,"102-806",1,2,,,,,,,
4,1,102,1,806,"102-806",2,2,,,,,,,
4,1,102,1,806,"102-806",3,2,,,,,,,
4,1,102,1,806,"102-806",4,1,,,0,0,1,0,100
4,1,102,1,806,"102-806",5,2,,,,,,,
4,1,102,1,806,"102-806",6,1,,,0,1,0,0,100
4,1,102,1,806,"102-806",7,2,,,,,,,
4,1,102,1,806,"102-806",8,2,,,,,,,
4,1,102,1,806,"102-806",10,2,,,,,,,
4,1,102,1,806,"102-806",11,2,,,,,,,
4,1,102,1,806,"102-806",12,2,,,,,,,
4,1,102,1,806,"102-806",13,2,,,,,,,
4,1,102,1,806,"102-806",14,2,,,,,,,
4,1,102,1,806,"102-806",15,2,,,,,,,
4,1,102,1,806,"102-806",16,2,,,,,,,
4,1,102,1,806,"102-806",17,2,,,,,,,
4,1,102,1,806,"102-806",18,2,,,,,,,
4,1,102,1,806,"102-806",19,2,,,,,,,
5,10,1022,1,30,"1022-30",1,2,,,,,,,
5,10,1022,1,30,"1022-30",2,2,,,,,,,
5,10,1022,1,30,"1022-30",3,2,,,,,,,
5,10,1022,1,30,"1022-30",4,2,,,,,,,
5,10,1022,1,30,"1022-30",5,2,,,,,,,
5,10,1022,1,30,"1022-30",6,2,,,,,,,
5,10,1022,1,30,"1022-30",7,2,,,,,,,
5,10,1022,1,30,"1022-30",8,2,,,,,,,
5,10,1022,1,30,"1022-30",10,2,,,,,,,
5,10,1022,1,30,"1022-30",11,2,,,,,,,
5,10,1022,1,30,"1022-30",12,2,,,,,,,
5,10,1022,1,30,"1022-30",13,2,,,,,,,
5,10,1022,1,30,"1022-30",14,1,,,0,1,0,0,100
5,10,1022,1,30,"1022-30",15,2,,,,,,,
5,10,1022,1,30,"1022-30",16,2,,,,,,,
5,10,1022,1,30,"1022-30",17,2,,,,,,,
5,10,1022,1,30,"1022-30",18,2,,,,,,,
5,10,1022,1,30,"1022-30",19,2,,,,,,,
5,10,1022,1,386,"1022-386",1,2,,,,,,,
5,10,1022,1,386,"1022-386",2,2,,,,,,,
5,10,1022,1,386,"1022-386",3,2,,,,,,,
5,10,1022,1,386,"1022-386",4,2,,,,,,,
5,10,1022,1,386,"1022-386",5,2,,,,,,,
5,10,1022,1,386,"1022-386",6,1,,,0,1,1,0,100
5,10,1022,1,386,"1022-386",7,2,,,,,,,
5,10,1022,1,386,"1022-386",8,2,,,,,,,
5,10,1022,1,386,"1022-386",10,2,,,,,,,
5,10,1022,1,386,"1022-386",11,2,,,,,,,
5,10,1022,1,386,"1022-386",12,2,,,,,,,
5,10,1022,1,386,"1022-386",13,2,,,,,,,
5,10,1022,1,386,"1022-386",14,2,,,,,,,
5,10,1022,1,386,"1022-386",15,2,,,,,,,
5,10,1022,1,386,"1022-386",16,2,,,,,,,
5,10,1022,1,386,"1022-386",17,2,,,,,,,
5,10,1022,1,386,"1022-386",18,2,,,,,,,
5,10,1022,1,386,"1022-386",19,2,,,,,,,
5,10,1023,2,346,"1023-346",1,2,,,,,,,
5,10,1023,2,346,"1023-346",2,2,,,,,,,
5,10,1023,2,346,"1023-346",3,2,,,,,,,
5,10,1023,2,346,"1023-346",4,2,,,,,,,
5,10,1023,2,346,"1023-346",5,2,,,,,,,
5,10,1023,2,346,"1023-346",6,1,,,1,1,1,0,100
5,10,1023,2,346,"1023-346",7,2,,,,,,,
5,10,1023,2,346,"1023-346",8,2,,,,,,,
5,10,1023,2,346,"1023-346",10,2,,,,,,,
5,10,1023,2,346,"1023-346",11,2,,,,,,,
5,10,1023,2,346,"1023-346",12,2,,,,,,,
5,10,1023,2,346,"1023-346",13,2,,,,,,,
5,10,1023,2,346,"1023-346",14,1,,,0,0,1,0,100
5,10,1023,2,346,"1023-346",15,2,,,,,,,
5,10,1023,2,346,"1023-346",16,2,,,,,,,
5,10,1023,2,346,"1023-346",17,2,,,,,,,
5,10,1023,2,346,"1023-346",18,2,,,,,,,
5,10,1023,2,346,"1023-346",19,2,,,,,,,
5,10,1025,2,1774,"1025-1774",1,2,,,,,,,
5,10,1025,2,1774,"1025-1774",2,2,,,,,,,
5,10,1025,2,1774,"1025-1774",3,2,,,,,,,
5,10,1025,2,1774,"1025-1774",4,2,,,,,,,
5,10,1025,2,1774,"1025-1774",5,2,,,,,,,
5,10,1025,2,1774,"1025-1774",6,1,,,0,0,1,0,75
5,10,1025,2,1774,"1025-1774",7,1,,,1,1,0,0,25
5,10,1025,2,1774,"1025-1774",8,2,,,,,,,
5,10,1025,2,1774,"1025-1774",10,2,,,,,,,
5,10,1025,2,1774,"1025-1774",11,2,,,,,,,
5,10,1025,2,1774,"1025-1774",12,2,,,,,,,
5,10,1025,2,1774,"1025-1774",13,2,,,,,,,
5,10,1025,2,1774,"1025-1774",14,2,,,,,,,
5,10,1025,2,1774,"1025-1774",15,2,,,,,,,
5,10,1025,2,1774,"1025-1774",16,2,,,,,,,
5,10,1025,2,1774,"1025-1774",17,2,,,,,,,
5,10,1025,2,1774,"1025-1774",18,2,,,,,,,
5,10,1025,2,1774,"1025-1774",19,2,,,,,,,
4,1,104,2,1020,"104-1020",1,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",2,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",3,1,"Erosion",,0,1,0,0,50
4,1,104,2,1020,"104-1020",4,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",5,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",6,1,"Erosion",,1,0,0,0,100
4,1,104,2,1020,"104-1020",7,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",8,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",10,1,"Erosion",,1,0,0,0,75
4,1,104,2,1020,"104-1020",11,1,"Erosion",,0,1,0,0,75
4,1,104,2,1020,"104-1020",12,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",13,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",14,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",15,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",16,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",17,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",18,2,"Erosion",,,,,,
4,1,104,2,1020,"104-1020",19,2,"Erosion",,,,,,
4,1,104,2,412,"104-412",1,2,,,,,,,
4,1,104,2,412,"104-412",2,2,,,,,,,
4,1,104,2,412,"104-412",3,1,,,0,1,0,0,50
4,1,104,2,412,"104-412",4,1,,,0,0,1,0,75
4,1,104,2,412,"104-412",5,2,,,,,,,
4,1,104,2,412,"104-412",6,2,,,,,,,
4,1,104,2,412,"104-412",7,2,,,,,,,
4,1,104,2,412,"104-412",8,2,,,,,,,
4,1,104,2,412,"104-412",10,2,,,,,,,
4,1,104,2,412,"104-412",11,1,,,0,1,0,0,50
4,1,104,2,412,"104-412",12,2,,,,,,,
4,1,104,2,412,"104-412",13,2,,,,,,,
4,1,104,2,412,"104-412",14,2,,,,,,,
4,1,104,2,412,"104-412",15,2,,,,,,,
4,1,104,2,412,"104-412",16,2,,,,,,,
4,1,104,2,412,"104-412",17,2,,,,,,,
4,1,104,2,412,"104-412",18,2,,,,,,,
4,1,104,2,412,"104-412",19,2,,,,,,,
4,1,105,2,638,"105-638",1,2,,,,,,,
4,1,105,2,638,"105-638",2,2,,,,,,,
4,1,105,2,638,"105-638",3,1,,,1,0,0,0,100
4,1,105,2,638,"105-638",4,1,,,0,1,0,0,50
4,1,105,2,638,"105-638",5,2,,,,,,,
4,1,105,2,638,"105-638",6,1,,,1,0,0,0,100
4,1,105,2,638,"105-638",7,2,,,,,,,
4,1,105,2,638,"105-638",8,2,,,,,,,
4,1,105,2,638,"105-638",10,2,,,,,,,
4,1,105,2,638,"105-638",11,2,,,,,,,
4,1,105,2,638,"105-638",12,2,,,,,,,
4,1,105,2,638,"105-638",13,2,,,,,,,
4,1,105,2,638,"105-638",14,2,,,,,,,
4,1,105,2,638,"105-638",15,1,,,0,0,1,0,75
4,1,105,2,638,"105-638",16,2,,,,,,,
4,1,105,2,638,"105-638",17,2,,,,,,,
4,1,105,2,638,"105-638",18,2,,,,,,,
4,1,105,2,638,"105-638",19,2,,,,,,,
4,1,107,2,10,"107-10",1,2,,,,,,,
4,1,107,2,10,"107-10",2,2,,,,,,,
4,1,107,2,10,"107-10",3,1,,,1,0,0,0,25
4,1,107,2,10,"107-10",4,2,,,,,,,
4,1,107,2,10,"107-10",5,2,,,,,,,
4,1,107,2,10,"107-10",6,1,,,1,1,1,0,100
4,1,107,2,10,"107-10",7,2,,,,,,,
4,1,107,2,10,"107-10",8,2,,,,,,,
4,1,107,2,10,"107-10",10,2,,,,,,,
4,1,107,2,10,"107-10",11,2,,,,,,,
4,1,107,2,10,"107-10",12,2,,,,,,,
4,1,107,2,10,"107-10",13,2,,,,,,,
4,1,107,2,10,"107-10",14,2,,,,,,,
4,1,107,2,10,"107-10",15,2,,,,,,,
4,1,107,2,10,"107-10",16,2,,,,,,,
4,1,107,2,10,"107-10",17,2,,,,,,,
4,1,107,2,10,"107-10",18,2,,,,,,,
4,1,107,2,10,"107-10",19,2,,,,,,,
4,1,107,2,1044,"107-1044",1,2,,,,,,,
4,1,107,2,1044,"107-1044",2,2,,,,,,,
4,1,107,2,1044,"107-1044",3,1,,,0,1,1,0,25
4,1,107,2,1044,"107-1044",4,2,,,,,,,
4,1,107,2,1044,"107-1044",5,2,,,,,,,
4,1,107,2,1044,"107-1044",6,1,,,1,1,1,0,100
4,1,107,2,1044,"107-1044",7,2,,,,,,,
4,1,107,2,1044,"107-1044",8,2,,,,,,,
4,1,107,2,1044,"107-1044",10,2,,,,,,,
4,1,107,2,1044,"107-1044",11,2,,,,,,,
4,1,107,2,1044,"107-1044",12,2,,,,,,,
4,1,107,2,1044,"107-1044",13,2,,,,,,,
4,1,107,2,1044,"107-1044",14,2,,,,,,,
4,1,107,2,1044,"107-1044",15,2,,,,,,,
4,1,107,2,1044,"107-1044",16,2,,,,,,,
4,1,107,2,1044,"107-1044",17,2,,,,,,,
4,1,107,2,1044,"107-1044",18,2,,,,,,,
4,1,107,2,1044,"107-1044",19,2,,,,,,,
4,1,107,2,1322,"107-1322",1,2,,,,,,,
4,1,107,2,1322,"107-1322",2,2,,,,,,,
4,1,107,2,1322,"107-1322",3,1,,,0,1,1,0,100
4,1,107,2,1322,"107-1322",4,1,,,0,0,1,0,75
4,1,107,2,1322,"107-1322",5,2,,,,,,,
4,1,107,2,1322,"107-1322",6,1,,,1,1,1,0,100
4,1,107,2,1322,"107-1322",7,1,,,1,1,1,0,100
4,1,107,2,1322,"107-1322",8,2,,,,,,,
4,1,107,2,1322,"107-1322",10,2,,,,,,,
4,1,107,2,1322,"107-1322",11,1,,,0,1,1,0,25
4,1,107,2,1322,"107-1322",12,2,,,,,,,
4,1,107,2,1322,"107-1322",13,1,,,1,0,0,0,100
4,1,107,2,1322,"107-1322",14,2,,,,,,,
4,1,107,2,1322,"107-1322",15,2,,,,,,,
4,1,107,2,1322,"107-1322",16,2,,,,,,,
4,1,107,2,1322,"107-1322",17,2,,,,,,,
4,1,107,2,1322,"107-1322",18,2,,,,,,,
4,1,107,2,1322,"107-1322",19,2,,,,,,,
4,1,108,2,904,"108-904",1,2,,,,,,,
4,1,108,2,904,"108-904",2,2,,,,,,,
4,1,108,2,904,"108-904",3,1,,,0,1,0,0,75
4,1,108,2,904,"108-904",4,1,,,1,0,0,0,50
4,1,108,2,904,"108-904",5,2,,,,,,,
4,1,108,2,904,"108-904",6,1,,,0,1,0,0,50
4,1,108,2,904,"108-904",7,2,,,,,,,
4,1,108,2,904,"108-904",8,2,,,,,,,
4,1,108,2,904,"108-904",10,2,,,,,,,
4,1,108,2,904,"108-904",11,1,,,0,1,1,0,100
4,1,108,2,904,"108-904",12,2,,,,,,,
4,1,108,2,904,"108-904",13,2,,,,,,,
